lam,lofo_r2,lofo_r2_per_dim
0.0001,-1.5623298437056086,-1.7269104719161987
0.001,-1.5036763327916565,-1.663791537284851
0.01,-1.1084905719131188,-1.2388248443603516
0.1,-0.32087189775273384,-0.3930905759334564
1.0,0.029733607557461794,-0.016345279291272163
10.0,0.08880280287466547,0.049541275948286057
100.0,0.07924942185218142,0.045486826449632645
1000.0,0.03147560942605998,0.015446475706994534
