icl_example_index,token_role,layer,best_alpha,rank90,energy_at_k,sv1,sv_k,gate_rel_fv,gate_rel_pp,selfcons_max_rel,trunc_resid_mean,trunc_resid_max,preimage_norm_mean,n_rows
10,pre_label_token,0,0.1,1,0.9999999999920908,1.7205995517244332e-09,1.7205995517244332e-09,0.0,0.0,4.1675398279039655e-06,0.999882698059082,1.0000001192092896,355.1200866699219,4590
10,pre_label_token,1,100000.0,13,0.9152498366929528,1.4271538257598877,0.3588453531265259,0.0,0.0,9.643450766816386e-07,0.6147956848144531,0.9362804293632507,32.309818267822266,4590
10,pre_label_token,2,10000.0,139,0.9005373552472825,3.017730236053467,0.15038982033729553,0.0,0.0,4.213443389744498e-06,0.41204023361206055,0.7444208264350891,37.203670501708984,4590
10,pre_label_token,3,10000.0,155,0.9002929852816655,2.9602038860321045,0.14550559222698212,0.0,0.0,4.06702156396932e-06,0.39842191338539124,0.7312769293785095,37.37289810180664,4590
10,pre_label_token,4,10000.0,193,0.9000153476891726,2.1540894508361816,0.1296798437833786,0.0,0.0,4.775800789502682e-06,0.375148743391037,0.6994189023971558,42.064327239990234,4590
10,pre_label_token,5,10000.0,227,0.9000065973183993,1.6420817375183105,0.11994507908821106,0.0,0.0,5.324405265128007e-06,0.3575242757797241,0.6867708563804626,55.83639144897461,4590
10,pre_label_token,6,10000.0,233,0.9000033517640262,1.5320252180099487,0.1188896968960762,0.0,0.0,5.990638783259783e-06,0.3538683354854584,0.6870107650756836,56.10622787475586,4590
10,pre_label_token,7,10000.0,243,0.9004213625330802,1.3939982652664185,0.11583837121725082,0.0,0.0,5.898151357541792e-06,0.34951457381248474,0.6791699528694153,63.438209533691406,4590
10,pre_label_token,8,3162.2776601683795,407,0.9001894877345396,1.7893495559692383,0.17526692152023315,0.0,0.0,7.445745723089203e-06,0.2868078649044037,0.6244162917137146,60.276790618896484,4590
10,pre_label_token,9,3162.2776601683795,427,0.9003112647381051,1.5960818529129028,0.17129428684711456,0.0,0.0,8.495651854900643e-06,0.28013888001441956,0.6232277750968933,64.6622543334961,4590
10,pre_label_token,10,3162.2776601683795,426,0.9002943438081336,1.647835373878479,0.17028218507766724,0.0,0.0,8.263411473308224e-06,0.2792899012565613,0.62668776512146,73.80899047851562,4590
10,pre_label_token,11,3162.2776601683795,431,0.9001949009832421,1.5122684240341187,0.17061302065849304,0.0,0.0,7.867108251957688e-06,0.2774052023887634,0.6221614480018616,82.12103271484375,4590
10,pre_label_token,12,3162.2776601683795,433,0.9001444655493704,1.5300058126449585,0.1722571700811386,0.0,0.0,7.955089131428394e-06,0.275581955909729,0.6212076544761658,80.59595489501953,4590
10,pre_label_token,13,3162.2776601683795,441,0.900014220019583,1.400576114654541,0.16956402361392975,7.655444709378269e-06,1.834035454005436e-06,1.6423613260485581e-06,0.2727802097797394,0.614101231098175,87.81168365478516,4590
10,pre_label_token,14,3162.2776601683795,426,0.9000302068760857,1.4459543228149414,0.17176373302936554,0.0,0.0,8.127154615067411e-06,0.2773815095424652,0.6226194500923157,99.74398803710938,4590
10,pre_label_token,15,3162.2776601683795,433,0.9002673764734489,1.492801308631897,0.17276616394519806,0.0,0.0,7.422266207868233e-06,0.27492427825927734,0.6195905804634094,101.4439926147461,4590
10,pre_label_token,16,3162.2776601683795,434,0.900150705119321,1.4624757766723633,0.17378562688827515,0.0,0.0,8.573459126637317e-06,0.2744828164577484,0.6188311576843262,111.9830322265625,4590
10,pre_label_token,17,3162.2776601683795,421,0.9003087433180542,1.5664587020874023,0.1747521609067917,0.0,0.0,7.490407369914465e-06,0.2777559161186218,0.6242287158966064,125.91226196289062,4590
10,pre_label_token,18,3162.2776601683795,427,0.9000058029913556,1.6206320524215698,0.1769719272851944,0.0,0.0,7.733987331448589e-06,0.2756964862346649,0.6206153035163879,130.87950134277344,4590
10,pre_label_token,19,3162.2776601683795,428,0.9002851521042462,1.684084177017212,0.17840008437633514,0.0,0.0,8.299763976538088e-06,0.2754138112068176,0.622602105140686,143.67933654785156,4590
10,pre_label_token,20,3162.2776601683795,422,0.9000493473775877,1.7786543369293213,0.18035835027694702,0.0,0.0,7.897081559349317e-06,0.27726975083351135,0.6202353239059448,161.11550903320312,4590
10,pre_label_token,21,3162.2776601683795,424,0.9001409913822813,1.8189996480941772,0.18215525150299072,0.0,0.0,8.129916750476696e-06,0.276267409324646,0.6192433834075928,176.30438232421875,4590
10,pre_label_token,22,3162.2776601683795,424,0.9000901065281751,1.881783366203308,0.18378403782844543,0.0,0.0,8.30413591756951e-06,0.2762329578399658,0.6184854507446289,187.72674560546875,4590
10,pre_label_token,23,3162.2776601683795,425,0.9001193962191635,1.9297739267349243,0.1847836971282959,0.0,0.0,8.64059529703809e-06,0.27581149339675903,0.6174169778823853,195.53758239746094,4590
10,pre_label_token,24,3162.2776601683795,427,0.9000835867786205,1.973148226737976,0.18567456305027008,0.0,0.0,8.725442967261188e-06,0.27500149607658386,0.6154418587684631,206.29214477539062,4590
10,pre_label_token,25,3162.2776601683795,430,0.9000502911093156,1.9816162586212158,0.18531495332717896,0.0,0.0,1.0056225619337056e-05,0.2741830348968506,0.6148343682289124,218.76303100585938,4590
10,pre_label_token,26,3162.2776601683795,432,0.9001402448162962,2.006260633468628,0.18608462810516357,0.0,0.0,8.485597390972544e-06,0.27371785044670105,0.6173776984214783,231.09674072265625,4590
10,pre_label_token,27,3162.2776601683795,430,0.9001130676880759,2.050204277038574,0.18669426441192627,0.0,0.0,9.327748557552695e-06,0.2743000388145447,0.6201115250587463,260.64385986328125,4590
10,pre_label_token,28,3162.2776601683795,424,0.9000646100817283,2.126619338989258,0.18773533403873444,0.0,0.0,8.215225534513593e-06,0.27652978897094727,0.6223123669624329,348.4350891113281,4590
10,first_label_token,0,31622.776601683792,41,0.9007250542350501,2.4809553623199463,0.16922347247600555,0.0,0.0,2.247514430564479e-06,0.5315210819244385,0.8873559236526489,2.107821464538574,4590
10,first_label_token,1,31622.776601683792,38,0.900470118086638,2.3186707496643066,0.17422419786453247,0.0,0.0,2.1845537503395462e-06,0.5384415984153748,0.8887030482292175,42.39429473876953,4590
10,first_label_token,2,31622.776601683792,43,0.9001563827106538,2.2050631046295166,0.1662375032901764,0.0,0.0,2.6566874566924525e-06,0.5259437561035156,0.878616213798523,49.733341217041016,4590
10,first_label_token,3,31622.776601683792,47,0.9006326813077545,2.1431944370269775,0.1576634645462036,0.0,0.0,2.1952878341835458e-06,0.5179058909416199,0.8567541241645813,51.124534606933594,4590
10,first_label_token,4,10000.0,168,0.9002499899596582,2.6524696350097656,0.16022630035877228,0.0,0.0,4.050762981933076e-06,0.3929777145385742,0.7161015868186951,56.46257019042969,4590
10,first_label_token,5,10000.0,193,0.9000261958536274,2.246328115463257,0.1482916623353958,0.0,0.0,4.694376457337057e-06,0.3768257796764374,0.7057773470878601,67.00355529785156,4590
10,first_label_token,6,10000.0,209,0.9002012297200742,2.102308511734009,0.14143788814544678,0.0,0.0,4.254435680195456e-06,0.3664766550064087,0.6983567476272583,72.2481689453125,4590
10,first_label_token,7,10000.0,230,0.900437893313984,1.968155860900879,0.1357601135969162,0.0,0.0,5.328732640919043e-06,0.3539803922176361,0.68739253282547,85.33849334716797,4590
10,first_label_token,8,10000.0,241,0.9002347664284579,1.8475878238677979,0.13083752989768982,0.0,0.0,4.7891048780002166e-06,0.3477299213409424,0.6825144290924072,93.60564422607422,4590
10,first_label_token,9,3162.2776601683795,396,0.9002267972405732,2.1835782527923584,0.18915052711963654,0.0,0.0,7.150729288696311e-06,0.286590039730072,0.6281652450561523,80.58355712890625,4590
10,first_label_token,10,3162.2776601683795,402,0.9001084593356322,1.969215750694275,0.1876145452260971,0.0,0.0,7.484879006369738e-06,0.2840920090675354,0.6254984140396118,88.60494232177734,4590
10,first_label_token,11,3162.2776601683795,406,0.9002907820140879,1.9416024684906006,0.18690495193004608,0.0,0.0,7.839144927856978e-06,0.28260311484336853,0.6228799223899841,93.97651672363281,4590
10,first_label_token,12,3162.2776601683795,404,0.9000178268495393,1.9867668151855469,0.18755358457565308,0.0,0.0,8.910624273994472e-06,0.282552033662796,0.6251607537269592,98.09617614746094,4590
10,first_label_token,13,3162.2776601683795,408,0.9001146640695201,1.9741644859313965,0.18681640923023224,0.0,0.0,7.5111515798198525e-06,0.28123265504837036,0.6241050362586975,103.35713958740234,4590
10,first_label_token,14,3162.2776601683795,410,0.9002734975833877,1.989732027053833,0.18648533523082733,0.0,0.0,8.238090231316164e-06,0.28058236837387085,0.6208145618438721,108.94428253173828,4590
10,first_label_token,15,3162.2776601683795,409,0.9001784084947193,1.9798318147659302,0.18660351634025574,0.0,0.0,8.857777174853254e-06,0.28106361627578735,0.6228024363517761,113.7625961303711,4590
10,first_label_token,16,3162.2776601683795,409,0.9001966915323195,1.9943864345550537,0.18769137561321259,0.0,0.0,8.510399311489891e-06,0.28105467557907104,0.6222503781318665,120.35005950927734,4590
10,first_label_token,17,3162.2776601683795,408,0.9000377306721606,2.0537564754486084,0.18899551033973694,0.0,0.0,8.393430107389577e-06,0.2809883654117584,0.6231710910797119,128.2225799560547,4590
10,first_label_token,18,3162.2776601683795,408,0.9001300482464202,2.0881507396698,0.1896578073501587,0.0,0.0,8.018269909371156e-06,0.2809087932109833,0.6256175637245178,132.71664428710938,4590
10,first_label_token,19,3162.2776601683795,408,0.9002485440393512,2.1333720684051514,0.19148850440979004,0.0,0.0,7.4758822847798e-06,0.28054940700531006,0.6247300505638123,141.2352752685547,4590
10,first_label_token,20,3162.2776601683795,409,0.9001198122091227,2.1599466800689697,0.19235025346279144,0.0,0.0,7.888786967669148e-06,0.28005775809288025,0.6246910691261292,148.87384033203125,4590
10,first_label_token,21,3162.2776601683795,411,0.9002260097749156,2.1527597904205322,0.19172623753547668,0.0,0.0,8.113140211207792e-06,0.27948978543281555,0.6223234534263611,162.49124145507812,4590
10,first_label_token,22,3162.2776601683795,410,0.9002352581430176,2.2001655101776123,0.19254224002361298,0.0,0.0,7.3723790592339355e-06,0.27967533469200134,0.6212853193283081,171.2967071533203,4590
10,first_label_token,23,3162.2776601683795,409,0.9000117034026238,2.240285873413086,0.19493812322616577,0.0,0.0,8.32458317745477e-06,0.2799127697944641,0.6218476295471191,177.0079803466797,4590
10,first_label_token,24,3162.2776601683795,410,0.9001078607610531,2.2802658081054688,0.19535160064697266,0.0,0.0,8.146023901645094e-06,0.2792394161224365,0.621250569820404,183.82882690429688,4590
10,first_label_token,25,3162.2776601683795,412,0.9002722399837657,2.30545973777771,0.19562484323978424,0.0,0.0,8.429167792201042e-06,0.27844172716140747,0.6214154958724976,195.6959228515625,4590
10,first_label_token,26,3162.2776601683795,412,0.9000872322545764,2.3300299644470215,0.19655092060565948,0.0,0.0,7.632614142494276e-06,0.2783353328704834,0.621992826461792,214.14242553710938,4590
10,first_label_token,27,3162.2776601683795,412,0.9002741235897027,2.3836381435394287,0.1973470151424408,0.0,0.0,9.361512638861313e-06,0.2781063914299011,0.6213849186897278,249.45106506347656,4590
10,first_label_token,28,3162.2776601683795,409,0.900017583667143,2.446584463119507,0.1990809589624405,0.0,0.0,7.969464604684617e-06,0.2789774239063263,0.6250603199005127,271.7863464355469,4590
10,last_label_token,0,31622.776601683792,37,0.9004496507311979,2.404323101043701,0.1801399141550064,0.0,0.0,2.324969273104216e-06,0.5404092669487,0.9092548489570618,2.0625176429748535,4590
10,last_label_token,1,31622.776601683792,43,0.9004623473072217,2.2149970531463623,0.1625642329454422,0.0,0.0,3.6635033211496193e-06,0.5275079011917114,0.8905906677246094,41.419368743896484,4590
10,last_label_token,2,31622.776601683792,54,0.9003277924028941,2.0338938236236572,0.14841392636299133,0.0,0.0,2.8817844395234715e-06,0.5058994889259338,0.8588841557502747,49.8812370300293,4590
10,last_label_token,3,31622.776601683792,61,0.9006728606221397,1.9564193487167358,0.14139892160892487,0.0,0.0,2.3600130134582287e-06,0.49430063366889954,0.832182765007019,54.186485290527344,4590
10,last_label_token,4,10000.0,214,0.9002688077844518,2.1792609691619873,0.1469460129737854,0.0,0.0,4.644688942789799e-06,0.3657154142856598,0.6907194256782532,58.58400344848633,4590
