icl_example_index,token_role,layer,best_alpha,rank90,energy_at_k,sv1,sv_k,gate_rel_fv,gate_rel_pp,selfcons_max_rel,trunc_resid_mean,trunc_resid_max,preimage_norm_mean,n_rows
8,pre_label_token,0,0.1,1,0.9999999999920908,1.7205995517244332e-09,1.7205995517244332e-09,0.0,0.0,4.1675398279039655e-06,0.999882698059082,1.0000001192092896,355.1200866699219,4590
8,pre_label_token,1,100000.0,12,0.9010027125625442,1.4063739776611328,0.3893037438392639,0.0,0.0,1.3151054645277327e-06,0.6389577388763428,0.938066303730011,32.29624938964844,4590
8,pre_label_token,2,10000.0,129,0.9000838603531328,3.0720999240875244,0.15415959060192108,0.0,0.0,3.243338596803369e-06,0.41739755868911743,0.7404372692108154,37.341163635253906,4590
8,pre_label_token,3,10000.0,145,0.9001287432195697,3.009490966796875,0.1491883248090744,0.0,0.0,3.3471233109594323e-06,0.40452975034713745,0.7301055788993835,37.36851119995117,4590
8,pre_label_token,4,10000.0,187,0.9000495494079138,2.1998140811920166,0.13006024062633514,0.0,0.0,3.865333837893559e-06,0.3779613673686981,0.7096970081329346,42.08096694946289,4590
8,pre_label_token,5,10000.0,222,0.9002142405573668,1.714949369430542,0.12016818672418594,0.0,0.0,4.547209755401127e-06,0.35935139656066895,0.6859984993934631,55.881526947021484,4590
8,pre_label_token,6,10000.0,229,0.9001706240780682,1.5913318395614624,0.11796041578054428,0.0,0.0,5.857767064298969e-06,0.35555949807167053,0.6890887022018433,56.35075759887695,4590
8,pre_label_token,7,10000.0,240,0.9001815234418803,1.4399583339691162,0.11609428375959396,0.0,0.0,5.109736775921192e-06,0.3507334887981415,0.685482919216156,63.30694580078125,4590
8,pre_label_token,8,10000.0,246,0.9002683109763951,1.42795991897583,0.11441292613744736,0.0,0.0,6.048520845070016e-06,0.3471744656562805,0.6851212382316589,68.22171783447266,4590
8,pre_label_token,9,3162.2776601683795,423,0.9001456848995665,1.6722184419631958,0.1707761138677597,0.0,0.0,8.86963061930146e-06,0.28068408370018005,0.6282099485397339,64.47051239013672,4590
8,pre_label_token,10,3162.2776601683795,421,0.9000665378799876,1.698750615119934,0.16964782774448395,0.0,0.0,7.127091976144584e-06,0.28093305230140686,0.6310655474662781,73.59658813476562,4590
8,pre_label_token,11,3162.2776601683795,427,0.9000990491399433,1.5622507333755493,0.169703409075737,0.0,0.0,8.886931027518585e-06,0.27867987751960754,0.6246505379676819,82.27765655517578,4590
8,pre_label_token,12,3162.2776601683795,431,0.9001945896112262,1.5692540407180786,0.17046232521533966,0.0,0.0,7.44448198020109e-06,0.2766786217689514,0.6249644756317139,80.55038452148438,4590
8,pre_label_token,13,3162.2776601683795,441,0.9002484473520921,1.4739124774932861,0.16736045479774475,0.0,0.0,8.525692464900203e-06,0.2735099494457245,0.6243090629577637,87.58586883544922,4590
8,pre_label_token,14,3162.2776601683795,426,0.9001202479627698,1.5219368934631348,0.1703409105539322,0.0,0.0,7.977708264661487e-06,0.27785152196884155,0.6275397539138794,99.6644058227539,4590
8,pre_label_token,15,3162.2776601683795,432,0.9003046378399033,1.573169469833374,0.1712809056043625,0.0,0.0,8.682771294843405e-06,0.2756909430027008,0.6275640726089478,101.40882110595703,4590
8,pre_label_token,16,3162.2776601683795,433,0.9001912918779282,1.5552973747253418,0.17183202505111694,0.0,0.0,7.506635029130848e-06,0.2750040590763092,0.6259219646453857,112.0573959350586,4590
8,pre_label_token,17,3162.2776601683795,419,0.9000336474975118,1.6541739702224731,0.1738256961107254,0.0,0.0,7.201918833743548e-06,0.2786295711994171,0.6271139979362488,125.79016876220703,4590
8,pre_label_token,18,3162.2776601683795,426,0.9001552432655451,1.7082384824752808,0.17549476027488708,0.0,0.0,7.747927156742662e-06,0.27626389265060425,0.625316858291626,130.72515869140625,4590
8,pre_label_token,19,3162.2776601683795,426,0.900099627923823,1.767374873161316,0.17729586362838745,0.0,0.0,7.760685548419133e-06,0.276118665933609,0.6240114569664001,142.94102478027344,4590
8,pre_label_token,20,3162.2776601683795,421,0.9001353143440272,1.8587032556533813,0.17939484119415283,0.0,0.0,8.706289918336552e-06,0.2777828276157379,0.6246838569641113,160.63294982910156,4590
8,pre_label_token,21,3162.2776601683795,423,0.9002447832101046,1.898893117904663,0.18059813976287842,0.0,0.0,8.08596632850822e-06,0.2769658863544464,0.6208354830741882,175.4669952392578,4590
