icl_example_index,token_role,layer,best_alpha,rank90,energy_at_k,sv1,sv_k,gate_rel_fv,gate_rel_pp,selfcons_max_rel,trunc_resid_mean,trunc_resid_max,preimage_norm_mean,n_rows
5,pre_label_token,0,0.1,1,0.9999999999920908,1.7205995517244332e-09,1.7205995517244332e-09,0.0,0.0,4.1675398279039655e-06,0.999882698059082,1.0000001192092896,355.1200866699219,4590
5,pre_label_token,1,100000.0,12,0.9085532964534635,1.3711789846420288,0.38164928555488586,0.0,0.0,9.72754719441582e-07,0.641658365726471,0.9385339617729187,32.40575408935547,4590
5,pre_label_token,2,10000.0,120,0.9001774975082749,3.2621634006500244,0.16089297831058502,0.0,0.0,3.4050144677166827e-06,0.42499783635139465,0.7584231495857239,37.46207809448242,4590
5,pre_label_token,3,10000.0,135,0.900331403558482,3.219332218170166,0.15572144091129303,0.0,0.0,3.75279728359601e-06,0.4117540121078491,0.7477999329566956,37.150062561035156,4590
5,pre_label_token,4,10000.0,182,0.900038153093759,2.3292319774627686,0.13372932374477386,0.0,0.0,4.570933015202172e-06,0.3807155191898346,0.7223829627037048,42.109962463378906,4590
5,pre_label_token,5,10000.0,214,0.9001291774562025,1.8889168500900269,0.12412397563457489,0.0,0.0,4.681295195041457e-06,0.36323049664497375,0.6955264210700989,55.49795913696289,4590
5,pre_label_token,6,10000.0,223,0.900160139468211,1.725546956062317,0.1213204637169838,0.0,0.0,4.6577624743804336e-06,0.35840967297554016,0.6871581077575684,56.42359924316406,4590
5,pre_label_token,7,10000.0,237,0.9001769124906002,1.5594819784164429,0.11786191910505295,0.0,0.0,5.792783667857293e-06,0.3521391451358795,0.6893307566642761,62.881797790527344,4590
5,pre_label_token,8,10000.0,243,0.9001458093470387,1.5555810928344727,0.11687622219324112,0.0,0.0,6.094200216466561e-06,0.3484116196632385,0.6921073198318481,67.94271087646484,4590
5,pre_label_token,9,10000.0,262,0.9003806033357731,1.3973424434661865,0.11132514476776123,0.0,0.0,5.9394087656983174e-06,0.34019267559051514,0.6805838346481323,74.69004821777344,4590
5,pre_label_token,10,10000.0,262,0.9002993078049392,1.348371148109436,0.10952787101268768,0.0,0.0,7.011681191215757e-06,0.3394584059715271,0.6800609230995178,87.7528076171875,4590
5,pre_label_token,11,10000.0,265,0.9003477555855209,1.3198102712631226,0.10950304567813873,0.0,0.0,6.58350518278894e-06,0.33710768818855286,0.6760326027870178,98.31835174560547,4590
