family,target,context,layer,alpha,n,success,lo,hi,target_rate,judge_ok,unscorable,margin,n_evidence,baseline,ceiling
js_strict_eq,alt,nat,26,4.0,48,0.3333,0.2168,0.4746,0.375,0.8542,0.2083,0.7832,3.25,0.0,0.645
py_comprehension,nat,alt,2,0.5,49,0.1633,0.0851,0.2904,0.1837,0.898,0.1837,-2.1684,38.9592,0.2245,0.695
py_comprehension,nat,alt,2,1.0,49,0.2245,0.1302,0.3588,0.2653,0.8367,0.1837,-1.9796,38.9592,0.2245,0.695
py_comprehension,nat,alt,2,2.0,49,0.1837,0.0998,0.3136,0.2041,0.8776,0.2653,-1.6658,38.9592,0.2245,0.695
py_comprehension,nat,alt,2,4.0,49,0.2449,0.146,0.3809,0.5714,0.3878,0.3878,3.2436,38.9592,0.2245,0.695
py_comprehension,nat,alt,4,0.5,49,0.2449,0.146,0.3809,0.2449,0.9388,0.1429,-2.1097,38.9592,0.2245,0.695
py_comprehension,nat,alt,4,1.0,49,0.2041,0.1148,0.3364,0.2449,0.8571,0.1224,-1.8878,38.9592,0.2245,0.695
py_comprehension,nat,alt,4,2.0,49,0.2449,0.146,0.3809,0.2653,0.9388,0.0816,-1.3189,38.9592,0.2245,0.695
py_comprehension,nat,alt,4,4.0,49,0.3469,0.2292,0.4869,0.6122,0.4694,0.3061,3.2054,38.9592,0.2245,0.695
py_comprehension,nat,alt,6,0.5,49,0.1633,0.0851,0.2904,0.1837,0.8776,0.2041,-2.0612,38.9592,0.2245,0.695
py_comprehension,nat,alt,6,1.0,49,0.2245,0.1302,0.3588,0.2449,0.8776,0.1429,-1.8061,38.9592,0.2245,0.695
py_comprehension,nat,alt,6,2.0,49,0.2449,0.146,0.3809,0.2857,0.8776,0.1224,-0.9668,38.9592,0.2245,0.695
py_comprehension,nat,alt,6,4.0,49,0.3265,0.2121,0.4662,0.4694,0.4694,0.4286,2.5,38.9592,0.2245,0.695
py_comprehension,nat,alt,8,0.5,49,0.2245,0.1302,0.3588,0.2245,0.8776,0.1633,-2.0204,38.9592,0.2245,0.695
py_comprehension,nat,alt,8,1.0,49,0.1633,0.0851,0.2904,0.1633,0.9388,0.1224,-1.6556,38.9592,0.2245,0.695
py_comprehension,nat,alt,8,2.0,49,0.3878,0.2643,0.5275,0.4082,0.8163,0.1837,-0.199,38.9592,0.2245,0.695
py_comprehension,nat,alt,8,4.0,49,0.4694,0.337,0.6062,0.6327,0.6327,0.3265,2.625,38.9592,0.2245,0.695
py_comprehension,nat,alt,10,0.5,49,0.1429,0.071,0.2667,0.1429,0.9184,0.1837,-2.0153,38.9592,0.2245,0.695
py_comprehension,nat,alt,10,1.0,49,0.1837,0.0998,0.3136,0.2041,0.9184,0.1429,-1.6148,38.9592,0.2245,0.695
py_comprehension,nat,alt,10,2.0,49,0.3469,0.2292,0.4869,0.3673,0.8776,0.2245,-0.148,38.9592,0.2245,0.695
py_comprehension,nat,alt,10,4.0,49,0.6735,0.5338,0.7879,0.7347,0.7755,0.1837,2.3087,38.9592,0.2245,0.695
py_comprehension,nat,alt,12,0.5,49,0.2041,0.1148,0.3364,0.2041,0.8776,0.2245,-2.0102,38.9592,0.2245,0.695
py_comprehension,nat,alt,12,1.0,49,0.1429,0.071,0.2667,0.1633,0.8571,0.2653,-1.5561,38.9592,0.2245,0.695
py_comprehension,nat,alt,12,2.0,49,0.4694,0.337,0.6062,0.5306,0.898,0.1837,0.2194,38.9592,0.2245,0.695
py_comprehension,nat,alt,12,4.0,49,0.4694,0.337,0.6062,0.5714,0.6939,0.4082,2.2296,38.9592,0.2245,0.695
py_comprehension,nat,alt,14,0.5,49,0.1837,0.0998,0.3136,0.1837,0.898,0.1837,-1.9592,38.9592,0.2245,0.695
py_comprehension,nat,alt,14,1.0,49,0.2449,0.146,0.3809,0.3061,0.8163,0.1837,-1.4235,38.9592,0.2245,0.695
py_comprehension,nat,alt,14,2.0,49,0.4082,0.2822,0.5475,0.449,0.8571,0.2653,0.6684,38.9592,0.2245,0.695
py_comprehension,nat,alt,14,4.0,49,0.5714,0.4327,0.6998,0.6531,0.8571,0.2041,2.3546,38.9592,0.2245,0.695
py_comprehension,nat,alt,16,0.5,49,0.1633,0.0851,0.2904,0.1837,0.8571,0.1224,-1.9362,38.9592,0.2245,0.695
py_comprehension,nat,alt,16,1.0,49,0.2449,0.146,0.3809,0.2449,0.898,0.1224,-1.3724,38.9592,0.2245,0.695
py_comprehension,nat,alt,16,2.0,49,0.3265,0.2121,0.4662,0.4082,0.8163,0.2449,0.5179,38.9592,0.2245,0.695
py_comprehension,nat,alt,16,4.0,49,0.7143,0.5759,0.8215,0.7551,0.9184,0.1633,2.4668,38.9592,0.2245,0.695
py_comprehension,nat,alt,18,0.5,49,0.2245,0.1302,0.3588,0.2245,0.8571,0.2041,-1.9107,38.9592,0.2245,0.695
py_comprehension,nat,alt,18,1.0,49,0.2857,0.1785,0.4241,0.3061,0.8367,0.1837,-1.3648,38.9592,0.2245,0.695
py_comprehension,nat,alt,18,2.0,49,0.5102,0.3747,0.6443,0.5714,0.898,0.1837,0.2423,38.9592,0.2245,0.695
py_comprehension,nat,alt,18,4.0,49,0.6327,0.4927,0.7534,0.6531,0.8776,0.2857,1.9898,38.9592,0.2245,0.695
py_comprehension,nat,alt,20,0.5,49,0.2245,0.1302,0.3588,0.2245,0.8571,0.2449,-1.9898,38.9592,0.2245,0.695
py_comprehension,nat,alt,20,1.0,49,0.2245,0.1302,0.3588,0.2653,0.8776,0.1633,-1.523,38.9592,0.2245,0.695
py_comprehension,nat,alt,20,2.0,49,0.2449,0.146,0.3809,0.2857,0.7959,0.2449,-0.2296,38.9592,0.2245,0.695
py_comprehension,nat,alt,20,4.0,49,0.4082,0.2822,0.5475,0.5306,0.7755,0.3265,1.5638,38.9592,0.2245,0.695
py_comprehension,nat,alt,22,0.5,49,0.1429,0.071,0.2667,0.1429,0.9184,0.2245,-2.1837,38.9592,0.2245,0.695
py_comprehension,nat,alt,22,1.0,49,0.102,0.0444,0.2176,0.1224,0.8367,0.1429,-1.9337,38.9592,0.2245,0.695
py_comprehension,nat,alt,22,2.0,49,0.2449,0.146,0.3809,0.2653,0.9388,0.2653,-1.1709,38.9592,0.2245,0.695
py_comprehension,nat,alt,22,4.0,49,0.3878,0.2643,0.5275,0.449,0.8776,0.2041,0.125,38.9592,0.2245,0.695
py_comprehension,nat,alt,24,0.5,49,0.1224,0.0573,0.2424,0.1224,0.898,0.2245,-2.2883,38.9592,0.2245,0.695
py_comprehension,nat,alt,24,1.0,49,0.2245,0.1302,0.3588,0.2245,0.8571,0.1429,-2.2704,38.9592,0.2245,0.695
py_comprehension,nat,alt,24,2.0,49,0.1429,0.071,0.2667,0.2245,0.8163,0.1837,-2.1786,38.9592,0.2245,0.695
py_comprehension,nat,alt,24,4.0,49,0.3061,0.1952,0.4453,0.3061,0.898,0.1429,-1.9949,38.9592,0.2245,0.695
py_comprehension,nat,alt,26,0.5,49,0.1224,0.0573,0.2424,0.1633,0.8571,0.2041,-2.2985,38.9592,0.2245,0.695
py_comprehension,nat,alt,26,1.0,49,0.1837,0.0998,0.3136,0.1837,0.898,0.102,-2.2704,38.9592,0.2245,0.695
py_comprehension,nat,alt,26,2.0,49,0.102,0.0444,0.2176,0.102,0.9592,0.1633,-2.2015,38.9592,0.2245,0.695
py_comprehension,nat,alt,26,4.0,49,0.0816,0.0322,0.1919,0.0816,0.898,0.2449,-2.0612,38.9592,0.2245,0.695
py_comprehension,alt,nat,2,0.5,49,0.0816,0.0322,0.1919,0.0816,0.9388,0.2245,-4.9541,17.2245,0.0,0.52
py_comprehension,alt,nat,2,1.0,49,0.0612,0.021,0.1652,0.0612,0.8776,0.2041,-4.8776,17.2245,0.0,0.52
py_comprehension,alt,nat,2,2.0,49,0.0408,0.0113,0.1371,0.0816,0.7959,0.2245,-4.5128,17.2245,0.0,0.52
py_comprehension,alt,nat,2,4.0,49,0.1837,0.0998,0.3136,0.2653,0.6735,0.3673,-0.176,17.2245,0.0,0.52
py_comprehension,alt,nat,4,0.5,49,0.0408,0.0113,0.1371,0.0408,0.9184,0.2245,-4.9362,17.2245,0.0,0.52
py_comprehension,alt,nat,4,1.0,49,0.0408,0.0113,0.1371,0.0408,0.9388,0.1837,-4.8342,17.2245,0.0,0.52
py_comprehension,alt,nat,4,2.0,49,0.0408,0.0113,0.1371,0.0612,0.8776,0.3061,-4.2143,17.2245,0.0,0.52
py_comprehension,alt,nat,4,4.0,49,0.2857,0.1785,0.4241,0.3265,0.7347,0.3061,0.1046,17.2245,0.0,0.52
py_comprehension,alt,nat,6,0.5,49,0.0204,0.0036,0.1069,0.0204,0.9388,0.2245,-4.9158,17.2245,0.0,0.52
py_comprehension,alt,nat,6,1.0,49,0.0408,0.0113,0.1371,0.0408,0.898,0.2245,-4.7679,17.2245,0.0,0.52
py_comprehension,alt,nat,6,2.0,49,0.0612,0.021,0.1652,0.102,0.8367,0.2245,-4.0944,17.2245,0.0,0.52
py_comprehension,alt,nat,6,4.0,49,0.3265,0.2121,0.4662,0.3265,0.8163,0.3469,-0.1429,17.2245,0.0,0.52
py_comprehension,alt,nat,8,0.5,49,0.0408,0.0113,0.1371,0.0408,0.9184,0.1837,-4.8852,17.2245,0.0,0.52
py_comprehension,alt,nat,8,1.0,49,0.0408,0.0113,0.1371,0.0408,0.9388,0.2653,-4.7066,17.2245,0.0,0.52
py_comprehension,alt,nat,8,2.0,49,0.0612,0.021,0.1652,0.0612,0.8776,0.2245,-3.9668,17.2245,0.0,0.52
py_comprehension,alt,nat,8,4.0,49,0.1633,0.0851,0.2904,0.1837,0.7959,0.2857,-0.9974,17.2245,0.0,0.52
py_comprehension,alt,nat,10,0.5,49,0.0204,0.0036,0.1069,0.0204,0.8776,0.1633,-4.8954,17.2245,0.0,0.52
py_comprehension,alt,nat,10,1.0,49,0.0204,0.0036,0.1069,0.0408,0.9184,0.2041,-4.6837,17.2245,0.0,0.52
py_comprehension,alt,nat,10,2.0,49,0.0408,0.0113,0.1371,0.0816,0.8776,0.1837,-3.9362,17.2245,0.0,0.52
py_comprehension,alt,nat,10,4.0,49,0.0612,0.021,0.1652,0.102,0.8776,0.3265,-1.6607,17.2245,0.0,0.52
py_comprehension,alt,nat,12,0.5,49,0.0204,0.0036,0.1069,0.0204,0.9592,0.2245,-4.8648,17.2245,0.0,0.52
py_comprehension,alt,nat,12,1.0,49,0.0204,0.0036,0.1069,0.0408,0.898,0.2857,-4.648,17.2245,0.0,0.52
py_comprehension,alt,nat,12,2.0,49,0.0408,0.0113,0.1371,0.0408,0.8776,0.1837,-3.9821,17.2245,0.0,0.52
py_comprehension,alt,nat,12,4.0,49,0.0612,0.021,0.1652,0.0816,0.8367,0.2857,-2.1735,17.2245,0.0,0.52
py_comprehension,alt,nat,14,0.5,49,0.0204,0.0036,0.1069,0.0612,0.9184,0.1837,-4.8444,17.2245,0.0,0.52
py_comprehension,alt,nat,14,1.0,49,0.0612,0.021,0.1652,0.0612,0.898,0.2041,-4.625,17.2245,0.0,0.52
py_comprehension,alt,nat,14,2.0,49,0.0408,0.0113,0.1371,0.0612,0.9184,0.1633,-3.9362,17.2245,0.0,0.52
py_comprehension,alt,nat,14,4.0,49,0.1224,0.0573,0.2424,0.1224,0.9388,0.3469,-2.5791,17.2245,0.0,0.52
py_comprehension,alt,nat,16,0.5,49,0.0204,0.0036,0.1069,0.0408,0.9184,0.2857,-4.8061,17.2245,0.0,0.52
py_comprehension,alt,nat,16,1.0,49,0.0204,0.0036,0.1069,0.0204,0.9388,0.1429,-4.5893,17.2245,0.0,0.52
py_comprehension,alt,nat,16,2.0,49,0.0204,0.0036,0.1069,0.0408,0.8776,0.1633,-3.9592,17.2245,0.0,0.52
py_comprehension,alt,nat,16,4.0,49,0.0612,0.021,0.1652,0.102,0.898,0.1837,-2.9796,17.2245,0.0,0.52
py_comprehension,alt,nat,18,0.5,49,0.0816,0.0322,0.1919,0.0816,0.9796,0.2041,-4.8342,17.2245,0.0,0.52
py_comprehension,alt,nat,18,1.0,49,0.0204,0.0036,0.1069,0.0204,0.9592,0.2041,-4.6276,17.2245,0.0,0.52
py_comprehension,alt,nat,18,2.0,49,0.0408,0.0113,0.1371,0.0408,0.898,0.1837,-4.0102,17.2245,0.0,0.52
py_comprehension,alt,nat,18,4.0,49,0.0,0.0,0.0727,0.0204,0.8163,0.2653,-3.1224,17.2245,0.0,0.52
py_comprehension,alt,nat,20,0.5,49,0.0408,0.0113,0.1371,0.0612,0.7755,0.2245,-4.8673,17.2245,0.0,0.52
py_comprehension,alt,nat,20,1.0,49,0.0408,0.0113,0.1371,0.0408,0.9184,0.1633,-4.6684,17.2245,0.0,0.52
py_comprehension,alt,nat,20,2.0,49,0.0408,0.0113,0.1371,0.0612,0.898,0.1429,-4.0944,17.2245,0.0,0.52
py_comprehension,alt,nat,20,4.0,49,0.0204,0.0036,0.1069,0.0204,0.8776,0.1837,-3.3316,17.2245,0.0,0.52
py_comprehension,alt,nat,22,0.5,49,0.0408,0.0113,0.1371,0.0408,0.9388,0.1429,-4.7959,17.2245,0.0,0.52
py_comprehension,alt,nat,22,1.0,49,0.0408,0.0113,0.1371,0.0408,0.8776,0.1837,-4.5842,17.2245,0.0,0.52
py_comprehension,alt,nat,22,2.0,49,0.0612,0.021,0.1652,0.0612,0.9184,0.1224,-4.1735,17.2245,0.0,0.52
py_comprehension,alt,nat,22,4.0,49,0.0,0.0,0.0727,0.0408,0.8776,0.1837,-3.6862,17.2245,0.0,0.52
py_comprehension,alt,nat,24,0.5,49,0.0,0.0,0.0727,0.0204,0.898,0.2041,-4.9541,17.2245,0.0,0.52
py_comprehension,alt,nat,24,1.0,49,0.0204,0.0036,0.1069,0.0204,0.9592,0.2041,-4.9184,17.2245,0.0,0.52
py_comprehension,alt,nat,24,2.0,49,0.0612,0.021,0.1652,0.0816,0.8776,0.1633,-4.8495,17.2245,0.0,0.52
py_comprehension,alt,nat,24,4.0,49,0.0408,0.0113,0.1371,0.0612,0.898,0.1837,-4.727,17.2245,0.0,0.52
py_comprehension,alt,nat,26,0.5,49,0.0204,0.0036,0.1069,0.0204,0.9184,0.102,-4.9745,17.2245,0.0,0.52
py_comprehension,alt,nat,26,1.0,49,0.0612,0.021,0.1652,0.0612,0.8367,0.1633,-4.9388,17.2245,0.0,0.52
py_comprehension,alt,nat,26,2.0,49,0.0408,0.0113,0.1371,0.0408,0.8367,0.1429,-4.9158,17.2245,0.0,0.52
py_comprehension,alt,nat,26,4.0,49,0.0612,0.021,0.1652,0.0612,0.9592,0.2245,-4.8724,17.2245,0.0,0.52
py_fstring,nat,alt,2,0.5,51,0.0196,0.0035,0.103,0.0196,0.8824,0.2157,-4.1262,20.9412,0.0196,0.835
py_fstring,nat,alt,2,1.0,51,0.0588,0.0202,0.1592,0.0588,0.9608,0.1765,-3.8431,20.9412,0.0196,0.835
py_fstring,nat,alt,2,2.0,51,0.0588,0.0202,0.1592,0.0588,0.8824,0.2745,-3.0306,20.9412,0.0196,0.835
py_fstring,nat,alt,2,4.0,51,0.3922,0.2703,0.5292,0.5098,0.7843,0.3725,0.1495,20.9412,0.0196,0.835
py_fstring,nat,alt,4,0.5,51,0.0392,0.0108,0.1322,0.0392,0.9216,0.2353,-3.935,20.9412,0.0196,0.835
py_fstring,nat,alt,4,1.0,51,0.0784,0.0309,0.185,0.0784,0.9608,0.2157,-3.3725,20.9412,0.0196,0.835
py_fstring,nat,alt,4,2.0,51,0.2353,0.14,0.3676,0.2353,0.9804,0.3333,-1.4424,20.9412,0.0196,0.835
py_fstring,nat,alt,4,4.0,51,0.6471,0.5099,0.7637,0.7451,0.8431,0.2353,1.1887,20.9412,0.0196,0.835
py_fstring,nat,alt,6,0.5,51,0.098,0.0426,0.2098,0.098,0.9608,0.1961,-3.8664,20.9412,0.0196,0.835
py_fstring,nat,alt,6,1.0,51,0.1176,0.055,0.2338,0.1373,0.902,0.1961,-3.1225,20.9412,0.0196,0.835
py_fstring,nat,alt,6,2.0,51,0.3922,0.2703,0.5292,0.3922,0.9608,0.2941,-0.6789,20.9412,0.0196,0.835
py_fstring,nat,alt,6,4.0,51,0.6078,0.4708,0.7297,0.7255,0.8431,0.1961,1.6495,20.9412,0.0196,0.835
py_fstring,nat,alt,8,0.5,51,0.0588,0.0202,0.1592,0.0588,1.0,0.1569,-3.6789,20.9412,0.0196,0.835
py_fstring,nat,alt,8,1.0,51,0.0392,0.0108,0.1322,0.0588,0.902,0.1961,-2.8456,20.9412,0.0196,0.835
py_fstring,nat,alt,8,2.0,51,0.3333,0.2197,0.4703,0.3529,0.9608,0.2745,-0.6936,20.9412,0.0196,0.835
py_fstring,nat,alt,8,4.0,51,0.6275,0.4902,0.7468,0.7059,0.8627,0.1569,2.0895,20.9412,0.0196,0.835
py_fstring,nat,alt,10,0.5,51,0.1176,0.055,0.2338,0.1373,0.9608,0.1176,-3.5784,20.9412,0.0196,0.835
py_fstring,nat,alt,10,1.0,51,0.0196,0.0035,0.103,0.0196,0.9412,0.1765,-2.6311,20.9412,0.0196,0.835
py_fstring,nat,alt,10,2.0,51,0.451,0.3227,0.5862,0.4706,0.9804,0.2157,-0.2574,20.9412,0.0196,0.835
py_fstring,nat,alt,10,4.0,51,0.7451,0.6113,0.8445,0.7843,0.9216,0.1765,2.3603,20.9412,0.0196,0.835
py_fstring,nat,alt,12,0.5,51,0.0784,0.0309,0.185,0.0784,0.9804,0.1961,-3.4975,20.9412,0.0196,0.835
py_fstring,nat,alt,12,1.0,51,0.1569,0.0817,0.2801,0.1765,0.9412,0.2353,-2.4473,20.9412,0.0196,0.835
py_fstring,nat,alt,12,2.0,51,0.3922,0.2703,0.5292,0.3922,0.9608,0.2549,-0.0723,20.9412,0.0196,0.835
py_fstring,nat,alt,12,4.0,51,0.6667,0.5297,0.7803,0.7059,0.9608,0.2353,2.4007,20.9412,0.0196,0.835
py_fstring,nat,alt,14,0.5,51,0.0588,0.0202,0.1592,0.0588,0.9608,0.1569,-3.4767,20.9412,0.0196,0.835
py_fstring,nat,alt,14,1.0,51,0.1569,0.0817,0.2801,0.1569,1.0,0.2157,-2.3873,20.9412,0.0196,0.835
py_fstring,nat,alt,14,2.0,51,0.4118,0.2875,0.5483,0.4314,0.8824,0.2353,-0.011,20.9412,0.0196,0.835
py_fstring,nat,alt,14,4.0,51,0.6667,0.5297,0.7803,0.7647,0.902,0.1961,2.3664,20.9412,0.0196,0.835
py_fstring,nat,alt,16,0.5,51,0.0784,0.0309,0.185,0.098,0.9412,0.2157,-3.3897,20.9412,0.0196,0.835
py_fstring,nat,alt,16,1.0,51,0.1569,0.0817,0.2801,0.1569,0.9608,0.2157,-2.2108,20.9412,0.0196,0.835
py_fstring,nat,alt,16,2.0,51,0.3922,0.2703,0.5292,0.3922,0.9804,0.3137,0.2292,20.9412,0.0196,0.835
py_fstring,nat,alt,16,4.0,51,0.6863,0.5497,0.7967,0.6863,0.9412,0.2353,2.364,20.9412,0.0196,0.835
py_fstring,nat,alt,18,0.5,51,0.0784,0.0309,0.185,0.098,0.9412,0.2549,-3.3309,20.9412,0.0196,0.835
py_fstring,nat,alt,18,1.0,51,0.2157,0.1249,0.3463,0.2157,1.0,0.3137,-2.098,20.9412,0.0196,0.835
py_fstring,nat,alt,18,2.0,51,0.4118,0.2875,0.5483,0.451,0.9608,0.2157,0.3015,20.9412,0.0196,0.835
py_fstring,nat,alt,18,4.0,51,0.7059,0.57,0.8129,0.7059,1.0,0.2157,2.2953,20.9412,0.0196,0.835
py_fstring,nat,alt,20,0.5,51,0.0588,0.0202,0.1592,0.0588,0.9608,0.2549,-3.4865,20.9412,0.0196,0.835
py_fstring,nat,alt,20,1.0,51,0.1961,0.1102,0.3246,0.1961,0.9608,0.1569,-2.44,20.9412,0.0196,0.835
py_fstring,nat,alt,20,2.0,51,0.4706,0.3405,0.6048,0.4902,0.9412,0.2157,0.0319,20.9412,0.0196,0.835
py_fstring,nat,alt,20,4.0,51,0.6863,0.5497,0.7967,0.7059,0.9608,0.1961,2.299,20.9412,0.0196,0.835
py_fstring,nat,alt,22,0.5,51,0.1176,0.055,0.2338,0.1176,1.0,0.2549,-3.0025,20.9412,0.0196,0.835
py_fstring,nat,alt,22,1.0,51,0.1961,0.1102,0.3246,0.1961,0.9608,0.2941,-1.7034,20.9412,0.0196,0.835
py_fstring,nat,alt,22,2.0,51,0.4314,0.305,0.5673,0.4706,0.9608,0.1961,0.31,20.9412,0.0196,0.835
py_fstring,nat,alt,22,4.0,51,0.7059,0.57,0.8129,0.7059,0.9608,0.2157,1.8395,20.9412,0.0196,0.835
py_fstring,nat,alt,24,0.5,51,0.0392,0.0108,0.1322,0.0392,0.9804,0.1569,-4.1042,20.9412,0.0196,0.835
py_fstring,nat,alt,24,1.0,51,0.0196,0.0035,0.103,0.0392,0.9412,0.1569,-3.8002,20.9412,0.0196,0.835
py_fstring,nat,alt,24,2.0,51,0.1373,0.0681,0.2572,0.1373,0.9804,0.2353,-3.2206,20.9412,0.0196,0.835
py_fstring,nat,alt,24,4.0,51,0.1176,0.055,0.2338,0.1176,0.9608,0.2745,-2.2819,20.9412,0.0196,0.835
py_fstring,nat,alt,26,0.5,51,0.0196,0.0035,0.103,0.0196,0.9804,0.1176,-4.3064,20.9412,0.0196,0.835
py_fstring,nat,alt,26,1.0,51,0.0196,0.0035,0.103,0.0196,0.9608,0.2157,-4.2255,20.9412,0.0196,0.835
py_fstring,nat,alt,26,2.0,51,0.0196,0.0035,0.103,0.0196,0.9804,0.2745,-4.0331,20.9412,0.0196,0.835
py_fstring,nat,alt,26,4.0,51,0.0588,0.0202,0.1592,0.0588,0.9804,0.1765,-3.5797,20.9412,0.0196,0.835
py_fstring,alt,nat,2,0.5,51,0.0,0.0,0.07,0.0,0.9216,0.1569,-4.2941,20.0588,0.0,0.775
py_fstring,alt,nat,2,1.0,51,0.0196,0.0035,0.103,0.0392,0.902,0.1765,-4.2377,20.0588,0.0,0.775
py_fstring,alt,nat,2,2.0,51,0.0196,0.0035,0.103,0.0196,0.9804,0.1569,-3.9338,20.0588,0.0,0.775
py_fstring,alt,nat,2,4.0,51,0.3137,0.2033,0.4503,0.4902,0.7059,0.3725,1.0049,20.0588,0.0,0.775
py_fstring,alt,nat,4,0.5,51,0.0,0.0,0.07,0.0,0.9804,0.1765,-4.2635,20.0588,0.0,0.775
py_fstring,alt,nat,4,1.0,51,0.0196,0.0035,0.103,0.0196,0.9804,0.1765,-4.1679,20.0588,0.0,0.775
py_fstring,alt,nat,4,2.0,51,0.0,0.0,0.07,0.0,1.0,0.1373,-3.7157,20.0588,0.0,0.775
py_fstring,alt,nat,4,4.0,51,0.549,0.4138,0.6773,0.7255,0.7255,0.2745,1.8468,20.0588,0.0,0.775
py_fstring,alt,nat,6,0.5,51,0.0,0.0,0.07,0.0,0.9412,0.1569,-4.2255,20.0588,0.0,0.775
py_fstring,alt,nat,6,1.0,51,0.0392,0.0108,0.1322,0.0392,0.9804,0.1765,-4.0919,20.0588,0.0,0.775
py_fstring,alt,nat,6,2.0,51,0.0392,0.0108,0.1322,0.0392,0.9608,0.1176,-3.2353,20.0588,0.0,0.775
py_fstring,alt,nat,6,4.0,51,0.7059,0.57,0.8129,0.7255,0.9412,0.2157,2.9571,20.0588,0.0,0.775
py_fstring,alt,nat,8,0.5,51,0.0196,0.0035,0.103,0.0196,0.9608,0.098,-4.1605,20.0588,0.0,0.775
py_fstring,alt,nat,8,1.0,51,0.0196,0.0035,0.103,0.0196,0.9608,0.1569,-3.8725,20.0588,0.0,0.775
py_fstring,alt,nat,8,2.0,51,0.0196,0.0035,0.103,0.0196,1.0,0.1961,-2.2696,20.0588,0.0,0.775
py_fstring,alt,nat,8,4.0,51,0.5882,0.4517,0.7125,0.6275,0.8824,0.3529,4.2549,20.0588,0.0,0.775
py_fstring,alt,nat,10,0.5,51,0.0,0.0,0.07,0.0,1.0,0.1176,-4.1532,20.0588,0.0,0.775
py_fstring,alt,nat,10,1.0,51,0.0196,0.0035,0.103,0.0196,0.9216,0.1765,-3.7708,20.0588,0.0,0.775
py_fstring,alt,nat,10,2.0,51,0.0588,0.0202,0.1592,0.0588,0.9216,0.2549,-1.8689,20.0588,0.0,0.775
py_fstring,alt,nat,10,4.0,51,0.5686,0.4327,0.695,0.6275,0.902,0.3529,4.3382,20.0588,0.0,0.775
py_fstring,alt,nat,12,0.5,51,0.0196,0.0035,0.103,0.0196,0.9804,0.098,-4.1189,20.0588,0.0,0.775
py_fstring,alt,nat,12,1.0,51,0.0,0.0,0.07,0.0,0.9804,0.1176,-3.6985,20.0588,0.0,0.775
py_fstring,alt,nat,12,2.0,51,0.0784,0.0309,0.185,0.0784,0.9804,0.2353,-1.6544,20.0588,0.0,0.775
py_fstring,alt,nat,12,4.0,51,0.4706,0.3405,0.6048,0.4902,0.9608,0.4706,4.5576,20.0588,0.0,0.775
py_fstring,alt,nat,14,0.5,51,0.0,0.0,0.07,0.0,0.9608,0.1569,-4.136,20.0588,0.0,0.775
py_fstring,alt,nat,14,1.0,51,0.0196,0.0035,0.103,0.0196,0.9804,0.1765,-3.7316,20.0588,0.0,0.775
py_fstring,alt,nat,14,2.0,51,0.0392,0.0108,0.1322,0.0392,1.0,0.1961,-1.6201,20.0588,0.0,0.775
py_fstring,alt,nat,14,4.0,51,0.5098,0.3768,0.6414,0.5882,0.8627,0.3529,4.8958,20.0588,0.0,0.775
py_fstring,alt,nat,16,0.5,51,0.0,0.0,0.07,0.0,0.9608,0.1961,-4.1091,20.0588,0.0,0.775
py_fstring,alt,nat,16,1.0,51,0.0196,0.0035,0.103,0.0196,0.9412,0.1569,-3.6642,20.0588,0.0,0.775
py_fstring,alt,nat,16,2.0,51,0.098,0.0426,0.2098,0.1176,0.9216,0.2941,-1.4583,20.0588,0.0,0.775
py_fstring,alt,nat,16,4.0,51,0.5098,0.3768,0.6414,0.5882,0.8627,0.4118,4.7206,20.0588,0.0,0.775
py_fstring,alt,nat,18,0.5,51,0.0196,0.0035,0.103,0.0196,0.9412,0.1373,-4.076,20.0588,0.0,0.775
py_fstring,alt,nat,18,1.0,51,0.0,0.0,0.07,0.0,0.902,0.1569,-3.5882,20.0588,0.0,0.775
py_fstring,alt,nat,18,2.0,51,0.098,0.0426,0.2098,0.098,0.9412,0.2549,-1.2279,20.0588,0.0,0.775
py_fstring,alt,nat,18,4.0,51,0.4118,0.2875,0.5483,0.451,0.8431,0.549,4.8297,20.0588,0.0,0.775
py_fstring,alt,nat,20,0.5,51,0.0,0.0,0.07,0.0,0.9412,0.1373,-3.9363,20.0588,0.0,0.775
py_fstring,alt,nat,20,1.0,51,0.0,0.0,0.07,0.0,0.9412,0.1569,-3.2292,20.0588,0.0,0.775
py_fstring,alt,nat,20,2.0,51,0.1373,0.0681,0.2572,0.1373,1.0,0.3137,-1.0895,20.0588,0.0,0.775
py_fstring,alt,nat,20,4.0,51,0.451,0.3227,0.5862,0.4902,0.902,0.4706,3.0564,20.0588,0.0,0.775
py_fstring,alt,nat,22,0.5,51,0.0,0.0,0.07,0.0,0.9216,0.1176,-4.0172,20.0588,0.0,0.775
py_fstring,alt,nat,22,1.0,51,0.0196,0.0035,0.103,0.0196,0.9608,0.1176,-3.4534,20.0588,0.0,0.775
py_fstring,alt,nat,22,2.0,51,0.0784,0.0309,0.185,0.0784,1.0,0.2941,-1.4767,20.0588,0.0,0.775
py_fstring,alt,nat,22,4.0,51,0.4118,0.2875,0.5483,0.4314,0.9216,0.5294,3.2218,20.0588,0.0,0.775
py_fstring,alt,nat,24,0.5,51,0.0196,0.0035,0.103,0.0196,0.9412,0.1765,-4.223,20.0588,0.0,0.775
