task,arm,row,k,op,start_layer,mean_delta_all,sem_all,n_all,mean_delta_test40,sem_test40,n_test40
capitalize_first_letter,pcasub_matched_k0_zero,cue1,0,zero,16,-0.04148293286561966,0.0059148310320456515,170,-0.03409624844789505,0.012679455496198727,40
capitalize_first_letter,pcasub_matched_k0_zero,cue1,0,zero,17,-0.044616930186748505,0.005264408911734724,170,-0.03493019938468933,0.011221256096208025,40
capitalize_first_letter,pcasub_matched_k0_zero,cue1,0,zero,18,-0.06650665402412415,0.006744695826075381,170,-0.05690895393490791,0.01277875721924914,40
capitalize_first_letter,pcasub_matched_k0_zero,cue1,0,zero,19,-0.01452629454433918,0.003953452299127897,170,-0.007150673773139715,0.0064977029427877205,40
capitalize_first_letter,pcasub_matched_k0_zero,cue1,0,zero,20,-0.023839933797717094,0.0038397593291902283,170,-0.017462482675909996,0.006145040696739338,40
capitalize_first_letter,pcasub_matched_k0_zero,cue1,0,zero,21,-0.03170859068632126,0.00427640505430302,170,-0.02899901196360588,0.006682781309021156,40
capitalize_first_letter,pcasub_matched_k0_zero,cue1,0,zero,22,-0.03206544369459152,0.004182895399410427,170,-0.031127700582146645,0.009160883762638844,40
capitalize_first_letter,pcasub_matched_k0_zero,cue1,0,zero,23,-0.026967545971274376,0.0033583800795895704,170,-0.016973774880170822,0.0061075366080137715,40
capitalize_first_letter,pcasub_matched_k0_zero,cue1,0,zero,24,0.005593840964138508,0.002290659970653867,170,0.012095590122044086,0.004151328653049626,40
capitalize_first_letter,pcasub_matched_k0_zero,cue1,0,zero,25,0.002033459022641182,0.002087373379232078,170,0.007941454648971558,0.003928110056367046,40
capitalize_first_letter,pcasub_matched_k0_zero,cue1,0,zero,26,0.00607108511030674,0.002415707180313989,170,0.007625313010066748,0.004811365450118775,40
capitalize_first_letter,pcasub_matched_k0_zero,cue1,0,zero,27,0.0,0.0,170,0.0,0.0,40
capitalize_first_letter,pcasub_matched_k0_zero,target1,0,zero,0,-4.041477203369141,0.11790043440382544,170,-4.298654079437256,0.26906056199394823,40
capitalize_first_letter,pcasub_matched_k0_zero,target1,0,zero,1,-3.326629161834717,0.10270929223369761,170,-3.59089732170105,0.23193663156239094,40
