icl_example_index,token_role,k,feature_dim,target_dim,best_alpha,cv_mse,train_sample_count,test_sample_count,train_mse,test_mse,train_mean_squared_l2,test_mean_squared_l2
4,pre_label_token,1,2,2,0.01,20.591570974496694,2600,1170,17.197772979736328,16.38479232788086,34.395545959472656,32.76958465576172
4,pre_label_token,2,4,4,10.0,13.54634757408729,2600,1170,10.373175621032715,11.447365760803223,41.49270248413086,45.78945541381836
4,pre_label_token,3,6,6,31.622776601683793,13.565408747746394,2600,1170,9.092479705810547,8.849528312683105,54.55487823486328,53.097171783447266
4,pre_label_token,4,8,8,100.0,11.680565021221454,2600,1170,7.389144420623779,8.028604507446289,59.113155364990234,64.22883605957031
4,pre_label_token,5,10,10,100.0,14.470886587289664,2600,1170,5.544254779815674,6.231944561004639,55.44254684448242,62.31943893432617
4,pre_label_token,6,12,12,100.0,12.346563791128306,2600,1170,4.4369120597839355,6.082803249359131,53.242942810058594,72.99364471435547
4,pre_label_token,7,14,14,100.0,13.347083069518373,2600,1170,3.8015997409820557,5.440615177154541,53.22239303588867,76.1686019897461
4,pre_label_token,8,16,16,100.0,12.816191153893104,2600,1170,3.3048670291900635,5.223840713500977,52.877872467041016,83.58145141601562
4,pre_label_token,9,18,18,100.0,13.660626533703926,2600,1170,2.971924304962158,5.138084411621094,53.494632720947266,92.48552703857422
4,pre_label_token,10,20,20,100.0,14.083774094801683,2600,1170,2.567478895187378,4.566062927246094,51.349578857421875,91.3212661743164
4,first_label_token,1,2,2,10.0,22.703052532489483,2600,1170,18.96510124206543,13.840618133544922,37.93020248413086,27.681236267089844
4,first_label_token,2,4,4,100.0,14.951858802208534,2600,1170,11.733375549316406,10.60990047454834,46.933502197265625,42.43960189819336
4,first_label_token,3,6,6,100.0,11.159497164212741,2600,1170,7.786110877990723,9.374394416809082,46.7166633605957,56.246368408203125
4,first_label_token,4,8,8,0.01,10.649827951284555,2600,1170,6.692124366760254,8.865181922912598,53.53699493408203,70.92145538330078
4,first_label_token,5,10,10,3.1622776601683795,9.731327721228967,2600,1170,5.6749773025512695,7.336191177368164,56.74977111816406,73.3619155883789
4,first_label_token,6,12,12,31.622776601683793,12.865066997821515,2600,1170,4.775996208190918,6.256143569946289,57.311954498291016,75.07373046875
4,first_label_token,7,14,14,100.0,13.260687993646979,2600,1170,4.3436970710754395,5.528772830963135,60.81175994873047,77.40281677246094
4,first_label_token,8,16,16,100.0,15.435320657583384,2600,1170,3.852020740509033,5.227522850036621,61.63233184814453,83.6403579711914
4,first_label_token,9,18,18,316.22776601683796,16.266939133864184,2600,1170,3.7968857288360596,4.7795562744140625,68.34394073486328,86.03201293945312
4,first_label_token,10,20,20,316.22776601683796,19.89237437086839,2600,1170,3.4585506916046143,4.399801731109619,69.17101287841797,87.99603271484375
4,last_label_token,1,2,2,0.01,21.411059312086838,2600,1170,18.0142765045166,16.22863006591797,36.02855682373047,32.4572639465332
4,last_label_token,2,4,4,31.622776601683793,10.14934552706205,2600,1170,8.14964485168457,11.869694709777832,32.59857940673828,47.47877883911133
4,last_label_token,3,6,6,100.0,10.125863850911458,2600,1170,7.497132778167725,10.073027610778809,44.98279571533203,60.438167572021484
4,last_label_token,4,8,8,31.622776601683793,9.422423342191257,2600,1170,6.273454189300537,9.74271297454834,50.1876335144043,77.94170379638672
4,last_label_token,5,10,10,31.622776601683793,11.937752986027645,2600,1170,5.482775688171387,8.534676551818848,54.827762603759766,85.34675598144531
4,last_label_token,6,12,12,100.0,13.539539317595652,2600,1170,4.531219959259033,6.7446393966674805,54.3746337890625,80.9356689453125
4,last_label_token,7,14,14,100.0,12.624490269252233,2600,1170,3.8726725578308105,6.0211501121521,54.21741485595703,84.29609680175781
4,last_label_token,8,16,16,316.22776601683796,14.281983806903545,2600,1170,3.8159265518188477,5.381289958953857,61.054832458496094,86.10062408447266
4,last_label_token,9,18,18,316.22776601683796,14.326455787593483,2600,1170,3.3540382385253906,4.964621067047119,60.3726806640625,89.3631820678711
4,last_label_token,10,20,20,316.22776601683796,15.05122749211238,2600,1170,2.950737714767456,4.594857215881348,59.0147590637207,91.89712524414062
