icl_example_index,token_role,k,activation_k,fv_k,feature_dim,target_dim,layer,train_sample_count,test_sample_count,pca_train_mse,pca_test_mse,fv_train_mse,fv_test_mse,fv_recon_floor_test_mse
1,first_label_token,8,8,8,8,8,11,2600,1170,23.66942024230957,20.957508087158203,0.07372180372476578,0.1570548117160797,0.11612202972173691
1,first_label_token,16,16,16,16,16,11,2600,1170,10.229969024658203,12.959921836853027,0.04131395369768143,0.15093670785427094,0.10031197965145111
1,first_label_token,32,32,16,32,16,11,2600,1170,7.886630058288574,12.817391395568848,0.03216028958559036,0.15037988126277924,0.10031197965145111
1,first_label_token,64,64,16,64,16,11,2600,1170,5.602700710296631,12.836639404296875,0.02323869988322258,0.15045513212680817,0.10031197965145111
1,first_label_token,128,128,16,128,16,11,2600,1170,4.267794609069824,13.5707368850708,0.018024234101176262,0.15332266688346863,0.10031197965145111
1,first_label_token,256,256,16,256,16,11,2600,1170,3.0361669063568115,13.885580062866211,0.013213187456130981,0.15455251932144165,0.10031197965145111
1,first_label_token,512,512,16,512,16,11,2600,1170,1.9324134588241577,14.729727745056152,0.008901636116206646,0.15785005688667297,0.10031197965145111
1,first_label_token,1024,1024,16,1024,16,11,2600,1170,0.7971627116203308,16.382131576538086,0.004467068240046501,0.16430462896823883,0.10031197965145111
1,last_label_token,1,1,1,1,1,11,2600,1170,234.38992309570312,145.2476043701172,0.19705387949943542,0.20192129909992218,0.16646045446395874
1,last_label_token,2,2,2,2,2,11,2600,1170,38.38850784301758,44.42268753051758,0.12432677298784256,0.1670895665884018,0.14539842307567596
1,last_label_token,4,4,4,4,4,11,2600,1170,35.14917755126953,36.826507568359375,0.10499151051044464,0.16385219991207123,0.12788845598697662
1,last_label_token,8,8,8,8,8,11,2600,1170,14.734536170959473,17.792888641357422,0.05627082660794258,0.15087395906448364,0.11612202972173691
1,last_label_token,16,16,16,16,16,11,2600,1170,4.640376567840576,10.219016075134277,0.01947961561381817,0.14023005962371826,0.10031197965145111
1,last_label_token,32,32,16,32,16,11,2600,1170,3.3872175216674805,10.633491516113281,0.014584477990865707,0.1418490707874298,0.10031197965145111
1,last_label_token,64,64,16,64,16,11,2600,1170,2.2142860889434814,10.149856567382812,0.010002708062529564,0.13995999097824097,0.10031197965145111
1,last_label_token,128,128,16,128,16,11,2600,1170,1.632703185081482,10.940638542175293,0.007730899844318628,0.14304891228675842,0.10031197965145111
1,last_label_token,256,256,16,256,16,11,2600,1170,1.1617892980575562,11.238214492797852,0.005891387816518545,0.1442112922668457,0.10031197965145111
1,last_label_token,512,512,16,512,16,11,2600,1170,0.73420649766922,11.539493560791016,0.004221141338348389,0.14538808166980743,0.10031197965145111
1,last_label_token,1024,1024,16,1024,16,11,2600,1170,0.3270394504070282,12.416436195373535,0.0026306468062102795,0.14881375432014465,0.10031197965145111
2,pre_label_token,1,1,1,1,1,11,2600,1170,165.38510131835938,114.57894134521484,0.18020710349082947,0.19443371891975403,0.16646045446395874
2,pre_label_token,2,2,2,2,2,11,2600,1170,105.77623748779297,68.60938262939453,0.157230943441391,0.1788993924856186,0.14539842307567596
2,pre_label_token,4,4,4,4,4,11,2600,1170,54.04474639892578,39.873783111572266,0.12344419956207275,0.1668282002210617,0.12788845598697662
2,pre_label_token,8,8,8,8,8,11,2600,1170,17.466733932495117,24.963088989257812,0.061607103794813156,0.16487812995910645,0.11612202972173691
2,pre_label_token,16,16,16,16,16,11,2600,1170,7.1963324546813965,14.405555725097656,0.029463820159435272,0.1565837413072586,0.10031197965145111
2,pre_label_token,32,32,16,32,16,11,2600,1170,4.822597503662109,14.41579532623291,0.020191410556435585,0.15662367641925812,0.10031197965145111
2,pre_label_token,64,64,16,64,16,11,2600,1170,3.4971354007720947,14.487421989440918,0.01501382701098919,0.1569034904241562,0.10031197965145111
2,pre_label_token,128,128,16,128,16,11,2600,1170,2.6706912517547607,13.87078857421875,0.011785549111664295,0.1544947326183319,0.10031197965145111
2,pre_label_token,256,256,16,256,16,11,2600,1170,1.9547866582870483,13.924885749816895,0.008989035151898861,0.15470609068870544,0.10031197965145111
2,pre_label_token,512,512,16,512,16,11,2600,1170,1.349138617515564,14.162153244018555,0.00662322249263525,0.15563291311264038,0.10031197965145111
2,pre_label_token,1024,1024,16,1024,16,11,2600,1170,0.7838324308395386,15.011531829833984,0.004414993338286877,0.15895086526870728,0.10031197965145111
2,first_label_token,1,1,1,1,1,11,2600,1170,233.36798095703125,146.31796264648438,0.1968044489622116,0.20218245685100555,0.16646045446395874
2,first_label_token,2,2,2,2,2,11,2600,1170,61.80087661743164,41.90841293334961,0.13575869798660278,0.1658618152141571,0.14539842307567596
2,first_label_token,4,4,4,4,4,11,2600,1170,34.76114273071289,28.53304672241211,0.1046125590801239,0.1557532250881195,0.12788845598697662
2,first_label_token,8,8,8,8,8,11,2600,1170,20.5235538482666,18.883220672607422,0.06757746636867523,0.15300339460372925,0.11612202972173691
2,first_label_token,16,16,16,16,16,11,2600,1170,7.74340295791626,10.501045227050781,0.03160083666443825,0.1413317620754242,0.10031197965145111
2,first_label_token,32,32,16,32,16,11,2600,1170,5.490118026733398,10.4954195022583,0.02279891073703766,0.1413096785545349,0.10031197965145111
2,first_label_token,64,64,16,64,16,11,2600,1170,3.944324254989624,10.78501033782959,0.016760671511292458,0.14244098961353302,0.10031197965145111
2,first_label_token,128,128,16,128,16,11,2600,1170,2.817725419998169,10.704305648803711,0.012359894812107086,0.14212574064731598,0.10031197965145111
2,first_label_token,256,256,16,256,16,11,2600,1170,2.054659128189087,10.735536575317383,0.009379174560308456,0.14224770665168762,0.10031197965145111
2,first_label_token,512,512,16,512,16,11,2600,1170,1.3267009258270264,10.857851028442383,0.006535571068525314,0.14272548258304596,0.10031197965145111
2,first_label_token,1024,1024,16,1024,16,11,2600,1170,0.6529461741447449,11.57639217376709,0.0039037209935486317,0.1455322653055191,0.10031197965145111
2,last_label_token,1,1,1,1,1,11,2600,1170,232.28591918945312,154.54803466796875,0.19654016196727753,0.2041919082403183,0.16646045446395874
2,last_label_token,2,2,2,2,2,11,2600,1170,31.710289001464844,28.1878604888916,0.12106592953205109,0.15916237235069275,0.14539842307567596
2,last_label_token,4,4,4,4,4,11,2600,1170,30.915624618530273,29.38998031616211,0.10085710138082504,0.1565900295972824,0.12788845598697662
2,last_label_token,8,8,8,8,8,11,2600,1170,16.381406784057617,17.76515007019043,0.05948737636208534,0.15081971883773804,0.11612202972173691
2,last_label_token,16,16,16,16,16,11,2600,1170,4.865117073059082,9.052417755126953,0.0203575287014246,0.13567304611206055,0.10031197965145111
2,last_label_token,32,32,16,32,16,11,2600,1170,3.5745511054992676,9.882010459899902,0.015316257253289223,0.13891363143920898,0.10031197965145111
2,last_label_token,64,64,16,64,16,11,2600,1170,2.567922830581665,9.736048698425293,0.011384109035134315,0.1383434385061264,0.10031197965145111
2,last_label_token,128,128,16,128,16,11,2600,1170,1.830087661743164,9.681674003601074,0.008501927368342876,0.1381310671567917,0.10031197965145111
2,last_label_token,256,256,16,256,16,11,2600,1170,1.3256398439407349,10.07542610168457,0.006531429942697287,0.13966917991638184,0.10031197965145111
2,last_label_token,512,512,16,512,16,11,2600,1170,0.881829559803009,10.46239185333252,0.004797795787453651,0.14118069410324097,0.10031197965145111
2,last_label_token,1024,1024,16,1024,16,11,2600,1170,0.44299936294555664,11.237439155578613,0.0030836141668260098,0.14420826733112335,0.10031197965145111
3,pre_label_token,1,1,1,1,1,11,2600,1170,140.01502990722656,86.76657104492188,0.1740129441022873,0.1876436024904251,0.16646045446395874
3,pre_label_token,2,2,2,2,2,11,2600,1170,39.43671417236328,24.219560623168945,0.12483860552310944,0.15722472965717316,0.14539842307567596
3,pre_label_token,4,4,4,4,4,11,2600,1170,41.73004150390625,27.867656707763672,0.11141815036535263,0.155103400349617,0.12788845598697662
3,pre_label_token,8,8,8,8,8,11,2600,1170,9.860054016113281,14.049277305603027,0.046750303357839584,0.1435621678829193,0.11612202972173691
3,pre_label_token,16,16,16,16,16,11,2600,1170,4.572224140167236,9.686867713928223,0.019213387742638588,0.13815130293369293,0.10031197965145111
3,pre_label_token,32,32,16,32,16,11,2600,1170,2.884007692337036,10.81730842590332,0.012618807144463062,0.14256705343723297,0.10031197965145111
3,pre_label_token,64,64,16,64,16,11,2600,1170,2.1599183082580566,10.986913681030273,0.009790323674678802,0.14322970807552338,0.10031197965145111
3,pre_label_token,128,128,16,128,16,11,2600,1170,1.6411668062210083,10.772771835327148,0.007763958070427179,0.14239317178726196,0.10031197965145111
3,pre_label_token,256,256,16,256,16,11,2600,1170,1.2257088422775269,11.031633377075195,0.006141080986708403,0.14340434968471527,0.10031197965145111
3,pre_label_token,512,512,16,512,16,11,2600,1170,0.8504323959350586,11.408265113830566,0.0046751489862799644,0.14487557113170624,0.10031197965145111
3,pre_label_token,1024,1024,16,1024,16,11,2600,1170,0.49876803159713745,11.987861633300781,0.003301463555544615,0.1471395492553711,0.10031197965145111
3,first_label_token,1,1,1,1,1,11,2600,1170,226.74163818359375,142.11752319335938,0.1951868236064911,0.2011571079492569,0.16646045446395874
3,first_label_token,2,2,2,2,2,11,2600,1170,42.93035125732422,34.82927322387695,0.1265445351600647,0.16240520775318146,0.14539842307567596
3,first_label_token,4,4,4,4,4,11,2600,1170,27.67656898498535,28.097135543823242,0.09769396483898163,0.15532739460468292,0.12788845598697662
3,first_label_token,8,8,8,8,8,11,2600,1170,18.655439376831055,17.689159393310547,0.06392884254455566,0.15067127346992493,0.11612202972173691
3,first_label_token,16,16,16,16,16,11,2600,1170,6.56033182144165,8.730782508850098,0.02697945013642311,0.1344166100025177,0.10031197965145111
3,first_label_token,32,32,16,32,16,11,2600,1170,4.524110794067383,8.343395233154297,0.019025476649403572,0.13290347158908844,0.10031197965145111
3,first_label_token,64,64,16,64,16,11,2600,1170,3.0026283264160156,8.604084014892578,0.013082168065011501,0.13392166793346405,0.10031197965145111
3,first_label_token,128,128,16,128,16,11,2600,1170,2.1838700771331787,9.30030345916748,0.009883888997137547,0.136641263961792,0.10031197965145111
3,first_label_token,256,256,16,256,16,11,2600,1170,1.584126591682434,9.861920356750488,0.007541149388998747,0.13883504271507263,0.10031197965145111
3,first_label_token,512,512,16,512,16,11,2600,1170,1.008387565612793,9.86215877532959,0.005292168352752924,0.1388360857963562,0.10031197965145111
3,first_label_token,1024,1024,16,1024,16,11,2600,1170,0.49275508522987366,10.57965087890625,0.0032779774628579617,0.14163877069950104,0.10031197965145111
3,last_label_token,1,1,1,1,1,11,2600,1170,226.2245635986328,156.20127868652344,0.19506032764911652,0.20459537208080292,0.16646045446395874
3,last_label_token,2,2,2,2,2,11,2600,1170,21.947620391845703,25.712961196899414,0.11629900336265564,0.15795379877090454,0.14539842307567596
3,last_label_token,4,4,4,4,4,11,2600,1170,26.502193450927734,28.71462631225586,0.09654709696769714,0.1559305638074875,0.12788845598697662
3,last_label_token,8,8,8,8,8,11,2600,1170,12.36381721496582,15.742070198059082,0.05164048448204994,0.14686842262744904,0.11612202972173691
3,last_label_token,16,16,16,16,16,11,2600,1170,4.182346820831299,7.783478736877441,0.01769043318927288,0.1307162195444107,0.10031197965145111
3,last_label_token,32,32,16,32,16,11,2600,1170,3.1190624237060547,7.944677352905273,0.013536990620195866,0.13134582340717316,0.10031197965145111
3,last_label_token,64,64,16,64,16,11,2600,1170,2.052248239517212,8.56053352355957,0.009369752369821072,0.13375160098075867,0.10031197965145111
3,last_label_token,128,128,16,128,16,11,2600,1170,1.5297939777374268,9.064837455749512,0.007328903302550316,0.13572144508361816,0.10031197965145111
3,last_label_token,256,256,16,256,16,11,2600,1170,1.1227861642837524,9.377664566040039,0.0057390364818274975,0.13694347441196442,0.10031197965145111
3,last_label_token,512,512,16,512,16,11,2600,1170,0.7430132627487183,9.498477935791016,0.004255541134625673,0.13741543889045715,0.10031197965145111
3,last_label_token,1024,1024,16,1024,16,11,2600,1170,0.3840939700603485,9.773004531860352,0.0028535169549286366,0.13848787546157837,0.10031197965145111
4,pre_label_token,1,1,1,1,1,11,2600,1170,130.7795867919922,71.53601837158203,0.1717582643032074,0.18392522633075714,0.16646045446395874
4,pre_label_token,2,2,2,2,2,11,2600,1170,32.65409851074219,18.484270095825195,0.12152687460184097,0.15442432463169098,0.14539842307567596
4,pre_label_token,4,4,4,4,4,11,2600,1170,31.330747604370117,22.910593032836914,0.10126259177923203,0.1502625197172165,0.12788845598697662
4,pre_label_token,8,8,8,8,8,11,2600,1170,8.013107299804688,12.025491714477539,0.04314304515719414,0.13960939645767212,0.11612202972173691
4,pre_label_token,16,16,16,16,16,11,2600,1170,3.6434412002563477,7.596120357513428,0.015585340559482574,0.12998436391353607,0.10031197965145111
4,pre_label_token,32,32,16,32,16,11,2600,1170,2.1679980754852295,8.227777481079102,0.009821906685829163,0.13245177268981934,0.10031197965145111
4,pre_label_token,64,64,16,64,16,11,2600,1170,1.6602717638015747,9.759580612182617,0.007838591001927853,0.13843530416488647,0.10031197965145111
4,pre_label_token,128,128,16,128,16,11,2600,1170,1.2253326177597046,10.064631462097168,0.006139607634395361,0.1396269053220749,0.10031197965145111
4,pre_label_token,256,256,16,256,16,11,2600,1170,0.8971815705299377,10.078659057617188,0.004857770167291164,0.13968178629875183,0.10031197965145111
4,pre_label_token,512,512,16,512,16,11,2600,1170,0.6343359351158142,10.040689468383789,0.003831026842817664,0.1395334005355835,0.10031197965145111
4,pre_label_token,1024,1024,16,1024,16,11,2600,1170,0.3727392554283142,10.73716926574707,0.0028091641142964363,0.1422540247440338,0.10031197965145111
4,first_label_token,1,1,1,1,1,11,2600,1170,220.05105590820312,134.857666015625,0.19355320930480957,0.19938455522060394,0.16646045446395874
4,first_label_token,2,2,2,2,2,11,2600,1170,38.165992736816406,30.093536376953125,0.12421813607215881,0.16009284555912018,0.14539842307567596
4,first_label_token,4,4,4,4,4,11,2600,1170,26.013395309448242,26.048202514648438,0.0960698351264,0.15332652628421783,0.12788845598697662
4,first_label_token,8,8,8,8,8,11,2600,1170,15.522247314453125,14.384990692138672,0.05780932679772377,0.14421775937080383,0.11612202972173691
4,first_label_token,16,16,16,16,16,11,2600,1170,5.967286586761475,7.66375207901001,0.024662870913743973,0.130248561501503,0.10031197965145111
4,first_label_token,32,32,16,32,16,11,2600,1170,3.9892590045928955,7.257785797119141,0.016936205327510834,0.12866272032260895,0.10031197965145111
4,first_label_token,64,64,16,64,16,11,2600,1170,2.606316566467285,7.684568405151367,0.011534075252711773,0.13032986223697662,0.10031197965145111
4,first_label_token,128,128,16,128,16,11,2600,1170,1.8691558837890625,8.30239486694336,0.00865454226732254,0.1327432096004486,0.10031197965145111
4,first_label_token,256,256,16,256,16,11,2600,1170,1.3447953462600708,8.97649097442627,0.006606254726648331,0.13537637889385223,0.10031197965145111
4,first_label_token,512,512,16,512,16,11,2600,1170,0.8527048230171204,9.198473930358887,0.004684029147028923,0.13624347746372223,0.10031197965145111
4,first_label_token,1024,1024,16,1024,16,11,2600,1170,0.3951030969619751,10.049994468688965,0.0028965238016098738,0.13956987857818604,0.10031197965145111
4,last_label_token,1,1,1,1,1,11,2600,1170,117.61063385009766,128.234619140625,0.16854314506053925,0.19776764512062073,0.16646045446395874
4,last_label_token,2,2,2,2,2,11,2600,1170,19.812599182128906,23.020967483520508,0.11525657027959824,0.15663939714431763,0.14539842307567596
4,last_label_token,4,4,4,4,4,11,2600,1170,25.576549530029297,26.72673988342285,0.09564317762851715,0.15398924052715302,0.12788845598697662
4,last_label_token,8,8,8,8,8,11,2600,1170,9.637575149536133,12.898768424987793,0.04631580412387848,0.1413150280714035,0.11612202972173691
4,last_label_token,16,16,16,16,16,11,2600,1170,3.8817927837371826,7.2235002517700195,0.016516413539648056,0.12852881848812103,0.10031197965145111
4,last_label_token,32,32,16,32,16,11,2600,1170,2.927964210510254,7.414616107940674,0.012790512293577194,0.12927529215812683,0.10031197965145111
4,last_label_token,64,64,16,64,16,11,2600,1170,1.9117209911346436,7.318024635314941,0.008820813149213791,0.1288979947566986,0.10031197965145111
4,last_label_token,128,128,16,128,16,11,2600,1170,1.3926243782043457,7.977340221405029,0.0067930882796645164,0.1314733773469925,0.10031197965145111
4,last_label_token,256,256,16,256,16,11,2600,1170,1.030722737312317,8.52669620513916,0.005379409994930029,0.13361933827400208,0.10031197965145111
4,last_label_token,512,512,16,512,16,11,2600,1170,0.6621584296226501,8.93017864227295,0.003939703572541475,0.13519561290740967,0.10031197965145111
4,last_label_token,1024,1024,16,1024,16,11,2600,1170,0.3385326564311981,9.442707061767578,0.0026755440048873425,0.13719750940799713,0.10031197965145111
5,pre_label_token,1,1,1,1,1,11,2600,1170,121.20024108886719,64.79324340820312,0.16941951215267181,0.18227899074554443,0.16646045446395874
5,pre_label_token,2,2,2,2,2,11,2600,1170,27.4632625579834,15.372654914855957,0.11899226158857346,0.1529049426317215,0.14539842307567596
5,pre_label_token,4,4,4,4,4,11,2600,1170,27.446809768676758,20.418376922607422,0.09746956825256348,0.14782871305942535,0.12788845598697662
5,pre_label_token,8,8,8,8,8,11,2600,1170,6.858473777770996,10.04701042175293,0.040887851268053055,0.1357450932264328,0.11612202972173691
5,pre_label_token,16,16,16,16,16,11,2600,1170,3.0031816959381104,6.398788928985596,0.013084342703223228,0.12530726194381714,0.10031197965145111
5,pre_label_token,32,32,16,32,16,11,2600,1170,1.7496795654296875,6.859549522399902,0.008187837898731232,0.12710705399513245,0.10031197965145111
5,pre_label_token,64,64,16,64,16,11,2600,1170,1.3373219966888428,8.457720756530762,0.006577067542821169,0.1333499699831009,0.10031197965145111
5,pre_label_token,128,128,16,128,16,11,2600,1170,1.0108119249343872,9.183035850524902,0.005301631987094879,0.1361832320690155,0.10031197965145111
5,pre_label_token,256,256,16,256,16,11,2600,1170,0.7358967661857605,9.267728805541992,0.0042277430184185505,0.1365140676498413,0.10031197965145111
5,pre_label_token,512,512,16,512,16,11,2600,1170,0.5143719911575317,9.353523254394531,0.003362415125593543,0.13684915006160736,0.10031197965145111
5,pre_label_token,1024,1024,16,1024,16,11,2600,1170,0.29846829175949097,9.973870277404785,0.0025190392043441534,0.1392722725868225,0.10031197965145111
5,first_label_token,1,1,1,1,1,11,2600,1170,205.818603515625,126.00061798095703,0.190078467130661,0.19722233712673187,0.16646045446395874
5,first_label_token,2,2,2,2,2,11,2600,1170,37.577667236328125,32.21467208862305,0.1239309087395668,0.16112865507602692,0.14539842307567596
5,first_label_token,4,4,4,4,4,11,2600,1170,24.954458236694336,27.07817840576172,0.09503569453954697,0.15433242917060852,0.12788845598697662
5,first_label_token,8,8,8,8,8,11,2600,1170,13.375025749206543,13.579054832458496,0.05361545830965042,0.1426437348127365,0.11612202972173691
5,first_label_token,16,16,16,16,16,11,2600,1170,5.6445231437683105,7.4309797286987305,0.023402085527777672,0.1293392926454544,0.10031197965145111
5,first_label_token,32,32,16,32,16,11,2600,1170,3.7527246475219727,6.936575412750244,0.016012223437428474,0.1274080127477646,0.10031197965145111
5,first_label_token,64,64,16,64,16,11,2600,1170,2.3196609020233154,7.286431789398193,0.010414326563477516,0.12877461314201355,0.10031197965145111
5,first_label_token,128,128,16,128,16,11,2600,1170,1.6499993801116943,7.822657108306885,0.007798460312187672,0.13086926937103271,0.10031197965145111
5,first_label_token,256,256,16,256,16,11,2600,1170,1.1539002656936646,8.50403881072998,0.005860575940459967,0.13353084027767181,0.10031197965145111
5,first_label_token,512,512,16,512,16,11,2600,1170,0.7436717748641968,8.810452461242676,0.004258116707205772,0.1347278505563736,0.10031197965145111
5,first_label_token,1024,1024,16,1024,16,11,2600,1170,0.3523382246494293,9.499120712280273,0.002729472005739808,0.13741794228553772,0.10031197965145111
5,last_label_token,1,1,1,1,1,11,2600,1170,20.203035354614258,35.42653274536133,0.14476220309734344,0.17510944604873657,0.16646045446395874
5,last_label_token,2,2,2,2,2,11,2600,1170,19.076745986938477,22.9693546295166,0.1148972138762474,0.156614288687706,0.14539842307567596
5,last_label_token,4,4,4,4,4,11,2600,1170,24.668888092041016,26.131534576416016,0.0947568267583847,0.15340794622898102,0.12788845598697662
5,last_label_token,8,8,8,8,8,11,2600,1170,8.5390625,11.953307151794434,0.04417024180293083,0.13946837186813354,0.11612202972173691
5,last_label_token,16,16,16,16,16,11,2600,1170,3.8719186782836914,6.942948818206787,0.016477826982736588,0.1274329572916031,0.10031197965145111
5,last_label_token,32,32,16,32,16,11,2600,1170,2.6903209686279297,6.9514946937561035,0.011862225830554962,0.12746630609035492,0.10031197965145111
5,last_label_token,64,64,16,64,16,11,2600,1170,1.7474831342697144,7.178444862365723,0.00817925576120615,0.1283528357744217,0.10031197965145111
5,last_label_token,128,128,16,128,16,11,2600,1170,1.2995704412460327,7.611985683441162,0.006429600529372692,0.13004633784294128,0.10031197965145111
5,last_label_token,256,256,16,256,16,11,2600,1170,0.9345982074737549,8.11062240600586,0.005003924481570721,0.1319941282272339,0.10031197965145111
5,last_label_token,512,512,16,512,16,11,2600,1170,0.6113238334655762,8.609387397766113,0.0037411360535770655,0.1339424103498459,0.10031197965145111
5,last_label_token,1024,1024,16,1024,16,11,2600,1170,0.307217538356781,9.22340202331543,0.002553218277171254,0.13634099066257477,0.10031197965145111
