icl_example_index,token_role,layer,k_act,k_fv,feature_dim,target_dim,best_alpha,cv_mse,alpha_pinned,train_sample_count,test_sample_count,train_mse,test_mse,pca_train_mse,pca_test_mse,fv_recon_floor_test_mse,train_mean_squared_l2,test_mean_squared_l2
10,pre_label_token,0,16,16,16,16,0.01,91.58484649658203,True,3400,1190,0.3306625949635225,0.33284623282296316,82.65532542509192,39.63892504267332,0.1780068725347519,1354.3939889705882,1363.3382221638656
10,pre_label_token,1,16,16,16,16,1000.0,72.76825714111328,False,3400,1190,0.08571917898514692,0.30086679378477466,19.949804831112132,31.452182904411764,0.1780068725347519,351.1057576976103,1232.3503151260504
10,pre_label_token,2,16,16,16,16,1000.0,73.39134216308594,False,3400,1190,0.09594926637761733,0.2900407727025136,22.568711547851564,28.68072889311975,0.1780068725347519,393.00819221047794,1188.0069918592437
10,pre_label_token,3,16,16,16,16,1000.0,70.03671264648438,False,3400,1190,0.0901244153695948,0.2897359767881762,21.077551915785847,28.602704831932773,0.1780068725347519,369.1495990349265,1186.7586003151262
10,pre_label_token,4,16,16,16,16,316.22776601683796,59.311336517333984,False,3400,1190,0.05185626310460708,0.26980303756329194,11.2809008250517,23.49984941242122,0.1780068725347519,212.40325338924632,1105.1132549894958
10,pre_label_token,5,16,16,16,16,316.22776601683796,58.10961151123047,False,3400,1190,0.04031242451247047,0.24602302743607207,8.325677185058593,17.412148355435924,0.1780068725347519,165.11969367532168,1007.7103072478992
10,pre_label_token,6,16,16,16,16,100.0,57.136451721191406,False,3400,1190,0.036450757524546455,0.24388092746253776,7.337089987362132,16.863760093881304,0.1780068725347519,149.30230267693014,998.9362394957983
10,pre_label_token,7,16,16,16,16,100.0,56.36178970336914,False,3400,1190,0.0323885245884166,0.239975781801368,6.297158310834099,15.864031110491071,0.1780068725347519,132.66339707318474,982.9407989758404
10,pre_label_token,8,16,16,16,16,100.0,55.80371856689453,False,3400,1190,0.031245477339800667,0.23220589020672966,6.004539139691521,13.874931322626708,0.1780068725347519,127.98147511201746,951.1153230042016
10,pre_label_token,9,16,16,16,16,100.0,55.15724563598633,False,3400,1190,0.0262130286062465,0.20515715174314356,4.71622989430147,6.950448326303177,0.1780068725347519,107.36856574563419,840.323693539916
10,pre_label_token,10,16,16,16,16,100.0,56.65275573730469,False,3400,1190,0.025876723352600547,0.2010618097641889,4.630136359719669,5.902036522616859,0.1780068725347519,105.99105992934282,823.5491399684873
10,pre_label_token,11,16,16,16,16,100.0,55.92923355102539,False,3400,1190,0.02556915647843305,0.200873434243082,4.551399235444911,5.8538179798286505,0.1780068725347519,104.73126213522518,822.7775768119748
10,pre_label_token,12,16,16,16,16,100.0,56.247859954833984,False,3400,1190,0.026168320266639487,0.20151030035579906,4.704785205616671,6.016859089827337,0.1780068725347519,107.18544261259191,825.3861771271008
10,pre_label_token,13,16,16,16,16,100.0,58.17410659790039,False,3400,1190,0.022751297985806183,0.1997919114697881,3.830023718441234,5.576954304671087,0.1780068725347519,93.18931575999541,818.3476299894958
10,pre_label_token,14,16,16,16,16,100.0,55.00033950805664,False,3400,1190,0.02571609367342556,0.2064585501406373,4.589012778787052,7.283616984391413,0.1780068725347519,105.33312090705422,845.6542115283613
10,pre_label_token,15,16,16,16,16,100.0,58.22699737548828,False,3400,1190,0.02662815551547443,0.2050041182702329,4.822500403909122,6.911285041360294,0.1780068725347519,109.06892384248621,839.6968553046219
10,pre_label_token,16,16,16,16,16,100.0,59.03533172607422,False,3400,1190,0.026055050702656016,0.20373759069362607,4.675785749098834,6.587056058995864,0.1780068725347519,106.72148735495175,834.5091649159664
10,pre_label_token,17,16,16,16,16,100.0,56.7753791809082,False,3400,1190,0.02853656712700339,0.2070746622165712,5.311054849063649,7.441351728679753,0.1780068725347519,116.88578053193933,848.1778197216387
10,pre_label_token,18,16,16,16,16,100.0,58.77690505981445,False,3400,1190,0.02779289079063079,0.20830440360958838,5.120672917085535,7.756167423023897,0.1780068725347519,113.83967812930837,853.2148568802521
10,pre_label_token,19,16,16,16,16,100.0,61.832889556884766,False,3400,1190,0.0281283259917708,0.21182429049195362,5.206544885074391,8.657274646919314,0.1780068725347519,115.21362376493566,867.632293855042
10,pre_label_token,20,16,16,16,16,316.22776601683796,68.74421691894531,False,3400,1190,0.035189044195062975,0.2243429680832294,7.014089481129366,11.862072702616203,0.1780068725347519,144.13432602826288,918.9087710084034
10,pre_label_token,21,16,16,16,16,316.22776601683796,71.76300811767578,False,3400,1190,0.035902125625049366,0.2264391875066677,7.196638246424058,12.398713030133928,0.1780068725347519,147.05510354434742,927.4949382878151
10,pre_label_token,22,16,16,16,16,316.22776601683796,74.571044921875,False,3400,1190,0.03604234565706814,0.2279769929517217,7.23253464642693,12.792395429851629,0.1780068725347519,147.6294447954963,933.7937664128151
10,pre_label_token,23,16,16,16,16,316.22776601683796,76.79802703857422,False,3400,1190,0.03609281035030589,0.22674269555997448,7.245454119514017,12.476413810152968,0.1780068725347519,147.8361519129136,928.7380547531512
10,pre_label_token,24,16,16,16,16,1000.0,78.2307357788086,False,3400,1190,0.04863514177939471,0.23135338550856133,10.456292616900276,13.656752026982668,0.1780068725347519,199.20953900505515,947.6234539128151
10,pre_label_token,25,16,16,16,16,1000.0,79.6462631225586,False,3400,1190,0.04602178293115952,0.2283021926879883,9.787272231158088,12.875650152639182,0.1780068725347519,188.5052197265625,935.1257615546218
10,pre_label_token,26,16,16,16,16,1000.0,80.50228881835938,False,3400,1190,0.04634426705977496,0.23025672976710215,9.869828545065488,13.376014106814601,0.1780068725347519,189.82611443014707,943.1316045168068
10,pre_label_token,27,16,16,16,16,1000.0,81.71342468261719,False,3400,1190,0.047164519955130185,0.23377413549343076,10.079814542882582,14.2764704856552,0.1780068725347519,193.18587545955882,957.5388524159664
10,pre_label_token,28,16,16,16,16,316.22776601683796,74.48814392089844,False,3400,1190,0.03416359498220332,0.2354406116389427,6.751574994255515,14.703084480862657,0.1780068725347519,139.9340909352022,964.3647780987395
10,first_label_token,0,16,16,16,16,3162.2776601683795,84.79676055908203,False,3400,1190,0.2118887197270113,0.3015154445872587,52.2492236328125,31.618247357536763,0.1780068725347519,867.8962040441177,1235.007274159664
10,first_label_token,1,16,16,16,16,1000.0,77.16771697998047,False,3400,1190,0.1480676799661973,0.2744149600758272,35.911021225873164,24.680498293067227,0.1780068725347519,606.4852090992647,1124.0036567752102
10,first_label_token,2,16,16,16,16,1000.0,73.53024291992188,False,3400,1190,0.13623594045639037,0.2660785739161387,32.882095049689795,22.546383436186975,0.1780068725347519,558.0224149816177,1089.857819065126
10,first_label_token,3,16,16,16,16,1000.0,73.12562561035156,False,3400,1190,0.12866454671410954,0.2639332410668125,30.943821303423714,21.997183766084557,0.1780068725347519,527.0099839154411,1081.0705619747898
10,first_label_token,4,16,16,16,16,1000.0,67.82563018798828,False,3400,1190,0.10582719143699197,0.25034953846650965,25.0974605066636,18.519740410812762,0.1780068725347519,433.46818014705883,1025.431643907563
10,first_label_token,5,16,16,16,16,1000.0,66.07843780517578,False,3400,1190,0.09108563212787404,0.23918214124791762,21.3236226160386,15.660883132549895,0.1780068725347519,373.0867491957721,979.6900407037815
