layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-2.832196,-3.714527,-2.832196,0.178653,0.000000,-3.714527,0.157508,0.000000,4.000000
1,-2.832196,-3.714527,-2.819560,0.178948,0.012636,-3.715801,0.157484,-0.001273,-0.100775
2,-2.832196,-3.714527,-2.745120,0.178548,0.087076,-3.663449,0.156924,0.051078,0.586596
3,-2.832196,-3.714527,-2.705705,0.178887,0.126491,-3.632318,0.157187,0.082210,0.649922
4,-2.832196,-3.714527,-2.442462,0.182902,0.389734,-3.545958,0.157249,0.168569,0.432524
5,-2.832196,-3.714527,-0.911826,0.190253,1.920371,-2.976510,0.154147,0.738017,0.384310
6,-2.832196,-3.714527,-1.136079,0.187675,1.696118,-3.004804,0.154066,0.709723,0.418440
7,-2.832196,-3.714527,-0.659879,0.188950,2.172317,-2.794292,0.153320,0.920235,0.423619
8,-2.832196,-3.714527,0.528855,0.197432,3.361051,-2.607026,0.155724,1.107501,0.329510
9,-2.832196,-3.714527,-0.832190,0.192349,2.000007,-2.835433,0.156393,0.879094,0.439546
10,-2.832196,-3.714527,-0.978641,0.198961,1.853555,-3.145211,0.158858,0.569316,0.307148
11,-2.832196,-3.714527,-0.648662,0.201766,2.183534,-3.046750,0.158060,0.667777,0.305824
12,-2.832196,-3.714527,-1.551223,0.196694,1.280973,-3.303770,0.158713,0.410757,0.320660
13,-2.832196,-3.714527,-2.081451,0.190821,0.750746,-3.446164,0.158695,0.268363,0.357463
14,-2.832196,-3.714527,-2.731597,0.179600,0.100599,-3.641486,0.157870,0.073041,0.726060
15,-2.832196,-3.714527,-2.678605,0.180201,0.153591,-3.612338,0.157902,0.102189,0.665335
16,-2.832196,-3.714527,-2.803345,0.178794,0.028852,-3.690664,0.157464,0.023863,0.827104
17,-2.832196,-3.714527,-2.819105,0.178934,0.013091,-3.701178,0.157607,0.013349,1.019663
18,-2.832196,-3.714527,-2.825713,0.179265,0.006483,-3.712765,0.157973,0.001762,0.271771
19,-2.832196,-3.714527,-2.830213,0.179324,0.001983,-3.717810,0.158061,-0.003283,-1.655501
20,-2.832196,-3.714527,-2.835060,0.179058,-0.002864,-3.720225,0.157895,-0.005698,1.989613
21,-2.832196,-3.714527,-2.836743,0.179027,-0.004546,-3.722323,0.157874,-0.007796,1.714791
22,-2.832196,-3.714527,-2.836907,0.178987,-0.004711,-3.721436,0.157810,-0.006908,1.466373
23,-2.832196,-3.714527,-2.834671,0.178856,-0.002474,-3.719496,0.157658,-0.004968,2.007979
24,-2.832196,-3.714527,-2.834459,0.178800,-0.002263,-3.718126,0.157660,-0.003599,1.590352
25,-2.832196,-3.714527,-2.834681,0.178824,-0.002484,-3.718618,0.157650,-0.004091,1.646722
26,-2.832196,-3.714527,-2.832886,0.178693,-0.000690,-3.715678,0.157539,-0.001151,1.669769
27,-2.832196,-3.714527,-2.832421,0.178678,-0.000224,-3.714590,0.157492,-0.000063,0.278984
28,-2.832196,-3.714527,-2.832196,0.178653,0.000000,-3.714527,0.157508,0.000000,4.000000
