layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-2.832196,-3.714527,-2.832196,0.178653,0.000000,-3.714527,0.157508,0.000000,4.000000
1,-2.832196,-3.714527,-2.844822,0.178540,-0.012626,-3.724270,0.157524,-0.009742,0.771616
2,-2.832196,-3.714527,-2.845225,0.178488,-0.013029,-3.725332,0.157444,-0.010805,0.829318
3,-2.832196,-3.714527,-2.851869,0.178498,-0.019673,-3.730152,0.157514,-0.015625,0.794227
4,-2.832196,-3.714527,-2.850787,0.178519,-0.018591,-3.734731,0.157508,-0.020204,1.086775
5,-2.832196,-3.714527,-2.872341,0.178516,-0.040145,-3.748321,0.157401,-0.033794,0.841796
6,-2.832196,-3.714527,-2.854116,0.178914,-0.021920,-3.737674,0.157651,-0.023147,1.055987
7,-2.832196,-3.714527,-2.650806,0.184752,0.181390,-3.657048,0.158273,0.057479,0.316879
8,-2.832196,-3.714527,-2.169632,0.187989,0.662565,-3.479248,0.160066,0.235279,0.355104
9,-2.832196,-3.714527,2.467028,0.187671,5.299224,-2.406537,0.155885,1.307990,0.246827
10,-2.832196,-3.714527,3.191485,0.179296,6.023682,-1.291771,0.146746,2.422756,0.402205
11,-2.832196,-3.714527,3.164181,0.178190,5.996378,-0.906138,0.150474,2.808389,0.468348
12,-2.832196,-3.714527,3.595456,0.162533,6.427652,-0.417487,0.142714,3.297040,0.512946
13,-2.832196,-3.714527,4.385039,0.163233,7.217236,0.605769,0.137811,4.320296,0.598608
14,-2.832196,-3.714527,3.463313,0.156963,6.295509,0.002280,0.140294,3.716807,0.590390
15,-2.832196,-3.714527,2.880642,0.151550,5.712838,-0.016618,0.134029,3.697909,0.647298
16,-2.832196,-3.714527,2.617630,0.145871,5.449826,0.107950,0.126360,3.822477,0.701394
17,-2.832196,-3.714527,0.780405,0.157157,3.612602,-0.504015,0.137795,3.210512,0.888698
18,-2.832196,-3.714527,0.332302,0.159821,3.164498,-0.851467,0.142141,2.863060,0.904744
19,-2.832196,-3.714527,-0.171093,0.157449,2.661103,-1.152298,0.140613,2.562230,0.962845
20,-2.832196,-3.714527,-0.413660,0.158162,2.418536,-1.300884,0.140325,2.413644,0.997977
21,-2.832196,-3.714527,-0.640279,0.160713,2.191918,-1.505226,0.142849,2.209301,1.007931
22,-2.832196,-3.714527,-0.782395,0.160694,2.049801,-1.583034,0.142652,2.131493,1.039853
23,-2.832196,-3.714527,-0.999990,0.161215,1.832206,-1.745945,0.142966,1.968582,1.074433
24,-2.832196,-3.714527,-1.157758,0.161702,1.674439,-1.914376,0.142918,1.800151,1.075078
25,-2.832196,-3.714527,-1.430667,0.163244,1.401529,-2.226186,0.145219,1.488341,1.061941
26,-2.832196,-3.714527,-1.714840,0.166193,1.117356,-2.513768,0.148406,1.200760,1.074644
27,-2.832196,-3.714527,-1.992818,0.166247,0.839379,-2.810751,0.149969,0.903776,1.076720
28,-2.832196,-3.714527,-2.388573,0.176538,0.443623,-3.263626,0.158649,0.450901,1.016406
