layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-2.832196,-3.714527,-2.832196,0.178653,0.000000,-3.714527,0.157508,0.000000,4.000000
1,-2.832196,-3.714527,-2.794994,0.179062,0.037202,-3.699585,0.157570,0.014942,0.401652
2,-2.832196,-3.714527,-2.637009,0.176935,0.195187,-3.538739,0.155459,0.175788,0.900612
3,-2.832196,-3.714527,-2.630579,0.177508,0.201617,-3.539020,0.155884,0.175508,0.870498
4,-2.832196,-3.714527,-1.394416,0.187190,1.437780,-3.179371,0.156272,0.535156,0.372210
5,-2.832196,-3.714527,1.805169,0.177816,4.637365,-2.037908,0.145697,1.676619,0.361546
6,-2.832196,-3.714527,1.224840,0.176824,4.057037,-2.111724,0.147391,1.602803,0.395067
7,-2.832196,-3.714527,1.991119,0.171930,4.823315,-1.540682,0.142467,2.173845,0.450695
8,-2.832196,-3.714527,3.272148,0.177535,6.104344,-1.135221,0.143648,2.579306,0.422536
9,-2.832196,-3.714527,1.701947,0.170168,4.534143,-1.503270,0.143643,2.211258,0.487690
10,-2.832196,-3.714527,0.933571,0.186698,3.765767,-2.436847,0.150901,1.277680,0.339288
11,-2.832196,-3.714527,1.216767,0.185961,4.048963,-2.531082,0.150441,1.183445,0.292284
12,-2.832196,-3.714527,-0.510722,0.198898,2.321474,-2.998723,0.153308,0.715804,0.308340
13,-2.832196,-3.714527,-0.555532,0.199787,2.276664,-2.876471,0.156083,0.838056,0.368107
14,-2.832196,-3.714527,-2.319890,0.171631,0.512306,-3.310745,0.149735,0.403782,0.788166
15,-2.832196,-3.714527,-2.201700,0.174623,0.630496,-3.286552,0.150498,0.427975,0.678791
16,-2.832196,-3.714527,-2.694646,0.177037,0.137550,-3.595944,0.155687,0.118583,0.862108
17,-2.832196,-3.714527,-2.774407,0.177857,0.057789,-3.650681,0.156569,0.063846,1.104820
18,-2.832196,-3.714527,-2.782438,0.178218,0.049759,-3.666821,0.157016,0.047707,0.958760
19,-2.832196,-3.714527,-2.804100,0.178766,0.028096,-3.685563,0.157467,0.028964,1.030886
20,-2.832196,-3.714527,-2.820844,0.179001,0.011353,-3.702152,0.157876,0.012375,1.090097
21,-2.832196,-3.714527,-2.834687,0.179085,-0.002491,-3.720294,0.157856,-0.005767,2.315214
22,-2.832196,-3.714527,-2.834773,0.178986,-0.002577,-3.720162,0.157773,-0.005635,2.186922
23,-2.832196,-3.714527,-2.831375,0.178821,0.000822,-3.715576,0.157624,-0.001049,-1.276943
24,-2.832196,-3.714527,-2.831342,0.178706,0.000855,-3.714824,0.157536,-0.000297,-0.347359
25,-2.832196,-3.714527,-2.832265,0.178772,-0.000069,-3.716005,0.157605,-0.001478,21.339784
26,-2.832196,-3.714527,-2.831619,0.178663,0.000577,-3.714256,0.157524,0.000271,0.468729
27,-2.832196,-3.714527,-2.831134,0.178624,0.001062,-3.712792,0.157488,0.001735,1.633598
28,-2.832196,-3.714527,-2.832196,0.178653,0.000000,-3.714527,0.157508,0.000000,4.000000
