layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-2.832196,-3.714527,-2.832196,0.178653,0.000000,-3.714527,0.157508,0.000000,4.000000
1,-2.832196,-3.714527,-2.750772,0.179436,0.081424,-3.681255,0.157673,0.033273,0.408632
2,-2.832196,-3.714527,-2.409199,0.175388,0.422997,-3.327429,0.154172,0.387098,0.915133
3,-2.832196,-3.714527,-2.402918,0.176053,0.429278,-3.328151,0.154567,0.386376,0.900059
4,-2.832196,-3.714527,-0.008660,0.181211,2.823536,-2.562200,0.150715,1.152327,0.408115
5,-2.832196,-3.714527,2.189889,0.169872,5.022085,-1.326162,0.140333,2.388365,0.475572
6,-2.832196,-3.714527,1.112539,0.169372,3.944735,-1.652792,0.143434,2.061735,0.522655
7,-2.832196,-3.714527,1.779683,0.166245,4.611879,-1.097382,0.142368,2.617145,0.567479
8,-2.832196,-3.714527,3.288472,0.176498,6.120668,-0.780105,0.144767,2.934422,0.479428
9,-2.832196,-3.714527,1.076347,0.175207,3.908543,-1.637705,0.143692,2.076822,0.531355
10,-2.832196,-3.714527,0.297680,0.184530,3.129876,-2.480409,0.148535,1.234118,0.394302
11,-2.832196,-3.714527,0.542642,0.179108,3.374838,-2.512161,0.149388,1.202366,0.356274
12,-2.832196,-3.714527,-0.192185,0.205381,2.640011,-3.021577,0.154578,0.692950,0.262480
13,-2.832196,-3.714527,0.487206,0.199474,3.319402,-2.521425,0.162504,1.193102,0.359433
14,-2.832196,-3.714527,-2.331774,0.171434,0.500422,-3.299270,0.150011,0.415257,0.829813
15,-2.832196,-3.714527,-2.219482,0.172540,0.612714,-3.214247,0.150352,0.500281,0.816500
16,-2.832196,-3.714527,-2.634924,0.176328,0.197272,-3.565268,0.155252,0.149259,0.756615
17,-2.832196,-3.714527,-2.758413,0.177911,0.073783,-3.627798,0.156587,0.086729,1.175462
18,-2.832196,-3.714527,-2.760122,0.178071,0.072074,-3.646164,0.156906,0.068363,0.948504
19,-2.832196,-3.714527,-2.798637,0.179214,0.033559,-3.681076,0.157781,0.033451,0.996758
20,-2.832196,-3.714527,-2.807393,0.179220,0.024803,-3.686141,0.158142,0.028386,1.144456
21,-2.832196,-3.714527,-2.836604,0.179545,-0.004408,-3.723564,0.158244,-0.009036,2.050138
22,-2.832196,-3.714527,-2.837561,0.179323,-0.005364,-3.724755,0.158003,-0.010227,1.906509
23,-2.832196,-3.714527,-2.831312,0.179022,0.000884,-3.716625,0.157695,-0.002098,-2.372949
24,-2.832196,-3.714527,-2.829464,0.178707,0.002732,-3.712871,0.157432,0.001656,0.606312
25,-2.832196,-3.714527,-2.832635,0.178892,-0.000439,-3.716883,0.157671,-0.002356,5.368501
26,-2.832196,-3.714527,-2.830425,0.178681,0.001772,-3.712993,0.157513,0.001534,0.865967
27,-2.832196,-3.714527,-2.826835,0.178499,0.005361,-3.707044,0.157363,0.007483,1.395705
28,-2.832196,-3.714527,-2.832196,0.178653,0.000000,-3.714527,0.157508,0.000000,4.000000
