layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-2.832196,-0.930928,-2.832196,0.178653,0.000000,-0.930928,0.178949,-0.000000,-0.250000
1,-2.832196,-0.930928,-2.844822,0.178540,-0.012626,-0.941525,0.178944,-0.010597,0.839302
2,-2.832196,-0.930928,-2.845225,0.178488,-0.013029,-0.940285,0.178869,-0.009357,0.718158
3,-2.832196,-0.930928,-2.851869,0.178498,-0.019673,-0.946619,0.178960,-0.015691,0.797586
4,-2.832196,-0.930928,-2.850787,0.178519,-0.018591,-0.951218,0.178909,-0.020290,1.091395
5,-2.832196,-0.930928,-2.872341,0.178516,-0.040145,-1.011904,0.178380,-0.080976,2.017095
6,-2.832196,-0.930928,-2.854116,0.178914,-0.021920,-0.998845,0.178506,-0.067917,3.098439
7,-2.832196,-0.930928,-2.650806,0.184752,0.181390,-0.903485,0.179194,0.027443,0.151291
8,-2.832196,-0.930928,-2.169632,0.187989,0.662565,-0.695194,0.178850,0.235734,0.355791
9,-2.832196,-0.930928,2.467028,0.187671,5.299224,1.327848,0.170635,2.258776,0.426247
10,-2.832196,-0.930928,3.191485,0.179296,6.023682,1.590332,0.160809,2.521260,0.418558
11,-2.832196,-0.930928,3.164181,0.178190,5.996378,1.853872,0.161469,2.784800,0.464414
12,-2.832196,-0.930928,3.595456,0.162533,6.427652,1.781309,0.152751,2.712237,0.421964
13,-2.832196,-0.930928,4.385039,0.163233,7.217236,2.300544,0.148628,3.231472,0.447744
14,-2.832196,-0.930928,3.463313,0.156963,6.295509,1.706365,0.146937,2.637293,0.418917
15,-2.832196,-0.930928,2.880642,0.151550,5.712838,1.495157,0.141842,2.426085,0.424672
16,-2.832196,-0.930928,2.617630,0.145871,5.449826,1.495840,0.134527,2.426768,0.445293
17,-2.832196,-0.930928,0.780405,0.157157,3.612602,0.822912,0.152623,1.753840,0.485478
18,-2.832196,-0.930928,0.332302,0.159821,3.164498,0.587581,0.158306,1.518508,0.479858
19,-2.832196,-0.930928,-0.171093,0.157449,2.661103,0.316647,0.156398,1.247575,0.468819
20,-2.832196,-0.930928,-0.413660,0.158162,2.418536,0.286740,0.156504,1.217668,0.503473
21,-2.832196,-0.930928,-0.640279,0.160713,2.191918,0.181043,0.157481,1.111971,0.507305
22,-2.832196,-0.930928,-0.782395,0.160694,2.049801,0.114037,0.157036,1.044965,0.509788
23,-2.832196,-0.930928,-0.999990,0.161215,1.832206,-0.025137,0.158886,0.905791,0.494372
24,-2.832196,-0.930928,-1.157758,0.161702,1.674439,-0.104809,0.159200,0.826119,0.493371
25,-2.832196,-0.930928,-1.430667,0.163244,1.401529,-0.230284,0.160286,0.700644,0.499914
26,-2.832196,-0.930928,-1.714840,0.166193,1.117356,-0.380137,0.163455,0.550791,0.492942
27,-2.832196,-0.930928,-1.992818,0.166247,0.839379,-0.526559,0.164594,0.404369,0.481749
28,-2.832196,-0.930928,-2.388573,0.176538,0.443623,-0.708592,0.175021,0.222336,0.501182
