layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-2.832196,-3.714527,-2.832196,0.178653,0.000000,-3.714527,0.157508,0.000000,4.000000
1,-2.832196,-3.714527,-2.856686,0.178440,-0.024490,-3.732890,0.157504,-0.018363,0.749828
2,-2.832196,-3.714527,-2.857960,0.178328,-0.025763,-3.736331,0.157404,-0.021804,0.846328
3,-2.832196,-3.714527,-2.871054,0.178370,-0.038858,-3.745513,0.157535,-0.030986,0.797417
4,-2.832196,-3.714527,-2.868448,0.178351,-0.036252,-3.754404,0.157422,-0.039877,1.100016
5,-2.832196,-3.714527,-2.910658,0.178264,-0.078461,-3.780749,0.157419,-0.066221,0.843999
6,-2.832196,-3.714527,-2.871476,0.178979,-0.039280,-3.751471,0.157791,-0.036944,0.940532
7,-2.832196,-3.714527,-2.393251,0.190709,0.438945,-3.561510,0.159266,0.153017,0.348601
8,-2.832196,-3.714527,-1.409193,0.192399,1.423003,-3.156039,0.161419,0.558488,0.392472
9,-2.832196,-3.714527,4.401697,0.176504,7.233893,-0.480383,0.148933,3.234144,0.447082
10,-2.832196,-3.714527,5.087699,0.179474,7.919896,0.708879,0.133505,4.423406,0.558518
11,-2.832196,-3.714527,4.672726,0.173726,7.504922,1.285466,0.146679,4.999994,0.666229
12,-2.832196,-3.714527,3.880292,0.164583,6.712488,0.817333,0.137727,4.531860,0.675139
13,-2.832196,-3.714527,4.499433,0.171816,7.331629,1.616788,0.144619,5.331315,0.727167
14,-2.832196,-3.714527,3.499004,0.163760,6.331200,1.103799,0.141766,4.818326,0.761045
15,-2.832196,-3.714527,3.030343,0.157166,5.862539,0.834463,0.128768,4.548990,0.775942
16,-2.832196,-3.714527,2.541418,0.152078,5.373614,0.907293,0.122304,4.621820,0.860095
17,-2.832196,-3.714527,1.211479,0.159247,4.043675,0.308706,0.137852,4.023233,0.994945
18,-2.832196,-3.714527,0.892862,0.163253,3.725058,-0.009040,0.144515,3.705487,0.994746
19,-2.832196,-3.714527,0.470927,0.162003,3.303124,-0.268086,0.141956,3.446441,1.043388
20,-2.832196,-3.714527,0.186807,0.161862,3.019003,-0.466018,0.142741,3.248509,1.076020
21,-2.832196,-3.714527,-0.000290,0.163444,2.831906,-0.633637,0.145122,3.080890,1.087921
22,-2.832196,-3.714527,-0.225312,0.161112,2.606884,-0.804579,0.143675,2.909949,1.116255
23,-2.832196,-3.714527,-0.509373,0.160727,2.322823,-1.056347,0.143664,2.658180,1.144375
24,-2.832196,-3.714527,-0.629906,0.160024,2.202290,-1.197256,0.143264,2.517271,1.143024
25,-2.832196,-3.714527,-0.843506,0.160450,1.988690,-1.450984,0.144724,2.263543,1.138208
26,-2.832196,-3.714527,-1.148705,0.164752,1.683492,-1.774625,0.149591,1.939902,1.152309
27,-2.832196,-3.714527,-1.436368,0.159960,1.395828,-2.100602,0.147888,1.613925,1.156249
28,-2.832196,-3.714527,-1.838164,0.181110,0.994032,-2.636000,0.165743,1.078528,1.085003
