layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-2.832196,-3.714527,-2.832196,0.178653,0.000000,-3.714527,0.157508,0.000000,4.000000
1,-2.832196,-3.714527,-2.839530,0.178607,-0.007334,-3.719710,0.157505,-0.005183,0.706691
2,-2.832196,-3.714527,-2.838907,0.178549,-0.006711,-3.719941,0.157496,-0.005414,0.806772
3,-2.832196,-3.714527,-2.842470,0.178579,-0.010274,-3.722439,0.157503,-0.007911,0.770063
4,-2.832196,-3.714527,-2.841355,0.178570,-0.009159,-3.725131,0.157468,-0.010604,1.157773
5,-2.832196,-3.714527,-2.852018,0.178612,-0.019822,-3.731696,0.157462,-0.017169,0.866174
6,-2.832196,-3.714527,-2.843905,0.178820,-0.011709,-3.727061,0.157565,-0.012534,1.070436
7,-2.832196,-3.714527,-2.748403,0.181636,0.083793,-3.690103,0.157860,0.024424,0.291481
8,-2.832196,-3.714527,-2.524784,0.183603,0.307413,-3.613344,0.158699,0.101183,0.329145
9,-2.832196,-3.714527,0.073381,0.198633,2.905577,-3.156963,0.158940,0.557565,0.191895
10,-2.832196,-3.714527,0.824041,0.190586,3.656237,-2.696962,0.156952,1.017565,0.278309
11,-2.832196,-3.714527,0.723646,0.189324,3.555842,-2.405620,0.156294,1.308907,0.368100
12,-2.832196,-3.714527,2.466916,0.170840,5.299112,-2.255018,0.154353,1.459509,0.275425
13,-2.832196,-3.714527,3.006288,0.167470,5.838485,-1.666428,0.153179,2.048099,0.350793
14,-2.832196,-3.714527,2.353450,0.162439,5.185646,-1.866359,0.152780,1.848168,0.356401
15,-2.832196,-3.714527,1.937104,0.157547,4.769300,-1.662020,0.147430,2.052507,0.430358
16,-2.832196,-3.714527,1.853615,0.152100,4.685811,-1.495022,0.142068,2.219506,0.473665
17,-2.832196,-3.714527,-0.314677,0.163606,2.517519,-1.775374,0.145777,1.939153,0.770264
18,-2.832196,-3.714527,-0.724537,0.164891,2.107659,-1.967998,0.145782,1.746529,0.828658
19,-2.832196,-3.714527,-1.156854,0.162341,1.675342,-2.204082,0.143981,1.510445,0.901574
20,-2.832196,-3.714527,-1.343776,0.163491,1.488420,-2.307037,0.144778,1.407491,0.945627
21,-2.832196,-3.714527,-1.541177,0.166312,1.291019,-2.496447,0.147442,1.218080,0.943503
22,-2.832196,-3.714527,-1.613862,0.165974,1.218334,-2.532296,0.146791,1.182231,0.970367
23,-2.832196,-3.714527,-1.711515,0.165788,1.120681,-2.589293,0.146565,1.125234,1.004063
24,-2.832196,-3.714527,-1.833278,0.165988,0.998918,-2.703382,0.146519,1.011145,1.012240
25,-2.832196,-3.714527,-2.036826,0.168623,0.795371,-2.927279,0.149254,0.787248,0.989788
26,-2.832196,-3.714527,-2.249096,0.170559,0.583100,-3.125383,0.150756,0.589144,1.010366
27,-2.832196,-3.714527,-2.412776,0.171265,0.419420,-3.291497,0.152204,0.423030,1.008606
28,-2.832196,-3.714527,-2.643673,0.176417,0.188523,-3.534866,0.156819,0.179661,0.952995
