family,read_span,write_span,read_pcs_11,read_pcs_50,read_pcs_200,write_pcs_11,write_pcs_50,write_pcs_200,nearest_read,cos_read,nearest_write,cos_write
us_uk,0.9154918970399353,0.9556718606211083,0.3583885907344429,0.9268490119170164,0.9658030642634337,0.13579035670589232,0.2177518502347437,0.5886589827294327,ise_ize,0.8733486349150911,ise_ize,0.9227500288769984
ise_ize,0.9024615475939107,0.9367181268042635,0.4347217552263887,0.9102736476540302,0.9524190125164756,0.15661451093884302,0.2306658574331878,0.5769393175992509,us_uk,0.8733486349150911,us_uk,0.9227500288769984
contractions,0.3617492248608181,0.45123133027780127,0.2546262330421692,0.48435537757951697,0.771878900501675,0.14474722679365531,0.2654427792094626,0.6454452708472139,ordinal_words,0.23522076563685754,title_abbr,-0.25911459786878177
num_words,0.7060351509055361,0.799701229414926,0.3684966733642168,0.7329805246626758,0.843826106236554,0.16810878149027167,0.23853741715507792,0.7832807951419203,ordinal_words,0.6393680393851342,ordinal_words,0.7687203360070638
ordinal_words,0.6923356938582895,0.788504257747792,0.3802950487008386,0.7411930896611881,0.8491257303318794,0.2959994482010674,0.3309463564196631,0.6568380866374077,num_words,0.6393680393851342,num_words,0.7687203360070638
uk_vocab,0.7196314338578966,0.8863744790437096,0.5172111573545267,0.735233216375665,0.8523779467963843,0.14383831189921964,0.1913573383659413,0.45802005887889496,ise_ize,0.6631133023009458,us_uk,0.8634349245685223
register,0.36589739518930825,0.5241199685645666,0.32911011592157147,0.5195407816850477,0.774620977902691,0.35126830213381655,0.4237829501836317,0.6545528900353512,pt_br_eu,0.23147055758631258,latin_plural,0.3704335600709588
diacritics,0.4512978478597723,0.45414995015301185,0.23186477112392584,0.5306569529032932,0.7665969459016355,0.1525146382511655,0.21278096257588605,0.40514785079658333,es_rae2010,0.36697119553568,us_uk,0.3171173999108905
unit_abbr,0.5311713436298022,0.5490606506341091,0.22322720615778593,0.5999340600189176,0.762359856781695,0.18844202230596505,0.24687293620694328,0.474030972122334,num_words,0.37434361216632905,title_abbr,-0.43719272709783435
latin_plural,0.4773584754733835,0.6631756610134477,0.30344197931012135,0.5452137102052678,0.7155501244657101,0.1880788475053167,0.3395744596484209,0.65554836266335,us_uk,0.29893853594685904,us_uk,0.5013496175000359
title_abbr,0.5093213342010594,0.5565943054137632,0.4192117916053899,0.5992204216220289,0.74424259954746,0.10120096639085738,0.2103088702511906,0.5044622965898797,unit_abbr,-0.33649105865368895,unit_abbr,-0.43719272709783435
zh_simp_trad,0.5389179665205848,0.2812380202705494,0.5266101368567245,0.6199456974912808,0.7250682007413337,0.31483149458605886,0.3402958759591083,0.40515993283463825,ru_yo,-0.4232189871317779,register,0.18024321635708895
pt_acordo_eu,0.7279012685725045,0.8398970189244568,0.4020337747085837,0.7161258729008677,0.8547470066679818,0.14408194320895554,0.25966031545519447,0.6287847214805102,pt_br_eu,0.6799779841013347,pt_br_eu,0.7953458655442823
pt_br_eu,0.7557012043899307,0.8348019462979346,0.4104002193410312,0.7656964545341873,0.871182572492822,0.1401548694899576,0.23490679054701433,0.40876589482355413,pt_acordo_eu,0.6799779841013347,pt_acordo_eu,0.7953458655442823
es_rae2010,0.6511829888415587,0.605329886838779,0.30310030381897596,0.6643669030913393,0.8384750606452026,0.12440894226098391,0.2928020871183196,0.5835575326191633,ru_yo,-0.5334362248468466,ru_yo,-0.5262922586735468
ru_yo,0.8563322925037684,0.6693606822693658,0.4454754398292779,0.8498824427897687,0.9106750810688485,0.08222902158496133,0.2562195927083723,0.5677967042812843,us_uk,-0.8025134695516207,es_rae2010,-0.5262922586735468
# rsa_corr=0.829 participation_read=13.0/16 participation_write=12.8/16 read_layer=12 write_layer=24
