protocol,setting,family,cos_diff,r2_diff,norm_ratio,cos_centroid_nat,r2_within_fam
lofo,lofo|us_uk,us_uk,0.43579521395171333,-0.08422805470292194,0.9593842925297045,0.5358569804711809,-0.0030878797418334436
lofo,lofo|ise_ize,ise_ize,0.5007618926021752,0.250696028745265,0.5089132322007986,0.24049392394337235,-0.002325238954711706
lofo,lofo|contractions,contractions,-0.0033840740478663263,-0.37508291437026564,0.609065406584967,-0.019601806736779068,-0.00239410889564895
lofo,lofo|num_words,num_words,0.42859106601205793,-1.898306765165934,1.8715037685104756,0.4868809879090111,-0.009855870469477557
lofo,lofo|ordinal_words,ordinal_words,0.4749457934611875,0.21818755356860664,0.3890042251844172,0.4863702039437341,0.009630950265442473
lofo,lofo|uk_vocab,uk_vocab,0.28745546563784574,0.08263030909445723,0.2880348019948266,0.4115915213794738,-0.0024187964441344523
lofo,lofo|unit_abbr,unit_abbr,0.13990442376305326,-0.04308361854698339,0.39021795982424134,0.06855451728205605,-0.00416092605738938
lofo,lofo|title_abbr,title_abbr,0.10230190334434941,-0.744327520888675,0.9710902551979828,0.14771653454049613,-0.003388417460191473
lofo,lofo|zh_simp_trad,zh_simp_trad,0.24095835402789406,0.03916879597231737,0.10350970032945066,0.03774605716663307,0.0008335155958800744
lofo,lofo|pt_acordo_eu,pt_acordo_eu,0.17983716306331357,-0.0007041942887699992,0.36162164949555436,0.7334582111342226,-0.0025253103923521536
lofo,lofo|pt_br_eu,pt_br_eu,0.07060907163750137,-0.0178285661534745,0.22165279759453818,0.6962873618002512,-0.0019395770315853156
lofo,lofo|es_rae2010,es_rae2010,-0.03466418149694528,-2.351936320808986,1.4993299274512728,0.2489050258927023,-0.005123236119591867
fixed,fixed,num_words,0.43183568482475143,-1.6641118468694724,1.7922010422039876,0.46609570251980503,-0.008377199037458372
fixed,fixed,pt_acordo_eu,0.19427145685085043,0.014248990875998513,0.3475437898759479,0.7075665093758846,-0.002481075889068096
fixed,fixed,title_abbr,0.12689886856792246,-0.24165281826009344,0.6345957674198983,0.022742032588034585,-0.00149093555970925
fixed,fixed,uk_vocab,0.3095743964139409,0.08694677513511584,0.2152900828727105,0.36145070024884524,-0.0014685325313246178
