task,arm,row,start_layer,mean_delta_all,sem_all,n_all,mean_delta_test40,sem_test40,n_test40
landmark-country,preimage_matched,cue1,0,0.034109942615032196,0.019980332741964712,170,0.004105667117983103,0.04231902187051889,40
landmark-country,preimage_matched,cue1,1,0.0638498067855835,0.008878407172054575,170,0.047429222613573074,0.012821113655677327,40
landmark-country,preimage_matched,cue1,2,0.032272402197122574,0.007654781875917403,170,0.027051415294408798,0.013944707221227296,40
landmark-country,preimage_matched,cue1,3,0.09288428723812103,0.013404814930609684,170,0.0781632661819458,0.026097784892171547,40
landmark-country,preimage_matched,cue1,4,0.023240266367793083,0.010657319491171676,170,0.028244685381650925,0.019451961650229888,40
landmark-country,preimage_matched,cue1,5,0.03717680275440216,0.007367304566247607,170,0.02161344885826111,0.010442024894274099,40
landmark-country,preimage_matched,cue1,6,0.04885556921362877,0.007603017434304506,170,0.03586028516292572,0.01216753340259243,40
landmark-country,preimage_matched,cue1,7,0.01210582535713911,0.005604590671036814,170,0.004197466187179089,0.00808018676496199,40
landmark-country,preimage_matched,cue1,8,-0.019623827189207077,0.013939304061872888,170,-0.008670425042510033,0.028267770334914236,40
landmark-country,preimage_matched,cue1,9,-0.06265164911746979,0.01097089359490706,170,-0.0936746671795845,0.016735048648480716,40
landmark-country,preimage_matched,cue1,10,-0.044178254902362823,0.010700561002930882,170,-0.05388062074780464,0.014283707145721627,40
landmark-country,preimage_matched,cue1,11,-0.1227979063987732,0.016080277755522922,170,-0.12999625504016876,0.020748184052874836,40
landmark-country,preimage_matched,cue1,12,-0.023337192833423615,0.010954384882639332,170,-0.036799535155296326,0.01489927910886301,40
landmark-country,preimage_matched,cue1,13,0.02417747862637043,0.007819558710233255,170,0.010645352303981781,0.010032999902496656,40
landmark-country,preimage_matched,cue1,14,-0.03494352847337723,0.010761239234874837,170,-0.038569770753383636,0.015371325718763072,40
landmark-country,preimage_matched,cue1,15,-0.026509638875722885,0.011326183483099647,170,-0.02480359748005867,0.015666212748848003,40
landmark-country,preimage_matched,cue1,16,-0.08818446099758148,0.017698976136394016,170,-0.08758687227964401,0.029591402199563768,40
landmark-country,preimage_matched,cue1,17,-0.11325543373823166,0.025496590087983533,170,-0.11817445605993271,0.04616263728598196,40
landmark-country,preimage_matched,cue1,18,0.021416770294308662,0.02007500326390375,170,0.010149355046451092,0.03701725417667428,40
landmark-country,preimage_matched,cue1,19,-0.06722045689821243,0.019828560018589552,170,-0.08227096498012543,0.03317320759848746,40
landmark-country,preimage_matched,cue1,20,-0.0768883004784584,0.02313411507608963,170,-0.07423843443393707,0.03866860976474762,40
landmark-country,preimage_matched,cue1,21,-0.03674009442329407,0.02214711465578988,170,-0.035084083676338196,0.03676079717493479,40
landmark-country,preimage_matched,cue1,22,-0.043405480682849884,0.025066691563289615,170,-0.041335977613925934,0.04170873106172343,40
landmark-country,preimage_matched,cue1,23,-0.0672680214047432,0.024704743332579077,170,-0.08509610593318939,0.04096163679723244,40
landmark-country,preimage_matched,cue1,24,-0.11182159185409546,0.02710300150688922,170,-0.12373721599578857,0.04469275879516247,40
landmark-country,preimage_matched,cue1,25,-0.08387082070112228,0.02742331966815952,170,-0.1000114306807518,0.04853507836637381,40
landmark-country,preimage_matched,cue1,26,-0.13977716863155365,0.02985289010960093,170,-0.15716877579689026,0.05227054497666782,40
landmark-country,preimage_matched,cue1,27,-0.020190797746181488,0.01058923319602804,170,-0.015942420810461044,0.018930290095689653,40
landmark-country,preimage_matched,target1,0,-3.2859902381896973,0.1192736758335109,170,-3.548053026199341,0.26777989090036425,40
landmark-country,preimage_matched,target1,1,-1.949350357055664,0.08627243429326004,170,-2.0833961963653564,0.19783647594159398,40
landmark-country,preimage_matched,target1,2,-2.4188809394836426,0.09424682003863968,170,-2.5898518562316895,0.22153148286140042,40
landmark-country,preimage_matched,target1,3,-2.2128260135650635,0.0924933970798346,170,-2.2823195457458496,0.2223340958057965,40
landmark-country,preimage_matched,target1,4,-2.201080799102783,0.08633352738588611,170,-2.3205599784851074,0.21227883447709534,40
landmark-country,preimage_matched,target1,5,-2.215432643890381,0.08475894023847971,170,-2.38285493850708,0.20428872479117177,40
landmark-country,preimage_matched,target1,6,-1.7514885663986206,0.06922387284854215,170,-1.8329025506973267,0.16919782791359284,40
landmark-country,preimage_matched,target1,7,-2.067056655883789,0.07213644626772228,170,-2.1017990112304688,0.17623775862389404,40
landmark-country,preimage_matched,target1,8,-1.4768816232681274,0.06109912696326695,170,-1.488850474357605,0.1523081426364323,40
landmark-country,preimage_matched,target1,9,-1.712019920349121,0.06309515770609371,170,-1.7101612091064453,0.1541432748562862,40
landmark-country,preimage_matched,target1,10,-1.7098679542541504,0.05322571579360749,170,-1.6695541143417358,0.1327277003847237,40
landmark-country,preimage_matched,target1,11,-1.9379947185516357,0.05783139165698623,170,-1.9424164295196533,0.13723200788213322,40
landmark-country,preimage_matched,target1,12,-0.8136868476867676,0.0324466653804783,170,-0.7990624904632568,0.07701501610258381,40
landmark-country,preimage_matched,target1,13,-0.3005661368370056,0.02268353066063449,170,-0.2619795799255371,0.04733301554118035,40
landmark-country,preimage_matched,target1,14,-0.4248511493206024,0.024541690512971143,170,-0.39857378602027893,0.05493377821930913,40
landmark-country,preimage_matched,target1,15,-0.511493444442749,0.029487604707563165,170,-0.47988539934158325,0.062819895225991,40
landmark-country,preimage_matched,target1,16,-0.45543867349624634,0.022765366787366428,170,-0.4390254020690918,0.04542151804153169,40
