icl_example_index,token_role,k,activation_k,fv_k,feature_dim,target_dim,layer,train_sample_count,test_sample_count,pca_train_mse,pca_test_mse,fv_train_mse,fv_test_mse,fv_recon_floor_test_mse
5,pre_label_token,16,16,16,16,16,11,2600,910,3.0033204555511475,6.816672325134277,0.013084870763123035,0.1258164793252945,0.09918902069330215
5,first_label_token,1,16,1,16,1,11,2600,910,16.34996795654297,30.956979751586914,0.14382147789001465,0.17938950657844543,0.17183154821395874
5,first_label_token,2,16,2,16,2,11,2600,910,11.35498332977295,17.710229873657227,0.1111268699169159,0.15732815861701965,0.14868038892745972
5,first_label_token,4,16,4,16,4,11,2600,910,8.918883323669434,17.736492156982422,0.07937595993280411,0.14686158299446106,0.12954093515872955
5,first_label_token,8,16,8,16,8,11,2600,910,6.758098602294922,11.028768539428711,0.04069183021783829,0.13829879462718964,0.11675820499658585
5,first_label_token,16,16,16,16,16,11,2600,910,5.640249252319336,7.511959075927734,0.023385392501950264,0.12853248417377472,0.09918902069330215
5,last_label_token,1,16,1,16,1,11,2600,910,10.365692138671875,35.65738296508789,0.14236043393611908,0.18053698539733887,0.17183154821395874
5,last_label_token,2,16,2,16,2,11,2600,910,7.041179180145264,20.07147216796875,0.10902043431997299,0.1584811508655548,0.14868038892745972
5,last_label_token,4,16,4,16,4,11,2600,910,5.862297058105469,16.790559768676758,0.07639097422361374,0.14593787491321564,0.12954093515872955
5,last_label_token,8,16,8,16,8,11,2600,910,4.184257984161377,10.065777778625488,0.03566480427980423,0.136417955160141,0.11675820499658585
5,last_label_token,16,16,16,16,16,11,2600,910,3.8711049556732178,6.840378761291504,0.016474664211273193,0.12590906023979187,0.09918902069330215
