icl_example_index,token_role,k,feature_dim,target_dim,best_alpha,cv_mse,train_sample_count,test_sample_count,train_mse,test_mse,train_mean_squared_l2,test_mean_squared_l2
2,pre_label_token,1,2,2,31.622776601683793,47.61509858351487,2600,1170,36.977725982666016,23.911474227905273,73.9554443359375,47.82294845581055
2,pre_label_token,2,4,4,100.0,43.37287700946514,2600,1170,30.72704315185547,22.392009735107422,122.90817260742188,89.56803894042969
2,pre_label_token,3,6,6,10.0,33.86513302534055,2600,1170,22.6524600982666,18.169891357421875,135.9147491455078,109.01934814453125
2,pre_label_token,4,8,8,316.22776601683796,36.458436114971455,2600,1170,20.88497543334961,15.039273262023926,167.07980346679688,120.3141860961914
2,pre_label_token,5,10,10,316.22776601683796,29.042769343449518,2600,1170,14.585649490356445,13.043415069580078,145.8564910888672,130.43414306640625
2,pre_label_token,6,12,12,316.22776601683796,31.01921446188902,2600,1170,12.751680374145508,13.488600730895996,153.02017211914062,161.8632049560547
2,pre_label_token,7,14,14,316.22776601683796,31.312095222892342,2600,1170,11.422056198120117,12.497113227844238,159.9087677001953,174.9595947265625
2,pre_label_token,8,16,16,316.22776601683796,30.22067602304312,2600,1170,10.169754981994629,11.672557830810547,162.71607971191406,186.7609405517578
2,pre_label_token,9,18,18,316.22776601683796,30.907701739449788,2600,1170,9.642687797546387,11.07546615600586,173.56838989257812,199.35836791992188
2,pre_label_token,10,20,20,316.22776601683796,30.93093131197416,2600,1170,8.698834419250488,10.179486274719238,173.97669982910156,203.5897216796875
2,first_label_token,1,2,2,31.622776601683793,47.96418475811298,2600,1170,38.519073486328125,27.935623168945312,77.03813934326172,55.871246337890625
2,first_label_token,2,4,4,316.22776601683796,43.80167949969952,2600,1170,31.817096710205078,19.708036422729492,127.26840209960938,78.8321533203125
2,first_label_token,3,6,6,316.22776601683796,35.19758823492588,2600,1170,22.646610260009766,14.078632354736328,135.87966918945312,84.47179412841797
2,first_label_token,4,8,8,100.0,32.97132695124699,2600,1170,18.63413429260254,11.954015731811523,149.0730743408203,95.63212585449219
2,first_label_token,5,10,10,316.22776601683796,34.089702411358175,2600,1170,17.778100967407227,12.043119430541992,177.781005859375,120.43118286132812
2,first_label_token,6,12,12,1000.0,35.10715928297776,2600,1170,17.875377655029297,12.654950141906738,214.50454711914062,151.85939025878906
2,first_label_token,7,14,14,1000.0,35.44886944110577,2600,1170,16.02773094177246,11.573756217956543,224.38821411132812,162.03257751464844
2,first_label_token,8,16,16,3162.2776601683795,37.45002948467548,2600,1170,20.23591423034668,11.85891056060791,323.7746276855469,189.74256896972656
2,first_label_token,9,18,18,1000.0,34.36490284455128,2600,1170,12.059540748596191,9.889029502868652,217.0717315673828,178.00253295898438
2,first_label_token,10,20,20,316.22776601683796,31.648897554837742,2600,1170,8.535945892333984,8.806893348693848,170.71893310546875,176.13787841796875
2,last_label_token,1,2,2,31.622776601683793,49.5766398033729,2600,1170,39.71345138549805,36.762149810791016,79.4269027709961,73.52429962158203
2,last_label_token,2,4,4,316.22776601683796,38.615523775540865,2600,1170,27.822128295898438,18.64601707458496,111.28852081298828,74.58406829833984
2,last_label_token,3,6,6,31.622776601683793,31.747662494365986,2600,1170,19.972925186157227,15.327982902526855,119.83753967285156,91.9678955078125
2,last_label_token,4,8,8,100.0,32.35081775371845,2600,1170,17.950807571411133,14.017462730407715,143.60646057128906,112.13970184326172
2,last_label_token,5,10,10,316.22776601683796,35.900846829927886,2600,1170,16.10027313232422,11.856061935424805,161.00271606445312,118.56060028076172
2,last_label_token,6,12,12,316.22776601683796,32.41173443134014,2600,1170,12.96545696258545,12.741841316223145,155.58547973632812,152.902099609375
2,last_label_token,7,14,14,1000.0,33.00910380269145,2600,1170,14.276435852050781,11.89010238647461,199.87010192871094,166.46144104003906
2,last_label_token,8,16,16,1000.0,31.25182631272536,2600,1170,11.839831352233887,10.488688468933105,189.43728637695312,167.81898498535156
2,last_label_token,9,18,18,1000.0,31.54345749031784,2600,1170,10.934965133666992,9.82435131072998,196.82937622070312,176.83831787109375
2,last_label_token,10,20,20,1000.0,32.59420872145433,2600,1170,9.544408798217773,8.586857795715332,190.88816833496094,171.73715209960938
