family,style,k,n,accuracy,ci_lo,ci_hi,style_ok,wrong_style,unscorable,style_ok_but_unfaithful,judge_ok,capped,unjudged
js_strict_eq,alt,8,26,0.846,0.665,0.939,0.923,0.038,0.038,0.077,0.923,0.231,0
trailing_commas,nat,0,130,0.123,0.077,0.191,0.131,0.554,0.315,0.008,0.877,0.385,0
trailing_commas,nat,1,130,0.538,0.453,0.622,0.562,0.292,0.146,0.023,0.915,0.3,0
trailing_commas,nat,2,130,0.631,0.545,0.709,0.654,0.185,0.162,0.023,0.938,0.338,0
trailing_commas,nat,3,130,0.769,0.69,0.833,0.792,0.115,0.092,0.023,0.946,0.3,0
trailing_commas,nat,4,130,0.846,0.774,0.898,0.854,0.046,0.1,0.008,0.977,0.308,0
trailing_commas,nat,8,68,0.706,0.589,0.801,0.735,0.132,0.132,0.029,0.941,0.279,0
trailing_commas,alt,0,130,0.454,0.371,0.54,0.546,0.2,0.254,0.092,0.862,0.338,0
trailing_commas,alt,1,130,0.608,0.522,0.687,0.638,0.215,0.146,0.031,0.938,0.262,0
trailing_commas,alt,2,130,0.646,0.561,0.723,0.669,0.208,0.123,0.023,0.915,0.323,0
trailing_commas,alt,3,130,0.662,0.577,0.737,0.708,0.215,0.077,0.046,0.915,0.315,0
trailing_commas,alt,4,130,0.662,0.577,0.737,0.677,0.208,0.115,0.015,0.954,0.246,0
trailing_commas,alt,8,68,0.529,0.412,0.643,0.574,0.265,0.162,0.044,0.912,0.221,0
py_paren_if,nat,0,199,0.618,0.549,0.683,0.698,0.02,0.281,0.08,0.849,0.518,0
py_paren_if,nat,1,199,0.653,0.585,0.716,0.709,0.015,0.276,0.055,0.915,0.417,0
py_paren_if,nat,2,199,0.693,0.626,0.753,0.764,0.005,0.231,0.07,0.905,0.347,0
py_paren_if,nat,3,199,0.804,0.743,0.853,0.854,0.01,0.136,0.05,0.925,0.357,0
py_paren_if,nat,4,199,0.633,0.564,0.697,0.704,0.01,0.286,0.07,0.849,0.382,0
py_paren_if,nat,8,174,0.603,0.529,0.673,0.684,0.011,0.305,0.08,0.81,0.299,0
py_paren_if,alt,0,199,0.01,0.003,0.036,0.015,0.688,0.296,0.005,0.879,0.497,0
py_paren_if,alt,1,199,0.452,0.385,0.522,0.508,0.166,0.327,0.055,0.889,0.372,0
py_paren_if,alt,2,199,0.457,0.39,0.527,0.477,0.266,0.256,0.02,0.874,0.407,0
py_paren_if,alt,3,199,0.754,0.689,0.808,0.809,0.05,0.141,0.055,0.92,0.317,0
py_paren_if,alt,4,199,0.563,0.493,0.63,0.628,0.111,0.261,0.065,0.879,0.352,0
py_paren_if,alt,8,174,0.534,0.46,0.607,0.638,0.052,0.31,0.103,0.776,0.276,0
py_type_hints,nat,0,192,0.073,0.044,0.119,0.078,0.776,0.146,0.005,0.964,0.531,0
py_type_hints,nat,1,192,0.406,0.339,0.477,0.417,0.38,0.203,0.01,0.964,0.411,0
py_type_hints,nat,2,192,0.557,0.487,0.626,0.589,0.266,0.146,0.031,0.964,0.359,0
py_type_hints,nat,3,192,0.646,0.576,0.71,0.661,0.271,0.068,0.016,0.984,0.354,0
py_type_hints,nat,4,192,0.719,0.651,0.778,0.734,0.219,0.047,0.016,0.979,0.307,0
py_type_hints,nat,8,102,0.922,0.853,0.96,0.922,0.069,0.01,0.0,1.0,0.265,0
py_type_hints,alt,0,192,0.745,0.679,0.801,0.792,0.073,0.135,0.047,0.927,0.443,0
py_type_hints,alt,1,192,0.734,0.668,0.792,0.776,0.005,0.219,0.042,0.948,0.406,0
py_type_hints,alt,2,192,0.698,0.63,0.758,0.708,0.005,0.286,0.01,0.974,0.318,0
py_type_hints,alt,3,192,0.771,0.706,0.825,0.786,0.0,0.214,0.016,0.984,0.292,0
py_type_hints,alt,4,192,0.828,0.768,0.875,0.844,0.01,0.146,0.016,0.979,0.312,0
py_type_hints,alt,8,102,0.833,0.749,0.893,0.833,0.0,0.167,0.0,1.0,0.235,0
py_optional,nat,0,191,0.126,0.086,0.18,0.147,0.005,0.848,0.021,0.717,0.482,0
py_optional,nat,1,191,0.188,0.139,0.25,0.199,0.0,0.801,0.01,0.911,0.445,0
py_optional,nat,2,191,0.429,0.361,0.5,0.455,0.005,0.539,0.026,0.906,0.44,0
py_optional,nat,3,191,0.545,0.474,0.614,0.565,0.005,0.429,0.021,0.948,0.356,0
py_optional,nat,4,191,0.597,0.526,0.664,0.607,0.0,0.393,0.01,0.958,0.272,0
py_optional,nat,8,79,0.759,0.655,0.84,0.772,0.0,0.228,0.013,0.962,0.266,0
py_optional,alt,0,191,0.021,0.008,0.053,0.021,0.11,0.869,0.0,0.686,0.419,0
py_optional,alt,1,191,0.571,0.5,0.639,0.597,0.068,0.335,0.026,0.953,0.414,0
py_optional,alt,2,191,0.487,0.417,0.557,0.503,0.11,0.387,0.016,0.963,0.398,0
py_optional,alt,3,191,0.476,0.407,0.547,0.487,0.105,0.408,0.01,0.948,0.34,0
py_optional,alt,4,191,0.602,0.531,0.669,0.618,0.079,0.304,0.016,0.953,0.304,0
py_optional,alt,8,79,0.772,0.668,0.851,0.797,0.025,0.177,0.025,0.975,0.367,0
py_builtin_generics,nat,0,113,0.115,0.068,0.187,0.133,0.009,0.858,0.018,0.726,0.416,0
py_builtin_generics,nat,1,113,0.257,0.185,0.344,0.257,0.212,0.531,0.0,0.912,0.451,0
py_builtin_generics,nat,2,113,0.858,0.782,0.911,0.894,0.0,0.106,0.035,0.956,0.434,0
py_builtin_generics,nat,3,113,0.805,0.723,0.868,0.841,0.0,0.159,0.035,0.956,0.425,0
py_builtin_generics,nat,4,113,0.858,0.782,0.911,0.903,0.009,0.088,0.044,0.938,0.469,0
py_builtin_generics,nat,8,47,0.936,0.828,0.978,0.957,0.0,0.043,0.021,0.979,0.468,0
py_builtin_generics,alt,0,113,0.0,0.0,0.033,0.0,0.097,0.903,0.0,0.637,0.425,0
py_builtin_generics,alt,1,113,0.788,0.703,0.853,0.903,0.0,0.097,0.115,0.876,0.522,0
py_builtin_generics,alt,2,113,0.894,0.824,0.938,0.938,0.018,0.044,0.044,0.956,0.354,0
py_builtin_generics,alt,3,113,0.894,0.824,0.938,0.956,0.0,0.044,0.062,0.938,0.496,0
py_builtin_generics,alt,4,113,0.947,0.889,0.975,0.965,0.009,0.027,0.018,0.982,0.46,0
py_builtin_generics,alt,8,47,0.894,0.774,0.954,0.936,0.021,0.043,0.043,0.957,0.404,0
py_comprehension,nat,0,194,0.361,0.297,0.431,0.402,0.144,0.454,0.041,0.871,0.299,0
py_comprehension,nat,1,194,0.603,0.533,0.669,0.691,0.015,0.294,0.088,0.887,0.268,0
py_comprehension,nat,2,194,0.562,0.492,0.63,0.629,0.031,0.34,0.067,0.881,0.191,0
py_comprehension,nat,3,194,0.629,0.559,0.694,0.696,0.026,0.278,0.067,0.881,0.186,0
py_comprehension,nat,4,194,0.598,0.528,0.664,0.655,0.021,0.325,0.057,0.887,0.211,0
py_comprehension,nat,8,158,0.627,0.549,0.698,0.658,0.032,0.31,0.032,0.911,0.12,0
py_comprehension,alt,0,194,0.124,0.085,0.177,0.134,0.366,0.5,0.01,0.835,0.309,0
py_comprehension,alt,1,194,0.778,0.715,0.831,0.892,0.01,0.098,0.113,0.861,0.222,0
py_comprehension,alt,2,194,0.505,0.435,0.575,0.562,0.242,0.196,0.057,0.876,0.273,0
py_comprehension,alt,3,194,0.598,0.528,0.664,0.701,0.129,0.17,0.103,0.84,0.237,0
py_comprehension,alt,4,194,0.649,0.58,0.713,0.722,0.119,0.16,0.072,0.881,0.268,0
py_comprehension,alt,8,158,0.677,0.601,0.745,0.778,0.101,0.12,0.101,0.867,0.241,0
py_not_in,nat,0,164,0.39,0.319,0.467,0.409,0.018,0.573,0.018,0.841,0.299,0
py_not_in,nat,1,164,0.409,0.336,0.485,0.439,0.085,0.476,0.03,0.872,0.317,0
py_not_in,nat,2,164,0.451,0.377,0.528,0.506,0.018,0.476,0.055,0.866,0.305,0
py_not_in,nat,3,164,0.488,0.412,0.564,0.543,0.061,0.396,0.055,0.86,0.323,0
py_not_in,nat,4,164,0.518,0.442,0.593,0.591,0.03,0.378,0.073,0.841,0.25,0
py_not_in,nat,8,104,0.606,0.51,0.694,0.673,0.067,0.26,0.067,0.856,0.288,0
py_not_in,alt,0,164,0.006,0.001,0.034,0.006,0.402,0.591,0.0,0.896,0.348,0
py_not_in,alt,1,164,0.329,0.262,0.404,0.372,0.152,0.476,0.043,0.854,0.299,0
py_not_in,alt,2,164,0.28,0.217,0.354,0.299,0.213,0.488,0.018,0.841,0.335,0
py_not_in,alt,3,164,0.415,0.342,0.491,0.457,0.104,0.439,0.043,0.823,0.287,0
py_not_in,alt,4,164,0.378,0.307,0.454,0.409,0.098,0.494,0.03,0.86,0.232,0
py_not_in,alt,8,104,0.404,0.315,0.5,0.481,0.163,0.356,0.077,0.788,0.298,0
py_is_none,nat,0,114,0.167,0.109,0.246,0.175,0.07,0.754,0.009,0.877,0.5,0
py_is_none,nat,1,114,0.561,0.47,0.649,0.579,0.0,0.421,0.018,0.912,0.237,0
py_is_none,nat,2,114,0.491,0.401,0.582,0.5,0.018,0.482,0.009,0.886,0.263,0
py_is_none,nat,3,114,0.649,0.558,0.731,0.693,0.009,0.298,0.044,0.877,0.281,0
py_is_none,nat,4,114,0.772,0.687,0.839,0.816,0.0,0.184,0.044,0.956,0.228,0
py_is_none,nat,8,19,0.842,0.624,0.945,1.0,0.0,0.0,0.158,0.842,0.211,0
py_is_none,alt,0,114,0.0,0.0,0.033,0.0,0.193,0.807,0.0,0.895,0.456,0
py_is_none,alt,1,114,0.439,0.351,0.53,0.465,0.088,0.447,0.026,0.868,0.316,0
py_is_none,alt,2,114,0.465,0.376,0.556,0.482,0.053,0.465,0.018,0.895,0.237,0
py_is_none,alt,3,114,0.632,0.54,0.714,0.675,0.053,0.272,0.044,0.921,0.281,0
py_is_none,alt,4,114,0.702,0.612,0.778,0.746,0.035,0.219,0.044,0.939,0.246,0
py_is_none,alt,8,19,0.947,0.754,0.991,0.947,0.0,0.053,0.0,1.0,0.158,0
py_ternary,nat,0,187,0.134,0.092,0.19,0.144,0.326,0.529,0.011,0.909,0.369,0
py_ternary,nat,1,187,0.599,0.527,0.667,0.647,0.123,0.23,0.048,0.882,0.235,0
py_ternary,nat,2,187,0.46,0.39,0.531,0.487,0.166,0.348,0.027,0.904,0.225,0
py_ternary,nat,3,187,0.631,0.56,0.697,0.684,0.118,0.198,0.053,0.872,0.225,0
py_ternary,nat,4,187,0.449,0.38,0.521,0.513,0.15,0.337,0.064,0.845,0.171,0
py_ternary,nat,8,147,0.51,0.43,0.59,0.558,0.075,0.367,0.048,0.898,0.109,0
py_ternary,alt,0,187,0.246,0.19,0.312,0.283,0.134,0.583,0.037,0.882,0.289,0
py_ternary,alt,1,187,0.679,0.609,0.742,0.743,0.016,0.241,0.064,0.893,0.385,0
py_ternary,alt,2,187,0.476,0.406,0.547,0.524,0.123,0.353,0.048,0.877,0.289,0
py_ternary,alt,3,187,0.759,0.693,0.815,0.824,0.027,0.15,0.064,0.888,0.225,0
py_ternary,alt,4,187,0.492,0.421,0.563,0.561,0.102,0.337,0.07,0.845,0.241,0
py_ternary,alt,8,147,0.551,0.47,0.629,0.605,0.082,0.313,0.054,0.871,0.252,0
early_return,nat,0,200,0.305,0.245,0.372,0.315,0.215,0.47,0.01,0.925,0.505,0
early_return,nat,1,200,0.44,0.373,0.509,0.48,0.25,0.27,0.04,0.93,0.55,0
early_return,nat,2,200,0.615,0.546,0.68,0.63,0.1,0.27,0.015,0.935,0.465,0
early_return,nat,3,200,0.375,0.311,0.444,0.41,0.245,0.345,0.035,0.91,0.495,0
early_return,nat,4,200,0.49,0.422,0.559,0.51,0.215,0.275,0.02,0.895,0.335,0
early_return,nat,8,199,0.357,0.294,0.425,0.372,0.427,0.201,0.015,0.854,0.171,0
early_return,alt,0,200,0.235,0.182,0.298,0.255,0.255,0.49,0.02,0.92,0.485,0
early_return,alt,1,200,0.385,0.32,0.454,0.43,0.39,0.18,0.045,0.905,0.61,0
early_return,alt,2,200,0.69,0.623,0.75,0.755,0.115,0.13,0.065,0.88,0.58,0
early_return,alt,3,200,0.78,0.718,0.832,0.845,0.095,0.06,0.065,0.9,0.565,0
early_return,alt,4,200,0.825,0.766,0.871,0.89,0.06,0.05,0.065,0.92,0.485,0
early_return,alt,8,199,0.789,0.727,0.84,0.829,0.101,0.07,0.04,0.915,0.352,0
py_join_concat,nat,0,176,0.42,0.35,0.494,0.477,0.131,0.392,0.057,0.869,0.233,0
py_join_concat,nat,1,176,0.585,0.511,0.655,0.631,0.085,0.284,0.045,0.909,0.216,0
py_join_concat,nat,2,176,0.557,0.483,0.628,0.608,0.085,0.307,0.051,0.915,0.216,0
py_join_concat,nat,3,176,0.625,0.552,0.693,0.665,0.034,0.301,0.04,0.909,0.176,0
py_join_concat,nat,4,176,0.676,0.604,0.741,0.733,0.062,0.205,0.057,0.898,0.176,0
py_join_concat,nat,8,148,0.655,0.576,0.727,0.703,0.027,0.27,0.047,0.912,0.149,0
py_join_concat,alt,0,176,0.125,0.084,0.182,0.142,0.472,0.386,0.017,0.875,0.205,0
py_join_concat,alt,1,176,0.517,0.444,0.59,0.58,0.165,0.256,0.062,0.881,0.267,0
py_join_concat,alt,2,176,0.455,0.383,0.528,0.5,0.233,0.267,0.045,0.875,0.244,0
py_join_concat,alt,3,176,0.585,0.511,0.655,0.631,0.148,0.222,0.045,0.886,0.312,0
py_join_concat,alt,4,176,0.528,0.455,0.601,0.551,0.227,0.222,0.023,0.898,0.233,0
py_join_concat,alt,8,148,0.588,0.507,0.664,0.628,0.162,0.209,0.041,0.932,0.264,0
py_with_open,nat,0,200,0.05,0.027,0.09,0.055,0.0,0.945,0.005,0.895,0.415,0
py_with_open,nat,1,200,0.84,0.783,0.884,0.96,0.015,0.025,0.12,0.875,0.555,0
py_with_open,nat,2,200,0.615,0.546,0.68,0.665,0.11,0.225,0.05,0.905,0.43,0
py_with_open,nat,3,200,0.715,0.649,0.773,0.77,0.03,0.2,0.055,0.91,0.335,0
py_with_open,nat,4,200,0.575,0.506,0.641,0.61,0.04,0.35,0.035,0.945,0.225,0
py_with_open,nat,8,199,0.603,0.534,0.668,0.638,0.04,0.322,0.035,0.945,0.156,0
py_with_open,alt,0,200,0.01,0.003,0.036,0.015,0.06,0.925,0.005,0.875,0.42,0
py_with_open,alt,1,200,0.86,0.805,0.901,0.94,0.005,0.055,0.08,0.905,0.475,0
py_with_open,alt,2,200,0.88,0.828,0.918,0.92,0.025,0.055,0.04,0.94,0.365,0
py_with_open,alt,3,200,0.755,0.691,0.809,0.795,0.075,0.13,0.04,0.95,0.29,0
py_with_open,alt,4,200,0.86,0.805,0.901,0.9,0.03,0.07,0.04,0.945,0.19,0
py_with_open,alt,8,199,0.834,0.776,0.879,0.859,0.08,0.06,0.025,0.965,0.216,0
py_enumerate,nat,0,198,0.152,0.108,0.208,0.182,0.227,0.591,0.03,0.899,0.328,0
py_enumerate,nat,1,198,0.798,0.737,0.848,0.965,0.005,0.03,0.167,0.823,0.354,0
py_enumerate,nat,2,198,0.722,0.656,0.78,0.833,0.025,0.141,0.111,0.848,0.313,0
py_enumerate,nat,3,198,0.646,0.578,0.71,0.707,0.111,0.182,0.061,0.879,0.247,0
py_enumerate,nat,4,198,0.763,0.699,0.817,0.934,0.01,0.056,0.172,0.818,0.268,0
py_enumerate,nat,8,175,0.76,0.692,0.817,0.891,0.0,0.109,0.131,0.863,0.177,0
py_enumerate,alt,0,198,0.414,0.348,0.484,0.465,0.167,0.369,0.051,0.919,0.278,0
py_enumerate,alt,1,198,0.616,0.547,0.681,0.702,0.02,0.278,0.086,0.884,0.318,0
py_enumerate,alt,2,198,0.783,0.72,0.835,0.843,0.03,0.126,0.061,0.909,0.253,0
py_enumerate,alt,3,198,0.616,0.547,0.681,0.697,0.192,0.111,0.081,0.843,0.263,0
py_enumerate,alt,4,198,0.798,0.737,0.848,0.884,0.025,0.091,0.086,0.879,0.303,0
py_enumerate,alt,8,175,0.811,0.747,0.862,0.874,0.017,0.109,0.063,0.926,0.246,0
py_self_name,nat,0,200,0.95,0.91,0.973,0.995,0.0,0.005,0.045,0.955,0.18,0
py_self_name,nat,1,200,0.915,0.868,0.946,0.99,0.0,0.01,0.075,0.925,0.205,0
py_self_name,nat,2,200,0.975,0.943,0.989,1.0,0.0,0.0,0.025,0.975,0.095,0
py_self_name,nat,3,200,0.965,0.93,0.983,1.0,0.0,0.0,0.035,0.965,0.125,0
py_self_name,nat,4,200,0.96,0.923,0.98,1.0,0.0,0.0,0.04,0.96,0.11,0
py_self_name,alt,0,200,0.0,0.0,0.019,0.0,0.995,0.005,0.0,0.985,0.095,0
py_self_name,alt,1,200,0.96,0.923,0.98,0.98,0.01,0.01,0.02,0.975,0.14,0
py_self_name,alt,2,200,0.915,0.868,0.946,0.945,0.045,0.01,0.03,0.965,0.095,0
py_self_name,alt,3,200,0.9,0.851,0.934,0.94,0.055,0.005,0.04,0.96,0.11,0
py_self_name,alt,4,200,0.935,0.892,0.962,0.985,0.015,0.0,0.05,0.95,0.12,0
py_tabs,nat,0,200,0.7,0.633,0.759,0.84,0.02,0.14,0.14,0.79,0.435,0
py_tabs,nat,1,200,0.915,0.868,0.946,1.0,0.0,0.0,0.085,0.915,0.425,0
py_tabs,nat,2,200,0.9,0.851,0.934,0.99,0.005,0.005,0.09,0.9,0.24,0
py_tabs,nat,3,200,0.965,0.93,0.983,1.0,0.0,0.0,0.035,0.965,0.29,0
py_tabs,nat,4,200,0.915,0.868,0.946,1.0,0.0,0.0,0.085,0.915,0.275,0
py_tabs,alt,0,200,0.01,0.003,0.036,0.015,0.9,0.085,0.005,0.835,0.49,0
py_tabs,alt,1,200,0.88,0.828,0.918,0.99,0.01,0.0,0.11,0.885,0.43,0
py_tabs,alt,2,200,0.92,0.874,0.95,1.0,0.0,0.0,0.08,0.92,0.29,0
py_tabs,alt,3,200,0.91,0.862,0.942,0.985,0.015,0.0,0.075,0.925,0.25,0
py_tabs,alt,4,200,0.915,0.868,0.946,0.98,0.02,0.0,0.065,0.93,0.28,0
operator_spaces,nat,0,187,0.754,0.688,0.81,0.77,0.048,0.182,0.016,0.979,0.401,0
operator_spaces,nat,1,187,0.834,0.774,0.881,0.866,0.037,0.096,0.032,0.957,0.332,0
operator_spaces,nat,2,187,0.754,0.688,0.81,0.813,0.048,0.139,0.059,0.925,0.326,0
operator_spaces,nat,3,187,0.807,0.745,0.858,0.84,0.043,0.118,0.032,0.957,0.246,0
operator_spaces,nat,4,187,0.861,0.804,0.903,0.888,0.016,0.096,0.027,0.973,0.251,0
operator_spaces,nat,8,145,0.869,0.804,0.914,0.876,0.028,0.097,0.007,0.993,0.248,0
operator_spaces,alt,0,187,0.091,0.058,0.141,0.091,0.738,0.171,0.0,0.973,0.428,0
operator_spaces,alt,1,187,0.497,0.426,0.568,0.551,0.342,0.107,0.053,0.93,0.455,0
operator_spaces,alt,2,187,0.594,0.522,0.661,0.62,0.198,0.182,0.027,0.957,0.374,0
operator_spaces,alt,3,187,0.604,0.533,0.672,0.642,0.203,0.155,0.037,0.936,0.374,0
operator_spaces,alt,4,187,0.668,0.598,0.732,0.727,0.15,0.123,0.059,0.93,0.273,0
operator_spaces,alt,8,145,0.724,0.646,0.79,0.772,0.117,0.11,0.048,0.945,0.366,0
comma_space,nat,0,192,0.745,0.679,0.801,0.792,0.01,0.198,0.047,0.943,0.464,0
comma_space,nat,1,192,0.786,0.723,0.839,0.823,0.016,0.161,0.036,0.927,0.385,0
comma_space,nat,2,192,0.812,0.751,0.861,0.859,0.016,0.125,0.047,0.911,0.406,0
comma_space,nat,3,192,0.844,0.786,0.888,0.87,0.0,0.13,0.026,0.964,0.432,0
comma_space,nat,4,192,0.839,0.78,0.884,0.875,0.005,0.12,0.036,0.953,0.417,0
comma_space,nat,8,169,0.893,0.838,0.932,0.917,0.0,0.083,0.024,0.976,0.408,0
comma_space,alt,0,192,0.005,0.001,0.029,0.005,0.802,0.193,0.0,0.891,0.375,0
comma_space,alt,1,192,0.245,0.189,0.31,0.292,0.531,0.177,0.047,0.88,0.443,0
comma_space,alt,2,192,0.557,0.487,0.626,0.568,0.26,0.172,0.01,0.938,0.422,0
comma_space,alt,3,192,0.594,0.523,0.661,0.635,0.266,0.099,0.042,0.927,0.479,0
comma_space,alt,4,192,0.693,0.624,0.754,0.724,0.161,0.115,0.031,0.938,0.49,0
comma_space,alt,8,169,0.686,0.613,0.752,0.716,0.172,0.112,0.03,0.935,0.42,0
line_wrap,nat,0,200,0.01,0.003,0.036,0.01,0.695,0.295,0.0,0.955,0.46,0
line_wrap,nat,1,200,0.145,0.103,0.2,0.175,0.39,0.435,0.03,0.875,0.42,0
line_wrap,nat,2,200,0.54,0.471,0.608,0.595,0.17,0.235,0.055,0.925,0.46,0
line_wrap,nat,3,200,0.61,0.541,0.675,0.695,0.08,0.225,0.085,0.875,0.415,0
line_wrap,nat,4,200,0.66,0.592,0.722,0.735,0.085,0.18,0.075,0.895,0.4,0
line_wrap,nat,8,191,0.775,0.711,0.828,0.806,0.042,0.152,0.031,0.948,0.387,0
line_wrap,alt,0,200,0.685,0.618,0.745,0.715,0.005,0.28,0.03,0.925,0.48,0
line_wrap,alt,1,200,0.45,0.383,0.519,0.495,0.01,0.495,0.045,0.89,0.36,0
line_wrap,alt,2,200,0.45,0.383,0.519,0.475,0.015,0.51,0.025,0.905,0.41,0
line_wrap,alt,3,200,0.37,0.306,0.439,0.42,0.005,0.575,0.05,0.9,0.4,0
line_wrap,alt,4,200,0.395,0.33,0.464,0.42,0.0,0.58,0.025,0.895,0.32,0
line_wrap,alt,8,191,0.424,0.356,0.495,0.466,0.01,0.524,0.042,0.927,0.33,0
blank_lines,nat,0,142,0.092,0.054,0.15,0.12,0.662,0.218,0.028,0.754,1.0,0
blank_lines,nat,1,142,0.669,0.588,0.741,0.782,0.106,0.113,0.113,0.796,1.0,0
blank_lines,nat,2,142,0.739,0.662,0.805,0.887,0.014,0.099,0.148,0.796,1.0,0
blank_lines,nat,3,142,0.648,0.566,0.722,0.768,0.056,0.176,0.12,0.817,1.0,0
blank_lines,nat,4,142,0.563,0.481,0.642,0.627,0.035,0.338,0.063,0.761,0.993,0
blank_lines,nat,8,1,1.0,0.207,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0
blank_lines,alt,0,142,0.577,0.495,0.656,0.704,0.021,0.275,0.127,0.789,1.0,0
blank_lines,alt,1,142,0.789,0.714,0.848,0.873,0.028,0.099,0.085,0.859,0.986,0
blank_lines,alt,2,142,0.655,0.574,0.728,0.859,0.007,0.134,0.204,0.739,0.993,0
blank_lines,alt,3,142,0.69,0.61,0.76,0.803,0.014,0.183,0.113,0.796,1.0,0
blank_lines,alt,4,142,0.493,0.412,0.574,0.57,0.0,0.43,0.077,0.697,1.0,0
blank_lines,alt,8,1,0.0,0.0,0.793,1.0,0.0,0.0,1.0,0.0,1.0,0
docstring_style,nat,0,199,0.719,0.652,0.776,0.719,0.03,0.251,0.0,0.925,0.191,0
docstring_style,nat,1,199,0.93,0.885,0.958,0.955,0.005,0.04,0.025,0.975,0.201,0
docstring_style,nat,2,199,0.965,0.929,0.983,0.98,0.0,0.02,0.015,0.975,0.101,0
docstring_style,nat,3,199,0.975,0.943,0.989,0.98,0.0,0.02,0.005,0.99,0.191,0
docstring_style,nat,4,199,0.975,0.943,0.989,0.98,0.0,0.02,0.005,0.98,0.126,0
docstring_style,nat,8,167,0.964,0.924,0.983,0.964,0.0,0.036,0.0,0.976,0.186,0
docstring_style,alt,0,199,0.035,0.017,0.071,0.035,0.643,0.322,0.0,0.925,0.176,0
docstring_style,alt,1,199,0.955,0.916,0.976,0.965,0.025,0.01,0.01,0.99,0.241,0
docstring_style,alt,2,199,0.95,0.91,0.972,0.965,0.01,0.025,0.015,0.97,0.126,0
docstring_style,alt,3,199,0.935,0.891,0.961,0.955,0.015,0.03,0.02,0.96,0.236,0
docstring_style,alt,4,199,0.97,0.936,0.986,0.975,0.01,0.015,0.005,0.99,0.151,0
docstring_style,alt,8,167,0.964,0.924,0.983,0.97,0.006,0.024,0.006,0.976,0.198,0
docstring_quotes,nat,0,200,0.125,0.086,0.178,0.125,0.01,0.865,0.0,0.895,0.405,0
docstring_quotes,nat,1,200,0.925,0.88,0.954,0.98,0.0,0.02,0.055,0.925,0.27,0
docstring_quotes,nat,2,200,0.775,0.712,0.827,0.775,0.0,0.225,0.0,0.995,0.095,0
docstring_quotes,nat,3,200,0.985,0.957,0.995,1.0,0.0,0.0,0.015,0.985,0.225,0
docstring_quotes,nat,4,200,0.96,0.923,0.98,0.96,0.0,0.04,0.0,1.0,0.06,0
docstring_quotes,nat,8,191,0.827,0.767,0.874,0.832,0.0,0.168,0.005,0.99,0.178,0
docstring_quotes,alt,0,200,0.01,0.003,0.036,0.01,0.175,0.815,0.0,0.895,0.41,0
docstring_quotes,alt,1,200,0.905,0.856,0.938,0.96,0.0,0.04,0.055,0.91,0.32,0
docstring_quotes,alt,2,200,0.65,0.582,0.713,0.655,0.02,0.325,0.005,0.98,0.125,0
docstring_quotes,alt,3,200,0.96,0.923,0.98,0.995,0.0,0.005,0.035,0.96,0.2,0
docstring_quotes,alt,4,200,0.905,0.856,0.938,0.925,0.005,0.07,0.02,0.975,0.09,0
docstring_quotes,alt,8,191,0.827,0.767,0.874,0.832,0.005,0.162,0.005,0.979,0.209,0
comment_case,nat,0,200,0.175,0.129,0.234,0.255,0.08,0.665,0.08,0.595,0.38,0
comment_case,nat,1,200,0.595,0.526,0.661,0.615,0.06,0.325,0.02,0.885,0.545,0
comment_case,nat,2,200,0.645,0.577,0.708,0.68,0.02,0.3,0.035,0.93,0.585,0
comment_case,nat,3,200,0.715,0.649,0.773,0.745,0.035,0.22,0.03,0.94,0.49,0
comment_case,nat,4,200,0.69,0.623,0.75,0.71,0.03,0.26,0.02,0.95,0.39,0
comment_case,nat,8,146,0.603,0.522,0.679,0.63,0.027,0.342,0.027,0.897,0.473,0
comment_case,alt,0,200,0.045,0.024,0.083,0.07,0.265,0.665,0.025,0.61,0.445,0
comment_case,alt,1,200,0.53,0.461,0.598,0.58,0.09,0.33,0.05,0.905,0.585,0
comment_case,alt,2,200,0.595,0.526,0.661,0.635,0.045,0.32,0.04,0.935,0.56,0
comment_case,alt,3,200,0.62,0.551,0.684,0.655,0.06,0.285,0.035,0.925,0.45,0
comment_case,alt,4,200,0.575,0.506,0.641,0.6,0.055,0.345,0.025,0.91,0.375,0
comment_case,alt,8,146,0.562,0.481,0.64,0.582,0.055,0.363,0.021,0.897,0.404,0
comment_language,nat,0,200,0.305,0.245,0.372,0.34,0.0,0.66,0.035,0.77,0.415,0
comment_language,nat,1,200,0.695,0.628,0.755,0.71,0.0,0.29,0.015,0.945,0.46,0
comment_language,nat,2,200,0.69,0.623,0.75,0.7,0.0,0.3,0.01,0.975,0.46,0
comment_language,nat,3,200,0.67,0.602,0.731,0.68,0.0,0.32,0.01,0.96,0.41,0
comment_language,nat,4,200,0.63,0.561,0.694,0.65,0.0,0.35,0.02,0.945,0.4,0
comment_language,nat,8,186,0.478,0.408,0.55,0.516,0.0,0.484,0.038,0.903,0.403,0
comment_language,alt,0,200,0.0,0.0,0.019,0.0,0.37,0.63,0.0,0.7,0.415,0
comment_language,alt,1,200,0.565,0.496,0.632,0.595,0.03,0.375,0.03,0.935,0.52,0
comment_language,alt,2,200,0.555,0.486,0.622,0.575,0.02,0.405,0.02,0.955,0.45,0
comment_language,alt,3,200,0.6,0.531,0.665,0.625,0.055,0.32,0.025,0.945,0.485,0
