family,target,layer,alpha,target_rate,unscorable
double_space,nat,4,1.0,0.96,0.02
double_space,nat,4,2.0,1.0,0.0
double_space,nat,4,4.0,0.98,0.02
double_space,nat,6,0.0,1.0,0.0
double_space,nat,6,0.5,0.98,0.02
double_space,nat,6,1.0,0.98,0.0
double_space,nat,6,2.0,0.98,0.0
double_space,nat,6,4.0,1.0,0.0
double_space,nat,8,0.0,1.0,0.0
double_space,nat,8,0.5,1.0,0.0
double_space,nat,8,1.0,0.96,0.04
double_space,nat,8,2.0,0.98,0.02
double_space,nat,8,4.0,1.0,0.0
double_space,nat,10,0.0,1.0,0.0
double_space,nat,10,0.5,0.94,0.06
double_space,nat,10,1.0,0.96,0.04
double_space,nat,10,2.0,1.0,0.0
double_space,nat,10,4.0,1.0,0.0
double_space,nat,12,0.0,1.0,0.0
double_space,nat,12,0.5,1.0,0.0
double_space,nat,12,1.0,0.98,0.02
double_space,nat,12,2.0,1.0,0.0
double_space,nat,12,4.0,1.0,0.0
double_space,nat,16,0.0,1.0,0.0
double_space,nat,16,0.5,1.0,0.0
double_space,nat,16,1.0,1.0,0.0
double_space,nat,16,2.0,1.0,0.0
double_space,nat,16,4.0,1.0,0.0
double_space,nat,20,0.0,1.0,0.0
double_space,nat,20,0.5,1.0,0.0
double_space,nat,20,1.0,1.0,0.0
double_space,nat,20,2.0,1.0,0.0
double_space,nat,20,4.0,1.0,0.0
double_space,nat,24,0.0,1.0,0.0
double_space,nat,24,0.5,1.0,0.0
double_space,nat,24,1.0,1.0,0.0
double_space,nat,24,2.0,1.0,0.0
double_space,nat,24,4.0,1.0,0.0
double_space,alt,2,0.0,0.0,0.0
double_space,alt,2,0.5,0.0,0.02
double_space,alt,2,1.0,0.04,0.04
double_space,alt,2,2.0,0.02,0.02
double_space,alt,2,4.0,0.0,0.02
double_space,alt,4,0.0,0.0,0.0
double_space,alt,4,0.5,0.02,0.0
double_space,alt,4,1.0,0.02,0.04
double_space,alt,4,2.0,0.0,0.06
double_space,alt,4,4.0,0.02,0.04
double_space,alt,6,0.0,0.0,0.0
double_space,alt,6,0.5,0.0,0.04
double_space,alt,6,1.0,0.02,0.0
double_space,alt,6,2.0,0.0,0.04
double_space,alt,6,4.0,0.1,0.04
double_space,alt,8,0.0,0.0,0.0
double_space,alt,8,0.5,0.04,0.04
double_space,alt,8,1.0,0.42,0.1
double_space,alt,8,2.0,0.7,0.16
double_space,alt,8,4.0,0.88,0.12
double_space,alt,10,0.0,0.0,0.0
double_space,alt,10,0.5,0.1,0.08
double_space,alt,10,1.0,0.44,0.2
double_space,alt,10,2.0,0.78,0.12
double_space,alt,10,4.0,0.8,0.18
double_space,alt,12,0.0,0.0,0.0
double_space,alt,12,0.5,0.08,0.08
double_space,alt,12,1.0,0.52,0.14
double_space,alt,12,2.0,0.84,0.1
double_space,alt,12,4.0,0.86,0.1
double_space,alt,16,0.0,0.0,0.0
double_space,alt,16,0.5,0.14,0.08
double_space,alt,16,1.0,0.62,0.08
double_space,alt,16,2.0,0.78,0.16
double_space,alt,16,4.0,0.92,0.08
double_space,alt,20,0.0,0.0,0.0
double_space,alt,20,0.5,0.22,0.08
double_space,alt,20,1.0,0.66,0.18
double_space,alt,20,2.0,0.9,0.1
double_space,alt,20,4.0,0.92,0.08
double_space,alt,24,0.0,0.0,0.0
double_space,alt,24,0.5,0.32,0.08
double_space,alt,24,1.0,0.7,0.14
double_space,alt,24,2.0,0.94,0.06
double_space,alt,24,4.0,0.96,0.02
us_uk,nat,2,0.0,0.74,0.18
us_uk,nat,2,0.5,0.66,0.2
us_uk,nat,2,1.0,0.68,0.22
us_uk,nat,2,2.0,0.72,0.2
us_uk,nat,2,4.0,0.74,0.18
us_uk,nat,4,0.0,0.74,0.18
us_uk,nat,4,0.5,0.76,0.22
us_uk,nat,4,1.0,0.66,0.24
us_uk,nat,4,2.0,0.72,0.2
us_uk,nat,4,4.0,0.78,0.16
us_uk,nat,6,0.0,0.74,0.18
us_uk,nat,6,0.5,0.64,0.2
us_uk,nat,6,1.0,0.66,0.24
us_uk,nat,6,2.0,0.72,0.26
us_uk,nat,6,4.0,0.68,0.22
us_uk,nat,8,0.0,0.74,0.18
us_uk,nat,8,0.5,0.7,0.22
us_uk,nat,8,1.0,0.8,0.18
us_uk,nat,8,2.0,0.72,0.22
us_uk,nat,8,4.0,0.72,0.2
us_uk,nat,10,0.0,0.74,0.18
us_uk,nat,10,0.5,0.74,0.18
us_uk,nat,10,1.0,0.7,0.2
us_uk,nat,10,2.0,0.68,0.24
us_uk,nat,10,4.0,0.68,0.2
us_uk,nat,12,0.0,0.74,0.18
us_uk,nat,12,0.5,0.7,0.22
us_uk,nat,12,1.0,0.74,0.14
us_uk,nat,12,2.0,0.66,0.24
us_uk,nat,12,4.0,0.76,0.18
us_uk,nat,16,0.0,0.74,0.18
us_uk,nat,16,0.5,0.72,0.22
us_uk,nat,16,1.0,0.8,0.18
us_uk,nat,16,2.0,0.78,0.18
us_uk,nat,16,4.0,0.74,0.24
us_uk,nat,20,0.0,0.74,0.18
us_uk,nat,20,0.5,0.76,0.2
us_uk,nat,20,1.0,0.74,0.2
us_uk,nat,20,2.0,0.82,0.16
us_uk,nat,20,4.0,0.8,0.2
us_uk,nat,24,0.0,0.74,0.18
us_uk,nat,24,0.5,0.74,0.2
us_uk,nat,24,1.0,0.8,0.18
us_uk,nat,24,2.0,0.86,0.14
us_uk,nat,24,4.0,0.76,0.24
us_uk,alt,2,0.0,0.08,0.18
us_uk,alt,2,0.5,0.12,0.2
us_uk,alt,2,1.0,0.12,0.22
us_uk,alt,2,2.0,0.1,0.16
us_uk,alt,2,4.0,0.1,0.16
us_uk,alt,4,0.0,0.08,0.18
us_uk,alt,4,0.5,0.08,0.2
us_uk,alt,4,1.0,0.12,0.28
us_uk,alt,4,2.0,0.06,0.22
us_uk,alt,4,4.0,0.18,0.22
us_uk,alt,6,0.0,0.08,0.18
us_uk,alt,6,0.5,0.08,0.2
us_uk,alt,6,1.0,0.14,0.16
us_uk,alt,6,2.0,0.1,0.26
us_uk,alt,6,4.0,0.12,0.16
us_uk,alt,8,0.0,0.08,0.18
us_uk,alt,8,0.5,0.08,0.26
us_uk,alt,8,1.0,0.1,0.26
us_uk,alt,8,2.0,0.06,0.22
us_uk,alt,8,4.0,0.12,0.2
us_uk,alt,10,0.0,0.08,0.18
us_uk,alt,10,0.5,0.14,0.2
us_uk,alt,10,1.0,0.08,0.22
us_uk,alt,10,2.0,0.16,0.16
us_uk,alt,10,4.0,0.1,0.16
us_uk,alt,12,0.0,0.08,0.18
us_uk,alt,12,0.5,0.1,0.2
us_uk,alt,12,1.0,0.1,0.1
us_uk,alt,12,2.0,0.12,0.2
us_uk,alt,12,4.0,0.14,0.26
us_uk,alt,16,0.0,0.08,0.18
us_uk,alt,16,0.5,0.14,0.18
us_uk,alt,16,1.0,0.14,0.18
us_uk,alt,16,2.0,0.18,0.22
us_uk,alt,16,4.0,0.36,0.26
us_uk,alt,20,0.0,0.08,0.18
us_uk,alt,20,0.5,0.1,0.16
us_uk,alt,20,1.0,0.2,0.2
us_uk,alt,20,2.0,0.26,0.26
us_uk,alt,20,4.0,0.72,0.16
us_uk,alt,24,0.0,0.08,0.18
us_uk,alt,24,0.5,0.24,0.2
us_uk,alt,24,1.0,0.58,0.18
us_uk,alt,24,2.0,0.74,0.18
us_uk,alt,24,4.0,0.6,0.24
ise_ize,nat,2,0.0,0.8,0.16
ise_ize,nat,2,0.5,0.8,0.1
ise_ize,nat,2,1.0,0.74,0.16
ise_ize,nat,2,2.0,0.76,0.22
ise_ize,nat,2,4.0,0.86,0.12
ise_ize,nat,4,0.0,0.8,0.16
ise_ize,nat,4,0.5,0.78,0.18
ise_ize,nat,4,1.0,0.86,0.1
ise_ize,nat,4,2.0,0.9,0.06
ise_ize,nat,4,4.0,0.86,0.12
ise_ize,nat,6,0.0,0.8,0.16
ise_ize,nat,6,0.5,0.78,0.2
ise_ize,nat,6,1.0,0.82,0.12
ise_ize,nat,6,2.0,0.8,0.16
ise_ize,nat,6,4.0,0.86,0.12
ise_ize,nat,8,0.0,0.8,0.16
ise_ize,nat,8,0.5,0.8,0.14
ise_ize,nat,8,1.0,0.84,0.16
ise_ize,nat,8,2.0,0.8,0.18
ise_ize,nat,8,4.0,0.78,0.14
ise_ize,nat,10,0.0,0.8,0.16
ise_ize,nat,10,0.5,0.88,0.1
ise_ize,nat,10,1.0,0.9,0.1
ise_ize,nat,10,2.0,0.82,0.1
ise_ize,nat,10,4.0,0.82,0.16
ise_ize,nat,12,0.0,0.8,0.16
ise_ize,nat,12,0.5,0.8,0.18
ise_ize,nat,12,1.0,0.74,0.18
ise_ize,nat,12,2.0,0.78,0.18
ise_ize,nat,12,4.0,0.78,0.2
ise_ize,nat,16,0.0,0.8,0.16
ise_ize,nat,16,0.5,0.86,0.14
ise_ize,nat,16,1.0,0.88,0.12
ise_ize,nat,16,2.0,0.84,0.14
ise_ize,nat,16,4.0,0.82,0.16
ise_ize,nat,20,0.0,0.8,0.16
ise_ize,nat,20,0.5,0.88,0.12
ise_ize,nat,20,1.0,0.82,0.16
ise_ize,nat,20,2.0,0.88,0.12
ise_ize,nat,20,4.0,0.88,0.12
ise_ize,nat,24,0.0,0.8,0.16
ise_ize,nat,24,0.5,0.86,0.14
ise_ize,nat,24,1.0,0.86,0.14
ise_ize,nat,24,2.0,0.84,0.16
ise_ize,nat,24,4.0,0.88,0.12
ise_ize,alt,2,0.0,0.04,0.16
ise_ize,alt,2,0.5,0.08,0.16
ise_ize,alt,2,1.0,0.08,0.14
ise_ize,alt,2,2.0,0.06,0.22
ise_ize,alt,2,4.0,0.04,0.18
ise_ize,alt,4,0.0,0.04,0.16
ise_ize,alt,4,0.5,0.04,0.2
ise_ize,alt,4,1.0,0.02,0.14
ise_ize,alt,4,2.0,0.04,0.18
ise_ize,alt,4,4.0,0.04,0.16
ise_ize,alt,6,0.0,0.04,0.16
ise_ize,alt,6,0.5,0.02,0.12
ise_ize,alt,6,1.0,0.04,0.12
ise_ize,alt,6,2.0,0.06,0.14
ise_ize,alt,6,4.0,0.02,0.12
ise_ize,alt,8,0.0,0.04,0.16
ise_ize,alt,8,0.5,0.06,0.22
ise_ize,alt,8,1.0,0.02,0.18
ise_ize,alt,8,2.0,0.04,0.1
ise_ize,alt,8,4.0,0.12,0.12
ise_ize,alt,10,0.0,0.04,0.16
ise_ize,alt,10,0.5,0.06,0.22
ise_ize,alt,10,1.0,0.02,0.12
ise_ize,alt,10,2.0,0.1,0.16
ise_ize,alt,10,4.0,0.08,0.08
ise_ize,alt,12,0.0,0.04,0.16
ise_ize,alt,12,0.5,0.02,0.08
ise_ize,alt,12,1.0,0.02,0.14
ise_ize,alt,12,2.0,0.06,0.18
ise_ize,alt,12,4.0,0.1,0.18
ise_ize,alt,16,0.0,0.04,0.16
ise_ize,alt,16,0.5,0.06,0.08
ise_ize,alt,16,1.0,0.14,0.18
ise_ize,alt,16,2.0,0.42,0.14
ise_ize,alt,16,4.0,0.26,0.28
ise_ize,alt,20,0.0,0.04,0.16
ise_ize,alt,20,0.5,0.12,0.12
ise_ize,alt,20,1.0,0.18,0.18
ise_ize,alt,20,2.0,0.68,0.16
ise_ize,alt,20,4.0,0.7,0.12
ise_ize,alt,24,0.0,0.04,0.16
ise_ize,alt,24,0.5,0.42,0.16
ise_ize,alt,24,1.0,0.54,0.16
ise_ize,alt,24,2.0,0.6,0.16
ise_ize,alt,24,4.0,0.4,0.3
brit_t_past,nat,2,0.0,0.68,0.24
brit_t_past,nat,2,0.5,0.78,0.2
brit_t_past,nat,2,1.0,0.76,0.18
brit_t_past,nat,2,2.0,0.72,0.24
brit_t_past,nat,2,4.0,0.74,0.18
brit_t_past,nat,4,0.0,0.68,0.24
brit_t_past,nat,4,0.5,0.68,0.24
brit_t_past,nat,4,1.0,0.66,0.28
brit_t_past,nat,4,2.0,0.72,0.2
brit_t_past,nat,4,4.0,0.7,0.24
brit_t_past,nat,6,0.0,0.68,0.24
brit_t_past,nat,6,0.5,0.7,0.22
brit_t_past,nat,6,1.0,0.68,0.24
brit_t_past,nat,6,2.0,0.72,0.18
brit_t_past,nat,6,4.0,0.74,0.22
brit_t_past,nat,8,0.0,0.68,0.24
brit_t_past,nat,8,0.5,0.66,0.24
brit_t_past,nat,8,1.0,0.78,0.18
brit_t_past,nat,8,2.0,0.74,0.18
brit_t_past,nat,8,4.0,0.74,0.2
brit_t_past,nat,10,0.0,0.68,0.24
brit_t_past,nat,10,0.5,0.62,0.26
brit_t_past,nat,10,1.0,0.82,0.18
brit_t_past,nat,10,2.0,0.8,0.14
brit_t_past,nat,10,4.0,0.78,0.2
brit_t_past,nat,12,0.0,0.68,0.24
brit_t_past,nat,12,0.5,0.7,0.2
brit_t_past,nat,12,1.0,0.76,0.2
brit_t_past,nat,12,2.0,0.82,0.16
brit_t_past,nat,12,4.0,0.82,0.16
brit_t_past,nat,16,0.0,0.68,0.24
brit_t_past,nat,16,0.5,0.74,0.24
brit_t_past,nat,16,1.0,0.7,0.24
brit_t_past,nat,16,2.0,0.76,0.2
brit_t_past,nat,16,4.0,0.7,0.28
brit_t_past,nat,20,0.0,0.68,0.24
brit_t_past,nat,20,0.5,0.66,0.28
brit_t_past,nat,20,1.0,0.8,0.2
brit_t_past,nat,20,2.0,0.74,0.24
brit_t_past,nat,20,4.0,0.76,0.22
brit_t_past,nat,24,0.0,0.68,0.24
brit_t_past,nat,24,0.5,0.76,0.18
brit_t_past,nat,24,1.0,0.68,0.28
brit_t_past,nat,24,2.0,0.76,0.2
brit_t_past,nat,24,4.0,0.8,0.2
brit_t_past,alt,2,0.0,0.08,0.24
brit_t_past,alt,2,0.5,0.02,0.22
brit_t_past,alt,2,1.0,0.06,0.26
brit_t_past,alt,2,2.0,0.14,0.22
brit_t_past,alt,2,4.0,0.02,0.3
brit_t_past,alt,4,0.0,0.08,0.24
brit_t_past,alt,4,0.5,0.1,0.2
brit_t_past,alt,4,1.0,0.04,0.24
brit_t_past,alt,4,2.0,0.04,0.22
brit_t_past,alt,4,4.0,0.1,0.24
brit_t_past,alt,6,0.0,0.08,0.24
brit_t_past,alt,6,0.5,0.06,0.2
brit_t_past,alt,6,1.0,0.06,0.24
brit_t_past,alt,6,2.0,0.06,0.26
brit_t_past,alt,6,4.0,0.06,0.28
brit_t_past,alt,8,0.0,0.08,0.24
brit_t_past,alt,8,0.5,0.1,0.22
brit_t_past,alt,8,1.0,0.12,0.2
brit_t_past,alt,8,2.0,0.08,0.26
brit_t_past,alt,8,4.0,0.06,0.22
brit_t_past,alt,10,0.0,0.08,0.24
brit_t_past,alt,10,0.5,0.02,0.26
brit_t_past,alt,10,1.0,0.04,0.26
brit_t_past,alt,10,2.0,0.08,0.2
brit_t_past,alt,10,4.0,0.14,0.2
brit_t_past,alt,12,0.0,0.08,0.24
brit_t_past,alt,12,0.5,0.08,0.14
brit_t_past,alt,12,1.0,0.08,0.26
brit_t_past,alt,12,2.0,0.14,0.2
brit_t_past,alt,12,4.0,0.14,0.2
brit_t_past,alt,16,0.0,0.08,0.24
brit_t_past,alt,16,0.5,0.12,0.26
brit_t_past,alt,16,1.0,0.12,0.24
brit_t_past,alt,16,2.0,0.2,0.2
brit_t_past,alt,16,4.0,0.18,0.22
brit_t_past,alt,20,0.0,0.08,0.24
brit_t_past,alt,20,0.5,0.08,0.24
brit_t_past,alt,20,1.0,0.16,0.24
brit_t_past,alt,20,2.0,0.2,0.26
brit_t_past,alt,20,4.0,0.36,0.32
brit_t_past,alt,24,0.0,0.08,0.24
brit_t_past,alt,24,0.5,0.06,0.3
brit_t_past,alt,24,1.0,0.1,0.32
brit_t_past,alt,24,2.0,0.38,0.32
brit_t_past,alt,24,4.0,0.36,0.36
whilst,nat,2,0.0,0.84,0.14
whilst,nat,2,0.5,0.76,0.2
whilst,nat,2,1.0,0.76,0.18
whilst,nat,2,2.0,0.76,0.22
whilst,nat,2,4.0,0.76,0.2
whilst,nat,4,0.0,0.84,0.14
whilst,nat,4,0.5,0.82,0.12
whilst,nat,4,1.0,0.76,0.22
whilst,nat,4,2.0,0.86,0.1
whilst,nat,4,4.0,0.8,0.12
whilst,nat,6,0.0,0.84,0.14
whilst,nat,6,0.5,0.78,0.2
whilst,nat,6,1.0,0.78,0.22
whilst,nat,6,2.0,0.84,0.14
whilst,nat,6,4.0,0.74,0.22
whilst,nat,8,0.0,0.84,0.14
whilst,nat,8,0.5,0.76,0.2
whilst,nat,8,1.0,0.88,0.12
whilst,nat,8,2.0,0.82,0.14
whilst,nat,8,4.0,0.9,0.08
whilst,nat,10,0.0,0.84,0.14
whilst,nat,10,0.5,0.84,0.12
whilst,nat,10,1.0,0.76,0.16
whilst,nat,10,2.0,0.74,0.24
whilst,nat,10,4.0,0.82,0.16
whilst,nat,12,0.0,0.84,0.14
whilst,nat,12,0.5,0.72,0.26
whilst,nat,12,1.0,0.82,0.16
whilst,nat,12,2.0,0.84,0.16
whilst,nat,12,4.0,0.7,0.3
whilst,nat,16,0.0,0.84,0.14
whilst,nat,16,0.5,0.88,0.1
whilst,nat,16,1.0,0.7,0.28
whilst,nat,16,2.0,0.9,0.1
whilst,nat,16,4.0,0.9,0.1
whilst,nat,20,0.0,0.84,0.14
whilst,nat,20,0.5,0.84,0.16
whilst,nat,20,1.0,0.92,0.08
whilst,nat,20,2.0,0.86,0.14
whilst,nat,20,4.0,0.88,0.12
whilst,nat,24,0.0,0.84,0.14
whilst,nat,24,0.5,0.84,0.14
whilst,nat,24,1.0,0.9,0.1
whilst,nat,24,2.0,0.9,0.1
whilst,nat,24,4.0,0.96,0.02
whilst,alt,2,0.0,0.02,0.14
whilst,alt,2,0.5,0.06,0.08
whilst,alt,2,1.0,0.04,0.16
whilst,alt,2,2.0,0.0,0.18
whilst,alt,2,4.0,0.04,0.1
whilst,alt,4,0.0,0.02,0.14
whilst,alt,4,0.5,0.08,0.14
whilst,alt,4,1.0,0.08,0.16
whilst,alt,4,2.0,0.02,0.12
whilst,alt,4,4.0,0.04,0.22
whilst,alt,6,0.0,0.02,0.14
whilst,alt,6,0.5,0.06,0.2
whilst,alt,6,1.0,0.0,0.18
whilst,alt,6,2.0,0.04,0.22
whilst,alt,6,4.0,0.04,0.26
whilst,alt,8,0.0,0.02,0.14
whilst,alt,8,0.5,0.08,0.22
whilst,alt,8,1.0,0.02,0.06
whilst,alt,8,2.0,0.04,0.12
whilst,alt,8,4.0,0.02,0.24
whilst,alt,10,0.0,0.02,0.14
whilst,alt,10,0.5,0.08,0.16
whilst,alt,10,1.0,0.04,0.14
whilst,alt,10,2.0,0.12,0.16
whilst,alt,10,4.0,0.08,0.16
whilst,alt,12,0.0,0.02,0.14
whilst,alt,12,0.5,0.06,0.14
whilst,alt,12,1.0,0.06,0.1
whilst,alt,12,2.0,0.12,0.26
whilst,alt,12,4.0,0.14,0.32
whilst,alt,16,0.0,0.02,0.14
whilst,alt,16,0.5,0.06,0.26
whilst,alt,16,1.0,0.08,0.26
whilst,alt,16,2.0,0.14,0.16
whilst,alt,16,4.0,0.36,0.24
whilst,alt,20,0.0,0.02,0.14
