family,target,arm,layer,alpha,cf_family,n,accuracy,ci_lo,ci_hi,style_only,unscorable,judge_ok,capped,step3_k0,step3_k4
brit_t_past,alt,alt_top2,24,2.0,,200,0.21,0.159,0.272,0.295,0.215,0.76,0.005,0.065,0.2
brit_t_past,nat,nat_cf,10,1.0,sentence_caps,200,0.6,0.531,0.665,0.68,0.225,0.86,0.025,0.495,0.51
brit_t_past,nat,nat_top1,10,1.0,,200,0.555,0.486,0.622,0.715,0.19,0.775,0.01,0.495,0.51
brit_t_past,nat,nat_top2,24,4.0,,200,0.62,0.551,0.684,0.82,0.15,0.75,0.02,0.495,0.51
whilst,nat,base,0,0.0,,200,0.705,0.638,0.764,0.775,0.205,0.89,0.0,0.72,0.58
whilst,alt,base,0,0.0,,200,0.01,0.003,0.036,0.02,0.205,0.89,0.0,0.015,0.54
whilst,alt,alt_cf,24,4.0,contractions,200,0.005,0.001,0.028,0.005,0.25,0.895,0.0,0.015,0.54
whilst,alt,alt_top1,24,4.0,,200,0.9,0.851,0.934,0.995,0.005,0.905,0.0,0.015,0.54
whilst,alt,alt_top2,24,2.0,,200,0.825,0.766,0.871,0.965,0.03,0.86,0.0,0.015,0.54
whilst,nat,nat_cf,24,4.0,contractions,200,0.675,0.607,0.736,0.76,0.175,0.88,0.005,0.72,0.58
whilst,nat,nat_top1,24,4.0,,200,0.87,0.816,0.91,0.96,0.035,0.905,0.0,0.72,0.58
whilst,nat,nat_top2,16,4.0,,200,0.78,0.718,0.832,0.875,0.125,0.875,0.0,0.72,0.58
contractions,nat,base,0,0.0,,200,0.23,0.177,0.293,0.27,0.25,0.84,0.005,0.225,0.685
contractions,alt,base,0,0.0,,200,0.41,0.344,0.479,0.48,0.25,0.84,0.005,0.41,0.61
contractions,alt,alt_cf,20,4.0,ampersand,200,0.225,0.173,0.288,0.26,0.38,0.795,0.0,0.41,0.61
contractions,alt,alt_top1,20,4.0,,200,0.81,0.75,0.858,0.935,0.06,0.855,0.005,0.41,0.61
contractions,alt,alt_top2,20,2.0,,200,0.745,0.68,0.8,0.87,0.11,0.84,0.015,0.41,0.61
contractions,nat,nat_cf,20,4.0,ampersand,200,0.09,0.058,0.138,0.125,0.085,0.86,0.015,0.225,0.685
contractions,nat,nat_top1,20,4.0,,200,0.71,0.644,0.768,0.845,0.14,0.845,0.005,0.225,0.685
contractions,nat,nat_top2,24,4.0,,200,0.68,0.612,0.741,0.78,0.18,0.865,0.0,0.225,0.685
ampersand,nat,base,0,0.0,,200,0.81,0.75,0.858,0.93,0.07,0.865,0.005,0.835,0.83
ampersand,alt,base,0,0.0,,200,0.0,0.0,0.019,0.0,0.07,0.865,0.005,0.005,0.625
ampersand,alt,alt_cf,24,4.0,oxford_comma,200,0.0,0.0,0.019,0.0,0.015,0.885,0.0,0.005,0.625
ampersand,alt,alt_top1,24,4.0,,200,0.83,0.772,0.876,0.965,0.035,0.855,0.01,0.005,0.625
ampersand,alt,alt_top2,20,4.0,,200,0.805,0.745,0.854,0.96,0.04,0.83,0.01,0.005,0.625
ampersand,nat,nat_cf,8,1.0,oxford_comma,200,0.83,0.772,0.876,0.91,0.09,0.875,0.01,0.835,0.83
ampersand,nat,nat_top1,8,1.0,,200,0.795,0.734,0.845,0.915,0.085,0.855,0.01,0.835,0.83
ampersand,nat,nat_top2,16,4.0,,200,0.825,0.766,0.871,0.935,0.065,0.87,0.005,0.835,0.83
oxford_comma,nat,base,0,0.0,,200,0.235,0.182,0.298,0.265,0.035,0.88,0.01,0.23,0.845
oxford_comma,alt,base,0,0.0,,200,0.635,0.566,0.699,0.7,0.035,0.88,0.01,0.635,0.705
oxford_comma,alt,alt_cf,16,1.0,curly_quotes,200,0.73,0.665,0.787,0.77,0.03,0.925,0.01,0.635,0.705
oxford_comma,alt,alt_top1,16,1.0,,200,0.855,0.8,0.897,0.965,0.02,0.88,0.01,0.635,0.705
oxford_comma,alt,alt_top2,20,1.0,,200,0.865,0.811,0.906,0.96,0.015,0.895,0.005,0.635,0.705
oxford_comma,nat,nat_cf,24,2.0,curly_quotes,200,0.185,0.137,0.245,0.215,0.07,0.89,0.01,0.23,0.845
oxford_comma,nat,nat_top1,24,2.0,,200,0.785,0.723,0.836,0.88,0.115,0.85,0.005,0.23,0.845
oxford_comma,nat,nat_top2,16,2.0,,200,0.76,0.696,0.814,0.845,0.12,0.86,0.01,0.23,0.845
curly_quotes,nat,base,0,0.0,,200,0.25,0.195,0.314,0.425,0.39,0.64,0.035,0.28,0.665
curly_quotes,alt,base,0,0.0,,200,0.09,0.058,0.138,0.185,0.39,0.64,0.035,0.135,0.66
curly_quotes,alt,alt_cf,24,2.0,quote_punct,200,0.055,0.031,0.096,0.07,0.565,0.715,0.015,0.135,0.66
curly_quotes,alt,alt_top1,24,2.0,,200,0.26,0.204,0.325,0.38,0.56,0.665,0.03,0.135,0.66
curly_quotes,alt,alt_top2,24,1.0,,200,0.22,0.168,0.282,0.325,0.56,0.655,0.015,0.135,0.66
curly_quotes,nat,nat_cf,16,4.0,quote_punct,200,0.12,0.082,0.172,0.18,0.625,0.655,0.025,0.28,0.665
curly_quotes,nat,nat_top1,16,4.0,,200,0.575,0.506,0.641,0.82,0.16,0.68,0.015,0.28,0.665
curly_quotes,nat,nat_top2,24,4.0,,200,0.55,0.481,0.617,0.83,0.145,0.665,0.03,0.28,0.665
quote_punct,nat,base,0,0.0,,200,0.28,0.222,0.346,0.31,0.25,0.865,0.045,0.22,0.875
quote_punct,alt,base,0,0.0,,200,0.385,0.32,0.454,0.44,0.25,0.865,0.045,0.425,0.83
quote_punct,alt,alt_cf,20,1.0,whilst,200,0.48,0.412,0.549,0.55,0.185,0.85,0.06,0.425,0.83
quote_punct,alt,alt_top1,20,1.0,,200,0.625,0.556,0.689,0.725,0.255,0.825,0.01,0.425,0.83
quote_punct,alt,alt_top2,24,1.0,,200,0.615,0.546,0.68,0.72,0.27,0.825,0.03,0.425,0.83
quote_punct,nat,nat_cf,24,2.0,whilst,200,0.295,0.236,0.362,0.315,0.325,0.82,0.045,0.22,0.875
quote_punct,nat,nat_top1,24,2.0,,200,0.745,0.68,0.8,0.865,0.11,0.815,0.015,0.22,0.875
quote_punct,nat,nat_top2,16,4.0,,200,0.7,0.633,0.759,0.805,0.15,0.82,0.015,0.22,0.875
em_dash,nat,base,0,0.0,,200,0.605,0.536,0.67,0.805,0.165,0.725,0.035,0.56,0.725
em_dash,alt,base,0,0.0,,200,0.02,0.008,0.05,0.03,0.165,0.725,0.035,0.05,0.64
em_dash,alt,alt_cf,24,4.0,ellipsis,200,0.0,0.0,0.019,0.005,0.175,0.71,0.04,0.05,0.64
em_dash,alt,alt_top1,24,4.0,,200,0.585,0.516,0.651,0.795,0.155,0.69,0.04,0.05,0.64
em_dash,alt,alt_top2,20,4.0,,200,0.545,0.476,0.613,0.725,0.21,0.7,0.055,0.05,0.64
em_dash,nat,nat_cf,24,2.0,ellipsis,200,0.085,0.054,0.132,0.145,0.515,0.685,0.04,0.56,0.725
em_dash,nat,nat_top1,24,2.0,,200,0.695,0.628,0.755,0.95,0.05,0.725,0.02,0.56,0.725
em_dash,nat,nat_top2,20,4.0,,200,0.77,0.707,0.823,0.985,0.015,0.77,0.03,0.56,0.725
ellipsis,nat,base,0,0.0,,200,0.45,0.383,0.519,0.9,0.05,0.5,0.025,0.445,0.71
ellipsis,alt,base,0,0.0,,200,0.025,0.011,0.057,0.05,0.05,0.5,0.025,0.025,0.63
ellipsis,alt,alt_cf,24,2.0,num_words,200,0.02,0.008,0.05,0.02,0.135,0.55,0.01,0.025,0.63
ellipsis,alt,alt_top1,24,2.0,,200,0.67,0.602,0.731,0.865,0.08,0.74,0.165,0.025,0.63
ellipsis,alt,alt_top2,16,4.0,,200,0.73,0.665,0.787,0.87,0.06,0.79,0.135,0.025,0.63
ellipsis,nat,nat_cf,20,1.0,num_words,200,0.505,0.436,0.574,0.9,0.045,0.57,0.035,0.445,0.71
ellipsis,nat,nat_top1,20,1.0,,200,0.505,0.436,0.574,0.94,0.055,0.545,0.025,0.445,0.71
ellipsis,nat,nat_top2,24,1.0,,200,0.535,0.466,0.603,0.985,0.015,0.54,0.02,0.445,0.71
num_words,nat,base,0,0.0,,200,0.65,0.582,0.713,0.765,0.165,0.82,0.01,0.545,0.785
num_words,alt,base,0,0.0,,200,0.055,0.031,0.096,0.07,0.165,0.82,0.01,0.06,0.275
num_words,alt,alt_cf,24,4.0,percent_sign,200,0.545,0.476,0.613,0.66,0.165,0.795,0.005,0.06,0.275
num_words,alt,alt_top1,24,4.0,,200,0.73,0.665,0.787,0.89,0.095,0.785,0.025,0.06,0.275
num_words,alt,alt_top2,20,4.0,,200,0.72,0.654,0.778,0.89,0.08,0.805,0.03,0.06,0.275
num_words,nat,nat_cf,24,4.0,percent_sign,200,0.205,0.155,0.266,0.27,0.73,0.57,0.075,0.545,0.785
num_words,nat,nat_top1,24,4.0,,200,0.76,0.696,0.814,0.925,0.075,0.8,0.005,0.545,0.785
num_words,nat,nat_top2,20,1.0,,200,0.69,0.623,0.75,0.835,0.125,0.805,0.005,0.545,0.785
percent_sign,nat,base,0,0.0,,200,0.75,0.686,0.805,0.875,0.005,0.875,0.0,0.725,0.875
percent_sign,alt,base,0,0.0,,200,0.12,0.082,0.172,0.12,0.005,0.875,0.0,0.1,0.81
percent_sign,alt,alt_cf,16,2.0,ordinal_words,200,0.335,0.273,0.403,0.39,0.01,0.87,0.02,0.1,0.81
percent_sign,alt,alt_top1,16,2.0,,200,0.855,0.8,0.897,0.97,0.02,0.88,0.02,0.1,0.81
percent_sign,alt,alt_top2,24,2.0,,200,0.87,0.816,0.91,0.995,0.005,0.875,0.005,0.1,0.81
percent_sign,nat,nat_cf,16,0.5,ordinal_words,200,0.805,0.745,0.854,0.94,0.01,0.855,0.03,0.725,0.875
percent_sign,nat,nat_top1,16,0.5,,200,0.845,0.788,0.889,0.975,0.005,0.87,0.01,0.725,0.875
percent_sign,nat,nat_top2,24,0.5,,200,0.855,0.8,0.897,0.995,0.0,0.86,0.015,0.725,0.875
ordinal_words,nat,base,0,0.0,,200,0.295,0.236,0.362,0.355,0.155,0.765,0.02,0.24,0.78
ordinal_words,alt,base,0,0.0,,200,0.37,0.306,0.439,0.49,0.155,0.765,0.02,0.42,0.65
ordinal_words,alt,alt_cf,20,2.0,em_dash,200,0.445,0.378,0.514,0.59,0.13,0.73,0.015,0.42,0.65
ordinal_words,alt,alt_top1,20,2.0,,200,0.745,0.68,0.8,0.94,0.055,0.79,0.03,0.42,0.65
ordinal_words,alt,alt_top2,16,4.0,,200,0.71,0.644,0.768,0.95,0.035,0.75,0.02,0.42,0.65
ordinal_words,nat,nat_cf,16,4.0,em_dash,200,0.4,0.335,0.469,0.51,0.245,0.735,0.015,0.24,0.78
ordinal_words,nat,nat_top1,16,4.0,,200,0.465,0.397,0.534,0.605,0.33,0.695,0.015,0.24,0.78
ordinal_words,nat,nat_top2,20,1.0,,200,0.415,0.349,0.484,0.525,0.23,0.735,0.035,0.24,0.78
uk_vocab,nat,base,0,0.0,,200,0.48,0.412,0.549,0.605,0.275,0.775,0.005,0.51,0.505
uk_vocab,alt,base,0,0.0,,200,0.105,0.07,0.155,0.12,0.275,0.775,0.005,0.07,0.25
uk_vocab,alt,alt_cf,24,4.0,diacritics,200,0.115,0.078,0.167,0.135,0.26,0.77,0.0,0.07,0.25
uk_vocab,alt,alt_top1,24,4.0,,200,0.485,0.417,0.554,0.565,0.265,0.77,0.0,0.07,0.25
uk_vocab,alt,alt_top2,20,4.0,,200,0.505,0.436,0.574,0.59,0.24,0.815,0.005,0.07,0.25
uk_vocab,nat,nat_cf,24,4.0,diacritics,200,0.555,0.486,0.622,0.64,0.27,0.8,0.0,0.51,0.505
uk_vocab,nat,nat_top1,24,4.0,,200,0.645,0.577,0.708,0.76,0.215,0.795,0.015,0.51,0.505
uk_vocab,nat,nat_top2,20,4.0,,200,0.605,0.536,0.67,0.725,0.255,0.805,0.015,0.51,0.505
register,nat,base,0,0.0,,200,0.405,0.339,0.474,0.51,0.4,0.835,0.015,0.37,0.595
register,alt,base,0,0.0,,200,0.085,0.054,0.132,0.09,0.4,0.835,0.015,0.145,0.22
register,alt,alt_cf,24,4.0,unit_abbr,200,0.145,0.103,0.2,0.165,0.335,0.805,0.0,0.145,0.22
register,alt,alt_top1,24,4.0,,200,0.2,0.15,0.261,0.22,0.27,0.83,0.02,0.145,0.22
register,alt,alt_top2,16,1.0,,200,0.12,0.082,0.172,0.15,0.305,0.835,0.02,0.145,0.22
register,nat,nat_cf,10,2.0,unit_abbr,200,0.42,0.354,0.489,0.49,0.355,0.845,0.01,0.37,0.595
register,nat,nat_top1,10,2.0,,200,0.44,0.373,0.509,0.525,0.34,0.815,0.01,0.37,0.595
register,nat,nat_top2,12,1.0,,200,0.43,0.363,0.499,0.51,0.355,0.845,0.005,0.37,0.595
unit_abbr,nat,base,0,0.0,,200,0.705,0.638,0.764,0.935,0.03,0.75,0.05,0.73,0.845
unit_abbr,alt,base,0,0.0,,200,0.03,0.014,0.064,0.035,0.03,0.75,0.05,0.025,0.32
unit_abbr,alt,alt_cf,24,4.0,diacritics,200,0.02,0.008,0.05,0.025,0.03,0.805,0.025,0.025,0.32
unit_abbr,alt,alt_top1,24,4.0,,200,0.7,0.633,0.759,0.895,0.07,0.755,0.04,0.025,0.32
unit_abbr,alt,alt_top2,24,2.0,,200,0.685,0.618,0.745,0.845,0.07,0.81,0.035,0.025,0.32
unit_abbr,nat,nat_cf,24,0.5,diacritics,200,0.745,0.68,0.8,0.945,0.025,0.785,0.05,0.73,0.845
unit_abbr,nat,nat_top1,24,0.5,,200,0.735,0.67,0.791,0.985,0.015,0.75,0.04,0.73,0.845
unit_abbr,nat,nat_top2,16,1.0,,200,0.775,0.712,0.827,0.99,0.005,0.775,0.04,0.73,0.845
diacritics,nat,base,0,0.0,,200,0.435,0.368,0.504,0.485,0.225,0.825,0.005,0.43,0.305
diacritics,alt,base,0,0.0,,200,0.245,0.191,0.309,0.29,0.225,0.825,0.005,0.275,0.305
diacritics,alt,alt_cf,6,0.5,register,200,0.23,0.177,0.293,0.295,0.22,0.735,0.01,0.275,0.305
diacritics,alt,alt_top1,6,0.5,,200,0.3,0.241,0.367,0.365,0.22,0.79,0.0,0.275,0.305
diacritics,alt,alt_top2,8,1.0,,200,0.31,0.25,0.377,0.335,0.195,0.845,0.005,0.275,0.305
diacritics,nat,nat_cf,12,1.0,register,200,0.415,0.349,0.484,0.48,0.2,0.82,0.015,0.43,0.305
diacritics,nat,nat_top1,12,1.0,,200,0.405,0.339,0.474,0.455,0.23,0.835,0.01,0.43,0.305
diacritics,nat,nat_top2,8,1.0,,200,0.41,0.344,0.479,0.475,0.195,0.825,0.015,0.43,0.305
latin_abbr,nat,base,0,0.0,,200,0.41,0.344,0.479,0.515,0.385,0.79,0.01,0.405,0.38
latin_abbr,alt,base,0,0.0,,200,0.08,0.05,0.126,0.1,0.385,0.79,0.01,0.065,0.17
latin_abbr,alt,alt_cf,24,4.0,irreg_past,200,0.1,0.066,0.149,0.12,0.385,0.81,0.01,0.065,0.17
latin_abbr,alt,alt_top1,24,4.0,,200,0.46,0.392,0.529,0.545,0.265,0.79,0.0,0.065,0.17
latin_abbr,alt,alt_top2,16,4.0,,200,0.255,0.2,0.32,0.28,0.38,0.79,0.005,0.065,0.17
latin_abbr,nat,nat_cf,24,4.0,irreg_past,200,0.465,0.397,0.534,0.595,0.365,0.785,0.005,0.405,0.38
latin_abbr,nat,nat_top1,24,4.0,,200,0.535,0.466,0.603,0.66,0.325,0.8,0.025,0.405,0.38
latin_abbr,nat,nat_top2,20,2.0,,200,0.51,0.441,0.578,0.6,0.36,0.85,0.005,0.405,0.38
hyphen_compound,nat,base,0,0.0,,200,0.52,0.451,0.588,0.645,0.18,0.82,0.0,0.55,0.54
hyphen_compound,alt,base,0,0.0,,200,0.15,0.107,0.206,0.175,0.18,0.82,0.0,0.185,0.2
hyphen_compound,alt,alt_cf,24,4.0,title_abbr,200,0.23,0.177,0.293,0.265,0.26,0.855,0.0,0.185,0.2
hyphen_compound,alt,alt_top1,24,4.0,,200,0.19,0.142,0.25,0.21,0.195,0.855,0.0,0.185,0.2
hyphen_compound,alt,alt_top2,10,1.0,,200,0.19,0.142,0.25,0.2,0.19,0.875,0.005,0.185,0.2
hyphen_compound,nat,nat_cf,8,4.0,title_abbr,200,0.61,0.541,0.675,0.65,0.155,0.895,0.01,0.55,0.54
hyphen_compound,nat,nat_top1,8,4.0,,200,0.54,0.471,0.608,0.62,0.195,0.88,0.0,0.55,0.54
hyphen_compound,nat,nat_top2,10,2.0,,200,0.54,0.471,0.608,0.615,0.185,0.885,0.0,0.55,0.54
flat_adverb,nat,base,0,0.0,,200,0.625,0.556,0.689,0.715,0.215,0.87,0.0,0.605,0.565
flat_adverb,alt,base,0,0.0,,200,0.065,0.038,0.108,0.07,0.215,0.87,0.0,0.035,0.055
flat_adverb,alt,alt_cf,24,4.0,hyphen_compound,200,0.07,0.042,0.114,0.095,0.26,0.8,0.0,0.035,0.055
flat_adverb,alt,alt_top1,24,4.0,,200,0.09,0.058,0.138,0.12,0.285,0.795,0.005,0.035,0.055
flat_adverb,alt,alt_top2,4,2.0,,200,0.055,0.031,0.096,0.055,0.235,0.795,0.01,0.035,0.055
flat_adverb,nat,nat_cf,2,1.0,hyphen_compound,200,0.65,0.582,0.713,0.73,0.215,0.825,0.005,0.605,0.565
flat_adverb,nat,nat_top1,2,1.0,,200,0.61,0.541,0.675,0.725,0.22,0.84,0.005,0.605,0.565
flat_adverb,nat,nat_top2,10,0.5,,200,0.605,0.536,0.67,0.71,0.24,0.815,0.0,0.605,0.565
irreg_past,nat,base,0,0.0,,200,0.38,0.316,0.449,0.47,0.39,0.73,0.015,0.405,0.305
irreg_past,alt,base,0,0.0,,200,0.11,0.074,0.161,0.14,0.39,0.73,0.015,0.11,0.095
irreg_past,alt,alt_cf,8,4.0,unit_abbr,200,0.11,0.074,0.161,0.13,0.35,0.765,0.0,0.11,0.095
irreg_past,alt,alt_top1,8,4.0,,200,0.075,0.046,0.12,0.09,0.395,0.745,0.0,0.11,0.095
irreg_past,alt,alt_top2,6,0.5,,200,0.11,0.074,0.161,0.165,0.36,0.76,0.0,0.11,0.095
irreg_past,nat,nat_cf,20,0.5,unit_abbr,200,0.415,0.349,0.484,0.515,0.36,0.77,0.005,0.405,0.305
irreg_past,nat,nat_top1,20,0.5,,200,0.365,0.301,0.434,0.455,0.41,0.765,0.01,0.405,0.305
irreg_past,nat,nat_top2,24,2.0,,200,0.42,0.354,0.489,0.52,0.365,0.74,0.005,0.405,0.305
latin_plural,nat,base,0,0.0,,200,0.445,0.378,0.514,0.56,0.185,0.785,0.0,0.475,0.435
latin_plural,alt,base,0,0.0,,200,0.185,0.137,0.245,0.255,0.185,0.785,0.0,0.235,0.28
latin_plural,alt,alt_cf,4,2.0,flat_adverb,200,0.195,0.146,0.255,0.245,0.18,0.8,0.01,0.235,0.28
latin_plural,alt,alt_top1,4,2.0,,200,0.22,0.168,0.282,0.295,0.2,0.86,0.01,0.235,0.28
latin_plural,alt,alt_top2,4,0.5,,200,0.255,0.2,0.32,0.31,0.19,0.84,0.0,0.235,0.28
latin_plural,nat,nat_cf,2,1.0,flat_adverb,200,0.46,0.392,0.529,0.52,0.145,0.84,0.005,0.475,0.435
latin_plural,nat,nat_top1,2,1.0,,200,0.43,0.363,0.499,0.505,0.205,0.805,0.005,0.475,0.435
latin_plural,nat,nat_top2,6,2.0,,200,0.48,0.412,0.549,0.545,0.185,0.85,0.0,0.475,0.435
title_abbr,nat,base,0,0.0,,200,0.175,0.129,0.234,0.22,0.5,0.715,0.025,0.17,0.445
title_abbr,alt,base,0,0.0,,200,0.22,0.168,0.282,0.28,0.5,0.715,0.025,0.135,0.395
title_abbr,alt,alt_cf,24,4.0,latin_abbr,200,0.215,0.164,0.277,0.285,0.525,0.75,0.025,0.135,0.395
title_abbr,alt,alt_top1,24,4.0,,200,0.38,0.316,0.449,0.51,0.43,0.7,0.03,0.135,0.395
title_abbr,alt,alt_top2,24,2.0,,200,0.285,0.227,0.351,0.45,0.47,0.66,0.025,0.135,0.395
title_abbr,nat,nat_cf,24,4.0,latin_abbr,200,0.25,0.195,0.314,0.31,0.5,0.725,0.02,0.17,0.445
title_abbr,nat,nat_top1,24,4.0,,200,0.475,0.407,0.544,0.58,0.34,0.755,0.03,0.17,0.445
title_abbr,nat,nat_top2,24,1.0,,200,0.28,0.222,0.346,0.32,0.495,0.75,0.025,0.17,0.445
