family,read_span,write_span,read_pcs_11,read_pcs_50,read_pcs_200,write_pcs_11,write_pcs_50,write_pcs_200,nearest_read,cos_read,nearest_write,cos_write
us_uk,0.8714647347551564,0.8849885962137497,0.39247448497471743,0.8654117887095979,0.9264121879156717,0.11796227429121947,0.4524022262944397,0.7784961261468758,ise_ize,0.8266017141409883,ise_ize,0.8765287266996432
ise_ize,0.8637608555791566,0.8981057199846987,0.43969400632033206,0.8552137345365494,0.8917013942581662,0.1317660164845345,0.4072517596377756,0.7097616062064767,us_uk,0.8266017141409883,us_uk,0.8765287266996432
brit_t_past,0.6845633974137001,0.7900514302196635,0.48910474785436975,0.7112222010181816,0.7568367075638642,0.10582626121378969,0.5305615843901287,0.8220532700351918,ise_ize,0.6196585800279094,ise_ize,0.7204174606060023
contractions,0.492310566222857,0.3553131867717978,0.41277193190505596,0.6318888779646493,0.7279063366144166,0.14183752460516103,0.3177922951703259,0.4654377580142291,curly_quotes,-0.42949016944365626,ampersand,-0.2350449707814273
num_words,0.6510949059349792,0.7045416468774343,0.3712105346715806,0.6674137648676656,0.7045682604592367,0.142194534233443,0.4410299734930946,0.6975914656488006,ordinal_words,0.5732457370032619,ordinal_words,0.6533480982075704
ordinal_words,0.6236980336009466,0.6933086500982946,0.37811709711093094,0.6545267327869,0.7117576029088422,0.16308278710658108,0.4106293445482263,0.6296151081530214,num_words,0.5732457370032619,num_words,0.6533480982075704
whilst,0.6276922374698838,0.6204803876834001,0.4353832725881915,0.656862877957421,0.7331412218613346,0.1371354624160604,0.3743725833701224,0.5994547483751936,us_uk,0.5801878980858285,brit_t_past,0.5928261842724108
ampersand,0.4346551898118557,0.5318422214828941,0.23093848055122784,0.46352531386846413,0.5319485545790917,0.18196767629693114,0.41243992923247796,0.5785717881210376,ordinal_words,-0.2575671058583443,ordinal_words,-0.4041474814684217
percent_sign,0.56911006594195,0.4651571538994561,0.40823803905686085,0.632073431678314,0.6753031040883616,0.12856705971075136,0.23441589638009003,0.46858036642831946,num_words,0.37346292050460705,us_uk,-0.3140774752693712
em_dash,0.3172247913882732,0.46702099903579886,0.20326881104447939,0.3603221051773711,0.43500977325089724,0.1504212193098173,0.2897497106227191,0.4482137891902979,us_uk,0.20202312788188762,ellipsis,-0.3459850322248008
ellipsis,0.2566393655234388,0.5691372855217629,0.08415718364353826,0.25740049264996284,0.36387566878108335,0.058081360487827915,0.11131559079352127,0.26846081709741465,em_dash,-0.12936141149024238,curly_quotes,0.46264864094923375
curly_quotes,0.5460241185260422,0.4816555761670816,0.4429096356592029,0.6711379349585863,0.7280161154915428,0.16451537000260547,0.23898682677845381,0.3922897988761864,contractions,-0.42949016944365626,ellipsis,0.46264864094923375
quote_punct,0.435315688038613,0.33287533345232534,0.26257323498043494,0.48176895191453806,0.5289370030018976,0.05892730986136548,0.2363043327020412,0.3169720211038702,us_uk,0.3263498296646671,em_dash,0.22716885541295098
double_space,0.3413652379288545,0.18330643508114908,0.46772874938031056,0.5824083779296082,0.6264105461314358,0.24935639200976933,0.31731502227299613,0.3973076102724197,sentence_caps,0.21724276725353506,percent_sign,-0.0942028455058108
oxford_comma,0.28223711476570756,0.1254571018864403,0.33580433054433256,0.491633826925448,0.5957851441397058,0.2955382351499994,0.3736996522404796,0.48847614458117833,double_space,-0.17090637832658148,us_uk,0.0608595638590998
sentence_caps,0.3182203327263106,0.2659828379128633,0.22977158171219433,0.380164129083071,0.46794845468678814,0.21995391656975585,0.3714442103037615,0.5508430872329357,double_space,0.21724276725353506,all_caps,0.21338865102794452
all_caps,0.5405190383166814,0.3037329823819038,0.4683569395033757,0.6436630230519221,0.7309693713066391,0.2942028650526792,0.467760067463924,0.5391586029064314,curly_quotes,0.36009095191939366,sentence_caps,0.21338865102794452
# rsa_corr=0.842 participation_read=15.1/17 participation_write=15.0/17 read_layer=12 write_layer=24
