cos_centroid_mean,cos_diff_mean,cv_r2,lam,model,r2_centroid_trainmean,r2_diff,r2_testmean,r2_trainmean,r2_within,setting,test
0.13301325109876957,0.2605835862471727,0.03209366439100344,100.0,identical+3diverse,-0.04730188155101245,0.06062597402315362,-0.13656027796336434,-0.009677585257936938,2.9630925167944966e-06,mixed|us_uk+ise_ize+brit_t_past,us_uk+ise_ize+brit_t_past
0.17845121715554566,0.29842760096259213,0.03209366439100344,31.6,identical-only,-0.1371970940356002,0.08267317982430844,-0.18111924304769977,-0.029624001203953698,6.485537313305478e-05,identical-only|us_uk+ise_ize+brit_t_past,us_uk+ise_ize+brit_t_past
0.24404834375277726,0.2619388954779765,0.026252763493202526,100.0,identical+3diverse,0.04896907208709744,0.053687036386410814,-0.09372873410606486,0.008692564459067964,2.9454210573875983e-06,mixed|us_uk+ise_ize+contractions,us_uk+ise_ize+contractions
0.21425174368186897,0.22614291270241874,0.026252763493202526,31.6,identical-only,-0.09084099891837005,0.020134439716243402,-0.1498984130619705,-0.01914302637229337,-0.0007467926054798291,identical-only|us_uk+ise_ize+contractions,us_uk+ise_ize+contractions
0.2932713972012283,0.28171362233121217,0.006423891075537129,1000.0,identical+3diverse,0.05877189657625226,0.05192014081535645,-0.08517713557372342,0.011274872235757849,0.00039027553419956895,mixed|us_uk+ise_ize+num_words,us_uk+ise_ize+num_words
0.15538626618497942,0.2418494987935179,0.006423891075537129,31.6,identical-only,-0.14328425420450563,0.016930297837215114,-0.16260446862556832,-0.03079564363823306,-0.0002876595487184552,identical-only|us_uk+ise_ize+num_words,us_uk+ise_ize+num_words
0.3016163589089585,0.2432284007468246,0.004630577047065598,1000.0,identical+3diverse,0.055474797340537285,0.036058003094113666,-0.12079846617102663,0.013939454120335038,0.0004856273934167321,mixed|us_uk+ise_ize+ordinal_words,us_uk+ise_ize+ordinal_words
0.17489929431334592,0.2557031735735213,0.004630577047065598,31.6,identical-only,-0.103842940594155,0.04179415562261557,-0.2005838121009642,-0.028310203277342127,0.00021147740842319962,identical-only|us_uk+ise_ize+ordinal_words,us_uk+ise_ize+ordinal_words
0.19766906523528371,0.3048185189996535,0.03318424876536937,100.0,identical+3diverse,0.007227781362965646,0.06316757772009374,-0.09959840394591812,0.0007957772157278775,-0.0003422853001520121,mixed|us_uk+brit_t_past+contractions,us_uk+brit_t_past+contractions
0.16092666078764578,0.20711635566715048,0.03318424876536937,31.6,identical-only,-0.15672489626616537,-0.031257000744061125,-0.16146392798003584,-0.03299159990927736,-0.0010685847228399936,identical-only|us_uk+brit_t_past+contractions,us_uk+brit_t_past+contractions
0.25776022906166557,0.30286783011683294,0.008076233515142823,1000.0,identical+3diverse,0.048571514818469885,0.07443713802100693,-0.08630963213697362,0.00950212002651607,0.00032386560891095595,mixed|us_uk+brit_t_past+num_words,us_uk+brit_t_past+num_words
0.1020611832907562,0.2228229417582496,0.008076233515142823,31.6,identical-only,-0.203231984223472,-0.057434549870737595,-0.17490123099709698,-0.04412848196850172,-0.0006273349255987437,identical-only|us_uk+brit_t_past+num_words,us_uk+brit_t_past+num_words
0.27097082052660754,0.26575221854470105,0.006165410136835136,1000.0,identical+3diverse,0.04839567083055529,0.042345522989872486,-0.11241251200941393,0.012156326049069022,0.00041214149068113937,mixed|us_uk+brit_t_past+ordinal_words,us_uk+brit_t_past+ordinal_words
0.12157421141912268,0.236676616538253,0.006165410136835136,31.6,identical-only,-0.15478632114423974,0.0131071476113237,-0.20607267258734807,-0.04219465173539194,-0.00018248945607468592,identical-only|us_uk+brit_t_past+ordinal_words,us_uk+brit_t_past+ordinal_words
0.2469732876172522,0.3253735929952804,0.014079693623964476,100.0,identical+3diverse,0.042242978506754736,0.017094716449828185,-0.0726481604658673,0.00728212518099236,-0.0004090216694392357,mixed|us_uk+contractions+num_words,us_uk+contractions+num_words
0.13786170981707954,0.1505382534980762,0.014079693623964476,31.6,identical-only,-0.16566337284710442,-0.11078081564821707,-0.14898673043867783,-0.03459023064945832,-0.0015555198653085522,identical-only|us_uk+contractions+num_words,us_uk+contractions+num_words
0.2586527430300433,0.3073059497208687,0.010545274431301821,100.0,identical+3diverse,0.07069422521432411,0.0828935639778754,-0.09591645644402091,0.016835410329271605,0.0004045753401769048,mixed|us_uk+contractions+ordinal_words,us_uk+contractions+ordinal_words
0.157374737945446,0.1643919282780796,0.010545274431301821,31.6,identical-only,-0.11824862080300935,-0.026004147821468093,-0.18370523816974504,-0.03207681371123927,-0.0011743624046294254,identical-only|us_uk+contractions+ordinal_words,us_uk+contractions+ordinal_words
0.11914317776988463,0.28605759335813447,0.015452433774209426,100.0,identical+3diverse,-0.02472604467405848,0.058110568854906064,-0.17082673803978854,-0.006712716820324038,0.0002867563764226144,mixed|us_uk+num_words+ordinal_words,us_uk+num_words+ordinal_words
0.09850926044855642,0.18009851436917876,0.015452433774209426,31.6,identical-only,-0.16144007815145467,-0.03759945880086368,-0.2392265094734214,-0.04482901146035245,-0.0006313369368666777,identical-only|us_uk+num_words+ordinal_words,us_uk+num_words+ordinal_words
0.2918999803378996,0.31494918882170236,0.020421697437765562,100.0,identical+3diverse,0.08868050387408621,0.0982233908053215,-0.11389460461772849,0.01901655448277284,8.454408381319833e-05,mixed|ise_ize+brit_t_past+contractions,ise_ize+brit_t_past+contractions
0.24740170760982746,0.23594000900644327,0.020421697437765562,31.6,identical-only,-0.030060928854863667,0.02063344731238148,-0.16424148934074223,-0.007731755700189247,-0.0007630662989255299,identical-only|ise_ize+brit_t_past+contractions,ise_ize+brit_t_past+contractions
0.32553641762367075,0.3168119544639723,0.005882952504387048,1000.0,identical+3diverse,0.05847205923120857,0.06284093176315175,-0.10057019478016715,0.01307921362191189,0.0003809519435817865,mixed|ise_ize+brit_t_past+num_words,ise_ize+brit_t_past+num_words
0.18853623011293785,0.25164659509754234,0.005882952504387048,31.6,identical-only,-0.07791162670661289,0.01721886381397797,-0.16644238480720253,-0.019258528691037835,-0.0002927876169864785,identical-only|ise_ize+brit_t_past+num_words,ise_ize+brit_t_past+num_words
0.3477005653754163,0.279442540027466,0.003280959349059513,1000.0,identical+3diverse,0.05867228598438057,0.041183447584845156,-0.12352604765888708,0.016464054367870795,0.00046947008402420387,mixed|ise_ize+brit_t_past+ordinal_words,ise_ize+brit_t_past+ordinal_words
0.20804925824130435,0.26550026987754577,0.003280959349059513,31.6,identical-only,-0.053792212864399724,0.04348859386538673,-0.19494737173328214,-0.01641206652265126,0.00021944786738925526,identical-only|ise_ize+brit_t_past+ordinal_words,ise_ize+brit_t_past+ordinal_words
