cos_centroid_nat,cos_diff,family,model,norm_ratio,r2_diff,r2_within_fam,setting,test
0.11005150265316212,0.20196945197494487,brit_t_past,identical+3diverse,0.4602234464477593,-0.025903466130103414,-0.00018972277975137786,mixed|us_uk+ise_ize+brit_t_past,us_uk+ise_ize+brit_t_past
0.2642540008755107,0.3366097285247226,ise_ize,identical+3diverse,0.2260502827514221,0.10108271828778881,0.0005911286849242803,mixed|us_uk+ise_ize+brit_t_past,us_uk+ise_ize+brit_t_past
0.004177102117878974,0.24317157824185062,us_uk,identical+3diverse,0.36676461855653814,0.04385717685040569,-0.0003177125671456338,mixed|us_uk+ise_ize+brit_t_past,us_uk+ise_ize+brit_t_past
0.1517898202555048,0.2891981402313484,brit_t_past,identical-only,0.470065542947003,0.050922546948166,-0.00026037789409039114,identical-only|us_uk+ise_ize+brit_t_past,us_uk+ise_ize+brit_t_past
0.32572199277552827,0.3462778113371532,ise_ize,identical-only,0.306302526352477,0.1183102992148437,0.0007912933916071063,identical-only|us_uk+ise_ize+brit_t_past,us_uk+ise_ize+brit_t_past
0.05955619321608666,0.2598068513192749,us_uk,identical-only,0.43004315387393194,0.03851920128495634,-0.00024929811872875796,identical-only|us_uk+ise_ize+brit_t_past,us_uk+ise_ize+brit_t_past
0.24775685369989,0.032969584758908196,contractions,identical+3diverse,0.3511489781298791,-0.10015113284674415,-0.0019889809099473688,mixed|us_uk+ise_ize+contractions,us_uk+ise_ize+contractions
0.3814418198301567,0.44432977779808197,ise_ize,identical+3diverse,0.2367729235509967,0.15434910369314825,0.001885086873191888,mixed|us_uk+ise_ize+contractions,us_uk+ise_ize+contractions
0.1244550399861514,0.3085173238769393,us_uk,identical+3diverse,0.3772730460673586,0.0904555897982634,-0.000171615625273569,mixed|us_uk+ise_ize+contractions,us_uk+ise_ize+contractions
0.26155732826858125,0.07234407545082819,contractions,identical-only,0.4229990529584191,-0.11772524799801376,-0.0032659916595731975,identical-only|us_uk+ise_ize+contractions,us_uk+ise_ize+contractions
0.32572199277552827,0.3462778113371532,ise_ize,identical-only,0.306302526352477,0.1183102992148437,0.0007912933916071063,identical-only|us_uk+ise_ize+contractions,us_uk+ise_ize+contractions
0.05955619321608666,0.2598068513192749,us_uk,identical-only,0.43004315387393194,0.03851920128495634,-0.00024929811872875796,identical-only|us_uk+ise_ize+contractions,us_uk+ise_ize+contractions
