icl_example_index,token_role,k,feature_dim,target_dim,train_sample_count,test_sample_count,train_mse,test_mse,train_mean_squared_l2,test_mean_squared_l2
1,pre_label_token,1,2,2,2600,1170,82.05046844482422,63.96610641479492,164.10092163085938,127.93219757080078
1,pre_label_token,2,4,4,2600,1170,54.57291030883789,45.20512771606445,218.29164123535156,180.8205108642578
1,pre_label_token,3,6,6,2600,1170,41.699790954589844,36.55378341674805,250.19874572753906,219.3226776123047
1,pre_label_token,4,8,8,2600,1170,34.61220932006836,34.760459899902344,276.89764404296875,278.0837097167969
1,pre_label_token,5,10,10,2600,1170,28.549707412719727,29.563392639160156,285.4970703125,295.6339111328125
1,pre_label_token,6,12,12,2600,1170,24.907888412475586,25.366470336914062,298.8946533203125,304.39764404296875
1,pre_label_token,7,14,14,2600,1170,20.99781608581543,22.38825035095215,293.96942138671875,313.43548583984375
1,pre_label_token,8,16,16,2600,1170,19.205867767333984,20.523326873779297,307.2939147949219,328.37322998046875
1,pre_label_token,9,18,18,2600,1170,17.34971046447754,19.008331298828125,312.2947692871094,342.14996337890625
1,pre_label_token,10,20,20,2600,1170,15.690149307250977,17.589353561401367,313.80291748046875,351.7870788574219
1,first_label_token,1,2,2,2600,1170,82.95294189453125,56.69257354736328,165.9058837890625,113.38514709472656
1,first_label_token,2,4,4,2600,1170,42.34370040893555,29.131567001342773,169.3748016357422,116.52625274658203
1,first_label_token,3,6,6,2600,1170,25.842941284179688,21.674856185913086,155.05764770507812,130.04913330078125
1,first_label_token,4,8,8,2600,1170,18.047670364379883,18.35525131225586,144.38136291503906,146.8419952392578
1,first_label_token,5,10,10,2600,1170,15.541169166564941,15.786166191101074,155.4116973876953,157.8616485595703
1,first_label_token,6,12,12,2600,1170,14.796882629394531,13.897543907165527,177.56259155273438,166.7705078125
1,first_label_token,7,14,14,2600,1170,11.571044921875,11.829028129577637,161.99464416503906,165.6063995361328
1,first_label_token,8,16,16,2600,1170,10.302084922790527,11.262109756469727,164.83335876464844,180.19375610351562
1,first_label_token,9,18,18,2600,1170,9.183809280395508,10.412403106689453,165.30857849121094,187.42324829101562
1,first_label_token,10,20,20,2600,1170,7.360418796539307,9.510300636291504,147.20838928222656,190.20602416992188
1,last_label_token,1,2,2,2600,1170,86.37940216064453,65.74699401855469,172.75880432128906,131.49398803710938
1,last_label_token,2,4,4,2600,1170,17.75746726989746,24.42755889892578,71.02986145019531,97.7102279663086
1,last_label_token,3,6,6,2600,1170,16.616851806640625,23.367189407348633,99.70111846923828,140.20315551757812
1,last_label_token,4,8,8,2600,1170,12.40501594543457,19.494958877563477,99.24012756347656,155.9596710205078
1,last_label_token,5,10,10,2600,1170,9.837187767028809,17.441192626953125,98.37186431884766,174.41192626953125
1,last_label_token,6,12,12,2600,1170,9.636773109436035,14.510078430175781,115.64127349853516,174.12095642089844
1,last_label_token,7,14,14,2600,1170,6.932499885559082,12.161537170410156,97.05500030517578,170.26153564453125
1,last_label_token,8,16,16,2600,1170,5.474256992340088,9.546453475952148,87.5881118774414,152.74325561523438
1,last_label_token,9,18,18,2600,1170,4.563299655914307,8.91313362121582,82.139404296875,160.4364013671875
1,last_label_token,10,20,20,2600,1170,3.949948310852051,8.24409008026123,78.99897003173828,164.8817901611328
