lam,lofo_r2,lofo_r2_per_dim
0.0001,-3.6417275405250953,-4.079955577850342
0.001,-3.3703221586020407,-3.778456449508667
0.01,-2.0195946933500126,-2.280531644821167
0.1,-0.4629567058345403,-0.5605872869491577
1.0,0.010783288838961846,-0.04062256962060928
10.0,0.07679722887096807,0.03335327282547951
100.0,0.06366022209943001,0.026251476258039474
1000.0,0.021305518528482392,0.002950503956526518
