task_pair,layer,eff_rank_label,eff_rank_final,rank1_fraction_label,rank1_fraction_final,fv_separation,dfinal_fv_cosine,map_R2,map_eff_rank,map_rank1_R2,map_rank2_R2,map_rank4_R2,map_rank8_R2,map_rank16_R2,procrustes_gap,norm_preservation_mean
landmark_park,0,32.963276537621056,20.963695567503777,0.2377337482003776,0.3664626170245791,0.717687074829932,0.02522252452167314,0.1409187890088388,58.880706054439585,0.05266226762507353,0.10988980202431076,0.206585918297728,0.30595868834734663,0.44409083470450283,2.273996951763938,0.16075678768039992
landmark_park,1,38.10670993266186,23.80998687577066,0.2043691919693384,0.3195833609531774,0.6675170068027211,0.017270618161989864,0.16909602496167397,56.519929133750445,0.05498481773776798,0.13704416827322896,0.22315949330856344,0.35160453848250217,0.5146344593211457,2.3468860316335443,0.14568261717500142
landmark_park,2,36.12219683976618,24.08477522860236,0.23237064623744114,0.3113084760261731,0.7311507936507937,0.023661997887621907,0.16113376395443202,56.832077663135784,0.07139805708827063,0.13986641125667687,0.23823148335483446,0.3669259860863012,0.5163960656783475,2.2939030432526395,0.14398391252070758
landmark_park,3,30.87522915699771,24.05491144622602,0.28998197811509907,0.32685619473620525,0.5266439909297053,0.004446355231988022,0.12120393159253462,59.26896805082042,0.059839419079319334,0.1280643700370302,0.20583755742974963,0.33804267572011903,0.4777248752772876,1.821861981781197,0.1631628055869289
landmark_park,4,28.619685861154725,22.9666542474958,0.31307235648221715,0.35380678696335044,0.6377551020408163,0.024898152828734196,0.13944889760572055,64.32528441518626,0.044500173201292736,0.11286911749921968,0.18824736394908725,0.28514736005233954,0.42687697470073793,1.3759088473693488,0.19189644707865863
landmark_park,5,34.45151261357614,25.77026386329207,0.26145489226427293,0.3211741469414616,0.536281179138322,0.00653261989124389,0.10661652798793775,62.320922066309514,0.047143295203544766,0.1150158222536879,0.19948851619923602,0.2998803092421586,0.4532478335482466,1.3115847468371558,0.1984432030837477
landmark_park,6,31.95205483610395,24.082173875763523,0.2757825236112673,0.3394609781075432,0.6609977324263039,0.029133451836668205,0.0957908575968297,60.583207722431005,0.05267716205335149,0.1162856701216125,0.2097444502254876,0.30534929485416895,0.4578921188638774,1.2710081856696913,0.20948238556719093
landmark_park,7,33.50437849383572,26.42082622900673,0.25397078022259423,0.31295740399414657,0.5551303854875284,0.006612876662144952,0.08024584546931923,59.802686514751066,0.04965462994322878,0.10424986544977832,0.2037173849887759,0.3060343979671093,0.4609443371889814,1.3068049219314286,0.21130588204112585
landmark_park,8,32.55555831723834,27.015396982820352,0.25052083761458177,0.3096243813082304,0.6335034013605442,0.0216152108223377,0.06635662894489636,60.74766302431237,0.0641976558878451,0.11210689654634243,0.20063305345700555,0.29501299267727543,0.4338005036701824,1.362797458243615,0.21210664402227739
landmark_park,9,32.97537200997687,27.846717009134696,0.24707834455877298,0.30640528191064914,0.6534863945578231,0.02886011493666247,0.0741998844053261,63.12822330792828,0.0605153619883434,0.09495353708191778,0.1764468034651545,0.2683472120476339,0.40948009145914044,1.239980221910564,0.224253231041019
landmark_park,10,32.04899056626973,26.652796509877103,0.25556327222294667,0.31555293135149626,0.6882086167800453,0.02793500945073322,0.07508200414963251,63.09462987475491,0.06404568838187241,0.099581873800627,0.1661144595337779,0.2704328965101379,0.4112326311424387,1.0612362258119201,0.24810994157735033
landmark_park,11,31.067664632545547,25.51228986034113,0.26365744522507806,0.3291476553748571,0.8937074829931972,0.07715507711921865,0.09567034824476006,64.80857148801637,0.061733540834561396,0.0972312184743882,0.1589860175875556,0.26308969095607704,0.4096087646293305,0.9730578263229502,0.2615982661524312
landmark_park,12,31.7968762320062,23.938555737118794,0.25992134762345165,0.33874705511665926,0.826672335600907,0.09229944476073611,0.09142240506059063,64.34584383198772,0.07633185152968636,0.11849919462714198,0.18211097516458363,0.2773841350096977,0.4188851080524403,0.7195029400355158,0.3127129928115392
landmark_park,13,32.360284119972725,22.548820043028527,0.2579875147521653,0.3518844426117945,0.7940759637188208,0.07364905158324005,0.1090847381495057,64.41839806825584,0.08035235285142706,0.13048411483903533,0.1908673447879622,0.27943822597556367,0.42458503838914563,0.5341607356153695,0.36741816859770987
landmark_park,14,31.418493762437677,19.67871016968777,0.2656747201304733,0.3816229912221174,0.8300736961451247,0.08076836789066216,0.10930449529589092,62.69454618925613,0.08166556744297382,0.13780362773739774,0.2020581161730205,0.3017793730026481,0.4405191095020069,0.48665237233623265,0.3932214669313435
landmark_park,15,30.77177858134773,18.663418387867907,0.2733436901733412,0.3876190823106842,0.8397108843537415,0.09257709175850101,0.11247472189567975,60.768421927032975,0.08115808839239225,0.14680261756042512,0.215399901448318,0.3252852974873188,0.46227255046236426,0.47856096017927335,0.39678855980752603
landmark_park,16,30.711257770339834,19.08360567261726,0.2723025468402501,0.38238009328211553,0.8645124716553289,0.0960805980840976,0.08864609056482253,59.3344127681363,0.07610097091041401,0.1297533288384849,0.20586051446174036,0.3235372935375468,0.46960457016313106,0.4414432240731725,0.42403602216223224
landmark_park,17,30.56380827241466,16.92168751981911,0.2719740945492962,0.4031830885074977,0.8761337868480725,0.09770898584473463,0.08887197857215501,55.94759976473766,0.09349878150200353,0.14985791403866622,0.22800938400274218,0.34763138170880814,0.49309223119220325,0.43417646943244687,0.45774296166427336
landmark_park,18,30.57981600040505,16.859141866393276,0.27315787537291303,0.39956877644094324,0.8642290249433107,0.08900628475127913,0.08727673238022637,54.77552308223664,0.09252800195710098,0.15347572706532941,0.2466385541815278,0.35853375738783644,0.5114682766004679,0.4217543444891792,0.501454631392908
landmark_park,19,29.40451412311217,16.891471855803275,0.28499752275008355,0.39157819389939924,0.8554421768707483,0.08667511107815659,0.07472693708092093,52.02935667191114,0.10311099305430393,0.1702170611225603,0.24678581104464103,0.37122491890237974,0.5282163942070799,0.44168243235913246,0.5484373286891329
landmark_park,20,28.314231181350518,17.687881693857612,0.29553480893223855,0.37250587549267444,0.8696145124716553,0.09979692537070955,0.0591999226225437,50.19099377701506,0.11899537107279667,0.18398987200614136,0.2640460467962271,0.37184502766640515,0.5346195033205727,0.4649133315759451,0.5700764650894742
landmark_park,21,27.65877122687624,18.424344820428228,0.30440279098039735,0.3570425775427215,0.8757086167800453,0.09473943051439215,0.03855902332479577,48.67985592257834,0.13549674646179644,0.18904097696832511,0.2704007593430937,0.3736718201815771,0.5346373505760846,0.48228986811850144,0.5906034641983239
landmark_park,22,28.22439195144454,20.407070486505283,0.3004729893813146,0.33266297245914334,0.8623866213151927,0.09163592533472179,0.024223342950345894,49.29133477970585,0.1320552376360995,0.17549938761943695,0.2627059781082318,0.36778489313375495,0.5205796060211716,0.48625658937663196,0.5965837828733159
landmark_park,23,28.903381818768846,22.408421972044913,0.29855643436948043,0.31260139913543733,0.8679138321995464,0.09257429008603252,0.005791295214743086,50.02381230738223,0.12414603167353944,0.16257756412698565,0.24801944786096863,0.36131158146883635,0.5113203959747893,0.4849516608089116,0.582043298039278
landmark_park,24,29.133246040805687,23.402004481293094,0.297856705208418,0.3008857345778878,0.8680555555555556,0.09682166855053712,-0.005682483863048038,50.253430508544575,0.12937471819115842,0.167345409007706,0.24794036065852754,0.3610429271999157,0.5028641420897774,0.48579540319762166,0.5721021312957315
landmark_park,25,29.56760135698864,24.689268240796977,0.29353261694822447,0.289273596984362,0.8618197278911565,0.09906854639837545,-0.014273700790517596,51.10833612332747,0.1278909786690583,0.16529287295898565,0.2401554245252855,0.3573992507849836,0.49755138205456106,0.4816669061566813,0.5571096109611071
landmark_park,26,29.386015210896872,24.456564423305387,0.29233241129262494,0.2820772698731814,0.8391439909297053,0.09763474440593448,-0.006101393596638527,50.857797719128634,0.14849375427868672,0.18355673198903488,0.2551685870487935,0.36945852681728764,0.5057374847248712,0.48533927333032545,0.5488952791355907
landmark_park,27,28.77227892119449,14.882167575094979,0.2842600829236125,0.3521260604708619,0.8809523809523809,0.11737632548147259,0.06862488770691744,45.459610017314574,0.26297374470291013,0.2940347203472512,0.35629848455743574,0.4508909742490834,0.5671252856379411,0.5494891400547529,0.6178264547827069
