task,group,icl_index,split,row_index,pc1,pc2,pc3
ag_news,train,1,train,104,-5.7257,-2.46951,4.58443
ag_news,train,1,train,105,-7.69476,-1.71619,6.41537
ag_news,train,1,train,106,-6.36646,-0.882021,4.8483
ag_news,train,1,train,107,-8.32484,-1.04605,6.60307
ag_news,train,1,train,108,-7.84111,-0.0535721,5.76715
ag_news,train,1,train,109,-7.97728,-0.848968,6.16054
ag_news,train,1,train,110,-9.39583,-2.32491,4.26992
ag_news,train,1,train,111,-8.48063,-1.59702,5.0579
ag_news,train,1,train,112,-8.52513,-1.84352,7.07927
ag_news,train,1,train,113,-6.56013,-1.81015,4.98079
ag_news,train,1,train,114,-7.82385,-1.57941,6.92812
ag_news,train,1,train,115,-5.0912,-1.38312,4.64254
ag_news,train,1,train,116,-5.63206,-1.93684,5.82367
ag_news,train,1,train,117,-6.3912,-1.31709,6.34678
ag_news,train,1,train,118,-7.77873,-0.227379,6.14337
ag_news,train,1,train,119,-7.26647,0.452278,6.10957
ag_news,train,1,train,120,-7.90595,-1.76012,5.16594
ag_news,train,1,train,121,-8.20959,-0.901738,7.20683
ag_news,train,1,train,122,-9.08388,-1.68374,6.54861
ag_news,train,1,train,123,-7.56231,-3.46492,4.87261
ag_news,train,1,train,124,-8.31783,-0.92183,6.9449
ag_news,train,1,train,125,-8.03434,-0.711502,4.91531
ag_news,train,1,train,126,-7.18082,-0.328603,7.13925
ag_news,train,1,train,127,-7.69194,-0.780059,6.05978
ag_news,train,1,train,128,-8.28092,-0.692876,6.81021
ag_news,train,1,train,129,-8.76766,-1.20775,6.43442
ag_news,train,1,test,130,-9.36232,0.29413,9.43525
ag_news,train,1,test,131,-8.2416,-2.54045,5.78308
ag_news,train,1,test,132,-7.13754,-0.595231,7.89459
ag_news,train,1,test,133,-7.30261,-2.2589,3.45437
ag_news,train,1,test,134,-7.00995,-0.367667,4.65751
ag_news,train,1,test,135,-8.47515,-1.08964,5.59916
ag_news,train,1,test,136,-9.02312,-1.85533,6.23315
ag_news,train,1,test,137,-6.16375,-0.432435,4.73265
ag_news,train,1,test,138,-6.65688,-2.92656,4.27388
ag_news,train,1,test,139,-7.66662,-3.18337,4.89284
ag_news,train,1,test,140,-7.84863,-1.48779,5.68492
ag_news,train,1,test,141,-9.48592,-1.06362,5.99208
ag_news,train,1,test,142,-6.93485,0.0170719,5.11958
ag_news,train,1,test,143,-9.16087,-2.14239,5.85911
ag_news,train,1,test,144,-8.45276,-1.38119,6.45368
ag_news,train,1,test,145,-5.87859,-0.613091,5.156
ag_news,train,1,test,146,-6.55731,-1.47139,5.102
ag_news,train,1,test,147,-7.636,0.132317,4.08725
ag_news,train,1,test,148,-8.23906,-1.47538,5.91067
ag_news,train,1,test,149,-8.18799,-3.02148,5.28528
ag_news,train,1,test,150,-6.2989,-2.46504,5.18533
ag_news,train,1,test,151,-7.58055,-2.20572,5.32788
ag_news,train,1,test,152,-8.52309,-1.99716,7.20846
ag_news,train,1,test,153,-7.64221,-0.466486,8.9856
ag_news,train,1,test,154,-7.22198,-2.48529,3.64434
ag_news,train,1,test,155,-9.98303,-2.20999,7.59006
ag_news,train,1,test,156,-7.71477,-1.16958,7.70785
ag_news,train,1,test,157,-10.7212,-3.15103,3.66845
ag_news,train,1,test,158,-8.39537,-2.00605,4.7246
ag_news,train,1,test,159,-8.19863,-2.37346,5.28451
ag_news,train,1,test,160,-7.72519,-1.83652,6.25777
ag_news,train,1,test,161,-8.27289,-3.44775,4.78467
ag_news,train,1,test,162,-5.71423,0.102178,7.08748
ag_news,train,1,test,163,-6.856,-1.50948,6.0189
ag_news,train,1,test,164,-8.80222,-1.71534,6.61965
ag_news,train,1,test,165,-6.7607,-0.936343,7.14965
ag_news,train,1,test,166,-6.98392,-1.55486,5.214
ag_news,train,1,test,167,-7.06426,-1.57071,5.58297
ag_news,train,1,test,168,-7.00789,-2.37341,6.80619
ag_news,train,1,test,169,-6.43629,1.05348,5.67221
ag_news,train,2,train,0,-13.3529,-0.0658857,8.17002
ag_news,train,2,train,1,-15.4637,-0.204921,12.8709
ag_news,train,2,train,2,-14.9654,2.24539,11.9862
ag_news,train,2,train,3,-16.5629,-1.23032,11.1056
ag_news,train,2,train,4,-16.8672,0.0830305,11.6344
ag_news,train,2,train,5,-13.858,1.32413,12.5269
ag_news,train,2,train,6,-16.0459,-1.11608,11.2631
ag_news,train,2,train,7,-15.9902,-0.138517,10.2388
ag_news,train,2,train,8,-14.267,1.58738,9.54654
ag_news,train,2,train,9,-15.8484,-0.857451,12.5188
ag_news,train,2,train,10,-11.887,1.89864,10.4475
ag_news,train,2,train,11,-16.7991,0.510944,11.6158
ag_news,train,2,train,12,-15.6747,1.44853,12.0547
ag_news,train,2,train,13,-17.9205,-1.69202,10.8505
ag_news,train,2,train,14,-14.0971,0.248038,8.47741
ag_news,train,2,train,15,-15.5571,-0.0177695,12.7284
ag_news,train,2,train,16,-14.3855,0.00165349,9.97061
ag_news,train,2,train,17,-16.4771,-0.247537,13.0289
ag_news,train,2,train,18,-15.0649,2.15519,11.5208
ag_news,train,2,train,19,-15.5367,0.740478,12.7148
ag_news,train,2,train,20,-15.4107,1.06745,14.2661
ag_news,train,2,train,21,-13.2297,0.0930217,10.6733
ag_news,train,2,train,22,-12.5804,0.374853,11.9534
ag_news,train,2,train,23,-14.9267,-0.847765,10.0788
ag_news,train,2,train,24,-16.6254,1.21115,11.6979
ag_news,train,2,train,25,-15.6927,1.74478,10.173
ag_news,train,2,train,26,-15.7566,-0.907193,10.4914
ag_news,train,2,train,27,-14.4009,0.538377,11.904
ag_news,train,2,train,28,-13.1958,1.35078,12.6827
ag_news,train,2,train,29,-13.9285,0.504254,11.1439
ag_news,train,2,train,30,-15.2598,-0.771873,12.5774
ag_news,train,2,train,31,-14.4559,-0.934193,6.86104
ag_news,train,2,train,32,-15.7295,-0.988122,12.5428
ag_news,train,2,train,33,-18.2119,-0.412165,9.47558
ag_news,train,2,train,34,-13.8968,1.71339,12.4109
ag_news,train,2,train,35,-12.2628,0.122541,10.9548
ag_news,train,2,train,36,-16.4365,-0.304391,11.5622
ag_news,train,2,train,37,-15.5617,-0.636673,12.032
ag_news,train,2,train,38,-11.7761,-0.0634391,11.5247
ag_news,train,2,train,39,-11.066,1.08389,11.8075
ag_news,train,2,train,40,-15.0759,-0.346212,8.76643
ag_news,train,2,train,41,-13.4885,0.80182,12.2093
ag_news,train,2,train,42,-15.3119,-2.24682,10.9531
ag_news,train,2,train,43,-15.2719,1.81727,12.5208
ag_news,train,2,train,44,-15.6523,-1.59393,10.7888
ag_news,train,2,train,45,-15.0673,-0.0360027,11.4478
ag_news,train,2,train,46,-15.6179,0.998238,12.7586
ag_news,train,2,train,47,-14.8801,-0.0445862,11.18
ag_news,train,2,train,48,-17.8318,-0.832093,11.9029
ag_news,train,2,train,49,-16.1095,-0.439193,11.4408
ag_news,train,2,train,50,-14.385,0.146473,10.5355
ag_news,train,2,train,51,-16.5336,-0.698663,12.2207
ag_news,train,2,train,52,-11.8863,1.97769,10.7874
ag_news,train,2,train,53,-16.2181,-0.213513,10.4514
ag_news,train,2,train,54,-14.8563,0.308446,10.2031
ag_news,train,2,train,55,-11.1576,2.80359,11.4372
ag_news,train,2,train,56,-16.0519,0.0413663,10.4377
ag_news,train,2,train,57,-13.9151,-0.470389,11.3614
ag_news,train,2,train,58,-16.8361,1.71394,12.8485
ag_news,train,2,train,59,-14.0871,0.72367,9.04554
ag_news,train,2,train,60,-13.5925,-0.533555,12.0605
ag_news,train,2,train,61,-13.6569,0.288299,11.4673
ag_news,train,2,train,62,-13.7979,0.507248,11.9131
ag_news,train,2,train,63,-10.7645,2.06464,9.85706
ag_news,train,2,train,64,-15.4962,-0.354097,11.8195
ag_news,train,2,train,65,-15.8846,0.687611,10.8471
ag_news,train,2,train,66,-16.8053,-0.134699,13.721
ag_news,train,2,train,67,-14.1874,0.642773,12.0269
ag_news,train,2,train,68,-14.8938,0.446257,11.4797
ag_news,train,2,train,69,-13.8572,0.642995,14.4102
ag_news,train,2,train,70,-14.9967,1.83331,10.8358
ag_news,train,2,train,71,-14.155,2.0018,13.2903
ag_news,train,2,train,72,-14.5331,-0.0010681,12.8813
ag_news,train,2,train,73,-13.5794,1.37908,9.61565
ag_news,train,2,train,74,-15.0945,1.11813,11.2403
ag_news,train,2,train,75,-12.6152,-0.843683,8.1043
ag_news,train,2,train,76,-16.6704,-0.984042,8.99702
ag_news,train,2,train,77,-13.6852,1.59548,12.431
ag_news,train,2,train,78,-14.5889,1.37279,12.2169
ag_news,train,2,train,79,-18.1746,0.472437,11.6421
ag_news,train,2,train,80,-13.8108,1.40882,10.5242
ag_news,train,2,train,81,-13.8032,0.12162,10.8802
ag_news,train,2,train,82,-14.3876,1.88219,10.6921
ag_news,train,2,train,83,-14.3549,-0.47569,10.4263
ag_news,train,2,train,84,-14.6716,1.63942,11.8563
ag_news,train,2,train,85,-14.2486,0.379937,10.759
ag_news,train,2,train,86,-16.103,0.143706,11.3018
ag_news,train,2,train,87,-14.0787,1.61849,9.5387
ag_news,train,2,train,88,-13.8227,0.000450435,10.011
ag_news,train,2,train,89,-15.7018,1.68633,12.1681
ag_news,train,2,train,90,-14.9973,0.283879,9.47108
ag_news,train,2,train,91,-13.1704,-0.259795,9.62208
ag_news,train,2,train,92,-14.4698,0.736547,8.0355
ag_news,train,2,train,93,-13.8849,0.528155,10.9641
ag_news,train,2,train,94,-13.0729,-0.20321,11.5173
ag_news,train,2,train,95,-15.3518,3.31583,13.2427
ag_news,train,2,train,96,-14.4731,3.90032,8.50154
ag_news,train,2,train,97,-16.7319,-0.0729194,12.8899
ag_news,train,2,train,98,-14.5351,1.70074,13.1915
ag_news,train,2,train,99,-16.7172,-1.09058,11.7854
ag_news,train,2,train,100,-16.7987,-0.183319,10.4148
ag_news,train,2,train,101,-16.775,-1.14414,11.1834
ag_news,train,2,train,102,-14.0306,-0.307228,12.8448
ag_news,train,2,train,103,-15.2785,0.378876,9.86546
ag_news,train,2,train,104,-14.304,1.56256,12.4361
ag_news,train,2,train,105,-18.0204,0.0677513,12.5991
ag_news,train,2,train,106,-14.5913,2.26143,12.1946
ag_news,train,2,train,107,-16.8936,0.120613,13.2336
ag_news,train,2,train,108,-10.669,0.691768,9.42402
ag_news,train,2,train,109,-17.11,1.02287,13.0205
ag_news,train,2,train,110,-14.2729,0.835955,10.7885
ag_news,train,2,train,111,-15.1759,-0.0192008,11.658
ag_news,train,2,train,112,-13.3628,1.57801,9.27005
ag_news,train,2,train,113,-15.2192,-0.647587,11.7106
ag_news,train,2,train,114,-14.9921,1.01608,12.3508
ag_news,train,2,train,115,-13.751,-1.61995,10.3871
ag_news,train,2,train,116,-12.0414,1.19514,10.6202
ag_news,train,2,train,117,-14.1462,-1.80046,12.6791
ag_news,train,2,train,118,-15.4305,1.01183,7.83727
ag_news,train,2,train,119,-16.3872,-0.175747,12.9696
ag_news,train,2,train,120,-16.5301,-1.48046,10.8663
ag_news,train,2,train,121,-14.6443,0.795187,11.5495
ag_news,train,2,train,122,-13.2247,1.40714,11.8472
ag_news,train,2,train,123,-16.4231,0.57079,12.0813
ag_news,train,2,train,124,-17.6007,-0.458618,11.59
ag_news,train,2,train,125,-16.5346,0.246541,9.32937
ag_news,train,2,train,126,-16.989,-1.88061,9.90288
ag_news,train,2,train,127,-13.092,2.53025,12.776
ag_news,train,2,train,128,-16.7612,0.157964,10.714
ag_news,train,2,train,129,-15.7217,0.101496,12.4173
ag_news,train,2,test,130,-16.7788,-0.512736,12.4578
ag_news,train,2,test,131,-16.7842,-0.446492,13.4331
ag_news,train,2,test,132,-17.272,0.625934,11.8186
ag_news,train,2,test,133,-15.0142,-1.08681,9.98727
ag_news,train,2,test,134,-11.2795,0.651699,8.43997
ag_news,train,2,test,135,-13.9282,1.42081,6.51684
ag_news,train,2,test,136,-10.9523,1.9357,13.1005
ag_news,train,2,test,137,-14.2821,0.550596,11.5515
ag_news,train,2,test,138,-13.5459,0.481664,8.23731
ag_news,train,2,test,139,-13.5905,2.74265,11.7034
ag_news,train,2,test,140,-16.6467,1.52724,14.1476
ag_news,train,2,test,141,-16.6653,-1.18561,9.04325
ag_news,train,2,test,142,-14.1237,2.33022,11.8311
ag_news,train,2,test,143,-15.3868,0.126534,11.4225
ag_news,train,2,test,144,-14.6927,-0.245852,11.9774
ag_news,train,2,test,145,-14.6793,0.190957,12.4345
ag_news,train,2,test,146,-16.018,1.68496,13.6042
ag_news,train,2,test,147,-12.52,-0.966211,11.6058
ag_news,train,2,test,148,-15.4712,0.624746,12.8333
ag_news,train,2,test,149,-13.5124,0.109171,12.8446
ag_news,train,2,test,150,-14.2223,1.14652,11.8142
ag_news,train,2,test,151,-16.8494,0.706416,10.2577
ag_news,train,2,test,152,-16.7811,1.85974,12.8433
ag_news,train,2,test,153,-17.1103,1.53777,11.8051
ag_news,train,2,test,154,-15.3896,0.159248,12.3892
ag_news,train,2,test,155,-12.4943,0.978427,9.18855
ag_news,train,2,test,156,-16.7666,-0.250112,11.2253
ag_news,train,2,test,157,-16.2577,1.92425,10.9824
ag_news,train,2,test,158,-16.6978,-1.90969,9.63929
ag_news,train,2,test,159,-17.1125,0.708898,9.97369
ag_news,train,2,test,160,-15.7274,2.10281,14.0568
ag_news,train,2,test,161,-11.6318,-1.20154,12.3487
ag_news,train,2,test,162,-13.7431,0.641004,14.7229
ag_news,train,2,test,163,-13.1782,0.905564,11.4456
ag_news,train,2,test,164,-15.3434,0.351538,11.1159
ag_news,train,2,test,165,-16.2844,0.0129176,10.9665
ag_news,train,2,test,166,-13.7058,0.496314,10.7354
ag_news,train,2,test,167,-17.0544,-2.24159,8.76945
ag_news,train,2,test,168,-16.1831,1.09331,11.3378
ag_news,train,2,test,169,-12.3254,2.42396,9.26065
ag_news,train,3,train,0,-19.4782,-1.9784,10.5349
ag_news,train,3,train,1,-20.5261,-4.26943,10.3304
ag_news,train,3,train,2,-17.732,0.750009,10.0032
ag_news,train,3,train,3,-19.6051,-0.250831,11.7347
ag_news,train,3,train,4,-21.684,-4.38495,11.7406
ag_news,train,3,train,5,-17.8142,-1.41857,11.3647
ag_news,train,3,train,6,-20.5075,-3.6351,9.20851
ag_news,train,3,train,7,-22.721,-0.755618,15.8507
ag_news,train,3,train,8,-19.5634,1.04534,12.9187
ag_news,train,3,train,9,-19.9097,-1.3567,12.9386
ag_news,train,3,train,10,-19.0093,-0.387816,10.1086
ag_news,train,3,train,11,-18.8075,-1.21985,12.4775
ag_news,train,3,train,12,-18.5242,1.38994,13.4504
ag_news,train,3,train,13,-24.0053,-2.74418,12.3845
ag_news,train,3,train,14,-18.1535,0.996199,10.0302
ag_news,train,3,train,15,-20.7448,-2.32729,13.6212
ag_news,train,3,train,16,-18.5987,-2.02344,11.1693
ag_news,train,3,train,17,-19.2899,-2.4489,11.3324
ag_news,train,3,train,18,-18.4489,0.897954,13.8055
ag_news,train,3,train,19,-19.8391,1.47173,15.7638
ag_news,train,3,train,20,-21.0283,-2.17645,11.4665
ag_news,train,3,train,21,-21.0261,-1.24331,12.037
ag_news,train,3,train,22,-19.0684,-2.45632,13.2477
ag_news,train,3,train,23,-19.6519,0.523,15.9751
ag_news,train,3,train,24,-19.2016,-0.918825,16.1964
ag_news,train,3,train,25,-19.5233,0.812244,14.0432
ag_news,train,3,train,26,-19.7076,-3.05319,8.71149
ag_news,train,3,train,27,-19.8625,-0.944032,12.5092
ag_news,train,3,train,28,-16.6715,-1.42997,10.6427
ag_news,train,3,train,29,-19.4974,0.00580437,12.6733
ag_news,train,3,train,30,-22.5493,-2.47903,11.5143
ag_news,train,3,train,31,-18.5825,0.268839,12.9902
ag_news,train,3,train,32,-18.9797,-0.995246,14.3097
ag_news,train,3,train,33,-21.7788,-2.19766,13.1095
ag_news,train,3,train,34,-18.5411,0.144092,13.6563
ag_news,train,3,train,35,-17.2274,0.12236,10.4292
ag_news,train,3,train,36,-19.5754,0.827549,14.8147
ag_news,train,3,train,37,-18.7045,-3.01508,12.3411
ag_news,train,3,train,38,-19.3441,-0.75346,11.1634
ag_news,train,3,train,39,-15.3588,-1.45967,10.1382
ag_news,train,3,train,40,-19.0336,-2.27344,11.2265
ag_news,train,3,train,41,-19.8379,1.43002,14.4928
ag_news,train,3,train,42,-19.9061,-1.52506,13.5215
ag_news,train,3,train,43,-20.3764,-0.479005,12.052
ag_news,train,3,train,44,-19.477,-3.05802,11.3203
ag_news,train,3,train,45,-18.2558,0.0632467,12.4647
ag_news,train,3,train,46,-20.2965,-2.68692,11.45
ag_news,train,3,train,47,-18.993,-1.32306,12.4583
ag_news,train,3,train,48,-17.616,-1.21298,11.544
ag_news,train,3,train,49,-21.6821,-2.76639,10.3288
ag_news,train,3,train,50,-19.8215,-1.72453,12.3418
ag_news,train,3,train,51,-19.1905,-0.901935,15.2252
ag_news,train,3,train,52,-17.2622,-0.412073,9.84247
ag_news,train,3,train,53,-21.3809,-0.128715,15.0969
ag_news,train,3,train,54,-18.7259,-0.39535,11.505
ag_news,train,3,train,55,-19.1657,-0.0893493,12.3193
ag_news,train,3,train,56,-20.5034,0.553153,11.7181
ag_news,train,3,train,57,-19.3143,-2.23682,11.7427
ag_news,train,3,train,58,-21.145,-3.2925,12.0548
ag_news,train,3,train,59,-19.9505,-0.190963,10.006
ag_news,train,3,train,60,-18.2033,-2.17827,13.1374
ag_news,train,3,train,61,-19.8648,-0.755285,12.8628
ag_news,train,3,train,62,-18.7449,-3.06232,9.43111
ag_news,train,3,train,63,-15.6678,0.639787,11.7985
ag_news,train,3,train,64,-13.6494,1.17976,12.8211
ag_news,train,3,train,65,-18.1483,0.292916,9.9042
ag_news,train,3,train,66,-15.2292,-0.219554,13.0767
ag_news,train,3,train,67,-20.4762,-1.04245,9.48677
ag_news,train,3,train,68,-20.2456,-2.81325,12.9175
ag_news,train,3,train,69,-18.9598,-1.37316,12.579
ag_news,train,3,train,70,-18.5785,0.720716,15.0966
ag_news,train,3,train,71,-20.9795,-0.483978,11.8695
ag_news,train,3,train,72,-20.2443,-1.46279,11.0509
ag_news,train,3,train,73,-17.3637,-0.0559608,9.55496
ag_news,train,3,train,74,-18.9497,0.882257,12.6633
ag_news,train,3,train,75,-19.6295,-1.20671,8.87305
ag_news,train,3,train,76,-20.9767,-3.18861,10.549
ag_news,train,3,train,77,-19.1783,0.260505,15.9874
ag_news,train,3,train,78,-20.3335,0.395197,15.4177
ag_news,train,3,train,79,-16.9352,-0.764444,10.7523
ag_news,train,3,train,80,-19.1998,-0.621631,9.65968
ag_news,train,3,train,81,-17.7239,-0.215172,13.1641
ag_news,train,3,train,82,-20.141,0.286567,13.3758
ag_news,train,3,train,83,-17.2492,-0.77485,13.8283
ag_news,train,3,train,84,-20.0989,0.411774,16.8739
ag_news,train,3,train,85,-20.5446,0.271886,15.7426
ag_news,train,3,train,86,-18.9716,-1.02999,11.5363
ag_news,train,3,train,87,-21.3188,-1.50958,10.4737
ag_news,train,3,train,88,-20.2742,-3.70757,10.6096
ag_news,train,3,train,89,-18.7874,-1.02499,11.8932
ag_news,train,3,train,90,-19.2988,-0.309075,13.2113
ag_news,train,3,train,91,-18.536,-0.860227,11.47
ag_news,train,3,train,92,-17.1096,-0.909376,9.07151
ag_news,train,3,train,93,-20.4879,0.381106,16.4276
ag_news,train,3,train,94,-18.8089,-0.44589,11.6225
ag_news,train,3,train,95,-19.7484,-1.26226,10.5707
ag_news,train,3,train,96,-19.3906,0.183441,10.5992
ag_news,train,3,train,97,-19.7106,0.306549,15.171
ag_news,train,3,train,98,-17.1989,0.0166764,12.2389
ag_news,train,3,train,99,-19.6509,-3.51566,11.6884
ag_news,train,3,train,100,-19.4613,-1.13381,11.3963
ag_news,train,3,train,101,-20.207,-1.06109,12.7861
ag_news,train,3,train,102,-16.8043,0.148557,16.4177
ag_news,train,3,train,103,-22.7014,-2.18537,10.5368
ag_news,train,3,train,104,-20.5233,-2.17504,10.6297
ag_news,train,3,train,105,-18.4415,0.59858,14.9972
ag_news,train,3,train,106,-18.7548,-1.38772,12.1096
ag_news,train,3,train,107,-20.8949,-3.52418,11.2138
ag_news,train,3,train,108,-18.6888,2.61312,16.1866
ag_news,train,3,train,109,-19.8098,-1.99061,12.0196
ag_news,train,3,train,110,-19.7812,-2.75536,10.8318
ag_news,train,3,train,111,-19.7772,0.0405023,15.051
ag_news,train,3,train,112,-20.7769,-1.60328,9.89922
ag_news,train,3,train,113,-16.5651,-2.18526,9.33261
ag_news,train,3,train,114,-21.9677,0.69445,15.7973
ag_news,train,3,train,115,-19.157,-0.532303,13.1585
ag_news,train,3,train,116,-20.1875,0.000818355,10.745
ag_news,train,3,train,117,-20.0748,-2.07007,12.92
ag_news,train,3,train,118,-19.5812,0.462253,12.8295
ag_news,train,3,train,119,-20.9394,-1.33297,14.4364
ag_news,train,3,train,120,-19.2236,-1.12827,11.7957
ag_news,train,3,train,121,-19.0043,-0.936936,13.2063
ag_news,train,3,train,122,-19.3671,-0.398376,12.9065
ag_news,train,3,train,123,-21.0979,-2.43043,11.9054
ag_news,train,3,train,124,-19.1232,-0.797891,12.9703
ag_news,train,3,train,125,-20.848,1.16087,15.0087
ag_news,train,3,train,126,-19.3401,-2.93531,10.3348
ag_news,train,3,train,127,-19.2776,-1.50721,10.7638
ag_news,train,3,train,128,-18.1292,0.502581,13.4633
ag_news,train,3,train,129,-17.8787,-0.355505,10.5469
ag_news,train,3,test,130,-21.3076,-4.51521,11.4462
