icl_example_index,token_role,k,feature_dim,target_dim,best_alpha,cv_mse,train_sample_count,test_sample_count,train_mse,test_mse,train_mean_squared_l2,test_mean_squared_l2
4,pre_label_token,1,2,2,0.31622776601683794,28.53834982065054,2600,1170,22.14830780029297,15.206880569458008,44.29661560058594,30.413761138916016
4,pre_label_token,2,4,4,10.0,28.493826904296874,2600,1170,20.164684295654297,12.692434310913086,80.65873718261719,50.769737243652344
4,pre_label_token,3,6,6,1.0,24.334509965945514,2600,1170,14.67619514465332,11.750527381896973,88.05716705322266,70.50316619873047
4,pre_label_token,4,8,8,31.622776601683793,24.76581094595102,2600,1170,13.19351577758789,9.09165096282959,105.54811096191406,72.73320770263672
4,pre_label_token,5,10,10,316.22776601683796,31.369500150240384,2600,1170,10.666958808898926,6.890560150146484,106.66959381103516,68.90560150146484
4,pre_label_token,6,12,12,316.22776601683796,25.216546208308294,2600,1170,8.913026809692383,7.308069705963135,106.9563217163086,87.69682312011719
4,pre_label_token,7,14,14,316.22776601683796,28.064120369376717,2600,1170,8.138853073120117,7.265499591827393,113.94395446777344,101.71699523925781
4,pre_label_token,8,16,16,316.22776601683796,25.575062490609977,2600,1170,6.812398433685303,7.021490097045898,108.9983901977539,112.34384155273438
4,pre_label_token,9,18,18,316.22776601683796,26.11368873530983,2600,1170,6.411637306213379,7.479467868804932,115.40946960449219,134.6304168701172
4,pre_label_token,10,20,20,316.22776601683796,28.845583852914665,2600,1170,6.127243518829346,6.52968692779541,122.54486846923828,130.59373474121094
4,first_label_token,1,2,2,10.0,28.514508338341347,2600,1170,22.530311584472656,12.774235725402832,45.06062316894531,25.548471450805664
4,first_label_token,2,4,4,31.622776601683793,31.036255587064304,2600,1170,21.559234619140625,14.416669845581055,86.2369384765625,57.66667938232422
4,first_label_token,3,6,6,100.0,27.537954414563302,2600,1170,16.660993576049805,12.023375511169434,99.96595001220703,72.14025115966797
4,first_label_token,4,8,8,10.0,28.79562016413762,2600,1170,15.614954948425293,11.721283912658691,124.91963958740234,93.7702865600586
4,first_label_token,5,10,10,0.01,24.661646747295674,2600,1170,12.176633834838867,9.869739532470703,121.76631927490234,98.69739532470703
4,first_label_token,6,12,12,1000.0,31.49009743714944,2600,1170,14.217541694641113,9.349458694458008,170.61050415039062,112.19351196289062
4,first_label_token,7,14,14,1000.0,32.07831726744935,2600,1170,12.536136627197266,8.541251182556152,175.50592041015625,119.57752227783203
4,first_label_token,8,16,16,1000.0,30.91749253493089,2600,1170,10.394119262695312,7.828474044799805,166.30593872070312,125.25558471679688
4,first_label_token,9,18,18,1000.0,28.498130321013623,2600,1170,9.070291519165039,7.40185546875,163.26524353027344,133.2333984375
4,first_label_token,10,20,20,1000.0,30.55983830378606,2600,1170,8.276165008544922,6.8596696853637695,165.52330017089844,137.19337463378906
4,last_label_token,1,2,2,0.01,33.077109375,2600,1170,26.527177810668945,23.558046340942383,53.05435562133789,47.11609649658203
4,last_label_token,2,4,4,100.0,30.916790395883414,2600,1170,21.43027114868164,16.249387741088867,85.72108459472656,64.99755096435547
4,last_label_token,3,6,6,316.22776601683796,28.20130159818209,2600,1170,17.790666580200195,11.763880729675293,106.74400329589844,70.58329010009766
4,last_label_token,4,8,8,100.0,26.992697096604566,2600,1170,15.092517852783203,12.188480377197266,120.74014282226562,97.50784301757812
4,last_label_token,5,10,10,31.622776601683793,24.508700646033653,2600,1170,11.443307876586914,9.832250595092773,114.43307495117188,98.32250213623047
4,last_label_token,6,12,12,316.22776601683796,29.93129111265525,2600,1170,9.81705093383789,9.803869247436523,117.80461883544922,117.64644622802734
4,last_label_token,7,14,14,1000.0,29.652795852828813,2600,1170,11.136189460754395,8.742337226867676,155.90664672851562,122.39270782470703
4,last_label_token,8,16,16,1000.0,28.216244107759916,2600,1170,9.180360794067383,7.539780139923096,146.8857879638672,120.63648223876953
4,last_label_token,9,18,18,316.22776601683796,23.843072781032987,2600,1170,5.9330596923828125,6.528719902038574,106.79507446289062,117.51696014404297
4,last_label_token,10,20,20,1000.0,28.761986647385818,2600,1170,7.519558429718018,6.394704818725586,150.3911590576172,127.89409637451172
