task,arm,row,k,op,start_layer,mean_delta_all,sem_all,n_all,mean_delta_test40,sem_test40,n_test40
word_length,pcasub_matched_k0_zero,cue1,0,zero,0,0.01667633466422558,0.0029682681800376636,170,0.012941104359924793,0.007083618921208115,40
word_length,pcasub_matched_k0_zero,cue1,0,zero,1,0.00525260204449296,0.002592796405383617,170,0.005348059348762035,0.00568518385810727,40
word_length,pcasub_matched_k0_zero,cue1,0,zero,2,-0.007706457749009132,0.0016847240870068586,170,-0.012334087863564491,0.0025514808124122127,40
word_length,pcasub_matched_k0_zero,cue1,0,zero,3,-0.008152670226991177,0.0017102121615936233,170,-0.012373504228889942,0.0026011876308482894,40
word_length,pcasub_matched_k0_zero,cue1,0,zero,4,-0.002736920490860939,0.0017998394976510845,170,-0.008846458978950977,0.00275823718042683,40
word_length,pcasub_matched_k0_zero,cue1,0,zero,5,-0.0006367774331010878,0.0015677056601276175,170,-0.0051897792145609856,0.0024798580280687267,40
word_length,pcasub_matched_k0_zero,cue1,0,zero,6,0.0018350391183048487,0.0013154372222603833,170,-0.004471608903259039,0.0021907313201927968,40
word_length,pcasub_matched_k0_zero,cue1,0,zero,7,0.0034483950585126877,0.0011862293342475324,170,-0.00275612180121243,0.0018338583166014305,40
word_length,pcasub_matched_k0_zero,cue1,0,zero,8,0.0024903789162635803,0.0010724963639686129,170,-0.0037296235095709562,0.0016343237769547297,40
word_length,pcasub_matched_k0_zero,cue1,0,zero,9,0.0020476293284446,0.0010346941843277333,170,-0.0026282339822500944,0.0017588993223298507,40
word_length,pcasub_matched_k0_zero,cue1,0,zero,10,0.001235879841260612,0.0009439879104942076,170,-0.0018604665528982878,0.0016376663188490538,40
word_length,pcasub_matched_k0_zero,cue1,0,zero,11,0.002406874904409051,0.0008656580993896401,170,-0.0006053149700164795,0.0016684461539483633,40
word_length,pcasub_matched_k0_zero,cue1,0,zero,12,-0.0005256618023850024,0.0006489417505387372,170,-0.003503096057102084,0.0014681095161608465,40
word_length,pcasub_matched_k0_zero,cue1,0,zero,13,0.0005495499353855848,0.0003561047880018043,170,-0.00013679265975952148,0.0007914971776792225,40
