task,arm,row,k,op,start_layer,mean_delta_all,sem_all,n_all,mean_delta_test40,sem_test40,n_test40
synonym,pcasub_matched_k0_zero,cue1,0,zero,0,0.01867121458053589,0.008230354214812599,170,0.033099450170993805,0.015294738967405283,40
synonym,pcasub_matched_k0_zero,cue1,0,zero,1,0.01876075752079487,0.008175340031189783,170,0.032738566398620605,0.015222038570762458,40
synonym,pcasub_matched_k0_zero,cue1,0,zero,2,0.01577772945165634,0.007524722480640171,170,0.02387060597538948,0.014989964645679638,40
synonym,pcasub_matched_k0_zero,cue1,0,zero,3,0.0015418360708281398,0.005417106785859672,170,0.008551502600312233,0.010666554649731385,40
synonym,pcasub_matched_k0_zero,cue1,0,zero,4,-0.004743197467178106,0.004135341850864366,170,-0.008788001723587513,0.008657291002470608,40
synonym,pcasub_matched_k0_zero,cue1,0,zero,5,-0.012121043168008327,0.004105251879875037,170,-0.01310922484844923,0.008147858107867865,40
synonym,pcasub_matched_k0_zero,cue1,0,zero,6,-0.007685244083404541,0.003015999730102292,170,-0.008003818802535534,0.0052330025405862525,40
synonym,pcasub_matched_k0_zero,cue1,0,zero,7,-0.004661817569285631,0.002923121509168019,170,-0.00424544233828783,0.00534219862351875,40
synonym,pcasub_matched_k0_zero,cue1,0,zero,8,-0.004695843439549208,0.0026671787542401587,170,-0.00439485302194953,0.004656123308761342,40
synonym,pcasub_matched_k0_zero,cue1,0,zero,9,0.0010886052623391151,0.002293023847963439,170,0.00015583037748001516,0.0038090399347464115,40
synonym,pcasub_matched_k0_zero,cue1,0,zero,10,-0.00020179888815619051,0.0020175660694061173,170,-0.0005378544447012246,0.0034471489215452435,40
synonym,pcasub_matched_k0_zero,cue1,0,zero,11,-0.002128666266798973,0.0013850928165063136,170,-0.0037806392647325993,0.0027778597965187313,40
synonym,pcasub_matched_k0_zero,cue1,0,zero,12,-0.0021448086481541395,0.0011860450469610546,170,-0.004697876982390881,0.002324524735848587,40
