icl_example_index,token_role,k,feature_dim,target_dim,train_sample_count,test_sample_count,train_mse,test_mse,train_mean_squared_l2,test_mean_squared_l2
3,pre_label_token,1,2,2,2600,1170,24.74170684814453,14.896644592285156,49.48341369628906,29.793289184570312
3,pre_label_token,2,4,4,2600,1170,22.600595474243164,13.309882164001465,90.40238189697266,53.23952865600586
3,pre_label_token,3,6,6,2600,1170,16.8949031829834,12.411757469177246,101.36942291259766,74.47054290771484
3,pre_label_token,4,8,8,2600,1170,15.621247291564941,11.271956443786621,124.96997833251953,90.17565155029297
3,pre_label_token,5,10,10,2600,1170,9.74661922454834,10.784836769104004,97.4661865234375,107.8483657836914
3,pre_label_token,6,12,12,2600,1170,8.016146659851074,9.890942573547363,96.19375610351562,118.6913070678711
3,pre_label_token,7,14,14,2600,1170,7.804913520812988,10.062459945678711,109.26878356933594,140.8744354248047
3,pre_label_token,8,16,16,2600,1170,6.388169288635254,8.878789901733398,102.21070861816406,142.06063842773438
3,pre_label_token,9,18,18,2600,1170,6.051300525665283,9.598207473754883,108.92341613769531,172.76771545410156
3,pre_label_token,10,20,20,2600,1170,5.77950382232666,9.328154563903809,115.59007263183594,186.56309509277344
3,first_label_token,1,2,2,2600,1170,25.219554901123047,17.60403060913086,50.439109802246094,35.20806121826172
3,first_label_token,2,4,4,2600,1170,23.383241653442383,17.497596740722656,93.53296661376953,69.99038696289062
3,first_label_token,3,6,6,2600,1170,17.64303207397461,14.974693298339844,105.85820007324219,89.84815216064453
3,first_label_token,4,8,8,2600,1170,16.018997192382812,12.82151985168457,128.1519775390625,102.57215881347656
3,first_label_token,5,10,10,2600,1170,13.512310028076172,10.79574203491211,135.12310791015625,107.95741271972656
3,first_label_token,6,12,12,2600,1170,11.009598731994629,12.104912757873535,132.11517333984375,145.25894165039062
3,first_label_token,7,14,14,2600,1170,10.22729778289795,11.229571342468262,143.18214416503906,157.21400451660156
3,first_label_token,8,16,16,2600,1170,8.458184242248535,10.189315795898438,135.33094787597656,163.029052734375
3,first_label_token,9,18,18,2600,1170,7.363821983337402,9.008321762084961,132.54879760742188,162.1497802734375
3,first_label_token,10,20,20,2600,1170,6.425686359405518,7.959524631500244,128.51373291015625,159.19049072265625
3,last_label_token,1,2,2,2600,1170,28.772701263427734,27.983854293823242,57.54539489746094,55.967708587646484
3,last_label_token,2,4,4,2600,1170,22.02448081970215,20.077096939086914,88.0979232788086,80.30838775634766
3,last_label_token,3,6,6,2600,1170,17.38636589050293,15.300528526306152,104.31819915771484,91.80316162109375
3,last_label_token,4,8,8,2600,1170,15.062152862548828,13.441548347473145,120.49722290039062,107.53238677978516
3,last_label_token,5,10,10,2600,1170,11.98546314239502,10.677292823791504,119.8546371459961,106.7729263305664
3,last_label_token,6,12,12,2600,1170,9.087606430053711,11.816267013549805,109.05127716064453,141.7952117919922
3,last_label_token,7,14,14,2600,1170,8.446064949035645,10.255939483642578,118.24490356445312,143.58314514160156
3,last_label_token,8,16,16,2600,1170,6.856913089752197,8.642144203186035,109.71060180664062,138.27430725097656
3,last_label_token,9,18,18,2600,1170,6.0816545486450195,7.851957321166992,109.46977996826172,141.33523559570312
3,last_label_token,10,20,20,2600,1170,5.83727502822876,6.883373260498047,116.74549102783203,137.66746520996094
