layer,train_accuracy,test_accuracy,train_log_loss,test_log_loss
0,1.0,0.5009025270758123,0.0015632061431274887,0.830993304326225
1,1.0,0.5027075812274369,0.0016067932549509438,0.8392706952942253
2,1.0,0.5117328519855595,0.0015960218294736224,0.8131821219754376
3,1.0,0.5180505415162455,0.0016528779872245721,0.7848418978760746
4,1.0,0.5830324909747292,0.0016360622275085105,0.7245618677721353
5,1.0,0.7752707581227437,0.0015281685651805047,0.5130096290775699
6,1.0,0.8601083032490975,0.00143545973683908,0.3835289520779735
7,1.0,0.8953068592057761,0.0013421899126263568,0.2998696473958711
8,1.0,0.9476534296028881,0.0011570868937419549,0.1794303694683282
9,1.0,0.9620938628158845,0.0010606142257659692,0.13027560511489897
10,1.0,0.973826714801444,0.001024793669086339,0.11310775598102599
11,1.0,0.9810469314079422,0.0009670252682362806,0.0843826054154224
12,1.0,0.9828519855595668,0.0009689236673800403,0.07285037735123569
13,1.0,0.9819494584837545,0.0009468696549094988,0.0662777026927104
14,1.0,0.983754512635379,0.0009765816907900972,0.0682142766991622
15,1.0,0.9846570397111913,0.0009970558770149057,0.07310417153799749
16,1.0,0.9864620938628159,0.0010192631875697228,0.07526717504271402
17,1.0,0.983754512635379,0.0010417802057901303,0.08783432320101031
18,1.0,0.9828519855595668,0.0010538682370613548,0.09458042541979889
19,1.0,0.9819494584837545,0.0010640506054698411,0.10729273933146515
20,1.0,0.9810469314079422,0.0010733809958663842,0.1108450925258938
21,1.0,0.9792418772563177,0.0010829095311157052,0.11473189924013871
22,1.0,0.9774368231046932,0.0011061301482109085,0.12193411124868347
23,1.0,0.9756317689530686,0.0011166199996250127,0.12582997866859805
24,1.0,0.9720216606498195,0.0011141989738673941,0.1302141679211575
25,1.0,0.973826714801444,0.001112553437108674,0.13318078310940606
26,1.0,0.970216606498195,0.0011170111631875336,0.14208928046550168
27,1.0,0.9711191335740073,0.0011185354098569625,0.14515816399952608
28,1.0,0.9729241877256317,0.0011394951085424115,0.1494581125834343
