family,target,layer,alpha,n,success,lo,hi,target_rate,judge_ok,unscorable,margin,top1,unsteered,k4
py2_print,nat,24,4.0,40,0.25,0.1419,0.4019,0.325,0.7,0.65,9.192,0.075,0.175,0.665
py2_print,nat,26,2.0,40,0.25,0.1419,0.4019,0.3,0.95,0.7,10.1725,0.075,0.175,0.665
py2_print,nat,26,4.0,40,0.375,0.2422,0.5297,0.4,0.9,0.575,8.1144,0.075,0.175,0.665
py2_print,alt,24,2.0,40,0.225,0.1232,0.375,0.35,0.625,0.65,9.6387,1.0,0.05,0.72
py2_print,alt,24,4.0,40,0.325,0.2008,0.4798,0.375,0.775,0.625,15.4582,1.0,0.05,0.72
py2_print,alt,26,2.0,40,0.25,0.1419,0.4019,0.35,0.775,0.65,13.9958,1.0,0.05,0.72
py2_print,alt,26,4.0,40,0.2,0.105,0.3476,0.25,0.6,0.75,19.2898,1.0,0.05,0.72
trailing_commas,nat,24,2.0,40,0.45,0.3071,0.6017,0.475,0.85,0.425,2.85,0.55,0.175,0.73
trailing_commas,nat,24,4.0,40,0.175,0.0875,0.3195,0.2,0.8,0.525,5.2062,0.425,0.175,0.73
trailing_commas,nat,26,2.0,40,0.325,0.2008,0.4798,0.325,0.85,0.45,4.2516,0.55,0.175,0.73
trailing_commas,nat,26,4.0,40,0.225,0.1232,0.375,0.225,0.825,0.4,8.4113,0.25,0.175,0.73
trailing_commas,alt,24,2.0,40,0.525,0.375,0.6706,0.575,0.9,0.4,8.9781,0.575,0.45,0.665
trailing_commas,alt,24,4.0,40,0.5,0.352,0.648,0.55,0.85,0.425,10.7975,0.5,0.45,0.665
trailing_commas,alt,26,2.0,40,0.55,0.3983,0.6929,0.65,0.9,0.35,11.7691,0.55,0.45,0.665
trailing_commas,alt,26,4.0,40,0.65,0.4951,0.7787,0.75,0.825,0.25,14.452,0.55,0.45,0.665
js_arrow,nat,24,2.0,40,0.9,0.7695,0.9604,0.975,0.9,0.025,17.9258,0.55,0.8,0.66
js_arrow,nat,24,4.0,40,0.9,0.7695,0.9604,1.0,0.9,0.0,26.7517,0.525,0.8,0.66
js_arrow,nat,26,2.0,40,0.975,0.8712,0.9956,0.975,1.0,0.025,20.8238,0.55,0.8,0.66
js_arrow,nat,26,4.0,40,0.725,0.5716,0.8389,0.95,0.725,0.05,31.5102,0.525,0.8,0.66
js_arrow,alt,24,2.0,40,0.825,0.6805,0.9125,1.0,0.825,0.0,7.2031,1.0,0.0,0.71
js_arrow,alt,24,4.0,40,0.95,0.835,0.9862,1.0,0.95,0.0,11.7344,1.0,0.0,0.71
js_arrow,alt,26,2.0,40,0.85,0.7093,0.9294,1.0,0.85,0.0,7.1422,1.0,0.0,0.71
js_arrow,alt,26,4.0,40,0.85,0.7093,0.9294,1.0,0.85,0.0,12.0492,1.0,0.0,0.71
js_func_pascal,nat,24,2.0,40,0.375,0.2422,0.5297,0.5,0.825,0.5,8.8361,0.225,0.425,0.655
js_func_pascal,nat,24,4.0,40,0.425,0.2851,0.5781,0.5,0.825,0.475,10.5379,0.2,0.425,0.655
js_func_pascal,nat,26,2.0,40,0.275,0.1611,0.4284,0.375,0.6,0.45,8.4989,0.15,0.425,0.655
js_func_pascal,nat,26,4.0,40,0.0,0.0,0.0876,0.0,0.175,0.275,2.7197,0.0,0.425,0.655
js_func_pascal,alt,24,2.0,40,0.575,0.4219,0.7149,0.9,0.65,0.025,3.3359,0.2,0.0,0.705
js_func_pascal,alt,24,4.0,40,0.3,0.1807,0.4543,0.45,0.725,0.275,1.3186,0.125,0.0,0.705
js_func_pascal,alt,26,2.0,40,0.675,0.5202,0.7992,0.9,0.7,0.05,6.2666,0.2,0.0,0.705
js_func_pascal,alt,26,4.0,40,0.45,0.3071,0.6017,0.775,0.55,0.175,6.5446,0.175,0.0,0.705
py_is_none,nat,24,2.0,40,0.85,0.7093,0.9294,0.85,0.975,0.15,8.2937,0.975,0.175,0.76
py_is_none,nat,24,4.0,40,0.95,0.835,0.9862,0.975,0.975,0.025,16.1766,1.0,0.175,0.76
py_is_none,nat,26,2.0,40,0.875,0.7389,0.9454,0.9,0.95,0.1,13.1852,1.0,0.175,0.76
py_is_none,nat,26,4.0,40,0.85,0.7093,0.9294,0.95,0.9,0.05,25.8828,1.0,0.175,0.76
py_is_none,alt,24,2.0,40,0.05,0.0138,0.165,0.05,0.8,0.925,9.8867,0.85,0.025,0.655
py_is_none,alt,24,4.0,40,0.1,0.0396,0.2305,0.1,0.875,0.875,14.7638,0.95,0.025,0.655
py_is_none,alt,26,2.0,40,0.0,0.0,0.0876,0.0,0.725,0.9,12.5984,0.9,0.025,0.655
py_is_none,alt,26,4.0,40,0.175,0.0875,0.3195,0.2,0.85,0.775,16.748,0.825,0.025,0.655
js_strict_eq,nat,24,2.0,40,0.8,0.6524,0.895,0.825,0.975,0.175,11.4414,0.7,0.65,0.735
js_strict_eq,nat,24,4.0,40,0.85,0.7093,0.9294,0.9,0.925,0.075,18.7226,0.8,0.65,0.735
js_strict_eq,nat,26,2.0,40,0.85,0.7093,0.9294,0.925,0.925,0.075,17.7924,0.75,0.65,0.735
js_strict_eq,nat,26,4.0,40,0.825,0.6805,0.9125,0.875,0.95,0.125,28.5734,0.8,0.65,0.735
js_strict_eq,alt,24,2.0,40,0.675,0.5202,0.7992,0.725,0.9,0.125,4.2797,0.775,0.1,0.65
js_strict_eq,alt,24,4.0,40,0.85,0.7093,0.9294,0.925,0.925,0.05,8.6461,0.7,0.1,0.65
js_strict_eq,alt,26,2.0,40,0.8,0.6524,0.895,0.925,0.875,0.025,11.5984,0.8,0.1,0.65
js_strict_eq,alt,26,4.0,40,0.925,0.8014,0.9742,0.975,0.95,0.025,21.2848,0.725,0.1,0.65
py_join_concat,nat,24,2.0,40,0.6,0.446,0.7365,0.775,0.775,0.15,6.357,0.725,0.4,0.775
py_join_concat,nat,24,4.0,40,0.55,0.3983,0.6929,0.8,0.725,0.175,9.1828,0.725,0.4,0.775
py_join_concat,nat,26,2.0,40,0.6,0.446,0.7365,0.675,0.85,0.275,6.0391,0.7,0.4,0.775
py_join_concat,nat,26,4.0,40,0.65,0.4951,0.7787,0.775,0.825,0.15,9.1531,0.575,0.4,0.775
py_join_concat,alt,24,2.0,40,0.2,0.105,0.3476,0.25,0.85,0.625,6.7236,0.375,0.05,0.65
py_join_concat,alt,24,4.0,40,0.325,0.2008,0.4798,0.35,0.725,0.55,11.7002,0.35,0.05,0.65
py_join_concat,alt,26,2.0,40,0.15,0.0706,0.2907,0.2,0.675,0.55,6.2685,0.275,0.05,0.65
py_join_concat,alt,26,4.0,40,0.25,0.1419,0.4019,0.3,0.725,0.575,11.3589,0.3,0.05,0.65
js_semicolons,nat,24,2.0,40,0.825,0.6805,0.9125,0.9,0.925,0.075,6.9125,0.75,0.725,0.76
js_semicolons,nat,24,4.0,40,0.85,0.7093,0.9294,0.925,0.925,0.05,8.2391,0.725,0.725,0.76
js_semicolons,nat,26,2.0,40,0.55,0.3983,0.6929,0.675,0.875,0.025,10.0814,0.375,0.725,0.76
js_semicolons,nat,26,4.0,40,0.275,0.1611,0.4284,0.35,0.85,0.225,4.1888,0.05,0.725,0.76
js_semicolons,alt,24,2.0,40,0.675,0.5202,0.7992,0.7,0.95,0.125,2.2258,0.725,0.025,0.63
js_semicolons,alt,24,4.0,40,0.625,0.4703,0.7578,0.65,0.9,0.15,3.2094,0.7,0.025,0.63
js_semicolons,alt,26,2.0,40,0.5,0.352,0.648,0.625,0.725,0.2,11.3848,0.7,0.025,0.63
js_semicolons,alt,26,4.0,40,0.5,0.352,0.648,0.6,0.875,0.05,14.8876,0.3,0.025,0.63
comment_case,nat,24,2.0,40,0.225,0.1232,0.375,0.25,0.7,0.7,3.5346,0.125,0.225,0.63
comment_case,nat,24,4.0,40,0.125,0.0546,0.2611,0.2,0.575,0.625,1.8378,0.025,0.225,0.63
comment_case,nat,26,2.0,40,0.35,0.2213,0.5049,0.35,0.75,0.6,5.8465,0.25,0.225,0.63
comment_case,nat,26,4.0,40,0.0,0.0,0.0876,0.025,0.55,0.775,-2.9547,0.0,0.225,0.63
comment_case,alt,24,2.0,40,0.25,0.1419,0.4019,0.275,0.7,0.65,3.9879,0.05,0.025,0.615
comment_case,alt,24,4.0,40,0.175,0.0875,0.3195,0.175,0.65,0.8,6.7718,0.025,0.025,0.615
comment_case,alt,26,2.0,40,0.25,0.1419,0.4019,0.275,0.65,0.675,4.323,0.125,0.025,0.615
comment_case,alt,26,4.0,40,0.025,0.0044,0.1288,0.1,0.325,0.8,0.807,0.075,0.025,0.615
py_loop_vars,nat,24,2.0,40,0.35,0.2213,0.5049,0.45,0.675,0.375,12.5496,0.325,0.475,0.84
py_loop_vars,nat,24,4.0,40,0.025,0.0044,0.1288,0.05,0.525,0.525,15.4196,0.0,0.475,0.84
py_loop_vars,nat,26,2.0,40,0.45,0.3071,0.6017,0.6,0.65,0.2,13.471,0.35,0.475,0.84
py_loop_vars,nat,26,4.0,40,0.0,0.0,0.0876,0.0,0.5,0.4,11.0887,0.0,0.475,0.84
py_loop_vars,alt,24,2.0,40,0.625,0.4703,0.7578,0.85,0.725,0.075,0.3523,0.2,0.3,0.605
py_loop_vars,alt,24,4.0,40,0.75,0.5981,0.8581,0.95,0.775,0.05,2.0594,0.325,0.3,0.605
py_loop_vars,alt,26,2.0,40,0.475,0.3294,0.625,0.675,0.725,0.075,0.2109,0.175,0.3,0.605
py_loop_vars,alt,26,4.0,40,0.65,0.4951,0.7787,0.875,0.75,0.075,1.6672,0.45,0.3,0.605
py_paren_if,nat,24,2.0,40,0.6,0.446,0.7365,0.6,1.0,0.4,9.95,0.625,0.675,0.625
py_paren_if,nat,24,4.0,40,0.6,0.446,0.7365,0.6,0.95,0.4,9.3797,0.625,0.675,0.625
py_paren_if,nat,26,2.0,40,0.675,0.5202,0.7992,0.7,0.975,0.3,12.0529,0.675,0.675,0.625
py_paren_if,nat,26,4.0,40,0.475,0.3294,0.625,0.6,0.8,0.4,23.007,0.65,0.675,0.625
py_paren_if,alt,24,2.0,40,0.425,0.2851,0.5781,0.45,0.925,0.45,4.8938,0.975,0.0,0.595
py_paren_if,alt,24,4.0,40,0.375,0.2422,0.5297,0.4,0.925,0.4,8.0875,0.975,0.0,0.595
py_paren_if,alt,26,2.0,40,0.525,0.375,0.6706,0.575,0.925,0.325,7.3281,0.975,0.0,0.595
py_paren_if,alt,26,4.0,40,0.425,0.2851,0.5781,0.45,0.825,0.35,11.0313,0.975,0.0,0.595
py2_iter,nat,24,2.0,40,0.625,0.4703,0.7578,0.725,0.9,0.25,20.9697,0.65,0.6,0.845
py2_iter,nat,24,4.0,40,0.475,0.3294,0.625,0.55,0.675,0.425,28.8815,0.475,0.6,0.845
py2_iter,nat,26,2.0,40,0.7,0.5457,0.8193,0.825,0.875,0.125,22.413,0.7,0.6,0.845
py2_iter,nat,26,4.0,40,0.8,0.6524,0.895,0.85,0.9,0.15,33.3521,0.825,0.6,0.845
py2_iter,alt,24,2.0,40,0.75,0.5981,0.8581,0.8,0.9,0.175,4.3828,0.825,0.05,0.585
py2_iter,alt,24,4.0,40,0.7,0.5457,0.8193,0.875,0.775,0.1,8.7004,0.775,0.05,0.585
py2_iter,alt,26,2.0,40,0.675,0.5202,0.7992,0.875,0.8,0.075,5.8359,0.825,0.05,0.585
py2_iter,alt,26,4.0,40,0.7,0.5457,0.8193,0.95,0.7,0.05,11.6883,0.775,0.05,0.585
py_optional,nat,24,2.0,40,0.225,0.1232,0.375,0.225,0.875,0.75,3.9469,0.3,0.15,0.585
py_optional,nat,24,4.0,40,0.1,0.0396,0.2305,0.1,0.775,0.85,5.0645,0.3,0.15,0.585
py_optional,nat,26,2.0,40,0.15,0.0706,0.2907,0.175,0.675,0.775,4.5992,0.4,0.15,0.585
py_optional,nat,26,4.0,40,0.175,0.0875,0.3195,0.175,0.85,0.8,5.6695,0.6,0.15,0.585
py_optional,alt,24,2.0,40,0.2,0.105,0.3476,0.2,0.775,0.725,-1.1313,0.2,0.075,0.64
py_optional,alt,24,4.0,40,0.225,0.1232,0.375,0.225,0.8,0.775,0.7594,0.225,0.075,0.64
py_optional,alt,26,2.0,40,0.15,0.0706,0.2907,0.15,0.7,0.75,-1.0687,0.2,0.075,0.64
py_optional,alt,26,4.0,40,0.15,0.0706,0.2907,0.2,0.6,0.775,-0.0859,0.2,0.075,0.64
num_separators,nat,24,2.0,40,0.325,0.2008,0.4798,0.375,0.625,0.6,13.4889,0.725,0.35,0.76
num_separators,nat,24,4.0,40,0.35,0.2213,0.5049,0.4,0.8,0.6,18.1134,0.9,0.35,0.76
num_separators,nat,26,2.0,40,0.375,0.2422,0.5297,0.475,0.675,0.525,20.7739,0.825,0.35,0.76
num_separators,nat,26,4.0,40,0.35,0.2213,0.5049,0.45,0.7,0.55,30.6391,0.925,0.35,0.76
num_separators,alt,24,2.0,40,0.35,0.2213,0.5049,0.375,0.625,0.575,1.6453,0.575,0.0,0.565
num_separators,alt,24,4.0,40,0.6,0.446,0.7365,0.65,0.725,0.35,4.2141,0.9,0.0,0.565
num_separators,alt,26,2.0,40,0.4,0.2635,0.554,0.5,0.675,0.475,3.8297,0.825,0.0,0.565
num_separators,alt,26,4.0,40,0.625,0.4703,0.7578,0.8,0.725,0.2,7.2266,1.0,0.0,0.565
py_literal_ctor,nat,24,2.0,40,0.675,0.5202,0.7992,0.825,0.825,0.175,11.1398,0.85,0.35,0.565
py_literal_ctor,nat,24,4.0,40,0.875,0.7389,0.9454,0.975,0.9,0.025,14.7369,0.85,0.35,0.565
py_literal_ctor,nat,26,2.0,40,0.725,0.5716,0.8389,0.8,0.925,0.2,17.0917,0.825,0.35,0.565
py_literal_ctor,nat,26,4.0,40,0.85,0.7093,0.9294,0.95,0.875,0.05,24.1812,0.875,0.35,0.565
py_literal_ctor,alt,24,2.0,40,0.65,0.4951,0.7787,0.75,0.775,0.2,10.4664,0.925,0.05,0.605
py_literal_ctor,alt,24,4.0,40,0.7,0.5457,0.8193,0.9,0.775,0.1,20.1592,0.975,0.05,0.605
py_literal_ctor,alt,26,2.0,40,0.725,0.5716,0.8389,0.775,0.875,0.175,13.9018,0.975,0.05,0.605
py_literal_ctor,alt,26,4.0,40,0.725,0.5716,0.8389,0.9,0.775,0.05,26.3027,0.9,0.05,0.605
line_wrap,nat,24,2.0,40,0.775,0.625,0.8768,0.9,0.85,0.05,2.8844,0.975,0.0,0.69
line_wrap,nat,24,4.0,40,0.7,0.5457,0.8193,0.95,0.75,0.05,6.7039,1.0,0.0,0.69
line_wrap,nat,26,2.0,40,0.775,0.625,0.8768,0.925,0.85,0.025,3.6375,0.975,0.0,0.69
line_wrap,nat,26,4.0,40,0.825,0.6805,0.9125,0.95,0.85,0.05,6.3117,0.975,0.0,0.69
line_wrap,alt,24,2.0,40,0.85,0.7093,0.9294,0.9,0.95,0.1,26.6706,0.975,0.875,0.555
line_wrap,alt,24,4.0,40,0.875,0.7389,0.9454,0.925,0.95,0.075,34.9797,0.975,0.875,0.555
line_wrap,alt,26,2.0,40,0.825,0.6805,0.9125,0.925,0.875,0.075,30.2164,0.975,0.875,0.555
line_wrap,alt,26,4.0,40,0.55,0.3983,0.6929,0.65,0.9,0.35,39.1531,0.8,0.875,0.555
py_comprehension,nat,24,2.0,40,0.6,0.446,0.7365,0.65,0.925,0.325,15.1078,0.825,0.35,0.665
py_comprehension,nat,24,4.0,40,0.625,0.4703,0.7578,0.8,0.75,0.175,22.0994,0.9,0.35,0.665
py_comprehension,nat,26,2.0,40,0.65,0.4951,0.7787,0.775,0.825,0.175,18.9449,0.85,0.35,0.665
py_comprehension,nat,26,4.0,40,0.725,0.5716,0.8389,0.85,0.8,0.1,28.0312,0.9,0.35,0.665
py_comprehension,alt,24,2.0,40,0.725,0.5716,0.8389,0.8,0.875,0.2,8.55,0.975,0.125,0.555
py_comprehension,alt,24,4.0,40,0.8,0.6524,0.895,0.85,0.925,0.15,14.4396,0.95,0.125,0.555
py_comprehension,alt,26,2.0,40,0.75,0.5981,0.8581,0.775,0.95,0.2,9.018,0.95,0.125,0.555
py_comprehension,alt,26,4.0,40,0.7,0.5457,0.8193,0.8,0.875,0.175,14.3725,0.975,0.125,0.555
blank_lines,nat,24,2.0,40,0.475,0.3294,0.625,0.7,0.675,0.25,3.5906,0.925,0.05,0.495
blank_lines,nat,24,4.0,40,0.55,0.3983,0.6929,0.7,0.675,0.275,5.3078,0.825,0.05,0.495
blank_lines,nat,26,2.0,40,0.55,0.3983,0.6929,0.7,0.775,0.25,7.2344,1.0,0.05,0.495
blank_lines,nat,26,4.0,40,0.725,0.5716,0.8389,0.8,0.825,0.15,12.3469,1.0,0.05,0.495
blank_lines,alt,24,2.0,40,0.425,0.2851,0.5781,0.65,0.6,0.35,13.0328,1.0,0.625,0.49
blank_lines,alt,24,4.0,40,0.5,0.352,0.648,0.6,0.7,0.375,13.8797,0.875,0.625,0.49
blank_lines,alt,26,2.0,40,0.55,0.3983,0.6929,0.65,0.725,0.35,15.3969,0.9,0.625,0.49
blank_lines,alt,26,4.0,40,0.375,0.2422,0.5297,0.475,0.6,0.5,16.5247,0.4,0.625,0.49
comment_language,nat,24,2.0,40,0.35,0.2213,0.5049,0.4,0.725,0.6,9.1458,0.325,0.425,0.66
comment_language,nat,24,4.0,40,0.325,0.2008,0.4798,0.35,0.8,0.65,9.2406,0.25,0.425,0.66
comment_language,nat,26,2.0,40,0.1,0.0396,0.2305,0.225,0.45,0.775,7.228,0.15,0.425,0.66
comment_language,nat,26,4.0,40,0.0,0.0,0.0876,0.05,0.225,0.875,6.1461,0.0,0.425,0.66
comment_language,alt,24,2.0,40,0.025,0.0044,0.1288,0.025,0.65,0.85,4.7348,0.25,0.0,0.49
comment_language,alt,24,4.0,40,0.05,0.0138,0.165,0.05,0.575,0.725,3.1277,0.075,0.0,0.49
comment_language,alt,26,2.0,40,0.075,0.0258,0.1986,0.075,0.55,0.775,7.3238,0.225,0.0,0.49
comment_language,alt,26,4.0,40,0.0,0.0,0.0876,0.0,0.575,0.775,8.6446,0.025,0.0,0.49
php_array,nat,24,2.0,40,0.425,0.2851,0.5781,0.55,0.7,0.45,7.3703,0.625,0.225,0.49
php_array,nat,24,4.0,40,0.425,0.2851,0.5781,0.5,0.725,0.5,12.5963,0.625,0.225,0.49
php_array,nat,26,2.0,40,0.425,0.2851,0.5781,0.475,0.9,0.525,13.9106,0.675,0.225,0.49
php_array,nat,26,4.0,40,0.25,0.1419,0.4019,0.35,0.8,0.65,23.7141,0.5,0.225,0.49
php_array,alt,24,2.0,40,0.675,0.5202,0.7992,0.8,0.725,0.175,7.1512,0.9,0.075,0.68
php_array,alt,24,4.0,40,0.775,0.625,0.8768,0.9,0.825,0.075,12.2768,0.975,0.075,0.68
php_array,alt,26,2.0,40,0.8,0.6524,0.895,0.85,0.875,0.1,10.5991,0.975,0.075,0.68
php_array,alt,26,4.0,40,0.75,0.5981,0.8581,0.85,0.825,0.125,15.9804,0.975,0.075,0.68
js_var,nat,24,2.0,40,0.4,0.2635,0.554,0.475,0.725,0.475,10.6629,0.175,0.55,0.525
js_var,nat,24,4.0,40,0.475,0.3294,0.625,0.575,0.8,0.35,16.4943,0.175,0.55,0.525
js_var,nat,26,2.0,40,0.5,0.352,0.648,0.55,0.775,0.375,20.5684,0.125,0.55,0.525
js_var,nat,26,4.0,40,0.45,0.3071,0.6017,0.525,0.725,0.375,33.55,0.075,0.55,0.525
js_var,alt,24,2.0,40,0.275,0.1611,0.4284,0.375,0.65,0.325,8.1191,0.3,0.0,0.475
js_var,alt,24,4.0,40,0.325,0.2008,0.4798,0.4,0.675,0.375,14.0456,0.4,0.0,0.475
js_var,alt,26,2.0,40,0.4,0.2635,0.554,0.525,0.575,0.325,13.2962,0.725,0.0,0.475
js_var,alt,26,4.0,40,0.675,0.5202,0.7992,0.85,0.7,0.075,23.8281,1.0,0.0,0.475
bash_subst,nat,24,2.0,40,0.275,0.1611,0.4284,0.375,0.875,0.6,11.3742,0.35,0.225,0.535
bash_subst,nat,24,4.0,40,0.425,0.2851,0.5781,0.65,0.725,0.35,17.0626,0.675,0.225,0.535
bash_subst,nat,26,2.0,40,0.475,0.3294,0.625,0.675,0.75,0.325,18.4185,0.625,0.225,0.535
bash_subst,nat,26,4.0,40,0.55,0.3983,0.6929,0.875,0.65,0.1,27.3719,0.725,0.225,0.535
bash_subst,alt,24,2.0,40,0.175,0.0875,0.3195,0.225,0.775,0.725,5.1328,0.25,0.0,0.455
bash_subst,alt,24,4.0,40,0.3,0.1807,0.4543,0.575,0.6,0.425,10.3812,0.575,0.0,0.455
bash_subst,alt,26,2.0,40,0.325,0.2008,0.4798,0.55,0.725,0.35,9.6254,0.4,0.0,0.455
bash_subst,alt,26,4.0,40,0.35,0.2213,0.5049,0.675,0.525,0.3,16.1849,0.8,0.0,0.455
float_literals,nat,24,2.0,40,0.6,0.446,0.7365,0.65,0.925,0.35,12.9484,0.75,0.5,0.53
float_literals,nat,24,4.0,40,0.55,0.3983,0.6929,0.575,0.975,0.425,16.0423,0.825,0.5,0.53
float_literals,nat,26,2.0,40,0.625,0.4703,0.7578,0.675,0.925,0.325,16.4379,0.775,0.5,0.53
float_literals,nat,26,4.0,40,0.75,0.5981,0.8581,0.775,0.925,0.225,19.3007,0.85,0.5,0.53
float_literals,alt,24,2.0,40,0.275,0.1611,0.4284,0.325,0.775,0.475,-0.1437,0.2,0.025,0.44
float_literals,alt,24,4.0,40,0.2,0.105,0.3476,0.225,0.775,0.75,2.2,0.15,0.025,0.44
float_literals,alt,26,2.0,40,0.35,0.2213,0.5049,0.375,0.75,0.5,2.1687,0.575,0.025,0.44
float_literals,alt,26,4.0,40,0.225,0.1232,0.375,0.3,0.65,0.675,4.1922,0.3,0.025,0.44
py_abbrev,nat,24,2.0,40,0.125,0.0546,0.2611,0.125,0.825,0.4,3.6913,0.075,0.15,0.44
py_abbrev,nat,24,4.0,40,0.2,0.105,0.3476,0.25,0.8,0.375,6.7242,0.05,0.15,0.44
py_abbrev,nat,26,2.0,40,0.225,0.1232,0.375,0.25,0.875,0.5,5.0573,0.1,0.15,0.44
py_abbrev,nat,26,4.0,40,0.225,0.1232,0.375,0.225,0.95,0.425,8.3298,0.2,0.15,0.44
py_abbrev,alt,24,2.0,40,0.55,0.3983,0.6929,0.575,0.925,0.35,3.9182,0.125,0.425,0.585
py_abbrev,alt,24,4.0,40,0.55,0.3983,0.6929,0.6,0.875,0.3,6.122,0.125,0.425,0.585
py_abbrev,alt,26,2.0,40,0.6,0.446,0.7365,0.6,0.975,0.375,6.7377,0.15,0.425,0.585
py_abbrev,alt,26,4.0,40,0.4,0.2635,0.554,0.45,0.85,0.45,10.9458,0.2,0.425,0.585
py_ternary,nat,24,2.0,40,0.15,0.0706,0.2907,0.15,0.925,0.6,-0.7469,0.2,0.125,0.435
py_ternary,nat,24,4.0,40,0.15,0.0706,0.2907,0.2,0.925,0.65,0.9109,0.175,0.125,0.435
py_ternary,nat,26,2.0,40,0.125,0.0546,0.2611,0.125,0.95,0.65,0.207,0.175,0.125,0.435
py_ternary,nat,26,4.0,40,0.15,0.0706,0.2907,0.15,0.9,0.75,2.682,0.15,0.125,0.435
py_ternary,alt,24,2.0,40,0.25,0.1419,0.4019,0.275,0.975,0.625,3.7266,0.4,0.25,0.575
py_ternary,alt,24,4.0,40,0.35,0.2213,0.5049,0.425,0.875,0.5,4.7406,0.475,0.25,0.575
py_ternary,alt,26,2.0,40,0.325,0.2008,0.4798,0.35,0.9,0.625,4.2266,0.4,0.25,0.575
py_ternary,alt,26,4.0,40,0.375,0.2422,0.5297,0.4,0.875,0.55,5.4422,0.65,0.25,0.575
py_not_in,nat,24,2.0,40,0.5,0.352,0.648,0.55,0.9,0.45,13.0691,0.65,0.45,0.56
py_not_in,nat,24,4.0,40,0.475,0.3294,0.625,0.5,0.85,0.5,15.1712,0.675,0.45,0.56
py_not_in,nat,26,2.0,40,0.425,0.2851,0.5781,0.425,0.925,0.575,13.519,0.65,0.45,0.56
py_not_in,nat,26,4.0,40,0.4,0.2635,0.554,0.425,0.775,0.575,14.3118,0.65,0.45,0.56
py_not_in,alt,24,2.0,40,0.25,0.1419,0.4019,0.25,0.925,0.7,5.5562,0.875,0.0,0.43
py_not_in,alt,24,4.0,40,0.35,0.2213,0.5049,0.35,0.975,0.625,9.0437,0.9,0.0,0.43
py_not_in,alt,26,2.0,40,0.275,0.1611,0.4284,0.3,0.925,0.7,5.7297,0.875,0.0,0.43
py_not_in,alt,26,4.0,40,0.275,0.1611,0.4284,0.275,0.9,0.725,8.7578,0.9,0.0,0.43
py_with_open,nat,24,2.0,40,0.325,0.2008,0.4798,0.5,0.75,0.5,13.2516,0.9,0.0,0.415
py_with_open,nat,24,4.0,40,0.375,0.2422,0.5297,0.625,0.625,0.35,14.5828,0.975,0.0,0.415
py_with_open,nat,26,2.0,40,0.25,0.1419,0.4019,0.6,0.6,0.4,15.2078,0.975,0.0,0.415
py_with_open,nat,26,4.0,40,0.55,0.3983,0.6929,0.85,0.675,0.15,16.7277,0.975,0.0,0.415
py_with_open,alt,24,2.0,40,0.0,0.0,0.0876,0.0,0.175,0.975,4.7977,0.0,0.0,0.74
py_with_open,alt,24,4.0,40,0.025,0.0044,0.1288,0.025,0.3,0.975,4.0044,0.0,0.0,0.74
py_with_open,alt,26,2.0,40,0.025,0.0044,0.1288,0.025,0.35,0.975,3.3803,0.0,0.0,0.74
py_with_open,alt,26,4.0,40,0.0,0.0,0.0876,0.025,0.275,0.95,19.269,0.0,0.0,0.74
py_private,nat,24,2.0,40,0.275,0.1611,0.4284,0.275,0.975,0.725,11.0437,0.775,0.1,0.435
py_private,nat,24,4.0,40,0.425,0.2851,0.5781,0.425,0.925,0.575,17.0521,0.975,0.1,0.435
py_private,nat,26,2.0,40,0.4,0.2635,0.554,0.4,0.975,0.6,14.8672,0.75,0.1,0.435
py_private,nat,26,4.0,40,0.5,0.352,0.648,0.525,0.925,0.45,24.3785,0.975,0.1,0.435
py_private,alt,24,2.0,40,0.35,0.2213,0.5049,0.375,0.975,0.6,6.0953,0.975,0.0,0.4
py_private,alt,24,4.0,40,0.55,0.3983,0.6929,0.6,0.9,0.4,9.643,1.0,0.0,0.4
py_private,alt,26,2.0,40,0.4,0.2635,0.554,0.4,0.9,0.575,12.7859,1.0,0.0,0.4
py_private,alt,26,4.0,40,0.475,0.3294,0.625,0.475,0.95,0.525,20.9851,1.0,0.0,0.4
