family,direction,context,target,k_ctx,arm,layer,alpha,cf_family,n,accuracy,ci_lo,ci_hi,style_only,context_style,unscorable,judge_ok,capped,n_positions,step3_genuine_k,step3_context_k
py_builtin_generics,alt2nat,alt,nat,1,alt2nat_top1,2,2.0,,113,0.451,0.363,0.543,0.504,0.009,0.487,0.903,0.372,7.4,0.257,0.788
py_builtin_generics,alt2nat,alt,nat,1,alt2nat_top2,3,2.0,,113,0.354,0.272,0.446,0.381,0.018,0.602,0.929,0.469,7.4,0.257,0.788
py_comprehension,nat2alt,nat,alt,1,base,0,0.0,,191,0.021,0.008,0.053,0.026,0.728,0.246,0.859,0.257,3.1,0.778,0.603
py_comprehension,nat2alt,nat,alt,1,nat2alt_top1,1,4.0,,191,0.126,0.086,0.18,0.634,0.115,0.251,0.325,0.325,3.1,0.778,0.603
py_comprehension,nat2alt,nat,alt,1,nat2alt_top2,0,4.0,,191,0.11,0.073,0.162,0.513,0.157,0.33,0.408,0.319,3.1,0.778,0.603
py_comprehension,alt2nat,alt,nat,1,base,0,0.0,,194,0.01,0.003,0.037,0.01,0.902,0.088,0.871,0.227,3.8,0.603,0.778
py_comprehension,alt2nat,alt,nat,1,alt2nat_top1,0,4.0,,194,0.16,0.115,0.218,0.34,0.103,0.557,0.407,0.309,3.8,0.603,0.778
py_comprehension,alt2nat,alt,nat,1,alt2nat_top2,11,4.0,,194,0.052,0.028,0.092,0.082,0.799,0.119,0.789,0.247,3.8,0.603,0.778
py_not_in,nat2alt,nat,alt,1,base,0,0.0,,155,0.103,0.065,0.161,0.116,0.413,0.471,0.877,0.303,1.0,0.329,0.409
py_not_in,nat2alt,nat,alt,1,nat2alt_top1,12,4.0,,155,0.09,0.055,0.146,0.123,0.368,0.51,0.8,0.323,1.0,0.329,0.409
py_not_in,nat2alt,nat,alt,1,nat2alt_top2,7,0.5,,155,0.084,0.05,0.138,0.09,0.374,0.535,0.8,0.31,1.0,0.329,0.409
py_not_in,alt2nat,alt,nat,1,base,0,0.0,,164,0.159,0.111,0.222,0.171,0.341,0.488,0.835,0.366,1.1,0.409,0.329
py_not_in,alt2nat,alt,nat,1,alt2nat_top1,8,4.0,,164,0.195,0.142,0.262,0.226,0.268,0.506,0.811,0.341,1.1,0.409,0.329
py_not_in,alt2nat,alt,nat,1,alt2nat_top2,13,4.0,,164,0.238,0.179,0.308,0.262,0.256,0.482,0.787,0.317,1.1,0.409,0.329
py_is_none,nat2alt,nat,alt,1,base,0,0.0,,114,0.0,0.0,0.033,0.0,0.561,0.439,0.912,0.281,1.0,0.439,0.561
py_is_none,nat2alt,nat,alt,1,nat2alt_top1,2,4.0,,114,0.395,0.31,0.486,0.439,0.105,0.456,0.833,0.272,1.0,0.439,0.561
py_is_none,nat2alt,nat,alt,1,nat2alt_top2,0,1.0,,114,0.456,0.368,0.548,0.491,0.044,0.465,0.868,0.263,1.0,0.439,0.561
py_is_none,alt2nat,alt,nat,1,base,0,0.0,,114,0.061,0.03,0.121,0.079,0.474,0.447,0.868,0.36,1.0,0.561,0.439
py_is_none,alt2nat,alt,nat,1,alt2nat_top1,6,2.0,,114,0.561,0.47,0.649,0.561,0.018,0.421,0.904,0.342,1.0,0.561,0.439
py_is_none,alt2nat,alt,nat,1,alt2nat_top2,5,4.0,,114,0.535,0.444,0.624,0.588,0.026,0.386,0.868,0.298,1.0,0.561,0.439
py_ternary,nat2alt,nat,alt,1,base,0,0.0,,186,0.097,0.062,0.148,0.124,0.651,0.226,0.892,0.242,3.0,0.679,0.599
py_ternary,nat2alt,nat,alt,1,nat2alt_top1,0,4.0,,186,0.21,0.157,0.274,0.446,0.177,0.376,0.538,0.403,3.0,0.679,0.599
py_ternary,nat2alt,nat,alt,1,nat2alt_top2,1,4.0,,186,0.28,0.22,0.348,0.5,0.183,0.317,0.543,0.317,3.0,0.679,0.599
py_ternary,alt2nat,alt,nat,1,base,0,0.0,,187,0.016,0.005,0.046,0.016,0.733,0.251,0.893,0.374,2.9,0.599,0.679
py_ternary,alt2nat,alt,nat,1,alt2nat_top1,10,4.0,,187,0.064,0.037,0.109,0.107,0.583,0.31,0.85,0.283,2.9,0.599,0.679
py_ternary,alt2nat,alt,nat,1,alt2nat_top2,9,4.0,,187,0.043,0.022,0.082,0.075,0.578,0.348,0.834,0.337,2.9,0.599,0.679
early_return,nat2alt,nat,alt,1,base,0,0.0,,200,0.26,0.204,0.325,0.285,0.435,0.28,0.93,0.565,1.0,0.385,0.44
early_return,nat2alt,nat,alt,1,nat2alt_top1,22,4.0,,200,0.265,0.209,0.33,0.285,0.45,0.265,0.9,0.555,1.0,0.385,0.44
early_return,nat2alt,nat,alt,1,nat2alt_top2,3,0.5,,200,0.29,0.232,0.356,0.305,0.395,0.3,0.935,0.47,1.0,0.385,0.44
early_return,alt2nat,alt,nat,1,base,0,0.0,,200,0.36,0.297,0.429,0.39,0.43,0.18,0.865,0.58,1.9,0.44,0.385
early_return,alt2nat,alt,nat,1,alt2nat_top1,24,4.0,,200,0.34,0.278,0.408,0.375,0.46,0.165,0.905,0.545,1.9,0.44,0.385
early_return,alt2nat,alt,nat,1,alt2nat_top2,9,4.0,,200,0.345,0.283,0.413,0.375,0.355,0.27,0.86,0.51,1.9,0.44,0.385
py_join_concat,nat2alt,nat,alt,1,base,0,0.0,,131,0.092,0.053,0.153,0.122,0.511,0.366,0.885,0.26,3.2,0.517,0.585
py_join_concat,nat2alt,nat,alt,1,nat2alt_top1,6,4.0,,131,0.26,0.192,0.341,0.397,0.206,0.397,0.695,0.244,3.2,0.517,0.585
py_join_concat,nat2alt,nat,alt,1,nat2alt_top2,8,4.0,,131,0.237,0.172,0.316,0.336,0.206,0.458,0.733,0.214,3.2,0.517,0.585
py_join_concat,alt2nat,alt,nat,1,base,0,0.0,,170,0.076,0.045,0.126,0.1,0.718,0.182,0.871,0.294,9.1,0.585,0.517
py_join_concat,alt2nat,alt,nat,1,alt2nat_top1,1,4.0,,170,0.182,0.132,0.247,0.488,0.129,0.382,0.441,0.312,9.1,0.585,0.517
py_join_concat,alt2nat,alt,nat,1,alt2nat_top2,4,4.0,,170,0.224,0.167,0.292,0.5,0.124,0.376,0.535,0.2,9.1,0.585,0.517
py_with_open,nat2alt,nat,alt,1,base,0,0.0,,200,0.025,0.011,0.057,0.025,0.93,0.045,0.9,0.495,1.0,0.86,0.84
py_with_open,nat2alt,nat,alt,1,nat2alt_top1,1,4.0,,200,0.24,0.186,0.304,0.35,0.54,0.11,0.755,0.475,1.0,0.86,0.84
py_with_open,nat2alt,nat,alt,1,nat2alt_top2,3,4.0,,200,0.125,0.086,0.178,0.205,0.72,0.075,0.725,0.465,1.0,0.86,0.84
py_with_open,alt2nat,alt,nat,1,base,0,0.0,,200,0.0,0.0,0.019,0.0,0.89,0.11,0.875,0.49,2.6,0.84,0.86
py_with_open,alt2nat,alt,nat,1,alt2nat_top1,2,4.0,,200,0.675,0.607,0.736,0.85,0.04,0.11,0.755,0.535,2.6,0.84,0.86
py_with_open,alt2nat,alt,nat,1,alt2nat_top2,3,4.0,,200,0.815,0.755,0.863,0.91,0.03,0.06,0.88,0.53,2.6,0.84,0.86
py_enumerate,nat2alt,nat,alt,1,base,0,0.0,,197,0.0,0.0,0.019,0.0,0.964,0.036,0.883,0.294,2.7,0.616,0.798
py_enumerate,nat2alt,nat,alt,1,nat2alt_top1,4,4.0,,197,0.31,0.249,0.377,0.371,0.203,0.426,0.645,0.315,2.7,0.616,0.798
py_enumerate,nat2alt,nat,alt,1,nat2alt_top2,6,4.0,,197,0.218,0.166,0.281,0.289,0.213,0.497,0.538,0.305,2.7,0.616,0.798
py_enumerate,alt2nat,alt,nat,1,base,0,0.0,,24,0.042,0.007,0.202,0.042,0.75,0.208,0.917,0.417,4.9,0.798,0.616
py_enumerate,alt2nat,alt,nat,1,alt2nat_top1,4,4.0,,24,0.042,0.007,0.202,0.25,0.458,0.292,0.417,0.458,4.9,0.798,0.616
py_enumerate,alt2nat,alt,nat,1,alt2nat_top2,11,4.0,,24,0.083,0.023,0.258,0.208,0.417,0.375,0.792,0.458,4.9,0.798,0.616
py_self_name,nat2alt,nat,alt,1,base,0,0.0,,200,0.005,0.001,0.028,0.005,0.855,0.14,0.99,0.11,1.0,0.8,0.805
py_self_name,nat2alt,nat,alt,1,nat2alt_top1,0,2.0,,200,0.79,0.728,0.841,0.885,0.005,0.11,0.895,0.175,1.0,0.8,0.805
py_self_name,nat2alt,nat,alt,1,nat2alt_top2,11,4.0,,200,0.755,0.691,0.809,0.865,0.0,0.135,0.875,0.115,1.0,0.8,0.805
py_self_name,alt2nat,alt,nat,1,base,0,0.0,,200,0.005,0.001,0.028,0.005,0.865,0.13,0.975,0.1,1.0,0.805,0.8
py_self_name,alt2nat,alt,nat,1,alt2nat_top1,8,2.0,,200,0.825,0.766,0.871,0.875,0.0,0.125,0.95,0.115,1.0,0.805,0.8
py_self_name,alt2nat,alt,nat,1,alt2nat_top2,2,1.0,,200,0.855,0.8,0.897,0.895,0.0,0.105,0.955,0.095,1.0,0.805,0.8
py_indent,nat2alt,nat,alt,1,base,0,0.0,,200,0.0,0.0,0.019,0.0,0.99,0.01,0.94,0.45,1.0,0.59,0.93
py_indent,nat2alt,nat,alt,1,nat2alt_top1,0,1.0,,200,0.6,0.531,0.665,0.66,0.335,0.005,0.855,0.425,1.0,0.59,0.93
py_indent,nat2alt,nat,alt,1,nat2alt_top2,4,1.0,,200,0.55,0.481,0.617,0.62,0.37,0.01,0.83,0.475,1.0,0.59,0.93
py_indent,alt2nat,alt,nat,1,base,0,0.0,,200,0.325,0.264,0.393,0.35,0.645,0.005,0.925,0.445,1.1,0.93,0.59
py_indent,alt2nat,alt,nat,1,alt2nat_top1,0,1.0,,200,0.905,0.856,0.938,0.99,0.0,0.01,0.91,0.36,1.1,0.93,0.59
py_indent,alt2nat,alt,nat,1,alt2nat_top2,1,1.0,,200,0.9,0.851,0.934,0.995,0.0,0.005,0.905,0.355,1.1,0.93,0.59
py_tabs,nat2alt,nat,alt,1,base,0,0.0,,200,0.0,0.0,0.019,0.005,0.995,0.0,0.945,0.375,1.8,0.88,0.965
py_tabs,nat2alt,nat,alt,1,nat2alt_top1,3,2.0,,200,0.795,0.734,0.845,0.965,0.02,0.015,0.825,0.545,1.8,0.88,0.965
py_tabs,nat2alt,nat,alt,1,nat2alt_top2,4,2.0,,200,0.805,0.745,0.854,0.955,0.04,0.005,0.845,0.485,1.8,0.88,0.965
py_tabs,alt2nat,alt,nat,1,base,0,0.0,,200,0.015,0.005,0.043,0.015,0.985,0.0,0.89,0.495,1.0,0.965,0.88
py_tabs,alt2nat,alt,nat,1,alt2nat_top1,0,4.0,,200,0.73,0.665,0.787,0.855,0.005,0.14,0.84,0.455,1.0,0.965,0.88
py_tabs,alt2nat,alt,nat,1,alt2nat_top2,3,4.0,,200,0.675,0.607,0.736,0.79,0.055,0.155,0.85,0.455,1.0,0.965,0.88
operator_spaces,nat2alt,nat,alt,1,base,0,0.0,,187,0.048,0.026,0.089,0.048,0.84,0.112,0.957,0.374,1.3,0.497,0.834
operator_spaces,nat2alt,nat,alt,1,nat2alt_top1,7,4.0,,187,0.535,0.463,0.605,0.62,0.171,0.209,0.872,0.444,1.3,0.497,0.834
operator_spaces,nat2alt,nat,alt,1,nat2alt_top2,9,4.0,,187,0.54,0.469,0.61,0.61,0.23,0.16,0.898,0.439,1.3,0.497,0.834
operator_spaces,alt2nat,alt,nat,1,base,0,0.0,,187,0.337,0.273,0.407,0.38,0.492,0.128,0.904,0.492,1.2,0.834,0.497
operator_spaces,alt2nat,alt,nat,1,alt2nat_top1,3,2.0,,187,0.743,0.676,0.801,0.807,0.08,0.112,0.925,0.401,1.2,0.834,0.497
operator_spaces,alt2nat,alt,nat,1,alt2nat_top2,8,2.0,,187,0.69,0.62,0.752,0.727,0.134,0.139,0.941,0.332,1.2,0.834,0.497
comma_space,nat2alt,nat,alt,1,base,0,0.0,,192,0.016,0.005,0.045,0.021,0.839,0.141,0.885,0.458,2.4,0.245,0.786
comma_space,nat2alt,nat,alt,1,nat2alt_top1,5,4.0,,192,0.349,0.285,0.419,0.417,0.417,0.167,0.859,0.474,2.4,0.245,0.786
comma_space,nat2alt,nat,alt,1,nat2alt_top2,9,4.0,,192,0.312,0.251,0.381,0.391,0.453,0.156,0.849,0.531,2.4,0.245,0.786
comma_space,alt2nat,alt,nat,1,base,0,0.0,,191,0.487,0.417,0.557,0.534,0.325,0.141,0.885,0.44,2.2,0.786,0.245
comma_space,alt2nat,alt,nat,1,alt2nat_top1,2,1.0,,191,0.738,0.672,0.795,0.796,0.037,0.168,0.906,0.429,2.2,0.786,0.245
comma_space,alt2nat,alt,nat,1,alt2nat_top2,3,2.0,,191,0.723,0.655,0.781,0.785,0.031,0.183,0.901,0.466,2.2,0.786,0.245
line_wrap,nat2alt,nat,alt,1,base,0,0.0,,200,0.37,0.306,0.439,0.4,0.16,0.44,0.9,0.395,5.3,0.45,0.145
line_wrap,nat2alt,nat,alt,1,nat2alt_top1,2,4.0,,200,0.365,0.301,0.434,0.44,0.005,0.555,0.82,0.4,5.3,0.45,0.145
line_wrap,nat2alt,nat,alt,1,nat2alt_top2,13,4.0,,200,0.355,0.292,0.423,0.4,0.015,0.585,0.85,0.395,5.3,0.45,0.145
line_wrap,alt2nat,alt,nat,1,base,0,0.0,,199,0.0,0.0,0.019,0.0,0.477,0.523,0.874,0.367,2.7,0.145,0.45
line_wrap,alt2nat,alt,nat,1,alt2nat_top1,8,4.0,,199,0.08,0.05,0.127,0.111,0.392,0.497,0.794,0.432,2.7,0.145,0.45
line_wrap,alt2nat,alt,nat,1,alt2nat_top2,5,4.0,,199,0.106,0.07,0.156,0.136,0.342,0.523,0.824,0.367,2.7,0.145,0.45
blank_lines,nat2alt,nat,alt,1,base,0,0.0,,142,0.092,0.054,0.15,0.099,0.796,0.106,0.803,1.0,1.1,0.789,0.669
blank_lines,nat2alt,nat,alt,1,nat2alt_top1,4,1.0,,142,0.754,0.677,0.817,0.866,0.049,0.085,0.81,0.986,1.1,0.789,0.669
blank_lines,nat2alt,nat,alt,1,nat2alt_top2,13,4.0,,142,0.739,0.662,0.805,0.901,0.014,0.085,0.803,0.993,1.1,0.789,0.669
blank_lines,alt2nat,alt,nat,1,base,0,0.0,,142,0.014,0.004,0.05,0.014,0.866,0.12,0.817,1.0,1.0,0.669,0.789
blank_lines,alt2nat,alt,nat,1,alt2nat_top1,22,2.0,,142,0.683,0.603,0.754,0.782,0.063,0.155,0.775,0.993,1.0,0.669,0.789
blank_lines,alt2nat,alt,nat,1,alt2nat_top2,10,2.0,,142,0.669,0.588,0.741,0.768,0.141,0.092,0.824,0.986,1.0,0.669,0.789
docstring_style,nat2alt,nat,alt,1,base,0,0.0,,199,0.0,0.0,0.019,0.0,0.95,0.05,0.985,0.221,4.6,0.955,0.93
docstring_style,nat2alt,nat,alt,1,nat2alt_top1,5,4.0,,199,0.704,0.637,0.763,0.884,0.025,0.09,0.789,0.266,4.6,0.955,0.93
docstring_style,nat2alt,nat,alt,1,nat2alt_top2,4,4.0,,199,0.698,0.631,0.758,0.864,0.035,0.101,0.814,0.256,4.6,0.955,0.93
docstring_style,alt2nat,alt,nat,1,base,0,0.0,,199,0.04,0.021,0.077,0.04,0.95,0.01,0.99,0.241,7.0,0.93,0.955
docstring_style,alt2nat,alt,nat,1,alt2nat_top1,18,4.0,,199,0.794,0.732,0.844,0.869,0.035,0.095,0.915,0.176,7.0,0.93,0.955
docstring_style,alt2nat,alt,nat,1,alt2nat_top2,5,4.0,,199,0.819,0.76,0.866,0.884,0.045,0.07,0.925,0.236,7.0,0.93,0.955
docstring_quotes,nat2alt,nat,alt,1,base,0,0.0,,200,0.0,0.0,0.019,0.0,0.95,0.05,0.92,0.24,1.0,0.905,0.925
docstring_quotes,nat2alt,nat,alt,1,nat2alt_top1,1,1.0,,200,0.905,0.856,0.938,0.965,0.0,0.035,0.91,0.23,1.0,0.905,0.925
docstring_quotes,nat2alt,nat,alt,1,nat2alt_top2,9,2.0,,200,0.725,0.659,0.782,0.96,0.0,0.04,0.725,0.29,1.0,0.905,0.925
docstring_quotes,alt2nat,alt,nat,1,base,0,0.0,,200,0.0,0.0,0.019,0.0,0.97,0.03,0.955,0.255,1.0,0.925,0.905
docstring_quotes,alt2nat,alt,nat,1,alt2nat_top1,11,1.0,,200,0.715,0.649,0.773,0.965,0.005,0.03,0.715,0.25,1.0,0.925,0.905
docstring_quotes,alt2nat,alt,nat,1,alt2nat_top2,0,1.0,,200,0.87,0.816,0.91,0.975,0.0,0.025,0.875,0.235,1.0,0.925,0.905
comment_case,nat2alt,nat,alt,1,base,0,0.0,,200,0.01,0.003,0.036,0.025,0.64,0.335,0.885,0.53,1.0,0.53,0.595
comment_case,nat2alt,nat,alt,1,nat2alt_top1,3,4.0,,200,0.475,0.407,0.544,0.525,0.17,0.305,0.855,0.635,1.0,0.53,0.595
comment_case,nat2alt,nat,alt,1,nat2alt_top2,4,2.0,,200,0.49,0.422,0.559,0.53,0.125,0.345,0.885,0.6,1.0,0.53,0.595
comment_case,alt2nat,alt,nat,1,base,0,0.0,,200,0.09,0.058,0.138,0.11,0.565,0.325,0.87,0.63,1.0,0.595,0.53
comment_case,alt2nat,alt,nat,1,alt2nat_top1,2,1.0,,200,0.56,0.491,0.627,0.63,0.03,0.34,0.84,0.59,1.0,0.595,0.53
comment_case,alt2nat,alt,nat,1,alt2nat_top2,6,4.0,,200,0.535,0.466,0.603,0.605,0.06,0.335,0.89,0.59,1.0,0.595,0.53
comment_language,nat2alt,nat,alt,1,base,0,0.0,,200,0.0,0.0,0.019,0.0,0.675,0.325,0.97,0.43,6.9,0.565,0.695
comment_language,nat2alt,nat,alt,1,nat2alt_top1,2,2.0,,200,0.21,0.159,0.272,0.445,0.175,0.38,0.565,0.46,6.9,0.565,0.695
comment_language,nat2alt,nat,alt,1,nat2alt_top2,3,2.0,,200,0.13,0.09,0.184,0.23,0.41,0.36,0.675,0.52,6.9,0.565,0.695
comment_language,alt2nat,alt,nat,1,base,0,0.0,,200,0.045,0.024,0.083,0.045,0.635,0.32,0.94,0.535,11.6,0.695,0.565
comment_language,alt2nat,alt,nat,1,alt2nat_top1,15,2.0,,200,0.415,0.349,0.484,0.45,0.095,0.455,0.91,0.48,11.6,0.695,0.565
comment_language,alt2nat,alt,nat,1,alt2nat_top2,17,2.0,,200,0.51,0.441,0.578,0.55,0.035,0.415,0.9,0.455,11.6,0.695,0.565
c_comment_style,nat2alt,nat,alt,1,base,0,0.0,,200,0.0,0.0,0.019,0.0,0.7,0.3,0.89,0.325,1.0,0.5,0.645
c_comment_style,nat2alt,nat,alt,1,nat2alt_top1,10,4.0,,200,0.53,0.461,0.598,0.635,0.055,0.31,0.77,0.445,1.0,0.5,0.645
c_comment_style,nat2alt,nat,alt,1,nat2alt_top2,19,2.0,,200,0.535,0.466,0.603,0.595,0.11,0.295,0.815,0.35,1.0,0.5,0.645
c_comment_style,alt2nat,alt,nat,1,base,0,0.0,,200,0.05,0.027,0.09,0.055,0.545,0.4,0.915,0.35,1.0,0.645,0.5
c_comment_style,alt2nat,alt,nat,1,alt2nat_top1,6,4.0,,200,0.4,0.335,0.469,0.615,0.0,0.385,0.57,0.445,1.0,0.645,0.5
c_comment_style,alt2nat,alt,nat,1,alt2nat_top2,5,2.0,,200,0.455,0.387,0.524,0.645,0.0,0.355,0.615,0.425,1.0,0.645,0.5
sql_keyword_case,nat2alt,nat,alt,1,base,0,0.0,,200,0.005,0.001,0.028,0.005,0.995,0.0,0.935,0.4,2.3,0.785,0.945
sql_keyword_case,nat2alt,nat,alt,1,nat2alt_top1,2,1.0,,200,0.805,0.745,0.854,0.91,0.075,0.015,0.89,0.445,2.3,0.785,0.945
sql_keyword_case,nat2alt,nat,alt,1,nat2alt_top2,3,2.0,,200,0.865,0.811,0.906,0.945,0.045,0.01,0.92,0.445,2.3,0.785,0.945
sql_keyword_case,alt2nat,alt,nat,1,base,0,0.0,,200,0.03,0.014,0.064,0.04,0.95,0.01,0.85,0.44,2.2,0.945,0.785
sql_keyword_case,alt2nat,alt,nat,1,alt2nat_top1,6,4.0,,200,0.855,0.8,0.897,0.99,0.01,0.0,0.86,0.34,2.2,0.945,0.785
sql_keyword_case,alt2nat,alt,nat,1,alt2nat_top2,2,1.0,,200,0.92,0.874,0.95,1.0,0.0,0.0,0.92,0.345,2.2,0.945,0.785
sql_join_style,nat2alt,nat,alt,1,base,0,0.0,,183,0.0,0.0,0.021,0.0,0.781,0.219,0.978,0.18,2.0,0.683,0.77
sql_join_style,nat2alt,nat,alt,1,nat2alt_top1,12,4.0,,183,0.459,0.388,0.531,0.601,0.071,0.328,0.732,0.24,2.0,0.683,0.77
sql_join_style,nat2alt,nat,alt,1,nat2alt_top2,8,4.0,,183,0.475,0.404,0.548,0.617,0.055,0.328,0.754,0.24,2.0,0.683,0.77
sql_join_style,alt2nat,alt,nat,1,base,0,0.0,,183,0.022,0.009,0.055,0.027,0.705,0.268,0.929,0.208,1.1,0.77,0.683
sql_join_style,alt2nat,alt,nat,1,alt2nat_top1,3,4.0,,183,0.787,0.722,0.84,0.825,0.005,0.169,0.945,0.169,1.1,0.77,0.683
sql_join_style,alt2nat,alt,nat,1,alt2nat_top2,1,4.0,,183,0.738,0.67,0.796,0.781,0.0,0.219,0.945,0.142,1.1,0.77,0.683
r_assignment,nat2alt,nat,alt,1,base,0,0.0,,200,0.06,0.035,0.102,0.065,0.925,0.01,0.86,0.42,1.0,0.63,0.815
r_assignment,nat2alt,nat,alt,1,nat2alt_top1,15,2.0,,200,0.705,0.638,0.764,0.855,0.035,0.11,0.82,0.455,1.0,0.63,0.815
r_assignment,nat2alt,nat,alt,1,nat2alt_top2,16,2.0,,200,0.675,0.607,0.736,0.83,0.04,0.13,0.805,0.42,1.0,0.63,0.815
r_assignment,alt2nat,alt,nat,1,base,0,0.0,,200,0.09,0.058,0.138,0.115,0.8,0.085,0.855,0.44,1.0,0.815,0.63
r_assignment,alt2nat,alt,nat,1,alt2nat_top1,0,2.0,,200,0.79,0.728,0.841,0.96,0.04,0.0,0.82,0.42,1.0,0.815,0.63
r_assignment,alt2nat,alt,nat,1,alt2nat_top2,1,2.0,,200,0.84,0.783,0.884,0.98,0.02,0.0,0.86,0.4,1.0,0.815,0.63
rust_question,nat2alt,nat,alt,1,base,0,0.0,,163,0.012,0.003,0.044,0.018,0.681,0.301,0.914,0.178,1.2,0.703,0.703
rust_question,nat2alt,nat,alt,1,nat2alt_top1,0,0.5,,163,0.031,0.013,0.07,0.031,0.706,0.264,0.939,0.172,1.2,0.703,0.703
rust_question,nat2alt,nat,alt,1,nat2alt_top2,2,0.5,,163,0.012,0.003,0.044,0.018,0.73,0.252,0.945,0.239,1.2,0.703,0.703
rust_question,alt2nat,alt,nat,1,base,0,0.0,,165,0.042,0.021,0.085,0.079,0.8,0.121,0.824,0.364,1.9,0.703,0.703
rust_question,alt2nat,alt,nat,1,alt2nat_top1,13,4.0,,165,0.533,0.457,0.608,0.6,0.042,0.358,0.842,0.212,1.9,0.703,0.703
rust_question,alt2nat,alt,nat,1,alt2nat_top2,18,4.0,,165,0.509,0.433,0.584,0.576,0.127,0.297,0.818,0.242,1.9,0.703,0.703
bash_test,nat2alt,nat,alt,1,base,0,0.0,,200,0.0,0.0,0.019,0.0,0.85,0.15,0.985,0.08,1.0,0.875,0.865
bash_test,nat2alt,nat,alt,1,nat2alt_top1,4,2.0,,200,0.875,0.822,0.914,0.895,0.01,0.095,0.975,0.07,1.0,0.875,0.865
bash_test,nat2alt,nat,alt,1,nat2alt_top2,2,2.0,,200,0.865,0.811,0.906,0.875,0.02,0.105,0.99,0.08,1.0,0.875,0.865
bash_test,alt2nat,alt,nat,1,base,0,0.0,,200,0.025,0.011,0.057,0.025,0.905,0.07,0.98,0.095,1.0,0.865,0.875
bash_test,alt2nat,alt,nat,1,alt2nat_top1,21,4.0,,200,0.79,0.728,0.841,0.8,0.01,0.19,0.96,0.055,1.0,0.865,0.875
bash_test,alt2nat,alt,nat,1,alt2nat_top2,17,2.0,,200,0.845,0.788,0.889,0.87,0.0,0.13,0.965,0.075,1.0,0.865,0.875
php_array,nat2alt,nat,alt,1,base,0,0.0,,193,0.052,0.028,0.093,0.062,0.337,0.601,0.876,0.202,1.0,0.425,0.368
php_array,nat2alt,nat,alt,1,nat2alt_top1,8,2.0,,193,0.269,0.212,0.336,0.347,0.124,0.528,0.803,0.238,1.0,0.425,0.368
php_array,nat2alt,nat,alt,1,nat2alt_top2,3,4.0,,193,0.321,0.259,0.39,0.404,0.078,0.518,0.746,0.249,1.0,0.425,0.368
php_array,alt2nat,alt,nat,1,base,0,0.0,,193,0.083,0.052,0.13,0.093,0.456,0.451,0.881,0.254,2.0,0.368,0.425
php_array,alt2nat,alt,nat,1,alt2nat_top1,7,4.0,,193,0.275,0.217,0.342,0.368,0.036,0.596,0.793,0.28,2.0,0.368,0.425
php_array,alt2nat,alt,nat,1,alt2nat_top2,2,2.0,,193,0.358,0.293,0.427,0.399,0.067,0.534,0.85,0.207,2.0,0.368,0.425
