family,arm,alpha,ctrl_family,dircos,proj_frac,cos_w,norm_ratio,cf_cos_w,alt_top_steered,alt_top_unsteered,alt_top_cf,margin_steered,margin_unsteered,margin_cf
bash_subst,read,0.5,bash_test,0.7649769186973572,0.1900509148836136,0.6234156489372253,0.23758645355701447,0.789933443069458,0.0,0.0,0.025,-6.987500190734863,-8.918749809265137,-3.378124952316284
bash_subst,read,1.0,bash_test,0.8783712387084961,0.5066758394241333,0.7136412858963013,0.5458351373672485,0.789933443069458,0.0,0.0,0.025,-2.784374952316284,-8.918749809265137,-3.378124952316284
bash_subst,read,2.0,bash_test,0.9433454275131226,1.015909194946289,0.788495659828186,1.006430745124817,0.789933443069458,0.95,0.0,0.025,3.2015624046325684,-8.918749809265137,-3.378124952316284
bash_subst,read,4.0,bash_test,0.8520737886428833,1.3112236261367798,0.7461228370666504,1.3757350444793701,0.789933443069458,1.0,0.0,0.025,4.818749904632568,-8.918749809265137,-3.378124952316284
bash_subst,read,8.0,bash_test,0.6531908512115479,1.1217241287231445,0.6030051112174988,1.415881633758545,0.789933443069458,0.85,0.0,0.025,2.5562500953674316,-8.918749809265137,-3.378124952316284
bash_subst,ctrl_family,0.5,bash_test,0.04898153990507126,0.0032320457976311445,0.017629042267799377,0.2070475071668625,0.789933443069458,0.0,0.0,0.025,-8.657812118530273,-8.918749809265137,-3.378124952316284
bash_subst,ctrl_family,1.0,bash_test,0.06627800315618515,0.012210780754685402,0.034402091056108475,0.38067030906677246,0.789933443069458,0.0,0.0,0.025,-8.134374618530273,-8.918749809265137,-3.378124952316284
bash_subst,ctrl_family,2.0,bash_test,0.111188605427742,0.04838407784700394,0.0672583132982254,0.6380770802497864,0.789933443069458,0.0,0.0,0.025,-7.118750095367432,-8.918749809265137,-3.378124952316284
bash_subst,ctrl_family,4.0,bash_test,0.14224785566329956,0.11621548235416412,0.09145685285329819,1.0257835388183594,0.789933443069458,0.0,0.0,0.025,-6.1875,-8.918749809265137,-3.378124952316284
bash_subst,ctrl_family,8.0,bash_test,0.1195748820900917,0.1277238130569458,0.0821380466222763,1.2285032272338867,0.789933443069458,0.0,0.0,0.025,-5.153124809265137,-8.918749809265137,-3.378124952316284
bash_subst,ctrl_random,0.5,bash_test,0.09974626451730728,0.006959336809813976,0.06461473554372787,0.08894722163677216,0.789933443069458,0.0,0.0,0.025,-8.887499809265137,-8.918749809265137,-3.378124952316284
bash_subst,ctrl_random,1.0,bash_test,0.11325223743915558,0.012689059600234032,0.07098857313394547,0.15647947788238525,0.789933443069458,0.0,0.0,0.025,-8.854687690734863,-8.918749809265137,-3.378124952316284
bash_subst,ctrl_random,2.0,bash_test,0.15279504656791687,0.037069499492645264,0.08815794438123703,0.31464603543281555,0.789933443069458,0.0,0.0,0.025,-8.790624618530273,-8.918749809265137,-3.378124952316284
bash_subst,ctrl_random,4.0,bash_test,0.20088732242584229,0.09126999229192734,0.11460022628307343,0.6684974431991577,0.789933443069458,0.0,0.0,0.025,-8.314062118530273,-8.918749809265137,-3.378124952316284
bash_subst,ctrl_random,8.0,bash_test,0.19882933795452118,0.1368895024061203,0.1443365514278412,0.7785384058952332,0.789933443069458,0.0,0.0,0.025,-6.432812690734863,-8.918749809265137,-3.378124952316284
bash_test,read,0.5,bash_subst,0.8168241381645203,0.25102001428604126,0.7439495325088501,0.30341100692749023,0.8986890912055969,0.0,0.0,0.0,-4.318749904632568,-6.381249904632568,-4.993750095367432
bash_test,read,1.0,bash_subst,0.9272985458374023,0.6098423004150391,0.8523372411727905,0.64142906665802,0.8986890912055969,0.525,0.0,0.0,0.05625000596046448,-6.381249904632568,-4.993750095367432
bash_test,read,2.0,bash_subst,0.9741953015327454,1.0097651481628418,0.8910230398178101,1.0189341306686401,0.8986890912055969,1.0,0.0,0.0,5.09375,-6.381249904632568,-4.993750095367432
