family,arm,alpha,ctrl_family,exec_cos,real_shift_exec_cos,exec_cos_fp16,cf_exec_cos_fp16,dircos
line_wrap,ctrl_random,1.0,float_literals,0.0896,0.6902,0.0896,0.6902,0.1315
line_wrap,ctrl_random,2.0,float_literals,0.1057,0.6902,0.1057,0.6902,0.1724
line_wrap,ctrl_random,4.0,float_literals,0.1525,0.6902,0.1525,0.6902,0.264
line_wrap,ctrl_random,8.0,float_literals,0.2651,0.6902,0.2651,0.6902,0.3906
num_separators,read,0.5,comment_case,0.4393,0.5942,0.4393,0.5942,0.6261
num_separators,read,1.0,comment_case,0.5488,0.5942,0.5488,0.5942,0.7625
num_separators,read,2.0,comment_case,0.5325,0.5942,0.5325,0.5942,0.7483
num_separators,read,4.0,comment_case,0.4783,0.5942,0.4783,0.5942,0.66
num_separators,read,8.0,comment_case,0.4313,0.5942,0.4313,0.5942,0.581
num_separators,ctrl_family,0.5,comment_case,-0.0309,0.5942,-0.0309,0.5942,0.0003
num_separators,ctrl_family,1.0,comment_case,-0.0502,0.5942,-0.0502,0.5942,0.0021
num_separators,ctrl_family,2.0,comment_case,-0.0366,0.5942,-0.0366,0.5942,0.015
num_separators,ctrl_family,4.0,comment_case,-0.0236,0.5942,-0.0236,0.5942,0.0447
num_separators,ctrl_family,8.0,comment_case,0.022,0.5942,0.022,0.5942,0.1028
num_separators,ctrl_random,0.5,comment_case,-0.0725,0.5942,-0.0725,0.5942,-0.0412
num_separators,ctrl_random,1.0,comment_case,-0.0593,0.5942,-0.0593,0.5942,0.0102
num_separators,ctrl_random,2.0,comment_case,-0.0237,0.5942,-0.0237,0.5942,0.1374
num_separators,ctrl_random,4.0,comment_case,0.0279,0.5942,0.0279,0.5942,0.2072
num_separators,ctrl_random,8.0,comment_case,0.1109,0.5942,0.1109,0.5942,0.2987
operator_spaces,read,0.5,trailing_commas,0.4895,0.5606,0.4895,0.5606,0.7253
operator_spaces,read,1.0,trailing_commas,0.5917,0.5606,0.5917,0.5606,0.9265
operator_spaces,read,2.0,trailing_commas,0.5926,0.5606,0.5926,0.5606,0.9129
operator_spaces,read,4.0,trailing_commas,0.5404,0.5606,0.5404,0.5606,0.7849
operator_spaces,read,8.0,trailing_commas,0.4876,0.5606,0.4876,0.5606,0.6722
operator_spaces,ctrl_family,0.5,trailing_commas,0.0401,0.5606,0.0401,0.5606,0.1759
operator_spaces,ctrl_family,1.0,trailing_commas,0.0644,0.5606,0.0644,0.5606,0.2259
operator_spaces,ctrl_family,2.0,trailing_commas,0.0839,0.5606,0.0839,0.5606,0.2847
operator_spaces,ctrl_family,4.0,trailing_commas,0.1128,0.5606,0.1128,0.5606,0.2971
operator_spaces,ctrl_family,8.0,trailing_commas,0.1497,0.5606,0.1497,0.5606,0.3211
operator_spaces,ctrl_random,0.5,trailing_commas,-0.0094,0.5606,-0.0094,0.5606,0.032
operator_spaces,ctrl_random,1.0,trailing_commas,-0.0313,0.5606,-0.0313,0.5606,0.0192
operator_spaces,ctrl_random,2.0,trailing_commas,-0.0319,0.5606,-0.0319,0.5606,0.038
operator_spaces,ctrl_random,4.0,trailing_commas,-0.0336,0.5606,-0.0336,0.5606,0.0249
operator_spaces,ctrl_random,8.0,trailing_commas,0.0482,0.5606,0.0482,0.5606,0.1522
php_array,read,0.5,py_private,0.4719,0.7012,0.4719,0.7012,0.4913
php_array,read,1.0,py_private,0.5236,0.7012,0.5236,0.7012,0.5822
php_array,read,2.0,py_private,0.6385,0.7012,0.6385,0.7012,0.7587
php_array,read,4.0,py_private,0.6496,0.7012,0.6496,0.7012,0.7947
php_array,read,8.0,py_private,0.5573,0.7012,0.5573,0.7012,0.6682
php_array,ctrl_family,0.5,py_private,0.0634,0.7012,0.0634,0.7012,0.0709
php_array,ctrl_family,1.0,py_private,0.1534,0.7012,0.1534,0.7012,0.2162
php_array,ctrl_family,2.0,py_private,0.232,0.7012,0.232,0.7012,0.3785
php_array,ctrl_family,4.0,py_private,0.2112,0.7012,0.2112,0.7012,0.344
php_array,ctrl_family,8.0,py_private,0.2195,0.7012,0.2195,0.7012,0.3279
php_array,ctrl_random,0.5,py_private,0.1182,0.7012,0.1182,0.7012,0.1299
php_array,ctrl_random,1.0,py_private,0.1237,0.7012,0.1237,0.7012,0.1311
php_array,ctrl_random,2.0,py_private,0.1148,0.7012,0.1148,0.7012,0.1394
php_array,ctrl_random,4.0,py_private,0.1181,0.7012,0.1181,0.7012,0.1998
php_array,ctrl_random,8.0,py_private,0.1922,0.7012,0.1922,0.7012,0.3133
py2_except,read,0.5,py_tabs,0.7617,0.8904,0.7617,0.8904,0.7943
py2_except,read,1.0,py_tabs,0.9162,0.8904,0.9162,0.8904,0.966
py2_except,read,2.0,py_tabs,0.9007,0.8904,0.9007,0.8904,0.9414
py2_except,read,4.0,py_tabs,0.8139,0.8904,0.8139,0.8904,0.8396
py2_except,read,8.0,py_tabs,0.7368,0.8904,0.7368,0.8904,0.7679
py2_except,ctrl_family,0.5,py_tabs,-0.0243,0.8904,-0.0243,0.8904,-0.0246
py2_except,ctrl_family,1.0,py_tabs,-0.0014,0.8904,-0.0014,0.8904,0.0
py2_except,ctrl_family,2.0,py_tabs,0.0496,0.8904,0.0496,0.8904,0.0646
py2_except,ctrl_family,4.0,py_tabs,0.1352,0.8904,0.1352,0.8904,0.1642
py2_except,ctrl_family,8.0,py_tabs,0.1945,0.8904,0.1945,0.8904,0.2295
py2_except,ctrl_random,0.5,py_tabs,-0.0742,0.8904,-0.0742,0.8904,-0.064
py2_except,ctrl_random,1.0,py_tabs,-0.0542,0.8904,-0.0542,0.8904,-0.0315
py2_except,ctrl_random,2.0,py_tabs,-0.0044,0.8904,-0.0044,0.8904,0.0376
py2_except,ctrl_random,4.0,py_tabs,0.0703,0.8904,0.0703,0.8904,0.1255
py2_except,ctrl_random,8.0,py_tabs,0.3296,0.8904,0.3296,0.8904,0.3774
py2_iter,read,0.5,float_literals,0.6676,0.7393,0.6676,0.7393,0.7413
py2_iter,read,1.0,float_literals,0.7837,0.7393,0.7837,0.7393,0.8973
py2_iter,read,2.0,float_literals,0.7239,0.7393,0.7239,0.7393,0.8955
py2_iter,read,4.0,float_literals,0.6805,0.7393,0.6805,0.7393,0.8314
py2_iter,read,8.0,float_literals,0.6368,0.7393,0.6368,0.7393,0.7635
py2_iter,ctrl_family,0.5,float_literals,0.0223,0.7393,0.0223,0.7393,0.112
py2_iter,ctrl_family,1.0,float_literals,0.125,0.7393,0.125,0.7393,0.2572
py2_iter,ctrl_family,2.0,float_literals,0.1928,0.7393,0.1928,0.7393,0.3438
py2_iter,ctrl_family,4.0,float_literals,0.1399,0.7393,0.1399,0.7393,0.2741
py2_iter,ctrl_family,8.0,float_literals,0.1186,0.7393,0.1186,0.7393,0.2356
py2_iter,ctrl_random,0.5,float_literals,-0.0496,0.7393,-0.0496,0.7393,-0.0585
py2_iter,ctrl_random,1.0,float_literals,-0.0214,0.7393,-0.0214,0.7393,-0.0134
py2_iter,ctrl_random,2.0,float_literals,0.0235,0.7393,0.0235,0.7393,0.0711
py2_iter,ctrl_random,4.0,float_literals,0.0885,0.7393,0.0885,0.7393,0.153
py2_iter,ctrl_random,8.0,float_literals,0.1509,0.7393,0.1509,0.7393,0.2156
py2_print,read,0.5,py_enumerate,0.5701,0.8624,0.5701,0.8624,0.6437
py2_print,read,1.0,py_enumerate,0.6681,0.8624,0.6681,0.8624,0.7535
py2_print,read,2.0,py_enumerate,0.8017,0.8624,0.8017,0.8624,0.8955
py2_print,read,4.0,py_enumerate,0.7807,0.8624,0.7807,0.8624,0.8812
py2_print,read,8.0,py_enumerate,0.6735,0.8624,0.6735,0.8624,0.7583
py2_print,ctrl_family,0.5,py_enumerate,-0.1025,0.8624,-0.1025,0.8624,-0.0996
py2_print,ctrl_family,1.0,py_enumerate,-0.1043,0.8624,-0.1043,0.8624,-0.1017
py2_print,ctrl_family,2.0,py_enumerate,-0.0929,0.8624,-0.0929,0.8624,-0.0834
py2_print,ctrl_family,4.0,py_enumerate,-0.0698,0.8624,-0.0698,0.8624,-0.0518
py2_print,ctrl_family,8.0,py_enumerate,-0.0425,0.8624,-0.0425,0.8624,-0.018
py2_print,ctrl_random,0.5,py_enumerate,-0.008,0.8624,-0.008,0.8624,0.0046
py2_print,ctrl_random,1.0,py_enumerate,-0.0162,0.8624,-0.0162,0.8624,-0.0018
py2_print,ctrl_random,2.0,py_enumerate,-0.0085,0.8624,-0.0085,0.8624,0.009
py2_print,ctrl_random,4.0,py_enumerate,0.0313,0.8624,0.0313,0.8624,0.0593
py2_print,ctrl_random,8.0,py_enumerate,0.0337,0.8624,0.0337,0.8624,0.0601
py_builtin_generics,read,0.5,py2_except,0.3508,0.6998,0.3508,0.6998,0.3837
py_builtin_generics,read,1.0,py2_except,0.4287,0.6998,0.4287,0.6998,0.4554
py_builtin_generics,read,2.0,py2_except,0.4542,0.6998,0.4542,0.6998,0.4797
py_builtin_generics,read,4.0,py2_except,0.3742,0.6998,0.3742,0.6998,0.4145
py_builtin_generics,read,8.0,py2_except,0.1878,0.6998,0.1878,0.6998,0.2423
py_builtin_generics,ctrl_family,0.5,py2_except,0.0869,0.6998,0.0869,0.6998,0.0074
py_builtin_generics,ctrl_family,1.0,py2_except,0.1854,0.6998,0.1854,0.6998,0.1247
py_builtin_generics,ctrl_family,2.0,py2_except,0.2047,0.6998,0.2047,0.6998,0.171
py_builtin_generics,ctrl_family,4.0,py2_except,0.2109,0.6998,0.2109,0.6998,0.2188
py_builtin_generics,ctrl_family,8.0,py2_except,0.2659,0.6998,0.2659,0.6998,0.2726
py_builtin_generics,ctrl_random,0.5,py2_except,-0.0291,0.6998,-0.0291,0.6998,-0.0238
py_builtin_generics,ctrl_random,1.0,py2_except,-0.0204,0.6998,-0.0204,0.6998,-0.0235
py_builtin_generics,ctrl_random,2.0,py2_except,-0.0202,0.6998,-0.0202,0.6998,-0.0285
py_builtin_generics,ctrl_random,4.0,py2_except,-0.0287,0.6998,-0.0287,0.6998,-0.0041
py_builtin_generics,ctrl_random,8.0,py2_except,-0.0284,0.6998,-0.0284,0.6998,0.066
py_class_naming,read,0.5,py_paren_if,0.5845,0.8864,0.5845,0.8864,0.7057
py_class_naming,read,1.0,py_paren_if,0.8929,0.8864,0.8929,0.8864,0.9615
py_class_naming,read,2.0,py_paren_if,0.866,0.8864,0.866,0.8864,0.953
py_class_naming,read,4.0,py_paren_if,0.2554,0.8864,0.2554,0.8864,0.3778
py_class_naming,read,8.0,py_paren_if,0.3477,0.8864,0.3477,0.8864,0.4376
py_class_naming,ctrl_family,0.5,py_paren_if,0.0512,0.8864,0.0512,0.8864,0.1171
py_class_naming,ctrl_family,1.0,py_paren_if,0.0676,0.8864,0.0676,0.8864,0.1441
py_class_naming,ctrl_family,2.0,py_paren_if,0.0881,0.8864,0.0881,0.8864,0.1703
py_class_naming,ctrl_family,4.0,py_paren_if,0.0919,0.8864,0.0919,0.8864,0.1799
py_class_naming,ctrl_family,8.0,py_paren_if,0.062,0.8864,0.062,0.8864,0.1501
py_class_naming,ctrl_random,0.5,py_paren_if,-0.0022,0.8864,-0.0022,0.8864,0.0155
py_class_naming,ctrl_random,1.0,py_paren_if,0.0022,0.8864,0.0022,0.8864,0.0146
py_class_naming,ctrl_random,2.0,py_paren_if,0.0064,0.8864,0.0064,0.8864,0.0174
py_class_naming,ctrl_random,4.0,py_paren_if,0.0173,0.8864,0.0173,0.8864,0.0412
py_class_naming,ctrl_random,8.0,py_paren_if,0.0586,0.8864,0.0586,0.8864,0.119
py_comprehension,read,0.5,comma_space,0.1442,0.5443,0.1442,0.5443,0.2029
py_comprehension,read,1.0,comma_space,0.1732,0.5443,0.1732,0.5443,0.2625
py_comprehension,read,2.0,comma_space,0.2187,0.5443,0.2187,0.5443,0.3559
py_comprehension,read,4.0,comma_space,0.34,0.5443,0.34,0.5443,0.5177
py_comprehension,read,8.0,comma_space,0.2984,0.5443,0.2984,0.5443,0.5109
py_comprehension,ctrl_family,0.5,comma_space,0.0071,0.5443,0.0071,0.5443,0.0469
py_comprehension,ctrl_family,1.0,comma_space,0.0066,0.5443,0.0066,0.5443,0.0779
py_comprehension,ctrl_family,2.0,comma_space,-0.006,0.5443,-0.006,0.5443,0.0963
py_comprehension,ctrl_family,4.0,comma_space,-0.0051,0.5443,-0.0051,0.5443,0.1536
py_comprehension,ctrl_family,8.0,comma_space,0.0235,0.5443,0.0235,0.5443,0.1907
py_comprehension,ctrl_random,0.5,comma_space,0.0018,0.5443,0.0018,0.5443,0.024
py_comprehension,ctrl_random,1.0,comma_space,-0.0104,0.5443,-0.0104,0.5443,0.0118
py_comprehension,ctrl_random,2.0,comma_space,-0.0234,0.5443,-0.0234,0.5443,0.0075
py_comprehension,ctrl_random,4.0,comma_space,-0.0407,0.5443,-0.0407,0.5443,0.0141
py_comprehension,ctrl_random,8.0,comma_space,0.0285,0.5443,0.0285,0.5443,0.1911
py_const_naming,read,0.5,comment_case,0.4574,0.7962,0.4574,0.7962,0.5465
py_const_naming,read,1.0,comment_case,0.7476,0.7962,0.7476,0.7962,0.8009
py_const_naming,read,2.0,comment_case,0.8241,0.7962,0.8241,0.7962,0.877
py_const_naming,read,4.0,comment_case,0.4749,0.7962,0.4749,0.7962,0.5472
py_const_naming,read,8.0,comment_case,0.2918,0.7962,0.2918,0.7962,0.3714
py_const_naming,ctrl_family,0.5,comment_case,0.1103,0.7962,0.1103,0.7962,0.1267
py_const_naming,ctrl_family,1.0,comment_case,0.2126,0.7962,0.2126,0.7962,0.2333
py_const_naming,ctrl_family,2.0,comment_case,0.2922,0.7962,0.2922,0.7962,0.314
py_const_naming,ctrl_family,4.0,comment_case,0.3872,0.7962,0.3872,0.7962,0.3917
py_const_naming,ctrl_family,8.0,comment_case,0.5167,0.7962,0.5167,0.7962,0.5133
py_const_naming,ctrl_random,0.5,comment_case,0.0125,0.7962,0.0125,0.7962,0.0401
py_const_naming,ctrl_random,1.0,comment_case,0.0103,0.7962,0.0103,0.7962,0.0424
py_const_naming,ctrl_random,2.0,comment_case,0.019,0.7962,0.019,0.7962,0.0673
py_const_naming,ctrl_random,4.0,comment_case,0.0441,0.7962,0.0441,0.7962,0.1089
py_const_naming,ctrl_random,8.0,comment_case,0.0784,0.7962,0.0784,0.7962,0.1637
py_enumerate,read,0.5,py_const_naming,0.2092,0.3934,0.2092,0.3934,0.2099
py_enumerate,read,1.0,py_const_naming,0.2344,0.3934,0.2344,0.3934,0.2499
py_enumerate,read,2.0,py_const_naming,0.2382,0.3934,0.2382,0.3934,0.2941
py_enumerate,read,4.0,py_const_naming,0.3264,0.3934,0.3264,0.3934,0.488
py_enumerate,read,8.0,py_const_naming,0.3307,0.3934,0.3307,0.3934,0.517
py_enumerate,ctrl_family,0.5,py_const_naming,-0.0235,0.3934,-0.0235,0.3934,0.0272
py_enumerate,ctrl_family,1.0,py_const_naming,-0.018,0.3934,-0.018,0.3934,0.0513
py_enumerate,ctrl_family,2.0,py_const_naming,-0.0009,0.3934,-0.0009,0.3934,0.0894
py_enumerate,ctrl_family,4.0,py_const_naming,-0.0009,0.3934,-0.0009,0.3934,0.1678
py_enumerate,ctrl_family,8.0,py_const_naming,0.0469,0.3934,0.0469,0.3934,0.2964
py_enumerate,ctrl_random,0.5,py_const_naming,-0.0532,0.3934,-0.0532,0.3934,-0.0101
py_enumerate,ctrl_random,1.0,py_const_naming,-0.0657,0.3934,-0.0657,0.3934,-0.0347
py_enumerate,ctrl_random,2.0,py_const_naming,-0.0837,0.3934,-0.0837,0.3934,-0.0629
py_enumerate,ctrl_random,4.0,py_const_naming,-0.0996,0.3934,-0.0996,0.3934,-0.0533
py_enumerate,ctrl_random,8.0,py_const_naming,-0.0836,0.3934,-0.0836,0.3934,0.0213
py_fstring,read,0.5,py2_except,0.3936,0.804,0.3936,0.804,0.3984
py_fstring,read,1.0,py2_except,0.4905,0.804,0.4905,0.804,0.4962
py_fstring,read,2.0,py2_except,0.6547,0.804,0.6547,0.804,0.6511
py_fstring,read,4.0,py2_except,0.6884,0.804,0.6884,0.804,0.7173
py_fstring,read,8.0,py2_except,0.6441,0.804,0.6441,0.804,0.706
py_fstring,ctrl_family,0.5,py2_except,0.2322,0.804,0.2322,0.804,0.229
py_fstring,ctrl_family,1.0,py2_except,0.4417,0.804,0.4417,0.804,0.454
py_fstring,ctrl_family,2.0,py2_except,0.4055,0.804,0.4055,0.804,0.4435
py_fstring,ctrl_family,4.0,py2_except,0.3788,0.804,0.3788,0.804,0.4297
py_fstring,ctrl_family,8.0,py2_except,0.3978,0.804,0.3978,0.804,0.4592
py_fstring,ctrl_random,0.5,py2_except,-0.0872,0.804,-0.0872,0.804,-0.0787
py_fstring,ctrl_random,1.0,py2_except,-0.1148,0.804,-0.1148,0.804,-0.1217
py_fstring,ctrl_random,2.0,py2_except,-0.153,0.804,-0.153,0.804,-0.1714
py_fstring,ctrl_random,4.0,py2_except,-0.1223,0.804,-0.1223,0.804,-0.1469
py_fstring,ctrl_random,8.0,py2_except,0.0428,0.804,0.0428,0.804,0.0588
py_indent,read,0.5,py_snake_camel,0.5697,0.5282,0.5697,0.5282,0.5818
py_indent,read,1.0,py_snake_camel,0.6107,0.5282,0.6107,0.5282,0.6439
py_indent,read,2.0,py_snake_camel,0.6488,0.5282,0.6488,0.5282,0.693
py_indent,read,4.0,py_snake_camel,0.6028,0.5282,0.6028,0.5282,0.6528
py_indent,read,8.0,py_snake_camel,0.5221,0.5282,0.5221,0.5282,0.563
py_indent,ctrl_family,0.5,py_snake_camel,0.0397,0.5282,0.0397,0.5282,0.0627
py_indent,ctrl_family,1.0,py_snake_camel,0.0541,0.5282,0.0541,0.5282,0.0834
py_indent,ctrl_family,2.0,py_snake_camel,0.0875,0.5282,0.0875,0.5282,0.1141
py_indent,ctrl_family,4.0,py_snake_camel,0.1072,0.5282,0.1072,0.5282,0.1375
py_indent,ctrl_family,8.0,py_snake_camel,0.1081,0.5282,0.1081,0.5282,0.1634
py_indent,ctrl_random,0.5,py_snake_camel,0.0666,0.5282,0.0666,0.5282,0.1007
py_indent,ctrl_random,1.0,py_snake_camel,0.0917,0.5282,0.0917,0.5282,0.137
py_indent,ctrl_random,2.0,py_snake_camel,0.0907,0.5282,0.0907,0.5282,0.1469
py_indent,ctrl_random,4.0,py_snake_camel,0.0619,0.5282,0.0619,0.5282,0.1023
py_indent,ctrl_random,8.0,py_snake_camel,0.0428,0.5282,0.0428,0.5282,0.0919
py_is_none,read,0.5,py_join_concat,0.667,0.7979,0.667,0.7979,0.7364
py_is_none,read,1.0,py_join_concat,0.729,0.7979,0.729,0.7979,0.8039
py_is_none,read,2.0,py_join_concat,0.7199,0.7979,0.7199,0.7979,0.7787
py_is_none,read,4.0,py_join_concat,0.6211,0.7979,0.6211,0.7979,0.6171
py_is_none,read,8.0,py_join_concat,0.5406,0.7979,0.5406,0.7979,0.5352
py_is_none,ctrl_family,0.5,py_join_concat,0.1219,0.7979,0.1219,0.7979,0.1645
py_is_none,ctrl_family,1.0,py_join_concat,0.1592,0.7979,0.1592,0.7979,0.2108
py_is_none,ctrl_family,2.0,py_join_concat,0.1922,0.7979,0.1922,0.7979,0.2525
py_is_none,ctrl_family,4.0,py_join_concat,0.2354,0.7979,0.2354,0.7979,0.3065
py_is_none,ctrl_family,8.0,py_join_concat,0.2728,0.7979,0.2728,0.7979,0.3299
py_is_none,ctrl_random,0.5,py_join_concat,-0.0684,0.7979,-0.0684,0.7979,-0.0059
py_is_none,ctrl_random,1.0,py_join_concat,-0.0196,0.7979,-0.0196,0.7979,0.0727
py_is_none,ctrl_random,2.0,py_join_concat,0.0325,0.7979,0.0325,0.7979,0.1473
py_is_none,ctrl_random,4.0,py_join_concat,0.1676,0.7979,0.1676,0.7979,0.2369
py_is_none,ctrl_random,8.0,py_join_concat,0.3871,0.7979,0.3871,0.7979,0.4093
py_join_concat,read,0.5,py2_except,0.3819,0.523,0.3819,0.523,0.4031
py_join_concat,read,1.0,py2_except,0.4213,0.523,0.4213,0.523,0.4598
py_join_concat,read,2.0,py2_except,0.4751,0.523,0.4751,0.523,0.5679
py_join_concat,read,4.0,py2_except,0.506,0.523,0.506,0.523,0.6594
py_join_concat,read,8.0,py2_except,0.5216,0.523,0.5216,0.523,0.7401
py_join_concat,ctrl_family,0.5,py2_except,0.0719,0.523,0.0719,0.523,0.0997
py_join_concat,ctrl_family,1.0,py2_except,0.1435,0.523,0.1435,0.523,0.2061
py_join_concat,ctrl_family,2.0,py2_except,0.2224,0.523,0.2224,0.523,0.369
py_join_concat,ctrl_family,4.0,py2_except,0.3034,0.523,0.3034,0.523,0.5095
py_join_concat,ctrl_family,8.0,py2_except,0.3573,0.523,0.3573,0.523,0.5827
py_join_concat,ctrl_random,0.5,py2_except,-0.105,0.523,-0.105,0.523,-0.0839
py_join_concat,ctrl_random,1.0,py2_except,-0.0942,0.523,-0.0942,0.523,-0.0817
py_join_concat,ctrl_random,2.0,py2_except,-0.0665,0.523,-0.0665,0.523,-0.0361
py_join_concat,ctrl_random,4.0,py2_except,-0.0006,0.523,-0.0006,0.523,0.098
py_join_concat,ctrl_random,8.0,py2_except,0.1804,0.523,0.1804,0.523,0.3933
py_literal_ctor,read,0.5,py_snake_camel,0.5972,0.808,0.5972,0.808,0.6329
py_literal_ctor,read,1.0,py_snake_camel,0.7403,0.808,0.7403,0.808,0.8066
py_literal_ctor,read,2.0,py_snake_camel,0.7533,0.808,0.7533,0.808,0.8477
py_literal_ctor,read,4.0,py_snake_camel,0.709,0.808,0.709,0.808,0.7672
py_literal_ctor,read,8.0,py_snake_camel,0.586,0.808,0.586,0.808,0.6205
py_literal_ctor,ctrl_family,0.5,py_snake_camel,-0.017,0.808,-0.017,0.808,0.0047
py_literal_ctor,ctrl_family,1.0,py_snake_camel,-0.0192,0.808,-0.0192,0.808,0.0081
py_literal_ctor,ctrl_family,2.0,py_snake_camel,0.0086,0.808,0.0086,0.808,0.0493
py_literal_ctor,ctrl_family,4.0,py_snake_camel,0.0783,0.808,0.0783,0.808,0.1314
py_literal_ctor,ctrl_family,8.0,py_snake_camel,0.1554,0.808,0.1554,0.808,0.2295
py_literal_ctor,ctrl_random,0.5,py_snake_camel,-0.0238,0.808,-0.0238,0.808,-0.0008
py_literal_ctor,ctrl_random,1.0,py_snake_camel,-0.0265,0.808,-0.0265,0.808,0.0182
py_literal_ctor,ctrl_random,2.0,py_snake_camel,-0.024,0.808,-0.024,0.808,0.0513
py_literal_ctor,ctrl_random,4.0,py_snake_camel,0.0126,0.808,0.0126,0.808,0.0755
py_literal_ctor,ctrl_random,8.0,py_snake_camel,0.2975,0.808,0.2975,0.808,0.3751
py_loop_vars,read,0.5,float_literals,0.5467,0.6469,0.5467,0.6469,0.6603
py_loop_vars,read,1.0,float_literals,0.6778,0.6469,0.6778,0.6469,0.8256
py_loop_vars,read,2.0,float_literals,0.6796,0.6469,0.6796,0.6469,0.8889
py_loop_vars,read,4.0,float_literals,0.6297,0.6469,0.6297,0.6469,0.8061
py_loop_vars,read,8.0,float_literals,0.5871,0.6469,0.5871,0.6469,0.7236
py_loop_vars,ctrl_family,0.5,float_literals,-0.1282,0.6469,-0.1282,0.6469,-0.0565
py_loop_vars,ctrl_family,1.0,float_literals,-0.0701,0.6469,-0.0701,0.6469,0.0306
py_loop_vars,ctrl_family,2.0,float_literals,0.0328,0.6469,0.0328,0.6469,0.1538
py_loop_vars,ctrl_family,4.0,float_literals,0.0721,0.6469,0.0721,0.6469,0.1896
py_loop_vars,ctrl_family,8.0,float_literals,0.0868,0.6469,0.0868,0.6469,0.187
py_loop_vars,ctrl_random,0.5,float_literals,-0.0292,0.6469,-0.0292,0.6469,0.0091
py_loop_vars,ctrl_random,1.0,float_literals,-0.0422,0.6469,-0.0422,0.6469,0.0401
py_loop_vars,ctrl_random,2.0,float_literals,-0.0255,0.6469,-0.0255,0.6469,0.1193
py_loop_vars,ctrl_random,4.0,float_literals,-0.0035,0.6469,-0.0035,0.6469,0.1677
py_loop_vars,ctrl_random,8.0,float_literals,0.2045,0.6469,0.2045,0.6469,0.3485
py_not_in,read,0.5,py2_except,0.123,0.6955,0.123,0.6955,0.2039
py_not_in,read,1.0,py2_except,0.2135,0.6955,0.2135,0.6955,0.3491
py_not_in,read,2.0,py2_except,0.1438,0.6955,0.1438,0.6955,0.2695
py_not_in,read,4.0,py2_except,0.0722,0.6955,0.0722,0.6955,0.178
py_not_in,read,8.0,py2_except,-0.0248,0.6955,-0.0248,0.6955,0.0633
py_not_in,ctrl_family,0.5,py2_except,-0.0513,0.6955,-0.0513,0.6955,0.0004
py_not_in,ctrl_family,1.0,py2_except,0.1643,0.6955,0.1643,0.6955,0.3081
py_not_in,ctrl_family,2.0,py2_except,0.2954,0.6955,0.2954,0.6955,0.4414
py_not_in,ctrl_family,4.0,py2_except,0.2994,0.6955,0.2994,0.6955,0.4162
py_not_in,ctrl_family,8.0,py2_except,0.2694,0.6955,0.2694,0.6955,0.3535
py_not_in,ctrl_random,0.5,py2_except,-0.0533,0.6955,-0.0533,0.6955,-0.0104
py_not_in,ctrl_random,1.0,py2_except,-0.0964,0.6955,-0.0964,0.6955,-0.0609
py_not_in,ctrl_random,2.0,py2_except,-0.0819,0.6955,-0.0819,0.6955,-0.0427
py_not_in,ctrl_random,4.0,py2_except,0.0927,0.6955,0.0927,0.6955,0.148
py_not_in,ctrl_random,8.0,py2_except,0.0747,0.6955,0.0747,0.6955,0.1308
py_optional,read,0.5,docstring_style,0.3624,0.7246,0.3624,0.7246,0.3781
py_optional,read,1.0,docstring_style,0.4029,0.7246,0.4029,0.7246,0.4338
py_optional,read,2.0,docstring_style,0.4579,0.7246,0.4579,0.7246,0.5349
py_optional,read,4.0,docstring_style,0.5204,0.7246,0.5204,0.7246,0.6306
py_optional,read,8.0,docstring_style,0.4432,0.7246,0.4432,0.7246,0.5643
py_optional,ctrl_family,0.5,docstring_style,0.0427,0.7246,0.0427,0.7246,0.075
py_optional,ctrl_family,1.0,docstring_style,0.0731,0.7246,0.0731,0.7246,0.105
py_optional,ctrl_family,2.0,docstring_style,0.0864,0.7246,0.0864,0.7246,0.1203
py_optional,ctrl_family,4.0,docstring_style,0.1011,0.7246,0.1011,0.7246,0.1471
py_optional,ctrl_family,8.0,docstring_style,0.1157,0.7246,0.1157,0.7246,0.1957
py_optional,ctrl_random,0.5,docstring_style,-0.0817,0.7246,-0.0817,0.7246,-0.0809
py_optional,ctrl_random,1.0,docstring_style,-0.0915,0.7246,-0.0915,0.7246,-0.0957
py_optional,ctrl_random,2.0,docstring_style,-0.0897,0.7246,-0.0897,0.7246,-0.0925
py_optional,ctrl_random,4.0,docstring_style,0.012,0.7246,0.012,0.7246,0.0704
py_optional,ctrl_random,8.0,docstring_style,0.1841,0.7246,0.1841,0.7246,0.346
py_paren_if,read,0.5,py_enumerate,0.4019,0.8192,0.4019,0.8192,0.5112
py_paren_if,read,1.0,py_enumerate,0.5142,0.8192,0.5142,0.8192,0.6398
py_paren_if,read,2.0,py_enumerate,0.6904,0.8192,0.6904,0.8192,0.7911
py_paren_if,read,4.0,py_enumerate,0.6598,0.8192,0.6598,0.8192,0.7422
py_paren_if,read,8.0,py_enumerate,0.4962,0.8192,0.4962,0.8192,0.562
py_paren_if,ctrl_family,0.5,py_enumerate,0.102,0.8192,0.102,0.8192,0.1342
py_paren_if,ctrl_family,1.0,py_enumerate,0.1455,0.8192,0.1455,0.8192,0.2061
py_paren_if,ctrl_family,2.0,py_enumerate,0.1898,0.8192,0.1898,0.8192,0.2712
py_paren_if,ctrl_family,4.0,py_enumerate,0.2176,0.8192,0.2176,0.8192,0.3398
