task,icl_example_index,token_role,layer,per_task_test_mse,test_r2
prev_number,10,last_prompt_token,1,0.46304529905319214,0.10309063036639932
next_number,10,last_prompt_token,1,0.3898088335990906,0.15140290405993306
antonym,10,last_prompt_token,2,0.4529725909233093,0.01855330733445404
synonym,10,last_prompt_token,2,0.3213460147380829,0.16469713851806134
prev_number,10,last_prompt_token,2,0.4420551657676697,0.1437480935824994
next_number,10,last_prompt_token,2,0.34191614389419556,0.2556632334759965
antonym,10,last_prompt_token,3,0.4539155960083008,0.016510116994956636
synonym,10,last_prompt_token,3,0.31780216097831726,0.17390898820793066
prev_number,10,last_prompt_token,3,0.4464181363582611,0.135297107879505
next_number,10,last_prompt_token,3,0.37269845604896545,0.1886514614243554
antonym,10,last_prompt_token,4,0.4717411696910858,-0.022112198541122563
synonym,10,last_prompt_token,4,0.31661543250083923,0.17699375555395624
prev_number,10,last_prompt_token,4,0.392652302980423,0.23944043861052788
next_number,10,last_prompt_token,4,0.3114759027957916,0.3219303315233132
antonym,10,last_prompt_token,5,0.43858572840690613,0.04972503586172916
synonym,10,last_prompt_token,5,0.302657812833786,0.2132750197136155
prev_number,10,last_prompt_token,5,0.3797668516635895,0.2643992969374709
next_number,10,last_prompt_token,5,0.3151199221611023,0.3139974578056991
antonym,10,last_prompt_token,6,0.44490087032318115,0.0360421436257814
synonym,10,last_prompt_token,6,0.3054954409599304,0.20589892421256506
prev_number,10,last_prompt_token,6,0.3658788502216339,0.2913000745595411
next_number,10,last_prompt_token,6,0.2979503870010376,0.3513747987472764
antonym,10,last_prompt_token,7,0.4361559748649597,0.054989534477141944
synonym,10,last_prompt_token,7,0.3050089478492737,0.2071635083953005
prev_number,10,last_prompt_token,7,0.3580493927001953,0.3064655752664597
next_number,10,last_prompt_token,7,0.29574310779571533,0.3561799508170004
antonym,10,last_prompt_token,8,0.4220951497554779,0.08545484424725558
synonym,10,last_prompt_token,8,0.300658643245697,0.2184716364473861
prev_number,10,last_prompt_token,8,0.3556096851825714,0.31119123933474135
next_number,10,last_prompt_token,8,0.29241883754730225,0.3634167444342139
antonym,10,last_prompt_token,9,0.3481427729129791,0.245685986530906
synonym,10,last_prompt_token,9,0.28059065341949463,0.27063612132416315
prev_number,10,last_prompt_token,9,0.34480130672454834,0.3321268495857662
next_number,10,last_prompt_token,9,0.28913646936416626,0.3705623190542082
antonym,10,last_prompt_token,10,0.33419930934906006,0.27589701137728084
synonym,10,last_prompt_token,10,0.27672046422958374,0.2806962433002951
prev_number,10,last_prompt_token,10,0.34605345129966736,0.32970147089418567
next_number,10,last_prompt_token,10,0.290692538022995,0.3671748243872107
antonym,10,last_prompt_token,11,0.3264155685901642,0.29276188748118126
synonym,10,last_prompt_token,11,0.2745372951030731,0.28637114616149817
prev_number,10,last_prompt_token,11,0.35185709595680237,0.3184599286916151
next_number,10,last_prompt_token,11,0.295763224363327,0.3561361579129301
antonym,10,last_prompt_token,12,0.32660576701164246,0.2923497883488043
synonym,10,last_prompt_token,12,0.27468690276145935,0.2859822578622252
prev_number,10,last_prompt_token,12,0.35101544857025146,0.32009018263970335
next_number,10,last_prompt_token,12,0.2966039776802063,0.35430587403629654
antonym,10,last_prompt_token,13,0.323015421628952,0.300128918194577
synonym,10,last_prompt_token,13,0.27345097064971924,0.28919492452739415
prev_number,10,last_prompt_token,13,0.35213831067085266,0.31791522148386187
next_number,10,last_prompt_token,13,0.2943444848060608,0.3592246930214742
antonym,10,last_prompt_token,14,0.33903905749320984,0.26541082544773487
synonym,10,last_prompt_token,14,0.2803117632865906,0.2713610648908157
prev_number,10,last_prompt_token,14,0.3577573597431183,0.3070312371919339
next_number,10,last_prompt_token,14,0.29678887128829956,0.3539033685891081
antonym,10,last_prompt_token,15,0.34344616532325745,0.2558620326715446
synonym,10,last_prompt_token,15,0.28105783462524414,0.2694217362685052
prev_number,10,last_prompt_token,15,0.35886287689208984,0.30488987285624003
next_number,10,last_prompt_token,15,0.29754164814949036,0.3522646056796088
antonym,10,last_prompt_token,16,0.3451113998889923,0.25225400209794746
synonym,10,last_prompt_token,16,0.27935895323753357,0.27383778756333665
prev_number,10,last_prompt_token,16,0.3640316426753998,0.29487807817876144
next_number,10,last_prompt_token,16,0.30235838890075684,0.34177876785063643
antonym,10,last_prompt_token,17,0.3523101508617401,0.23665661171473462
synonym,10,last_prompt_token,17,0.27904102206230164,0.2746642139331861
prev_number,10,last_prompt_token,17,0.368420273065567,0.28637738996348683
next_number,10,last_prompt_token,17,0.3062153160572052,0.3333824030120176
antonym,10,last_prompt_token,18,0.353966623544693,0.23306756533808493
synonym,10,last_prompt_token,18,0.280510276556015,0.2708450519502864
prev_number,10,last_prompt_token,18,0.36827352643013,0.2866616352253538
next_number,10,last_prompt_token,18,0.30844154953956604,0.3285359882949028
antonym,10,last_prompt_token,19,0.3558693826198578,0.22894489513975502
synonym,10,last_prompt_token,19,0.28347161412239075,0.2631473876583432
prev_number,10,last_prompt_token,19,0.3693851828575134,0.2845083792316696
next_number,10,last_prompt_token,19,0.31047672033309937,0.32410550884889155
antonym,10,last_prompt_token,20,0.36011946201324463,0.21973633275035487
synonym,10,last_prompt_token,20,0.2870232164859772,0.25391539634341187
prev_number,10,last_prompt_token,20,0.37341147661209106,0.27670952974380747
next_number,10,last_prompt_token,20,0.31271126866340637,0.31924099306476106
antonym,10,last_prompt_token,21,0.36501237750053406,0.20913495019715478
synonym,10,last_prompt_token,21,0.2894632816314697,0.24757272114361673
prev_number,10,last_prompt_token,21,0.373799592256546,0.27595775759813446
next_number,10,last_prompt_token,21,0.3129821717739105,0.31865124862328087
antonym,10,last_prompt_token,22,0.3658040165901184,0.20741972154573984
synonym,10,last_prompt_token,22,0.2900650203227997,0.2460085690219792
prev_number,10,last_prompt_token,22,0.3749586343765259,0.27371271647724293
next_number,10,last_prompt_token,22,0.31358954310417175,0.31732902731223933
antonym,10,last_prompt_token,23,0.36544299125671387,0.20820194794649427
synonym,10,last_prompt_token,23,0.2906801700592041,0.24440955639542694
prev_number,10,last_prompt_token,23,0.37776100635528564,0.2682845786901027
next_number,10,last_prompt_token,23,0.3143894374370575,0.31558769168965095
antonym,10,last_prompt_token,24,0.3688240647315979,0.20087624337611343
synonym,10,last_prompt_token,24,0.294186532497406,0.23529516118374194
prev_number,10,last_prompt_token,24,0.3810027837753296,0.26200532145922417
next_number,10,last_prompt_token,24,0.3156571090221405,0.31282802507108076
antonym,10,last_prompt_token,25,0.3738941550254822,0.18989097969756363
synonym,10,last_prompt_token,25,0.29631710052490234,0.22975698896959396
prev_number,10,last_prompt_token,25,0.3826250433921814,0.2588630374250104
next_number,10,last_prompt_token,25,0.3166944682598114,0.31056973854533343
antonym,10,last_prompt_token,26,0.37963563203811646,0.1774510357848884
synonym,10,last_prompt_token,26,0.2981387972831726,0.2250216929175307
prev_number,10,last_prompt_token,26,0.3799422085285187,0.264059634240309
next_number,10,last_prompt_token,26,0.3155975937843323,0.31295758718875244
antonym,10,last_prompt_token,27,0.38862162828445435,0.15798125665697982
synonym,10,last_prompt_token,27,0.30409547686576843,0.20953797358673765
prev_number,10,last_prompt_token,27,0.38638994097709656,0.25157050702566086
next_number,10,last_prompt_token,27,0.32194358110427856,0.2991426452315431
antonym,10,last_prompt_token,28,0.3971141278743744,0.13958072690748402
synonym,10,last_prompt_token,28,0.3117019832134247,0.1897657149413131
prev_number,10,last_prompt_token,28,0.38655513525009155,0.25125052906332757
next_number,10,last_prompt_token,28,0.3232557773590088,0.29628605031863064
antonym,2,pre_label_token,0,0.46153560280799866,0.0
synonym,2,pre_label_token,0,0.3847059905529022,0.0
prev_number,2,pre_label_token,0,0.5162676572799683,0.0
next_number,2,pre_label_token,0,0.45935678482055664,0.0
antonym,2,pre_label_token,1,0.4370720386505127,0.05300471731465306
synonym,2,pre_label_token,1,0.3141677975654602,0.1833561075720812
prev_number,2,pre_label_token,1,0.4677489399909973,0.09397977309792926
next_number,2,pre_label_token,1,0.4022572636604309,0.12430320623745905
antonym,2,pre_label_token,2,0.4463573694229126,0.03288637602980393
synonym,2,pre_label_token,2,0.3174300193786621,0.1748763284854249
prev_number,2,pre_label_token,2,0.471632182598114,0.08645801078654192
next_number,2,pre_label_token,2,0.40483418107032776,0.11869336766524008
antonym,2,pre_label_token,3,0.459420382976532,0.004583004688257231
synonym,2,pre_label_token,3,0.32100337743759155,0.16558778568474286
prev_number,2,pre_label_token,3,0.4095306992530823,0.2067473267437384
next_number,2,pre_label_token,3,0.3573814034461975,0.2219960273672562
antonym,2,pre_label_token,4,0.47553715109825134,-0.03033687586627498
synonym,2,pre_label_token,4,0.32015812397003174,0.1677849271078462
prev_number,2,pre_label_token,4,0.38404908776283264,0.25610469230969946
next_number,2,pre_label_token,4,0.32956594228744507,0.2825490921698547
antonym,2,pre_label_token,5,0.4596138894557953,0.004163738052951005
synonym,2,pre_label_token,5,0.3152083158493042,0.18065139719741685
prev_number,2,pre_label_token,5,0.3871542513370514,0.25009005333235435
next_number,2,pre_label_token,5,0.33159318566322327,0.27813587037196585
antonym,2,pre_label_token,6,0.47271528840065,-0.02422280215141326
synonym,2,pre_label_token,6,0.3173742890357971,0.17502119325029353
prev_number,2,pre_label_token,6,0.3684633672237396,0.28629391745157384
next_number,2,pre_label_token,6,0.3115949332714081,0.3216712072879697
antonym,2,pre_label_token,7,0.4610944092273712,0.0009559253456140615
synonym,2,pre_label_token,7,0.31351423263549805,0.1850549761782676
prev_number,2,pre_label_token,7,0.36931610107421875,0.2846421892473089
next_number,2,pre_label_token,7,0.30776354670524597,0.3300119713580134
antonym,2,pre_label_token,8,0.4535658657550812,0.01726787057039436
synonym,2,pre_label_token,8,0.3104704022407532,0.19296707130933188
prev_number,2,pre_label_token,8,0.3617750406265259,0.29924907066115536
next_number,2,pre_label_token,8,0.3048565983772278,0.3363402730704911
antonym,2,pre_label_token,9,0.40469005703926086,0.12316611204615102
synonym,2,pre_label_token,9,0.29807111620903015,0.22519762226566786
prev_number,2,pre_label_token,9,0.35953012108802795,0.30359743435747066
next_number,2,pre_label_token,9,0.31049853563308716,0.3240580178773663
antonym,2,pre_label_token,10,0.40023428201675415,0.1328203510591277
synonym,2,pre_label_token,10,0.2985248863697052,0.22401809771492487
prev_number,2,pre_label_token,10,0.3588595688343048,0.30489628049719597
next_number,2,pre_label_token,10,0.3106808364391327,0.3236611568489247
antonym,2,pre_label_token,11,0.40100380778312683,0.1311530349047707
synonym,2,pre_label_token,11,0.30110785365104675,0.21730396446831413
prev_number,2,pre_label_token,11,0.35799703001976013,0.3065670007183485
next_number,2,pre_label_token,11,0.3074609339237213,0.3306707463919837
antonym,2,pre_label_token,12,0.39647379517555237,0.14096812301501338
synonym,2,pre_label_token,12,0.3015258312225342,0.21621747873179964
prev_number,2,pre_label_token,12,0.3591076135635376,0.3044158228784878
next_number,2,pre_label_token,12,0.3065642714500427,0.33262274210274456
antonym,2,pre_label_token,13,0.3868483304977417,0.16182342565959595
synonym,2,pre_label_token,13,0.2971923053264618,0.22748199241884726
prev_number,2,pre_label_token,13,0.35367777943611145,0.3149333016530328
next_number,2,pre_label_token,13,0.3028450012207031,0.34071943372076974
antonym,2,pre_label_token,14,0.3949463367462158,0.1442776367774261
synonym,2,pre_label_token,14,0.30147191882133484,0.2163576179615575
prev_number,2,pre_label_token,14,0.3565613627433777,0.309347859166748
next_number,2,pre_label_token,14,0.3037078380584717,0.3388410749672235
antonym,2,pre_label_token,15,0.39809656143188477,0.1374521076817229
synonym,2,pre_label_token,15,0.3027128279209137,0.21313201417567573
prev_number,2,pre_label_token,15,0.3599132299423218,0.3028553602629742
next_number,2,pre_label_token,15,0.30707839131355286,0.3315035252314601
antonym,2,pre_label_token,16,0.39863303303718567,0.13628974533732952
synonym,2,pre_label_token,16,0.3019491732120514,0.21511704879331917
prev_number,2,pre_label_token,16,0.366228848695755,0.29062213460109954
next_number,2,pre_label_token,16,0.3127037584781647,0.319257342415614
antonym,2,pre_label_token,17,0.40772056579589844,0.11659996906996484
synonym,2,pre_label_token,17,0.30085301399230957,0.21796639152948605
prev_number,2,pre_label_token,17,0.37213924527168274,0.27917381609308467
next_number,2,pre_label_token,17,0.3173348307609558,0.3091756968716166
antonym,2,pre_label_token,18,0.40751293301582336,0.11704984287994147
synonym,2,pre_label_token,18,0.30087918043136597,0.2178983748110076
prev_number,2,pre_label_token,18,0.37485063076019287,0.27392191729548143
next_number,2,pre_label_token,18,0.32278451323509216,0.2973119720846512
antonym,2,pre_label_token,19,0.4081723988056183,0.11562099148520022
synonym,2,pre_label_token,19,0.3015800714492798,0.21607648735636598
prev_number,2,pre_label_token,19,0.37159428000450134,0.2802294027824632
next_number,2,pre_label_token,19,0.32125353813171387,0.30064483915871953
antonym,2,pre_label_token,20,0.408493310213089,0.114925679128974
synonym,2,pre_label_token,20,0.3024010956287384,0.21394232724547546
prev_number,2,pre_label_token,20,0.3740818202495575,0.2754110876895478
next_number,2,pre_label_token,20,0.32411155104637146,0.29442306774029137
antonym,2,pre_label_token,21,0.40941449999809265,0.11292975556554985
synonym,2,pre_label_token,21,0.3044233024120331,0.20868582791104007
prev_number,2,pre_label_token,21,0.3741873800754547,0.27520662044390753
next_number,2,pre_label_token,21,0.3224848508834839,0.2979643241593579
antonym,2,pre_label_token,22,0.40766870975494385,0.11671232452128666
synonym,2,pre_label_token,22,0.3043023645877838,0.2090001921975838
prev_number,2,pre_label_token,22,0.37518152594566345,0.27328098002039825
next_number,2,pre_label_token,22,0.32380080223083496,0.295099554571019
antonym,2,pre_label_token,23,0.40896186232566833,0.11391047659697295
synonym,2,pre_label_token,23,0.30565449595451355,0.20548547862427435
prev_number,2,pre_label_token,23,0.37580275535583496,0.27207767123006155
next_number,2,pre_label_token,23,0.3236730396747589,0.2953776881706478
antonym,2,pre_label_token,24,0.4101661443710327,0.11130118267026934
synonym,2,pre_label_token,24,0.3078382611274719,0.19980902640729725
prev_number,2,pre_label_token,24,0.3812163472175598,0.2615916533953454
next_number,2,pre_label_token,24,0.3273521661758423,0.287368387725634
antonym,2,pre_label_token,25,0.41366201639175415,0.10372674637661738
synonym,2,pre_label_token,25,0.30922579765319824,0.19620228110101245
prev_number,2,pre_label_token,25,0.3828262388706207,0.25847332585659766
next_number,2,pre_label_token,25,0.32953572273254395,0.28261487884352476
antonym,2,pre_label_token,26,0.4171241819858551,0.09622534112632464
synonym,2,pre_label_token,26,0.30992332100868225,0.19438914750649394
prev_number,2,pre_label_token,26,0.37815237045288086,0.2675265143564639
next_number,2,pre_label_token,26,0.3250022828578949,0.2924839828264343
antonym,2,pre_label_token,27,0.419164776802063,0.09180402497261331
synonym,2,pre_label_token,27,0.3126521110534668,0.18729596436977514
prev_number,2,pre_label_token,27,0.38139083981513977,0.2612536647665413
next_number,2,pre_label_token,27,0.3299514353275299,0.2817098903711147
antonym,2,pre_label_token,28,0.41920778155326843,0.09171084743453439
synonym,2,pre_label_token,28,0.3147464692592621,0.18185191551889746
prev_number,2,pre_label_token,28,0.3825136125087738,0.25907887679018515
next_number,2,pre_label_token,28,0.3288149833679199,0.28418389749839357
antonym,2,first_label_token,0,0.43929344415664673,0.048191642239579946
synonym,2,first_label_token,0,0.30927395820617676,0.19607709315447364
prev_number,2,first_label_token,0,0.4163450300693512,0.19354810591287874
next_number,2,first_label_token,0,0.3592931926250458,0.21783414439954285
antonym,2,first_label_token,1,0.4429347813129425,0.04030202953334072
synonym,2,first_label_token,1,0.30867376923561096,0.1976372169510987
prev_number,2,first_label_token,1,0.42410385608673096,0.17851941699934448
next_number,2,first_label_token,1,0.3698783814907074,0.19479064266962576
antonym,2,first_label_token,2,0.43884533643722534,0.049162548312036924
synonym,2,first_label_token,2,0.30765342712402344,0.20028948163281335
prev_number,2,first_label_token,2,0.41860389709472656,0.1891727262168572
next_number,2,first_label_token,2,0.3678339719772339,0.19924123441232133
antonym,2,first_label_token,3,0.44409000873565674,0.03779902128070367
synonym,2,first_label_token,3,0.3130291700363159,0.18631584190714545
prev_number,2,first_label_token,3,0.4202871024608612,0.18591239150016614
next_number,2,first_label_token,3,0.3690042793750763,0.1966935254494514
antonym,2,first_label_token,4,0.4247201979160309,0.07976720467062903
synonym,2,first_label_token,4,0.3049503564834595,0.20731581006788424
prev_number,2,first_label_token,4,0.42028674483299255,0.18591308421810737
next_number,2,first_label_token,4,0.3727714717388153,0.18849250940217432
antonym,2,first_label_token,5,0.42464372515678406,0.07993289667527947
synonym,2,first_label_token,5,0.317300021648407,0.17521424297973343
prev_number,2,first_label_token,5,0.3947797119617462,0.2353196904843876
next_number,2,first_label_token,5,0.34322673082351685,0.25281014199540974
antonym,2,first_label_token,6,0.4228590130805969,0.0837997967916061
synonym,2,first_label_token,6,0.3169790208339691,0.1760486485318189
prev_number,2,first_label_token,6,0.3982378840446472,0.22862128117259595
next_number,2,first_label_token,6,0.3442354202270508,0.2506142684677596
antonym,2,first_label_token,7,0.4027782678604126,0.12730834759031462
synonym,2,first_label_token,7,0.31255537271499634,0.18754742481189468
prev_number,2,first_label_token,7,0.4045853614807129,0.21632634588746058
next_number,2,first_label_token,7,0.3554742634296417,0.2261477893082512
antonym,2,first_label_token,8,0.3869388997554779,0.16162719105237344
synonym,2,first_label_token,8,0.30879196524620056,0.19732997970111532
prev_number,2,first_label_token,8,0.4110928773880005,0.20372141932364407
next_number,2,first_label_token,8,0.3599623441696167,0.21637743021422318
antonym,2,first_label_token,9,0.37405094504356384,0.18955126588756122
synonym,2,first_label_token,9,0.29711174964904785,0.22769138785170284
prev_number,2,first_label_token,9,0.40099236369132996,0.22328590986307972
next_number,2,first_label_token,9,0.34540554881095886,0.24806694877514812
antonym,2,first_label_token,10,0.3689230680465698,0.2006617348650266
synonym,2,first_label_token,10,0.2993132174015045,0.22196891976823807
prev_number,2,first_label_token,10,0.4006277620792389,0.2239921358041197
next_number,2,first_label_token,10,0.34427905082702637,0.25051928652470934
antonym,2,first_label_token,11,0.3635355830192566,0.21233469139218408
synonym,2,first_label_token,11,0.2990756034851074,0.2225865704475415
prev_number,2,first_label_token,11,0.39506882429122925,0.23475968575543316
next_number,2,first_label_token,11,0.33814188838005066,0.26387962569848056
antonym,2,first_label_token,12,0.37007999420166016,0.19815504600277722
synonym,2,first_label_token,12,0.3003314435482025,0.21932215529952104
prev_number,2,first_label_token,12,0.3920893967151642,0.24053077664995604
next_number,2,first_label_token,12,0.3378569781780243,0.264499862976869
antonym,2,first_label_token,13,0.3688742220401764,0.2007675685344038
synonym,2,first_label_token,13,0.2988257110118866,0.22323613785578922
prev_number,2,first_label_token,13,0.388574481010437,0.24733909720841596
next_number,2,first_label_token,13,0.3343295156955719,0.2721789973643809
antonym,2,first_label_token,14,0.37239545583724976,0.19313818138496175
synonym,2,first_label_token,14,0.29818859696388245,0.22489224424261334
prev_number,2,first_label_token,14,0.38845160603523254,0.2475771035477088
next_number,2,first_label_token,14,0.3363814651966095,0.26771199139245605
antonym,2,first_label_token,15,0.3747616410255432,0.18801141505556596
synonym,2,first_label_token,15,0.3026372492313385,0.2133284724878184
prev_number,2,first_label_token,15,0.3825514018535614,0.2590056795943998
next_number,2,first_label_token,15,0.32794028520584106,0.2860880778457473
antonym,2,first_label_token,16,0.3751864731311798,0.18709093979200686
synonym,2,first_label_token,16,0.3013594150543213,0.2166500588638992
prev_number,2,first_label_token,16,0.3850424885749817,0.25418049504856766
next_number,2,first_label_token,16,0.3298967182636261,0.281829007070186
antonym,2,first_label_token,17,0.3746512234210968,0.18825065468036328
synonym,2,first_label_token,17,0.2992265522480011,0.22219419609777702
prev_number,2,first_label_token,17,0.386089563369751,0.25215233236976264
next_number,2,first_label_token,17,0.3318733274936676,0.2775260136338016
antonym,2,first_label_token,18,0.3740842938423157,0.18947900970938358
synonym,2,first_label_token,18,0.2981768548488617,0.224922766551361
prev_number,2,first_label_token,18,0.39035236835479736,0.24389536541679568
next_number,2,first_label_token,18,0.33692386746406555,0.2665312049419676
antonym,2,first_label_token,19,0.3775092661380768,0.1820581904379699
synonym,2,first_label_token,19,0.29945579171180725,0.22159831386709827
prev_number,2,first_label_token,19,0.3967204988002777,0.2315604256705568
next_number,2,first_label_token,19,0.34362390637397766,0.25194550787312076
antonym,2,first_label_token,20,0.37669673562049866,0.18381868413040592
synonym,2,first_label_token,20,0.2988138496875763,0.22326697003569174
prev_number,2,first_label_token,20,0.40275055170059204,0.21988033528471973
next_number,2,first_label_token,20,0.3513711392879486,0.2350801144143143
antonym,2,first_label_token,21,0.37955009937286377,0.177636357707471
synonym,2,first_label_token,21,0.2994868755340576,0.22151751496348437
prev_number,2,first_label_token,21,0.4018663465976715,0.22159302266780923
next_number,2,first_label_token,21,0.34920671582221985,0.2397919713787745
antonym,2,first_label_token,22,0.38028228282928467,0.1760499503924854
synonym,2,first_label_token,22,0.29991593956947327,0.22040221120957348
prev_number,2,first_label_token,22,0.39985373616218567,0.2254914083348285
next_number,2,first_label_token,22,0.3481796383857727,0.2420278748646637
antonym,2,first_label_token,23,0.38309305906295776,0.1699598974982509
synonym,2,first_label_token,23,0.3010435402393341,0.21747113995632827
prev_number,2,first_label_token,23,0.3984014689922333,0.22830442044099808
next_number,2,first_label_token,23,0.3479025959968567,0.2426309842516824
antonym,2,first_label_token,24,0.3841210901737213,0.16773248296184462
synonym,2,first_label_token,24,0.30157187581062317,0.21609779099825843
prev_number,2,first_label_token,24,0.39787307381629944,0.22932791119910167
next_number,2,first_label_token,24,0.346295565366745,0.2461294209423247
antonym,2,first_label_token,25,0.38575315475463867,0.16419632113383442
synonym,2,first_label_token,25,0.3021152913570404,0.21468524333910655
prev_number,2,first_label_token,25,0.3992689847946167,0.2266240598951641
next_number,2,first_label_token,25,0.3465079963207245,0.24566696787534215
antonym,2,first_label_token,26,0.38733336329460144,0.16077251475714593
synonym,2,first_label_token,26,0.30280670523643494,0.2128879906412714
prev_number,2,first_label_token,26,0.3964141607284546,0.23215379631367838
next_number,2,first_label_token,26,0.34581130743026733,0.24718362968045582
antonym,2,first_label_token,27,0.3908929228782654,0.1530600878890832
synonym,2,first_label_token,27,0.3044879734516144,0.2085177228095615
prev_number,2,first_label_token,27,0.3972136080265045,0.23060528308265027
next_number,2,first_label_token,27,0.34723979234695435,0.24407387934282876
antonym,2,first_label_token,28,0.39330264925956726,0.14783898172383614
synonym,2,first_label_token,28,0.307048499584198,0.20186192280784165
prev_number,2,first_label_token,28,0.4010345935821533,0.22320411141952456
next_number,2,first_label_token,28,0.34982573986053467,0.2384443826225604
antonym,2,last_label_token,0,0.41915571689605713,0.09182365489054545
synonym,2,last_label_token,0,0.3083133101463318,0.19857418985542263
prev_number,2,last_label_token,0,0.41773539781570435,0.19085499173702947
next_number,2,last_label_token,0,0.3555235266685486,0.2260405453520612
antonym,2,last_label_token,1,0.42338746786117554,0.0826548043416988
synonym,2,last_label_token,1,0.3039708435535431,0.2098619438790802
prev_number,2,last_label_token,1,0.43708178400993347,0.1533814333581095
next_number,2,last_label_token,1,0.3782389461994171,0.17659005222449786
antonym,2,last_label_token,2,0.41511136293411255,0.10058647608427052
synonym,2,last_label_token,2,0.2975959777832031,0.2264326912209086
prev_number,2,last_label_token,2,0.4396326541900635,0.14844044946310897
next_number,2,last_label_token,2,0.38976427912712097,0.15149989723265178
antonym,2,last_label_token,3,0.4141419529914856,0.1026868773030043
synonym,2,last_label_token,3,0.30118268728256226,0.21710944285088896
prev_number,2,last_label_token,3,0.4430578947067261,0.14180582792840157
next_number,2,last_label_token,3,0.3915386497974396,0.14763716845852093
antonym,2,last_label_token,4,0.4141373336315155,0.10269688597826565
synonym,2,last_label_token,4,0.3012278378009796,0.21699207915100882
prev_number,2,last_label_token,4,0.4243876039981842,0.17796980303950782
next_number,2,last_label_token,4,0.37805765867233276,0.17698470738814187
antonym,2,last_label_token,5,0.40286847949028015,0.12711288784827368
synonym,2,last_label_token,5,0.3002362847328186,0.2195695099488395
prev_number,2,last_label_token,5,0.40910854935646057,0.20756502254681441
next_number,2,last_label_token,5,0.3626292645931244,0.21057165894527485
antonym,2,last_label_token,6,0.3941735625267029,0.1459519912905154
synonym,2,last_label_token,6,0.2989116907119751,0.22301264328539028
prev_number,2,last_label_token,6,0.4056713879108429,0.21422273467956143
next_number,2,last_label_token,6,0.3561234176158905,0.22473460851349625
antonym,2,last_label_token,7,0.3744860589504242,0.18860851325003314
synonym,2,last_label_token,7,0.2950156033039093,0.23314008476990244
prev_number,2,last_label_token,7,0.38782480359077454,0.24879120719262893
next_number,2,last_label_token,7,0.3378521203994751,0.2645104381522223
antonym,2,last_label_token,8,0.3685678541660309,0.20143136970658115
synonym,2,last_label_token,8,0.2929123044013977,0.23860737395739007
prev_number,2,last_label_token,8,0.38444891571998596,0.25533023365145247
next_number,2,last_label_token,8,0.3307446241378784,0.27998315238321636
antonym,2,last_label_token,9,0.3622264266014099,0.2151712145333713
synonym,2,last_label_token,9,0.29102349281311035,0.2435171274696053
prev_number,2,last_label_token,9,0.3835444748401642,0.2570821173247141
next_number,2,last_label_token,9,0.3277505040168762,0.2865012233466654
antonym,2,last_label_token,10,0.35807347297668457,0.2241693364538876
synonym,2,last_label_token,10,0.2936230003833771,0.23675999960026617
prev_number,2,last_label_token,10,0.3830857276916504,0.25797070126377153
next_number,2,last_label_token,10,0.3269738554954529,0.28819195383566154
antonym,2,last_label_token,11,0.3532453179359436,0.2346304038371324
synonym,2,last_label_token,11,0.29286691546440125,0.2387253573995799
prev_number,2,last_label_token,11,0.37880846858024597,0.26625566556686153
next_number,2,last_label_token,11,0.3211970627307892,0.3007677836819984
antonym,2,last_label_token,12,0.3581480383872986,0.22400777706353858
synonym,2,last_label_token,12,0.29362577199935913,0.23675279509591718
prev_number,2,last_label_token,12,0.3750717043876648,0.2734937021548377
next_number,2,last_label_token,12,0.31890788674354553,0.30575122153007084
antonym,2,last_label_token,13,0.35750630497932434,0.22539820805969557
synonym,2,last_label_token,13,0.2932147681713104,0.23782115336987597
prev_number,2,last_label_token,13,0.3748363256454468,0.2739496260131289
next_number,2,last_label_token,13,0.31717467308044434,0.3095243532663927
antonym,2,last_label_token,14,0.36059314012527466,0.21871002381741855
synonym,2,last_label_token,14,0.29323866963386536,0.23775902420333872
prev_number,2,last_label_token,14,0.3750491142272949,0.27353745883812264
next_number,2,last_label_token,14,0.31888094544410706,0.30580987158233686
antonym,2,last_label_token,15,0.3642801344394684,0.21072148665633728
synonym,2,last_label_token,15,0.2944803237915039,0.23453148372273935
prev_number,2,last_label_token,15,0.37508609890937805,0.27346582025770494
next_number,2,last_label_token,15,0.3187789022922516,0.30603201514313205
antonym,2,last_label_token,16,0.36603349447250366,0.2069225163875914
synonym,2,last_label_token,16,0.29478296637535095,0.23374479832849304
prev_number,2,last_label_token,16,0.37574535608291626,0.2721888524596221
next_number,2,last_label_token,16,0.3184933364391327,0.3066536797458014
antonym,2,last_label_token,17,0.3666140139102936,0.20566471648167295
synonym,2,last_label_token,17,0.2939325273036957,0.23595541914683016
prev_number,2,last_label_token,17,0.3792765438556671,0.26534901323483806
next_number,2,last_label_token,17,0.3209434151649475,0.30131996354354273
antonym,2,last_label_token,18,0.36760807037353516,0.2035109141375121
synonym,2,last_label_token,18,0.29337263107299805,0.23741080649313318
prev_number,2,last_label_token,18,0.37926188111305237,0.26537741467042675
next_number,2,last_label_token,18,0.3207258880138397,0.30179351081288974
antonym,2,last_label_token,19,0.369839608669281,0.19867588454896223
synonym,2,last_label_token,19,0.29389578104019165,0.236050936930297
prev_number,2,last_label_token,19,0.3791786730289459,0.26553858704474287
next_number,2,last_label_token,19,0.31983327865600586,0.30373668306446
antonym,2,last_label_token,20,0.3696152865886688,0.19916191873407696
synonym,2,last_label_token,20,0.2937040328979492,0.23654936468279153
