family,style,k,n,accuracy,ci_lo,ci_hi,style_ok,wrong_style,unscorable,style_ok_but_unfaithful,judge_ok,capped,unjudged
js_func_pascal,nat,4,200,0.655,0.587,0.717,0.765,0.0,0.235,0.11,0.87,0.565,0
js_func_pascal,alt,0,200,0.005,0.001,0.028,0.01,0.395,0.595,0.005,0.855,0.51,0
js_func_pascal,alt,1,200,0.415,0.349,0.484,0.465,0.265,0.27,0.05,0.845,0.565,0
js_func_pascal,alt,2,200,0.62,0.551,0.684,0.72,0.145,0.135,0.1,0.855,0.5,0
js_func_pascal,alt,3,200,0.66,0.592,0.722,0.745,0.11,0.145,0.085,0.885,0.525,0
js_func_pascal,alt,4,200,0.705,0.638,0.764,0.805,0.09,0.105,0.1,0.87,0.56,0
py_const_naming,nat,0,200,0.015,0.005,0.043,0.02,0.015,0.965,0.005,0.73,0.48,0
py_const_naming,nat,1,200,0.545,0.476,0.613,0.6,0.005,0.395,0.055,0.875,0.305,0
py_const_naming,nat,2,200,0.605,0.536,0.67,0.7,0.01,0.29,0.095,0.8,0.265,0
py_const_naming,nat,3,200,0.635,0.566,0.699,0.7,0.01,0.29,0.065,0.835,0.295,0
py_const_naming,nat,4,200,0.66,0.592,0.722,0.81,0.01,0.18,0.15,0.79,0.295,0
py_const_naming,alt,0,200,0.005,0.001,0.028,0.015,0.035,0.95,0.01,0.795,0.47,0
py_const_naming,alt,1,200,0.465,0.397,0.534,0.605,0.02,0.375,0.14,0.725,0.355,0
py_const_naming,alt,2,200,0.49,0.422,0.559,0.655,0.015,0.33,0.165,0.705,0.335,0
py_const_naming,alt,3,200,0.605,0.536,0.67,0.765,0.015,0.22,0.16,0.745,0.305,0
py_const_naming,alt,4,200,0.625,0.556,0.689,0.775,0.01,0.215,0.15,0.755,0.345,0
py_class_naming,nat,0,200,0.755,0.691,0.809,0.945,0.025,0.03,0.19,0.8,0.43,0
py_class_naming,nat,1,200,0.85,0.794,0.893,0.915,0.005,0.08,0.065,0.9,0.23,0
py_class_naming,nat,2,200,0.905,0.856,0.938,0.96,0.0,0.04,0.055,0.93,0.26,0
py_class_naming,nat,3,200,0.93,0.886,0.958,0.96,0.0,0.04,0.03,0.955,0.225,0
py_class_naming,nat,4,200,0.91,0.862,0.942,0.965,0.0,0.035,0.055,0.92,0.22,0
py_class_naming,alt,0,200,0.01,0.003,0.036,0.015,0.955,0.03,0.005,0.715,0.48,0
py_class_naming,alt,1,200,0.45,0.383,0.519,0.48,0.255,0.265,0.03,0.86,0.245,0
py_class_naming,alt,2,200,0.74,0.675,0.796,0.805,0.09,0.105,0.065,0.915,0.215,0
py_class_naming,alt,3,200,0.775,0.712,0.827,0.825,0.05,0.125,0.05,0.905,0.255,0
py_class_naming,alt,4,200,0.79,0.728,0.841,0.825,0.07,0.105,0.035,0.925,0.26,0
py_private,nat,0,200,0.09,0.058,0.138,0.1,0.43,0.47,0.01,0.92,0.125,0
py_private,nat,1,200,0.415,0.349,0.484,0.425,0.09,0.485,0.01,0.965,0.095,0
py_private,nat,2,200,0.38,0.316,0.449,0.385,0.1,0.515,0.005,0.96,0.09,0
py_private,nat,3,200,0.33,0.269,0.398,0.33,0.09,0.58,0.0,0.975,0.12,0
py_private,nat,4,200,0.41,0.344,0.479,0.425,0.075,0.5,0.015,0.95,0.155,0
py_private,alt,0,200,0.42,0.354,0.489,0.45,0.085,0.465,0.03,0.95,0.14,0
py_private,alt,1,200,0.46,0.392,0.529,0.485,0.045,0.47,0.025,0.925,0.135,0
py_private,alt,2,200,0.39,0.325,0.459,0.41,0.045,0.545,0.02,0.955,0.13,0
py_private,alt,3,200,0.41,0.344,0.479,0.43,0.025,0.545,0.02,0.94,0.14,0
py_private,alt,4,200,0.415,0.349,0.484,0.45,0.06,0.49,0.035,0.92,0.14,0
py_bool_prefix,nat,0,200,0.005,0.001,0.028,0.01,0.065,0.925,0.005,0.845,0.41,0
py_bool_prefix,nat,1,200,0.31,0.25,0.377,0.325,0.09,0.585,0.015,0.91,0.4,0
py_bool_prefix,nat,2,200,0.26,0.204,0.325,0.27,0.09,0.64,0.01,0.885,0.375,0
py_bool_prefix,nat,3,200,0.235,0.182,0.298,0.265,0.09,0.645,0.03,0.86,0.285,0
py_bool_prefix,nat,4,200,0.31,0.25,0.377,0.32,0.08,0.6,0.01,0.89,0.21,0
py_bool_prefix,alt,0,200,0.07,0.042,0.114,0.09,0.01,0.9,0.02,0.89,0.43,0
py_bool_prefix,alt,1,200,0.325,0.264,0.393,0.35,0.015,0.635,0.025,0.875,0.385,0
py_bool_prefix,alt,2,200,0.205,0.155,0.266,0.23,0.02,0.75,0.025,0.845,0.39,0
py_bool_prefix,alt,3,200,0.255,0.2,0.32,0.265,0.015,0.72,0.01,0.875,0.32,0
py_bool_prefix,alt,4,200,0.2,0.15,0.261,0.23,0.025,0.745,0.03,0.84,0.26,0
py_loop_vars,nat,0,200,0.4,0.335,0.469,0.455,0.495,0.05,0.055,0.865,0.42,0
py_loop_vars,nat,1,200,0.59,0.521,0.656,0.675,0.295,0.03,0.085,0.875,0.39,0
py_loop_vars,nat,2,200,0.68,0.612,0.741,0.755,0.24,0.005,0.075,0.885,0.375,0
py_loop_vars,nat,3,200,0.7,0.633,0.759,0.795,0.19,0.015,0.095,0.865,0.47,0
py_loop_vars,nat,4,200,0.655,0.587,0.717,0.745,0.25,0.005,0.09,0.88,0.47,0
py_loop_vars,alt,0,200,0.485,0.417,0.554,0.55,0.39,0.06,0.065,0.85,0.43,0
py_loop_vars,alt,1,200,0.65,0.582,0.713,0.745,0.24,0.015,0.095,0.875,0.395,0
py_loop_vars,alt,2,200,0.72,0.654,0.778,0.825,0.17,0.005,0.105,0.86,0.39,0
py_loop_vars,alt,3,200,0.645,0.577,0.708,0.755,0.22,0.025,0.11,0.86,0.455,0
py_loop_vars,alt,4,200,0.725,0.659,0.782,0.86,0.125,0.015,0.135,0.855,0.47,0
js_hungarian,nat,0,200,0.705,0.638,0.764,0.795,0.015,0.19,0.09,0.9,0.49,0
js_hungarian,nat,1,200,0.87,0.816,0.91,0.955,0.005,0.04,0.085,0.91,0.385,0
js_hungarian,nat,2,200,0.9,0.851,0.934,0.965,0.005,0.03,0.065,0.935,0.325,0
js_hungarian,nat,3,200,0.875,0.822,0.914,0.95,0.005,0.045,0.075,0.925,0.31,0
js_hungarian,nat,4,200,0.905,0.856,0.938,0.96,0.005,0.035,0.055,0.94,0.29,0
js_hungarian,alt,0,200,0.02,0.008,0.05,0.02,0.785,0.195,0.0,0.92,0.45,0
js_hungarian,alt,1,200,0.33,0.269,0.398,0.35,0.605,0.045,0.02,0.905,0.4,0
js_hungarian,alt,2,200,0.665,0.597,0.727,0.72,0.25,0.03,0.055,0.925,0.39,0
js_hungarian,alt,3,200,0.685,0.618,0.745,0.73,0.25,0.02,0.045,0.94,0.41,0
js_hungarian,alt,4,200,0.735,0.67,0.791,0.795,0.2,0.005,0.06,0.935,0.45,0
py_abbrev,nat,0,200,0.095,0.062,0.144,0.1,0.485,0.415,0.005,0.87,0.44,0
py_abbrev,nat,1,200,0.2,0.15,0.261,0.21,0.425,0.365,0.01,0.865,0.385,0
py_abbrev,nat,2,200,0.225,0.173,0.288,0.25,0.28,0.47,0.025,0.915,0.485,0
py_abbrev,nat,3,200,0.285,0.227,0.351,0.32,0.22,0.46,0.035,0.885,0.39,0
py_abbrev,nat,4,200,0.305,0.245,0.372,0.325,0.25,0.425,0.02,0.895,0.42,0
py_abbrev,alt,0,200,0.405,0.339,0.474,0.49,0.125,0.385,0.085,0.845,0.41,0
py_abbrev,alt,1,200,0.49,0.422,0.559,0.53,0.105,0.365,0.04,0.905,0.37,0
py_abbrev,alt,2,200,0.365,0.301,0.434,0.43,0.14,0.43,0.065,0.885,0.47,0
py_abbrev,alt,3,200,0.415,0.349,0.484,0.48,0.125,0.395,0.065,0.855,0.385,0
py_abbrev,alt,4,200,0.415,0.349,0.484,0.455,0.1,0.445,0.04,0.9,0.305,0
py_quotes,nat,0,200,0.33,0.269,0.398,0.35,0.285,0.365,0.02,0.94,0.41,0
py_quotes,nat,1,200,0.66,0.592,0.722,0.695,0.15,0.155,0.035,0.945,0.435,0
py_quotes,nat,2,200,0.755,0.691,0.809,0.82,0.1,0.08,0.065,0.915,0.44,0
py_quotes,nat,3,200,0.74,0.675,0.796,0.825,0.075,0.1,0.085,0.9,0.4,0
py_quotes,nat,4,200,0.8,0.739,0.85,0.855,0.065,0.08,0.055,0.93,0.42,0
py_quotes,alt,0,200,0.325,0.264,0.393,0.365,0.295,0.34,0.04,0.885,0.445,0
py_quotes,alt,1,200,0.545,0.476,0.613,0.58,0.245,0.175,0.035,0.935,0.465,0
py_quotes,alt,2,200,0.725,0.659,0.782,0.775,0.14,0.085,0.05,0.925,0.39,0
py_quotes,alt,3,200,0.735,0.67,0.791,0.765,0.12,0.115,0.03,0.93,0.4,0
py_quotes,alt,4,200,0.76,0.696,0.814,0.81,0.08,0.11,0.05,0.9,0.405,0
js_quotes,nat,0,200,0.145,0.103,0.2,0.175,0.51,0.315,0.03,0.9,0.38,0
js_quotes,nat,1,200,0.62,0.551,0.684,0.67,0.1,0.23,0.05,0.895,0.305,0
js_quotes,nat,2,200,0.725,0.659,0.782,0.77,0.06,0.17,0.045,0.9,0.305,0
js_quotes,nat,3,200,0.685,0.618,0.745,0.755,0.065,0.18,0.07,0.91,0.245,0
js_quotes,nat,4,200,0.71,0.644,0.768,0.775,0.08,0.145,0.065,0.915,0.29,0
js_quotes,alt,0,200,0.465,0.397,0.534,0.525,0.2,0.275,0.06,0.895,0.375,0
js_quotes,alt,1,200,0.71,0.644,0.768,0.765,0.065,0.17,0.055,0.92,0.37,0
js_quotes,alt,2,200,0.77,0.707,0.823,0.795,0.015,0.19,0.025,0.95,0.285,0
js_quotes,alt,3,200,0.695,0.628,0.755,0.76,0.015,0.225,0.065,0.915,0.26,0
js_quotes,alt,4,200,0.745,0.68,0.8,0.82,0.03,0.15,0.075,0.91,0.235,0
py_fstring,nat,0,200,0.155,0.111,0.212,0.165,0.14,0.695,0.01,0.92,0.325,0
py_fstring,nat,1,200,0.715,0.649,0.773,0.73,0.095,0.175,0.015,0.965,0.315,0
py_fstring,nat,2,200,0.85,0.794,0.893,0.89,0.02,0.09,0.04,0.94,0.28,0
py_fstring,nat,3,200,0.8,0.739,0.85,0.845,0.015,0.14,0.045,0.935,0.205,0
py_fstring,nat,4,200,0.8,0.739,0.85,0.835,0.035,0.13,0.035,0.95,0.27,0
py_fstring,alt,0,200,0.165,0.12,0.223,0.165,0.21,0.625,0.0,0.945,0.405,0
py_fstring,alt,1,200,0.685,0.618,0.745,0.73,0.015,0.255,0.045,0.915,0.325,0
py_fstring,alt,2,200,0.8,0.739,0.85,0.84,0.035,0.125,0.04,0.93,0.295,0
py_fstring,alt,3,200,0.8,0.739,0.85,0.82,0.015,0.165,0.02,0.96,0.245,0
py_fstring,alt,4,200,0.79,0.728,0.841,0.805,0.025,0.17,0.015,0.95,0.21,0
js_template,nat,0,200,0.245,0.191,0.309,0.26,0.11,0.63,0.015,0.945,0.23,0
js_template,nat,1,200,0.75,0.686,0.805,0.795,0.025,0.18,0.045,0.925,0.22,0
js_template,nat,2,200,0.725,0.659,0.782,0.75,0.065,0.185,0.025,0.945,0.19,0
js_template,nat,3,200,0.755,0.691,0.809,0.785,0.015,0.2,0.03,0.95,0.185,0
js_template,nat,4,200,0.795,0.734,0.845,0.835,0.02,0.145,0.04,0.935,0.18,0
js_template,alt,0,200,0.1,0.066,0.149,0.105,0.27,0.625,0.005,0.93,0.275,0
js_template,alt,1,200,0.61,0.541,0.675,0.65,0.11,0.24,0.04,0.93,0.215,0
js_template,alt,2,200,0.655,0.587,0.717,0.665,0.075,0.26,0.01,0.96,0.2,0
js_template,alt,3,200,0.655,0.587,0.717,0.7,0.06,0.24,0.045,0.915,0.21,0
js_template,alt,4,200,0.695,0.628,0.755,0.72,0.05,0.23,0.025,0.93,0.265,0
num_separators,nat,0,200,0.54,0.471,0.608,0.59,0.03,0.38,0.05,0.785,0.375,0
num_separators,nat,1,200,0.73,0.665,0.787,0.84,0.03,0.13,0.11,0.84,0.3,0
num_separators,nat,2,200,0.755,0.691,0.809,0.85,0.005,0.145,0.095,0.855,0.325,0
num_separators,nat,3,200,0.805,0.745,0.854,0.855,0.01,0.135,0.05,0.92,0.34,0
num_separators,nat,4,200,0.78,0.718,0.832,0.85,0.02,0.13,0.07,0.895,0.35,0
num_separators,alt,0,200,0.04,0.02,0.077,0.045,0.625,0.33,0.005,0.785,0.355,0
num_separators,alt,1,200,0.58,0.511,0.646,0.6,0.205,0.195,0.02,0.875,0.33,0
num_separators,alt,2,200,0.635,0.566,0.699,0.665,0.205,0.13,0.03,0.88,0.33,0
num_separators,alt,3,200,0.675,0.607,0.736,0.7,0.175,0.125,0.025,0.915,0.34,0
num_separators,alt,4,200,0.665,0.597,0.727,0.7,0.195,0.105,0.035,0.91,0.405,0
hex_constants,nat,0,200,0.85,0.794,0.893,0.93,0.025,0.045,0.08,0.92,0.435,0
hex_constants,nat,1,200,0.895,0.845,0.93,0.96,0.03,0.01,0.065,0.925,0.37,0
hex_constants,nat,2,200,0.905,0.856,0.938,0.97,0.015,0.015,0.065,0.925,0.365,0
hex_constants,nat,3,200,0.92,0.874,0.95,0.97,0.02,0.01,0.05,0.95,0.325,0
hex_constants,nat,4,200,0.89,0.839,0.926,0.965,0.035,0.0,0.075,0.91,0.29,0
hex_constants,alt,0,200,0.025,0.011,0.057,0.03,0.96,0.01,0.005,0.9,0.35,0
hex_constants,alt,1,200,0.525,0.456,0.593,0.575,0.41,0.015,0.05,0.895,0.41,0
hex_constants,alt,2,200,0.635,0.566,0.699,0.695,0.3,0.005,0.06,0.895,0.365,0
hex_constants,alt,3,200,0.645,0.577,0.708,0.72,0.265,0.015,0.075,0.9,0.33,0
hex_constants,alt,4,200,0.705,0.638,0.764,0.78,0.21,0.01,0.075,0.9,0.32,0
float_literals,nat,0,200,0.375,0.311,0.444,0.42,0.205,0.375,0.045,0.75,0.3,0
float_literals,nat,1,200,0.55,0.481,0.617,0.595,0.21,0.195,0.045,0.85,0.32,0
float_literals,nat,2,200,0.645,0.577,0.708,0.66,0.165,0.175,0.015,0.89,0.345,0
float_literals,nat,3,200,0.585,0.516,0.651,0.65,0.185,0.165,0.065,0.87,0.365,0
float_literals,nat,4,200,0.68,0.612,0.741,0.72,0.15,0.13,0.04,0.935,0.385,0
float_literals,alt,0,200,0.205,0.155,0.266,0.22,0.44,0.34,0.015,0.825,0.295,0
float_literals,alt,1,200,0.41,0.344,0.479,0.455,0.295,0.25,0.045,0.825,0.29,0
float_literals,alt,2,200,0.44,0.373,0.509,0.52,0.285,0.195,0.08,0.855,0.365,0
float_literals,alt,3,200,0.55,0.481,0.617,0.59,0.185,0.225,0.04,0.89,0.385,0
float_literals,alt,4,200,0.55,0.481,0.617,0.595,0.22,0.185,0.045,0.915,0.37,0
sql_bool_case,nat,0,200,0.215,0.164,0.277,0.22,0.585,0.195,0.005,0.97,0.38,0
sql_bool_case,nat,1,200,0.92,0.874,0.95,0.95,0.025,0.025,0.03,0.965,0.315,0
sql_bool_case,nat,2,200,0.96,0.923,0.98,0.975,0.005,0.02,0.015,0.97,0.26,0
sql_bool_case,nat,3,200,0.94,0.898,0.965,0.96,0.015,0.025,0.02,0.97,0.26,0
sql_bool_case,nat,4,200,0.95,0.91,0.973,0.955,0.01,0.035,0.005,0.99,0.225,0
sql_bool_case,alt,0,200,0.58,0.511,0.646,0.6,0.23,0.17,0.02,0.94,0.385,0
sql_bool_case,alt,1,200,0.95,0.91,0.973,0.965,0.015,0.02,0.015,0.985,0.33,0
sql_bool_case,alt,2,200,0.915,0.868,0.946,0.945,0.02,0.035,0.03,0.96,0.24,0
sql_bool_case,alt,3,200,0.93,0.886,0.958,0.96,0.005,0.035,0.03,0.965,0.27,0
sql_bool_case,alt,4,200,0.97,0.936,0.986,0.97,0.005,0.025,0.0,1.0,0.21,0
py2_print,nat,0,200,0.195,0.146,0.255,0.27,0.02,0.71,0.075,0.725,0.495,0
py2_print,nat,1,200,0.585,0.516,0.651,0.605,0.0,0.395,0.02,0.965,0.555,0
py2_print,nat,2,200,0.75,0.686,0.805,0.765,0.0,0.235,0.015,0.965,0.495,0
py2_print,nat,3,200,0.73,0.665,0.787,0.74,0.0,0.26,0.01,0.985,0.42,0
py2_print,nat,4,200,0.695,0.628,0.755,0.725,0.0,0.275,0.03,0.945,0.445,0
py2_print,alt,0,200,0.005,0.001,0.028,0.005,0.31,0.685,0.0,0.535,0.43,0
py2_print,alt,1,200,0.615,0.546,0.68,0.64,0.015,0.345,0.025,0.93,0.59,0
py2_print,alt,2,200,0.665,0.597,0.727,0.705,0.005,0.29,0.04,0.945,0.515,0
py2_print,alt,3,200,0.715,0.649,0.773,0.74,0.005,0.255,0.025,0.95,0.5,0
py2_print,alt,4,200,0.66,0.592,0.722,0.7,0.0,0.3,0.04,0.95,0.385,0
py2_iter,nat,0,200,0.715,0.649,0.773,0.785,0.02,0.195,0.07,0.89,0.395,0
py2_iter,nat,1,200,0.77,0.707,0.823,0.85,0.005,0.145,0.08,0.88,0.35,0
py2_iter,nat,2,200,0.785,0.723,0.836,0.875,0.0,0.125,0.09,0.895,0.29,0
py2_iter,nat,3,200,0.79,0.728,0.841,0.88,0.0,0.12,0.09,0.885,0.315,0
py2_iter,nat,4,200,0.83,0.772,0.876,0.895,0.0,0.105,0.065,0.915,0.42,0
py2_iter,alt,0,200,0.01,0.003,0.036,0.01,0.79,0.2,0.0,0.875,0.345,0
py2_iter,alt,1,200,0.56,0.491,0.627,0.61,0.285,0.105,0.05,0.925,0.37,0
py2_iter,alt,2,200,0.565,0.496,0.632,0.63,0.25,0.12,0.065,0.9,0.31,0
py2_iter,alt,3,200,0.62,0.551,0.684,0.695,0.18,0.125,0.075,0.895,0.34,0
py2_iter,alt,4,200,0.65,0.582,0.713,0.71,0.18,0.11,0.06,0.91,0.415,0
py2_except,nat,0,200,0.17,0.124,0.228,0.17,0.0,0.83,0.0,0.935,0.325,0
py2_except,nat,1,200,0.83,0.772,0.876,0.845,0.0,0.155,0.015,0.985,0.13,0
py2_except,nat,2,200,0.885,0.833,0.922,0.9,0.0,0.1,0.015,0.98,0.13,0
py2_except,nat,3,200,0.905,0.856,0.938,0.92,0.0,0.08,0.015,0.985,0.155,0
py2_except,nat,4,200,0.95,0.91,0.973,0.97,0.0,0.03,0.02,0.98,0.15,0
py2_except,alt,0,200,0.0,0.0,0.019,0.0,0.14,0.86,0.0,0.97,0.375,0
py2_except,alt,1,200,0.675,0.607,0.736,0.68,0.055,0.265,0.005,0.99,0.125,0
py2_except,alt,2,200,0.875,0.822,0.914,0.88,0.015,0.105,0.005,0.995,0.14,0
py2_except,alt,3,200,0.925,0.88,0.954,0.94,0.01,0.05,0.015,0.985,0.135,0
py2_except,alt,4,200,0.925,0.88,0.954,0.96,0.01,0.03,0.035,0.965,0.125,0
js_var,nat,0,200,0.395,0.33,0.464,0.455,0.065,0.48,0.06,0.715,0.425,0
js_var,nat,1,200,0.67,0.602,0.731,0.705,0.0,0.295,0.035,0.87,0.405,0
js_var,nat,2,200,0.74,0.675,0.796,0.775,0.005,0.22,0.035,0.94,0.375,0
js_var,nat,3,200,0.66,0.592,0.722,0.71,0.01,0.28,0.05,0.92,0.355,0
js_var,nat,4,200,0.545,0.476,0.613,0.585,0.0,0.415,0.04,0.92,0.26,0
js_var,alt,0,200,0.05,0.027,0.09,0.105,0.42,0.475,0.055,0.72,0.525,0
js_var,alt,1,200,0.385,0.32,0.454,0.47,0.205,0.325,0.085,0.83,0.485,0
js_var,alt,2,200,0.62,0.551,0.684,0.675,0.055,0.27,0.055,0.895,0.48,0
js_var,alt,3,200,0.605,0.536,0.67,0.65,0.055,0.295,0.045,0.905,0.38,0
js_var,alt,4,200,0.52,0.451,0.588,0.56,0.025,0.415,0.04,0.9,0.305,0
js_arrow,nat,0,200,0.79,0.728,0.841,0.935,0.04,0.025,0.145,0.835,0.4,0
js_arrow,nat,1,200,0.66,0.592,0.722,0.83,0.005,0.165,0.17,0.77,0.31,0
js_arrow,nat,2,200,0.76,0.696,0.814,0.935,0.0,0.065,0.175,0.82,0.17,0
js_arrow,nat,3,200,0.78,0.718,0.832,0.925,0.015,0.06,0.145,0.83,0.205,0
js_arrow,nat,4,200,0.75,0.686,0.805,0.925,0.005,0.07,0.175,0.79,0.185,0
js_arrow,alt,0,200,0.045,0.024,0.083,0.055,0.935,0.01,0.01,0.82,0.44,0
js_arrow,alt,1,200,0.395,0.33,0.464,0.475,0.365,0.16,0.08,0.745,0.3,0
js_arrow,alt,2,200,0.685,0.618,0.745,0.8,0.12,0.08,0.115,0.82,0.26,0
js_arrow,alt,3,200,0.74,0.675,0.796,0.875,0.08,0.045,0.135,0.84,0.29,0
js_arrow,alt,4,200,0.735,0.67,0.791,0.88,0.075,0.045,0.145,0.84,0.24,0
js_semicolons,nat,0,200,0.78,0.718,0.832,0.84,0.045,0.115,0.06,0.93,0.32,0
js_semicolons,nat,1,200,0.75,0.686,0.805,0.8,0.02,0.18,0.05,0.93,0.28,0
js_semicolons,nat,2,200,0.745,0.68,0.8,0.79,0.02,0.19,0.045,0.955,0.16,0
js_semicolons,nat,3,200,0.79,0.728,0.841,0.83,0.03,0.14,0.04,0.96,0.165,0
js_semicolons,nat,4,200,0.795,0.734,0.845,0.83,0.035,0.135,0.035,0.965,0.19,0
js_semicolons,alt,0,200,0.055,0.031,0.096,0.06,0.865,0.075,0.005,0.94,0.38,0
js_semicolons,alt,1,200,0.63,0.561,0.694,0.675,0.13,0.195,0.045,0.85,0.32,0
js_semicolons,alt,2,200,0.66,0.592,0.722,0.705,0.035,0.26,0.045,0.865,0.225,0
js_semicolons,alt,3,200,0.635,0.566,0.699,0.72,0.025,0.255,0.085,0.875,0.235,0
js_semicolons,alt,4,200,0.645,0.577,0.708,0.675,0.04,0.285,0.03,0.94,0.14,0
js_strict_eq,nat,0,200,0.755,0.691,0.809,0.805,0.045,0.15,0.05,0.915,0.385,0
js_strict_eq,nat,1,200,0.8,0.739,0.85,0.875,0.015,0.11,0.075,0.92,0.32,0
js_strict_eq,nat,2,200,0.775,0.712,0.827,0.8,0.02,0.18,0.025,0.95,0.32,0
js_strict_eq,nat,3,200,0.79,0.728,0.841,0.855,0.01,0.135,0.065,0.915,0.31,0
js_strict_eq,nat,4,200,0.72,0.654,0.778,0.78,0.01,0.21,0.06,0.91,0.235,0
js_strict_eq,alt,0,200,0.04,0.02,0.077,0.04,0.855,0.105,0.0,0.93,0.415,0
js_strict_eq,alt,1,200,0.47,0.402,0.539,0.52,0.385,0.095,0.05,0.93,0.36,0
js_strict_eq,alt,2,200,0.58,0.511,0.646,0.615,0.185,0.2,0.035,0.9,0.38,0
js_strict_eq,alt,3,200,0.66,0.592,0.722,0.71,0.13,0.16,0.05,0.92,0.32,0
js_strict_eq,alt,4,200,0.645,0.577,0.708,0.7,0.1,0.2,0.055,0.905,0.28,0
trailing_commas,nat,0,200,0.32,0.259,0.388,0.335,0.41,0.255,0.015,0.9,0.325,0
trailing_commas,nat,1,200,0.595,0.526,0.661,0.61,0.265,0.125,0.015,0.955,0.25,0
trailing_commas,nat,2,200,0.76,0.696,0.814,0.775,0.14,0.085,0.015,0.955,0.32,0
trailing_commas,nat,3,200,0.805,0.745,0.854,0.835,0.1,0.065,0.03,0.95,0.305,0
trailing_commas,nat,4,200,0.82,0.761,0.867,0.875,0.06,0.065,0.055,0.925,0.345,0
trailing_commas,alt,0,200,0.4,0.335,0.469,0.45,0.32,0.23,0.05,0.895,0.33,0
trailing_commas,alt,1,200,0.61,0.541,0.675,0.655,0.215,0.13,0.045,0.925,0.23,0
trailing_commas,alt,2,200,0.645,0.577,0.708,0.675,0.215,0.11,0.03,0.935,0.32,0
trailing_commas,alt,3,200,0.725,0.659,0.782,0.745,0.205,0.05,0.02,0.95,0.3,0
trailing_commas,alt,4,200,0.695,0.628,0.755,0.715,0.195,0.09,0.02,0.935,0.33,0
py_paren_if,nat,0,200,0.595,0.526,0.661,0.655,0.02,0.325,0.06,0.905,0.425,0
py_paren_if,nat,1,200,0.765,0.702,0.818,0.805,0.005,0.19,0.04,0.92,0.355,0
py_paren_if,nat,2,200,0.68,0.612,0.741,0.74,0.005,0.255,0.06,0.89,0.375,0
py_paren_if,nat,3,200,0.66,0.592,0.722,0.775,0.01,0.215,0.115,0.81,0.415,0
py_paren_if,nat,4,200,0.65,0.582,0.713,0.78,0.005,0.215,0.13,0.82,0.375,0
py_paren_if,alt,0,200,0.03,0.014,0.064,0.03,0.635,0.335,0.0,0.89,0.47,0
py_paren_if,alt,1,200,0.455,0.387,0.524,0.49,0.265,0.245,0.035,0.95,0.4,0
py_paren_if,alt,2,200,0.52,0.451,0.588,0.58,0.155,0.265,0.06,0.84,0.45,0
py_paren_if,alt,3,200,0.585,0.516,0.651,0.675,0.085,0.24,0.09,0.85,0.395,0
