family,style,k,n,accuracy,ci_lo,ci_hi,style_ok,wrong_style,unscorable,style_ok_but_unfaithful,judge_ok,capped,unjudged
us_uk,alt,1,200,0.41,0.344,0.479,0.49,0.315,0.195,0.08,0.855,0.01,0
us_uk,alt,2,200,0.495,0.426,0.564,0.565,0.275,0.16,0.07,0.875,0.0,0
us_uk,alt,3,200,0.58,0.511,0.646,0.665,0.185,0.15,0.085,0.85,0.0,0
us_uk,alt,4,200,0.545,0.476,0.613,0.645,0.185,0.17,0.1,0.855,0.0,0
ise_ize,nat,0,200,0.68,0.612,0.741,0.795,0.05,0.155,0.115,0.86,0.0,0
ise_ize,nat,1,200,0.7,0.633,0.759,0.845,0.005,0.15,0.145,0.82,0.02,0
ise_ize,nat,2,200,0.73,0.665,0.787,0.84,0.01,0.15,0.11,0.865,0.005,0
ise_ize,nat,3,200,0.68,0.612,0.741,0.8,0.015,0.185,0.12,0.86,0.005,0
ise_ize,nat,4,200,0.755,0.691,0.809,0.835,0.0,0.165,0.08,0.895,0.0,0
ise_ize,alt,0,200,0.025,0.011,0.057,0.035,0.865,0.1,0.01,0.84,0.005,0
ise_ize,alt,1,200,0.515,0.446,0.583,0.62,0.28,0.1,0.105,0.825,0.01,0
ise_ize,alt,2,200,0.54,0.471,0.608,0.665,0.145,0.19,0.125,0.845,0.01,0
ise_ize,alt,3,200,0.6,0.531,0.665,0.695,0.145,0.16,0.095,0.85,0.015,0
ise_ize,alt,4,200,0.545,0.476,0.613,0.59,0.175,0.235,0.045,0.89,0.0,0
brit_t_past,nat,0,200,0.495,0.426,0.564,0.65,0.12,0.23,0.155,0.765,0.005,0
brit_t_past,nat,1,200,0.415,0.349,0.484,0.58,0.125,0.295,0.165,0.72,0.01,0
brit_t_past,nat,2,200,0.51,0.441,0.578,0.65,0.07,0.28,0.14,0.77,0.005,0
brit_t_past,nat,3,200,0.43,0.363,0.499,0.555,0.12,0.325,0.125,0.76,0.005,0
brit_t_past,nat,4,200,0.51,0.441,0.578,0.59,0.055,0.355,0.08,0.83,0.01,0
brit_t_past,alt,0,200,0.065,0.038,0.108,0.09,0.7,0.21,0.025,0.805,0.0,0
brit_t_past,alt,1,200,0.15,0.107,0.206,0.195,0.455,0.35,0.045,0.695,0.015,0
brit_t_past,alt,2,200,0.145,0.103,0.2,0.16,0.52,0.32,0.015,0.725,0.01,0
brit_t_past,alt,3,200,0.17,0.124,0.228,0.21,0.49,0.3,0.04,0.785,0.0,0
brit_t_past,alt,4,200,0.2,0.15,0.261,0.26,0.365,0.375,0.06,0.795,0.005,0
whilst,nat,0,200,0.72,0.654,0.778,0.76,0.045,0.195,0.04,0.895,0.005,0
whilst,nat,1,200,0.63,0.561,0.694,0.73,0.03,0.24,0.1,0.86,0.0,0
whilst,nat,2,200,0.65,0.582,0.713,0.755,0.04,0.205,0.105,0.83,0.005,0
whilst,nat,3,200,0.585,0.516,0.651,0.68,0.095,0.225,0.095,0.885,0.005,0
whilst,nat,4,200,0.58,0.511,0.646,0.695,0.06,0.245,0.115,0.835,0.0,0
whilst,alt,0,200,0.015,0.005,0.043,0.015,0.78,0.205,0.0,0.86,0.0,0
whilst,alt,1,200,0.495,0.426,0.564,0.53,0.265,0.205,0.035,0.895,0.01,0
whilst,alt,2,200,0.49,0.422,0.559,0.565,0.23,0.205,0.075,0.835,0.0,0
whilst,alt,3,200,0.525,0.456,0.593,0.645,0.13,0.225,0.12,0.82,0.0,0
whilst,alt,4,200,0.54,0.471,0.608,0.605,0.165,0.23,0.065,0.855,0.0,0
contractions,nat,0,200,0.225,0.173,0.288,0.305,0.49,0.205,0.08,0.815,0.01,0
contractions,nat,1,200,0.58,0.511,0.646,0.69,0.175,0.135,0.11,0.85,0.0,0
contractions,nat,2,200,0.575,0.506,0.641,0.71,0.19,0.1,0.135,0.815,0.01,0
contractions,nat,3,200,0.645,0.577,0.708,0.775,0.11,0.115,0.13,0.825,0.01,0
contractions,nat,4,200,0.685,0.618,0.745,0.815,0.1,0.085,0.13,0.84,0.005,0
contractions,alt,0,200,0.41,0.344,0.479,0.485,0.315,0.2,0.075,0.835,0.0,0
contractions,alt,1,200,0.475,0.407,0.544,0.565,0.265,0.17,0.09,0.865,0.01,0
contractions,alt,2,200,0.555,0.486,0.622,0.685,0.195,0.12,0.13,0.82,0.02,0
contractions,alt,3,200,0.61,0.541,0.675,0.705,0.135,0.16,0.095,0.825,0.01,0
contractions,alt,4,200,0.61,0.541,0.675,0.7,0.18,0.12,0.09,0.85,0.005,0
ampersand,nat,0,200,0.835,0.777,0.88,0.91,0.0,0.09,0.075,0.89,0.005,0
ampersand,nat,1,200,0.82,0.761,0.867,0.935,0.0,0.065,0.115,0.865,0.0,0
ampersand,nat,2,200,0.81,0.75,0.858,0.92,0.005,0.075,0.11,0.85,0.005,0
ampersand,nat,3,200,0.77,0.707,0.823,0.92,0.0,0.08,0.15,0.815,0.0,0
ampersand,nat,4,200,0.83,0.772,0.876,0.945,0.0,0.055,0.115,0.865,0.0,0
ampersand,alt,0,200,0.005,0.001,0.028,0.005,0.935,0.06,0.0,0.885,0.0,0
ampersand,alt,1,200,0.34,0.278,0.408,0.4,0.52,0.08,0.06,0.815,0.005,0
ampersand,alt,2,200,0.5,0.431,0.569,0.595,0.3,0.105,0.095,0.82,0.005,0
ampersand,alt,3,200,0.655,0.587,0.717,0.75,0.19,0.06,0.095,0.87,0.0,0
ampersand,alt,4,200,0.625,0.556,0.689,0.745,0.175,0.08,0.12,0.84,0.0,0
oxford_comma,nat,0,200,0.23,0.177,0.293,0.255,0.7,0.045,0.025,0.88,0.0,0
oxford_comma,nat,1,200,0.645,0.577,0.708,0.73,0.23,0.04,0.085,0.885,0.0,0
oxford_comma,nat,2,200,0.725,0.659,0.782,0.865,0.085,0.05,0.14,0.815,0.005,0
oxford_comma,nat,3,200,0.77,0.707,0.823,0.885,0.055,0.06,0.115,0.86,0.0,0
oxford_comma,nat,4,200,0.845,0.788,0.889,0.93,0.02,0.05,0.085,0.89,0.0,0
oxford_comma,alt,0,200,0.635,0.566,0.699,0.69,0.245,0.065,0.055,0.895,0.0,0
oxford_comma,alt,1,200,0.695,0.628,0.755,0.81,0.145,0.045,0.115,0.87,0.005,0
oxford_comma,alt,2,200,0.72,0.654,0.778,0.805,0.16,0.035,0.085,0.875,0.0,0
oxford_comma,alt,3,200,0.705,0.638,0.764,0.825,0.145,0.03,0.12,0.85,0.0,0
oxford_comma,alt,4,200,0.705,0.638,0.764,0.785,0.175,0.04,0.08,0.88,0.0,0
curly_quotes,nat,0,200,0.28,0.222,0.346,0.43,0.17,0.4,0.15,0.66,0.03,0
curly_quotes,nat,1,200,0.625,0.556,0.689,0.87,0.005,0.125,0.245,0.715,0.0,0
curly_quotes,nat,2,200,0.595,0.526,0.661,0.9,0.01,0.09,0.305,0.675,0.005,0
curly_quotes,nat,3,200,0.645,0.577,0.708,0.93,0.0,0.07,0.285,0.69,0.015,0
curly_quotes,nat,4,200,0.665,0.597,0.727,0.945,0.0,0.055,0.28,0.715,0.005,0
curly_quotes,alt,0,200,0.135,0.094,0.189,0.185,0.365,0.45,0.05,0.75,0.03,0
curly_quotes,alt,1,200,0.555,0.486,0.622,0.815,0.1,0.085,0.26,0.685,0.015,0
curly_quotes,alt,2,200,0.635,0.566,0.699,0.875,0.035,0.09,0.24,0.71,0.005,0
curly_quotes,alt,3,200,0.63,0.561,0.694,0.87,0.04,0.09,0.24,0.715,0.02,0
curly_quotes,alt,4,200,0.66,0.592,0.722,0.925,0.005,0.07,0.265,0.71,0.025,0
quote_punct,nat,0,200,0.22,0.168,0.282,0.25,0.52,0.23,0.03,0.86,0.015,0
quote_punct,nat,1,200,0.715,0.649,0.773,0.785,0.105,0.11,0.07,0.85,0.03,0
quote_punct,nat,2,200,0.76,0.696,0.814,0.83,0.045,0.125,0.07,0.855,0.01,0
quote_punct,nat,3,200,0.785,0.723,0.836,0.895,0.035,0.07,0.11,0.86,0.01,0
quote_punct,nat,4,200,0.875,0.822,0.914,0.91,0.015,0.075,0.035,0.92,0.0,0
quote_punct,alt,0,200,0.425,0.359,0.494,0.48,0.295,0.225,0.055,0.88,0.035,0
quote_punct,alt,1,200,0.665,0.597,0.727,0.75,0.06,0.19,0.085,0.865,0.025,0
quote_punct,alt,2,200,0.735,0.67,0.791,0.845,0.03,0.125,0.11,0.85,0.01,0
quote_punct,alt,3,200,0.795,0.734,0.845,0.885,0.015,0.1,0.09,0.895,0.0,0
quote_punct,alt,4,200,0.83,0.772,0.876,0.89,0.02,0.09,0.06,0.93,0.005,0
em_dash,nat,0,200,0.56,0.491,0.627,0.755,0.085,0.16,0.195,0.72,0.025,0
em_dash,nat,1,200,0.795,0.734,0.845,0.96,0.01,0.03,0.165,0.825,0.025,0
em_dash,nat,2,200,0.635,0.566,0.699,0.94,0.005,0.055,0.305,0.68,0.02,0
em_dash,nat,3,200,0.79,0.728,0.841,0.99,0.0,0.01,0.2,0.8,0.04,0
em_dash,nat,4,200,0.725,0.659,0.782,0.965,0.0,0.035,0.24,0.745,0.05,0
em_dash,alt,0,200,0.05,0.027,0.09,0.055,0.815,0.13,0.005,0.74,0.04,0
em_dash,alt,1,200,0.71,0.644,0.768,0.83,0.035,0.135,0.12,0.85,0.03,0
em_dash,alt,2,200,0.575,0.506,0.641,0.79,0.11,0.1,0.215,0.705,0.065,0
em_dash,alt,3,200,0.7,0.633,0.759,0.91,0.015,0.075,0.21,0.75,0.05,0
em_dash,alt,4,200,0.64,0.571,0.703,0.915,0.04,0.045,0.275,0.7,0.05,0
ellipsis,nat,0,200,0.445,0.378,0.514,0.89,0.03,0.08,0.445,0.49,0.035,0
ellipsis,nat,1,200,0.565,0.496,0.632,0.95,0.015,0.035,0.385,0.6,0.005,0
ellipsis,nat,2,200,0.6,0.531,0.665,0.99,0.0,0.01,0.39,0.61,0.005,0
ellipsis,nat,3,200,0.6,0.531,0.665,0.98,0.0,0.02,0.38,0.615,0.0,0
ellipsis,nat,4,200,0.71,0.644,0.768,0.995,0.0,0.005,0.285,0.715,0.0,0
ellipsis,alt,0,200,0.025,0.011,0.057,0.035,0.905,0.06,0.01,0.15,0.03,0
ellipsis,alt,1,200,0.55,0.481,0.617,0.665,0.325,0.01,0.115,0.59,0.16,0
ellipsis,alt,2,200,0.61,0.541,0.675,0.76,0.21,0.03,0.15,0.645,0.19,0
ellipsis,alt,3,200,0.63,0.561,0.694,0.77,0.17,0.06,0.14,0.665,0.21,0
ellipsis,alt,4,200,0.63,0.561,0.694,0.815,0.14,0.045,0.185,0.675,0.165,0
num_words,nat,0,200,0.545,0.476,0.613,0.69,0.135,0.175,0.145,0.8,0.01,0
num_words,nat,1,200,0.74,0.675,0.796,0.85,0.025,0.125,0.11,0.855,0.015,0
num_words,nat,2,200,0.7,0.633,0.759,0.85,0.035,0.115,0.15,0.805,0.01,0
num_words,nat,3,200,0.735,0.67,0.791,0.895,0.005,0.1,0.16,0.815,0.005,0
num_words,nat,4,200,0.785,0.723,0.836,0.925,0.0,0.075,0.14,0.86,0.015,0
num_words,alt,0,200,0.06,0.035,0.102,0.1,0.72,0.18,0.04,0.75,0.01,0
num_words,alt,1,200,0.315,0.255,0.382,0.37,0.555,0.075,0.055,0.825,0.01,0
num_words,alt,2,200,0.245,0.191,0.309,0.31,0.585,0.105,0.065,0.79,0.0,0
num_words,alt,3,200,0.325,0.264,0.393,0.355,0.535,0.11,0.03,0.805,0.025,0
num_words,alt,4,200,0.275,0.218,0.341,0.345,0.575,0.08,0.07,0.79,0.005,0
percent_sign,nat,0,200,0.725,0.659,0.782,0.885,0.1,0.015,0.16,0.825,0.005,0
percent_sign,nat,1,200,0.87,0.816,0.91,1.0,0.0,0.0,0.13,0.87,0.01,0
percent_sign,nat,2,200,0.855,0.8,0.897,1.0,0.0,0.0,0.145,0.855,0.005,0
percent_sign,nat,3,200,0.86,0.805,0.901,0.985,0.01,0.005,0.125,0.87,0.0,0
percent_sign,nat,4,200,0.875,0.822,0.914,0.99,0.0,0.01,0.115,0.885,0.005,0
percent_sign,alt,0,200,0.1,0.066,0.149,0.115,0.875,0.01,0.015,0.875,0.005,0
percent_sign,alt,1,200,0.725,0.659,0.782,0.865,0.12,0.015,0.14,0.84,0.0,0
percent_sign,alt,2,200,0.795,0.734,0.845,0.94,0.055,0.005,0.145,0.85,0.005,0
percent_sign,alt,3,200,0.845,0.788,0.889,0.97,0.025,0.005,0.125,0.87,0.005,0
percent_sign,alt,4,200,0.81,0.75,0.858,0.98,0.015,0.005,0.17,0.825,0.0,0
ordinal_words,nat,0,200,0.24,0.186,0.304,0.325,0.52,0.155,0.085,0.745,0.015,0
ordinal_words,nat,1,200,0.645,0.577,0.708,0.91,0.065,0.025,0.265,0.71,0.015,0
ordinal_words,nat,2,200,0.74,0.675,0.796,0.97,0.015,0.015,0.23,0.76,0.015,0
ordinal_words,nat,3,200,0.72,0.654,0.778,0.95,0.015,0.035,0.23,0.75,0.02,0
ordinal_words,nat,4,200,0.78,0.718,0.832,0.97,0.015,0.015,0.19,0.795,0.015,0
ordinal_words,alt,0,200,0.42,0.354,0.489,0.575,0.3,0.125,0.155,0.72,0.02,0
ordinal_words,alt,1,200,0.455,0.387,0.524,0.615,0.32,0.065,0.16,0.76,0.01,0
ordinal_words,alt,2,200,0.51,0.441,0.578,0.715,0.265,0.02,0.205,0.72,0.02,0
ordinal_words,alt,3,200,0.64,0.571,0.703,0.77,0.19,0.04,0.13,0.815,0.005,0
ordinal_words,alt,4,200,0.65,0.582,0.713,0.79,0.175,0.035,0.14,0.795,0.015,0
