icl_example_index,token_role,layer,mean_cosine_all,n_tasks_all,n_examples_all,mean_cosine_correct,n_tasks_correct,n_examples_correct
1,first_label_token,12,0.13084132775086268,29,4930,0.13085632984414056,29,2925
1,first_label_token,13,0.11363035427599118,29,4930,0.11354914683334787,29,2925
1,first_label_token,14,0.11922372138962664,29,4930,0.1191350064914802,29,2925
1,first_label_token,15,0.1123462394522182,29,4930,0.11237206457760827,29,2925
1,first_label_token,16,0.1113170425825078,29,4930,0.11140975237278075,29,2925
1,first_label_token,17,0.11518182117363503,29,4930,0.11508015042235112,29,2925
1,first_label_token,18,0.11259156067309709,29,4930,0.1123112930819906,29,2925
1,first_label_token,19,0.11508148022252938,29,4930,0.11492534636937339,29,2925
1,first_label_token,20,0.11004949682231607,29,4930,0.10995276285142734,29,2925
1,first_label_token,21,0.11010539252310991,29,4930,0.11002546253389325,29,2925
1,first_label_token,22,0.10637140781458082,29,4930,0.10629442963620712,29,2925
1,first_label_token,23,0.10342410675667484,29,4930,0.10326426861615016,29,2925
1,first_label_token,24,0.10241941998487916,29,4930,0.10219105159671142,29,2925
1,first_label_token,25,0.09310809201721487,29,4930,0.09300371991663144,29,2925
1,first_label_token,26,0.08454938626302214,29,4930,0.08470650060616176,29,2925
1,first_label_token,27,0.07718696954242628,29,4930,0.07730531371359167,29,2925
1,first_label_token,28,0.08657003774765301,29,4930,0.08656430163557224,29,2925
1,last_label_token,0,-0.011641362176180399,29,4930,-0.011769626482293523,29,2925
1,last_label_token,1,0.08854128434001629,29,4930,0.0882959745599535,29,2925
1,last_label_token,2,0.07898377924595543,29,4930,0.07872665577150624,29,2925
1,last_label_token,3,0.0672727118342601,29,4930,0.06696378652423877,29,2925
1,last_label_token,4,0.07259474296508164,29,4930,0.07240510770472987,29,2925
1,last_label_token,5,0.07884276680776785,29,4930,0.07868331706087137,29,2925
1,last_label_token,6,0.09143428703577354,29,4930,0.09113075047859857,29,2925
1,last_label_token,7,0.10613694419313607,29,4930,0.10598603554134226,29,2925
1,last_label_token,8,0.112240979961794,29,4930,0.11198702024231696,29,2925
1,last_label_token,9,0.12528170001339808,29,4930,0.1251040408548353,29,2925
1,last_label_token,10,0.13391134249656622,29,4930,0.13358496907889714,29,2925
1,last_label_token,11,0.13242205938902393,29,4930,0.1322323638496214,29,2925
1,last_label_token,12,0.13663093705565252,29,4930,0.13647162819136704,29,2925
1,last_label_token,13,0.12076754829493062,29,4930,0.12054631541129844,29,2925
1,last_label_token,14,0.12562685440583476,29,4930,0.12563398377648716,29,2925
1,last_label_token,15,0.12002279564481357,29,4930,0.12002719058815775,29,2925
1,last_label_token,16,0.11728724265663788,29,4930,0.11733954101158627,29,2925
1,last_label_token,17,0.12157916406105304,29,4930,0.12155399150375662,29,2925
1,last_label_token,18,0.118163267471667,29,4930,0.11786281523005716,29,2925
1,last_label_token,19,0.11973731155539381,29,4930,0.1196518171707104,29,2925
1,last_label_token,20,0.11531515689245586,29,4930,0.11531880973228092,29,2925
1,last_label_token,21,0.11374227307608416,29,4930,0.11374659206846664,29,2925
1,last_label_token,22,0.10928322214247851,29,4930,0.10930280798468096,29,2925
1,last_label_token,23,0.10554737758276792,29,4930,0.10544439251052923,29,2925
1,last_label_token,24,0.10378469404732359,29,4930,0.10366222307342908,29,2925
1,last_label_token,25,0.09542172408566393,29,4930,0.09533537493954444,29,2925
1,last_label_token,26,0.08875108548793299,29,4930,0.08874337176053688,29,2925
1,last_label_token,27,0.0818555452700319,29,4930,0.08181265574590914,29,2925
1,last_label_token,28,0.09013137677363281,29,4930,0.0901412685754998,29,2925
2,pre_label_token,0,-0.006774827241817297,29,4930,-0.006774827131423457,29,2925
2,pre_label_token,1,0.08947239591386812,29,4930,0.08946904418026579,29,2925
2,pre_label_token,2,0.08347356447885776,29,4930,0.08351307111824381,29,2925
2,pre_label_token,3,0.06349424947181652,29,4930,0.06346817181349315,29,2925
2,pre_label_token,4,0.06214284376594527,29,4930,0.06206854521136346,29,2925
2,pre_label_token,5,0.0858958381115748,29,4930,0.08571299495464511,29,2925
2,pre_label_token,6,0.10608293507890455,29,4930,0.10586064042330816,29,2925
2,pre_label_token,7,0.1410890830166895,29,4930,0.14113640242481026,29,2925
2,pre_label_token,8,0.1457116305451752,29,4930,0.14577647801167493,29,2925
2,pre_label_token,9,0.18736292858575954,29,4930,0.18746780199480467,29,2925
2,pre_label_token,10,0.21340254745606718,29,4930,0.21333729771190676,29,2925
2,pre_label_token,11,0.20585766646625667,29,4930,0.2058964727510666,29,2925
2,pre_label_token,12,0.2208275389054726,29,4930,0.22084481217737856,29,2925
2,pre_label_token,13,0.2390214624053975,29,4930,0.2390865379510897,29,2925
2,pre_label_token,14,0.261508056572799,29,4930,0.26213367514569186,29,2925
2,pre_label_token,15,0.24377516939722257,29,4930,0.2443885118539991,29,2925
2,pre_label_token,16,0.24351419630492555,29,4930,0.2443210894306158,29,2925
2,pre_label_token,17,0.23498925178086963,29,4930,0.23588819220533658,29,2925
2,pre_label_token,18,0.2259444052610418,29,4930,0.22679341526637817,29,2925
2,pre_label_token,19,0.21886363416781712,29,4930,0.2195477152949777,29,2925
2,pre_label_token,20,0.2043936793403379,29,4930,0.20510582603385735,29,2925
2,pre_label_token,21,0.19304316596063817,29,4930,0.19362949779064492,29,2925
2,pre_label_token,22,0.1824990196860042,29,4930,0.18305141221258212,29,2925
2,pre_label_token,23,0.1756636462463387,29,4930,0.1762525379529287,29,2925
2,pre_label_token,24,0.17188950576658907,29,4930,0.17232716802893014,29,2925
2,pre_label_token,25,0.16171216926184193,29,4930,0.16214497348871723,29,2925
2,pre_label_token,26,0.15336396609400882,29,4930,0.153811513028782,29,2925
2,pre_label_token,27,0.13465372826261768,29,4930,0.13502498606926408,29,2925
2,pre_label_token,28,0.12276134126145265,29,4930,0.1229366001127095,29,2925
2,first_label_token,0,-0.011636453821195354,29,4930,-0.011639362337581557,29,2925
2,first_label_token,1,0.08922898830396347,29,4930,0.08911405983862691,29,2925
2,first_label_token,2,0.08297736317738248,29,4930,0.08303501265894236,29,2925
2,first_label_token,3,0.06808566271552238,29,4930,0.06819172224415274,29,2925
2,first_label_token,4,0.07493345915934006,29,4930,0.0750949702281826,29,2925
2,first_label_token,5,0.08783060888727677,29,4930,0.08801621170553925,29,2925
2,first_label_token,6,0.10147818444489405,29,4930,0.10140589075484152,29,2925
2,first_label_token,7,0.12206749955256438,29,4930,0.12207616936286976,29,2925
2,first_label_token,8,0.12459565155561371,29,4930,0.12467302301705911,29,2925
2,first_label_token,9,0.15494908954434353,29,4930,0.15504552256958237,29,2925
2,first_label_token,10,0.18154830016709608,29,4930,0.181482940253898,29,2925
2,first_label_token,11,0.17552494048943806,29,4930,0.1752973729102262,29,2925
2,first_label_token,12,0.1801425460003445,29,4930,0.17994964624160964,29,2925
2,first_label_token,13,0.16546653291403218,29,4930,0.16550137732049514,29,2925
2,first_label_token,14,0.17454804248850922,29,4930,0.1744876660663506,29,2925
2,first_label_token,15,0.16731634723215266,29,4930,0.16721097200081267,29,2925
2,first_label_token,16,0.1660207419431415,29,4930,0.1660590118503776,29,2925
2,first_label_token,17,0.1628938858108274,29,4930,0.16318996000135766,29,2925
2,first_label_token,18,0.15516278455997334,29,4930,0.15548724738945222,29,2925
2,first_label_token,19,0.157260754884317,29,4930,0.15750334713736486,29,2925
2,first_label_token,20,0.14784932091575245,29,4930,0.14824186397138342,29,2925
2,first_label_token,21,0.1493635587073092,29,4930,0.14969590836172475,29,2925
2,first_label_token,22,0.14155210573868504,29,4930,0.14193328213075113,29,2925
2,first_label_token,23,0.13565731755104557,29,4930,0.13595133852855912,29,2925
2,first_label_token,24,0.1329626470547298,29,4930,0.13324744016702833,29,2925
2,first_label_token,25,0.12373858561803555,29,4930,0.12394170257551916,29,2925
2,first_label_token,26,0.11604046230686121,29,4930,0.11624656925941336,29,2925
2,first_label_token,27,0.10689766493079991,29,4930,0.10702308999567196,29,2925
2,first_label_token,28,0.11219377468886046,29,4930,0.11230238944548986,29,2925
2,last_label_token,0,-0.011894916866681185,29,4930,-0.011855395888138947,29,2925
2,last_label_token,1,0.08816850143645344,29,4930,0.08803446069038634,29,2925
2,last_label_token,2,0.07856105336646453,29,4930,0.07853534832147174,29,2925
2,last_label_token,3,0.06651244461857553,29,4930,0.06648868728621767,29,2925
2,last_label_token,4,0.07112032702947356,29,4930,0.07102204020664996,29,2925
2,last_label_token,5,0.08460435154044936,29,4930,0.08451559494956043,29,2925
2,last_label_token,6,0.0994955888018012,29,4930,0.09928094997102845,29,2925
2,last_label_token,7,0.1205344043736314,29,4930,0.12048639324975424,29,2925
2,last_label_token,8,0.12213341913442931,29,4930,0.1222008479245264,29,2925
2,last_label_token,9,0.1542940797155787,29,4930,0.15417169278551793,29,2925
2,last_label_token,10,0.17931758194904904,29,4930,0.17910255580048623,29,2925
2,last_label_token,11,0.1721666390718571,29,4930,0.17190249119724693,29,2925
2,last_label_token,12,0.17986754095984686,29,4930,0.17947882606952997,29,2925
2,last_label_token,13,0.16544452081595,29,4930,0.16531473462437762,29,2925
2,last_label_token,14,0.1726401250424056,29,4930,0.17225445421605273,29,2925
2,last_label_token,15,0.16572173029698176,29,4930,0.16527795740242662,29,2925
2,last_label_token,16,0.16319711577018786,29,4930,0.1629005540162325,29,2925
2,last_label_token,17,0.16096670578779845,29,4930,0.16100270898434624,29,2925
2,last_label_token,18,0.15390215916880245,29,4930,0.15394619653194114,29,2925
2,last_label_token,19,0.1561979149179212,29,4930,0.15618203265656685,29,2925
2,last_label_token,20,0.14690736071046057,29,4930,0.14701424028467516,29,2925
2,last_label_token,21,0.14763917192688275,29,4930,0.14779643961710148,29,2925
2,last_label_token,22,0.1393927070472775,29,4930,0.13958886394212985,29,2925
2,last_label_token,23,0.13303171419377985,29,4930,0.13313128863429202,29,2925
2,last_label_token,24,0.13091149990414752,29,4930,0.13098775383470387,29,2925
2,last_label_token,25,0.123300868375548,29,4930,0.12332326880302923,29,2925
2,last_label_token,26,0.11765201017260551,29,4930,0.1176361308015626,29,2925
2,last_label_token,27,0.10979517112518179,29,4930,0.10985893268009712,29,2925
2,last_label_token,28,0.11659225294816083,29,4930,0.11665873589186833,29,2925
3,pre_label_token,0,-0.006774827241817297,29,4930,-0.006774827131423457,29,2925
3,pre_label_token,1,0.08948161266744137,29,4930,0.08946977889743345,29,2925
3,pre_label_token,2,0.08264732726945959,29,4930,0.08263101814122036,29,2925
3,pre_label_token,3,0.06465000127731212,29,4930,0.06463194816726549,29,2925
3,pre_label_token,4,0.06330083221185086,29,4930,0.06327246852090647,29,2925
3,pre_label_token,5,0.09889920731877973,29,4930,0.09876717045373315,29,2925
3,pre_label_token,6,0.11816066262665494,29,4930,0.11802648785042352,29,2925
3,pre_label_token,7,0.1657079990375145,29,4930,0.1657745362387906,29,2925
3,pre_label_token,8,0.16719856354054705,29,4930,0.16721705338066636,29,2925
3,pre_label_token,9,0.24093172467988114,29,4930,0.24030647966368446,29,2925
3,pre_label_token,10,0.282477461957726,29,4930,0.28212637428579657,29,2925
3,pre_label_token,11,0.26622240733483743,29,4930,0.26580598166790503,29,2925
3,pre_label_token,12,0.27274879093827875,29,4930,0.2724629833266653,29,2925
3,pre_label_token,13,0.2832492659558895,29,4930,0.28321395677129,29,2925
3,pre_label_token,14,0.29877467068104907,29,4930,0.2987309129073702,29,2925
3,pre_label_token,15,0.27855623924526673,29,4930,0.27851734727877997,29,2925
3,pre_label_token,16,0.28882060684905997,29,4930,0.2890391734123615,29,2925
3,pre_label_token,17,0.27349698837396913,29,4930,0.2740007069539921,29,2925
3,pre_label_token,18,0.2618330743420741,29,4930,0.2624701077182745,29,2925
3,pre_label_token,19,0.25377760914250697,29,4930,0.25440353357457907,29,2925
3,pre_label_token,20,0.23498689238752785,29,4930,0.2355237348197863,29,2925
3,pre_label_token,21,0.2219510230653245,29,4930,0.22251096721096286,29,2925
3,pre_label_token,22,0.20908394926689275,29,4930,0.20958714363976091,29,2925
3,pre_label_token,23,0.200986931453748,29,4930,0.20147139567817593,29,2925
3,pre_label_token,24,0.19584837729304,29,4930,0.196320788099848,29,2925
3,pre_label_token,25,0.18514460094016175,29,4930,0.18559468132925444,29,2925
3,pre_label_token,26,0.1756593351862554,29,4930,0.17630921863019466,29,2925
3,pre_label_token,27,0.15287980732732806,29,4930,0.15333563956464158,29,2925
3,pre_label_token,28,0.1345911456336235,29,4930,0.13489011546661114,29,2925
3,first_label_token,0,-0.011757245439843371,29,4930,-0.011590712944623726,29,2925
3,first_label_token,1,0.08918604268371289,29,4930,0.08919877812651725,29,2925
3,first_label_token,2,0.08300606682414896,29,4930,0.08299697351096005,29,2925
3,first_label_token,3,0.06780897636480372,29,4930,0.06788775156219971,29,2925
3,first_label_token,4,0.07464379246410882,29,4930,0.07465786269287868,29,2925
3,first_label_token,5,0.09086588302884123,29,4930,0.09090012056624582,29,2925
3,first_label_token,6,0.1052083501447763,29,4930,0.10529893601377463,29,2925
3,first_label_token,7,0.12972928464798064,29,4930,0.129728135139007,29,2925
3,first_label_token,8,0.13000657377314978,29,4930,0.13008208701322818,29,2925
3,first_label_token,9,0.1711212133603363,29,4930,0.17105463355908107,29,2925
3,first_label_token,10,0.20830773372716946,29,4930,0.20844194556361642,29,2925
3,first_label_token,11,0.19581840203368459,29,4930,0.19606626149395417,29,2925
3,first_label_token,12,0.19858021621496,29,4930,0.19892697524407815,29,2925
3,first_label_token,13,0.18060538163087492,29,4930,0.1807573470126452,29,2925
3,first_label_token,14,0.18575022009939984,29,4930,0.1858614081966466,29,2925
3,first_label_token,15,0.17679085775182166,29,4930,0.17691951861669278,29,2925
3,first_label_token,16,0.1780120025806386,29,4930,0.17812590410226378,29,2925
3,first_label_token,17,0.17232882501236324,29,4930,0.1725494173708661,29,2925
3,first_label_token,18,0.1640370719391724,29,4930,0.16429601885892195,29,2925
3,first_label_token,19,0.16609394171371542,29,4930,0.16648994090742078,29,2925
3,first_label_token,20,0.15579425924104348,29,4930,0.15624629545571475,29,2925
3,first_label_token,21,0.15760092687760963,29,4930,0.15800080811283712,29,2925
3,first_label_token,22,0.1488543738578928,29,4930,0.14920015504647946,29,2925
3,first_label_token,23,0.14248510533622627,29,4930,0.1428317241370678,29,2925
3,first_label_token,24,0.13963598790096826,29,4930,0.13993261022300557,29,2925
3,first_label_token,25,0.13020728772570347,29,4930,0.1304994416262569,29,2925
3,first_label_token,26,0.12198877276788497,29,4930,0.12246887938215814,29,2925
3,first_label_token,27,0.11274708608358071,29,4930,0.1132843598466495,29,2925
3,first_label_token,28,0.11708091918764443,29,4930,0.11759175218898675,29,2925
3,last_label_token,0,-0.011876965054021827,29,4930,-0.011691276176736272,29,2925
3,last_label_token,1,0.08844691066167734,29,4930,0.08848470420544517,29,2925
3,last_label_token,2,0.0789399029574646,29,4930,0.0789993095115341,29,2925
3,last_label_token,3,0.0666723661445852,29,4930,0.06672346269198019,29,2925
3,last_label_token,4,0.07152132735716114,29,4930,0.0715119226048861,29,2925
3,last_label_token,5,0.08718735565720447,29,4930,0.08711891468807027,29,2925
3,last_label_token,6,0.10255032160383618,29,4930,0.10251665336946988,29,2925
3,last_label_token,7,0.12748475510883947,29,4930,0.12732130266597558,29,2925
3,last_label_token,8,0.12622388882626748,29,4930,0.12615864415620937,29,2925
3,last_label_token,9,0.1688497887667397,29,4930,0.16867497206890378,29,2925
3,last_label_token,10,0.20354883825599118,29,4930,0.2035772189626406,29,2925
3,last_label_token,11,0.18975416792492414,29,4930,0.19011128064373445,29,2925
3,last_label_token,12,0.19621387430755743,29,4930,0.19657808824859815,29,2925
3,last_label_token,13,0.17702517314846145,29,4930,0.17734289339518752,29,2925
3,last_label_token,14,0.18033842357068225,29,4930,0.1806730607460285,29,2925
3,last_label_token,15,0.1725036960480542,29,4930,0.172816999770444,29,2925
3,last_label_token,16,0.17367655340710592,29,4930,0.17397391699768347,29,2925
3,last_label_token,17,0.1690996241723669,29,4930,0.16939935145963883,29,2925
3,last_label_token,18,0.16126929326304074,29,4930,0.1615592155862471,29,2925
3,last_label_token,19,0.16383624648482636,29,4930,0.1642368290701817,29,2925
3,last_label_token,20,0.1538984266366681,29,4930,0.15435524252725058,29,2925
3,last_label_token,21,0.1551855349720552,29,4930,0.15569757133850765,29,2925
3,last_label_token,22,0.1459346023099176,29,4930,0.1464053675018508,29,2925
3,last_label_token,23,0.13918691545981784,29,4930,0.13968302810500408,29,2925
3,last_label_token,24,0.1371371392160654,29,4930,0.13760007545351982,29,2925
3,last_label_token,25,0.12942163993058534,29,4930,0.1299296711924775,29,2925
3,last_label_token,26,0.12336212891186106,29,4930,0.12386148461493952,29,2925
3,last_label_token,27,0.11550146431244653,29,4930,0.11596900404527269,29,2925
3,last_label_token,28,0.12185310636614931,29,4930,0.12228172182522971,29,2925
4,pre_label_token,0,-0.006774827241817297,29,4930,-0.006774827131423457,29,2925
4,pre_label_token,1,0.08963101273723717,29,4930,0.08963424500463338,29,2925
4,pre_label_token,2,0.08229138284664729,29,4930,0.08233927183880888,29,2925
4,pre_label_token,3,0.06562937995226219,29,4930,0.06571598020221653,29,2925
4,pre_label_token,4,0.06489612065167327,29,4930,0.06504324484006341,29,2925
4,pre_label_token,5,0.10523365548779738,29,4930,0.1053973807278892,29,2925
4,pre_label_token,6,0.12433275406987503,29,4930,0.12458012782936466,29,2925
4,pre_label_token,7,0.17465349772527558,29,4930,0.17493298088585765,29,2925
4,pre_label_token,8,0.1759768963654943,29,4930,0.17610590115334068,29,2925
4,pre_label_token,9,0.25774717061170216,29,4930,0.2575465289811636,29,2925
4,pre_label_token,10,0.3080934341354617,29,4930,0.30772256144675714,29,2925
4,pre_label_token,11,0.28794205721853106,29,4930,0.2878190031082466,29,2925
4,pre_label_token,12,0.28918414652861396,29,4930,0.28950975064573614,29,2925
4,pre_label_token,13,0.29483480842338455,29,4930,0.29531280200221927,29,2925
4,pre_label_token,14,0.31022174438012057,29,4930,0.3109126739717763,29,2925
4,pre_label_token,15,0.2898770808402834,29,4930,0.2906198473326091,29,2925
4,pre_label_token,16,0.303640272337863,29,4930,0.30426516675326076,29,2925
4,pre_label_token,17,0.2863242669544857,29,4930,0.28711075592657614,29,2925
4,pre_label_token,18,0.27373056299984455,29,4930,0.27457039051785553,29,2925
4,pre_label_token,19,0.2653198230305108,29,4930,0.2660503652396387,29,2925
4,pre_label_token,20,0.24567313797386556,29,4930,0.24619753199533143,29,2925
4,pre_label_token,21,0.23231616359332513,29,4930,0.23288154165292607,29,2925
4,pre_label_token,22,0.21875548049012714,29,4930,0.21928451178346536,29,2925
4,pre_label_token,23,0.21066547666901145,29,4930,0.21120384425438685,29,2925
4,pre_label_token,24,0.20522516169424715,29,4930,0.20577922341381683,29,2925
4,pre_label_token,25,0.19452887458790993,29,4930,0.1951368596918624,29,2925
4,pre_label_token,26,0.18437412085718122,29,4930,0.1849520688169989,29,2925
4,pre_label_token,27,0.1597387639099154,29,4930,0.16040120119678564,29,2925
4,pre_label_token,28,0.1393646420589809,29,4930,0.13981209284272686,29,2925
4,first_label_token,0,-0.011578032353507548,29,4930,-0.011744095984011375,29,2925
4,first_label_token,1,0.08951476040488944,29,4930,0.08943285926341496,29,2925
4,first_label_token,2,0.08316651963757286,29,4930,0.08317258918722129,29,2925
4,first_label_token,3,0.06767174368724227,29,4930,0.0677215691077812,29,2925
4,first_label_token,4,0.07507143104609487,29,4930,0.07516265011810024,29,2925
4,first_label_token,5,0.09324821351288722,29,4930,0.09318187497235064,29,2925
4,first_label_token,6,0.10741876019566352,29,4930,0.10727274263727254,29,2925
4,first_label_token,7,0.13400577021570043,29,4930,0.1340028640717782,29,2925
4,first_label_token,8,0.13314184308822813,29,4930,0.13301115756019435,29,2925
4,first_label_token,9,0.17842178412809453,29,4930,0.17840847559273243,29,2925
4,first_label_token,10,0.22075980919381155,29,4930,0.22090326378057742,29,2925
4,first_label_token,11,0.20404527843769255,29,4930,0.20413822221473374,29,2925
4,first_label_token,12,0.20528914441418802,29,4930,0.20572113700146819,29,2925
4,first_label_token,13,0.1868360773178524,29,4930,0.18735030704531178,29,2925
4,first_label_token,14,0.19053968755078726,29,4930,0.1909118242047984,29,2925
4,first_label_token,15,0.18056924185105439,29,4930,0.1807370957244059,29,2925
4,first_label_token,16,0.1829691488167335,29,4930,0.18315031373038373,29,2925
4,first_label_token,17,0.17587398300910817,29,4930,0.17620398849248886,29,2925
4,first_label_token,18,0.1672159250954102,29,4930,0.16749129026871304,29,2925
4,first_label_token,19,0.16933078973971563,29,4930,0.16965623238477215,29,2925
4,first_label_token,20,0.15897782291446266,29,4930,0.15940568633056407,29,2925
4,first_label_token,21,0.16053122853667573,29,4930,0.16095687526053395,29,2925
4,first_label_token,22,0.1515881537363447,29,4930,0.15193912566735826,29,2925
4,first_label_token,23,0.14521115382426772,29,4930,0.14545345595427628,29,2925
4,first_label_token,24,0.1424082245934626,29,4930,0.14263499849315348,29,2925
4,first_label_token,25,0.13319970551749755,29,4930,0.1333523210908832,29,2925
4,first_label_token,26,0.12469145771244476,29,4930,0.12481397326136458,29,2925
4,first_label_token,27,0.11516064090718484,29,4930,0.1152641624212265,29,2925
4,first_label_token,28,0.11923752281943271,29,4930,0.1195579993956048,29,2925
4,last_label_token,0,-0.011732935094563612,29,4930,-0.011913853063215983,29,2925
4,last_label_token,1,0.08860943804430807,29,4930,0.08851439330791092,29,2925
4,last_label_token,2,0.07906626782315815,29,4930,0.07908125263478222,29,2925
4,last_label_token,3,0.06637703163292387,29,4930,0.06642788831658404,29,2925
4,last_label_token,4,0.07161268295623877,29,4930,0.07171715840954206,29,2925
4,last_label_token,5,0.08884361473008476,29,4930,0.08889397206427209,29,2925
4,last_label_token,6,0.10392606520527524,29,4930,0.10375528345847952,29,2925
4,last_label_token,7,0.13081667816330647,29,4930,0.13078064365505143,29,2925
4,last_label_token,8,0.12836155674323954,29,4930,0.12815210419096823,29,2925
4,last_label_token,9,0.17563342129618958,29,4930,0.17546031527735037,29,2925
4,last_label_token,10,0.21468645300523476,29,4930,0.21432583573563346,29,2925
4,last_label_token,11,0.19658652378310418,29,4930,0.19626132813121738,29,2925
4,last_label_token,12,0.20219565050451663,29,4930,0.20230782666275726,29,2925
4,last_label_token,13,0.18197231312635645,29,4930,0.18204705263006277,29,2925
4,last_label_token,14,0.18401924565691372,29,4930,0.18378183130046416,29,2925
4,last_label_token,15,0.17575012667682663,29,4930,0.1756065097990735,29,2925
4,last_label_token,16,0.1785515993833542,29,4930,0.17846804003006425,29,2925
4,last_label_token,17,0.17263090404970893,29,4930,0.17267897236963797,29,2925
4,last_label_token,18,0.164470873773098,29,4930,0.16445083935456029,29,2925
4,last_label_token,19,0.16705270073023334,29,4930,0.16697512348664217,29,2925
4,last_label_token,20,0.15719629197927384,29,4930,0.15720716849419064,29,2925
4,last_label_token,21,0.1584157844170414,29,4930,0.1584112204868218,29,2925
4,last_label_token,22,0.14895532511431595,29,4930,0.14894019555428933,29,2925
4,last_label_token,23,0.14212962785928412,29,4930,0.1420899036757905,29,2925
4,last_label_token,24,0.14028699291420393,29,4930,0.14026308149613184,29,2925
4,last_label_token,25,0.13261036921677918,29,4930,0.1324423901608278,29,2925
4,last_label_token,26,0.12636199503623205,29,4930,0.12628891922790428,29,2925
4,last_label_token,27,0.11816450863562782,29,4930,0.11813685503499262,29,2925
4,last_label_token,28,0.12458375918454137,29,4930,0.12463971946773858,29,2925
5,pre_label_token,0,-0.006774827241817297,29,4930,-0.006774827131423457,29,2925
5,pre_label_token,1,0.08965380065913858,29,4930,0.08969407136841066,29,2925
5,pre_label_token,2,0.08204839744701467,29,4930,0.08212021269418042,29,2925
5,pre_label_token,3,0.06617702219378331,29,4930,0.06621070553002686,29,2925
5,pre_label_token,4,0.06583135837592699,29,4930,0.0659672900721238,29,2925
5,pre_label_token,5,0.1093039540092236,29,4930,0.10940404514107725,29,2925
5,pre_label_token,6,0.1282993370731329,29,4930,0.12842697939225312,29,2925
5,pre_label_token,7,0.1800303586903189,29,4930,0.1802306628930543,29,2925
5,pre_label_token,8,0.1806109908502549,29,4930,0.18073906847436366,29,2925
5,pre_label_token,9,0.2676686101817879,29,4930,0.26741783423670407,29,2925
5,pre_label_token,10,0.3223748404918046,29,4930,0.3222217758924797,29,2925
5,pre_label_token,11,0.3000576888564332,29,4930,0.3001312318033186,29,2925
5,pre_label_token,12,0.2977170575538586,29,4930,0.2980004299817414,29,2925
