family,direction,context,target,k_ctx,arm,layer,alpha,cf_family,n,accuracy,ci_lo,ci_hi,style_only,context_style,unscorable,judge_ok,capped,n_positions,step3_genuine_k,step3_context_k
py_private,nat2alt,nat,alt,3,nat2alt_top2,1,4.0,,200,0.405,0.339,0.474,0.46,0.005,0.535,0.91,0.12,3.0,0.355,0.43
py_private,alt2nat,alt,nat,3,base,0,0.0,,200,0.035,0.017,0.07,0.035,0.36,0.605,0.995,0.11,3.0,0.43,0.355
py_private,alt2nat,alt,nat,3,alt2nat_top1,0,1.0,,200,0.385,0.32,0.454,0.395,0.005,0.6,0.91,0.105,3.0,0.43,0.355
py_private,alt2nat,alt,nat,3,alt2nat_top2,2,4.0,,200,0.37,0.306,0.439,0.395,0.005,0.6,0.895,0.15,3.0,0.43,0.355
py_bool_prefix,nat2alt,nat,alt,3,base,0,0.0,,200,0.015,0.005,0.043,0.015,0.9,0.085,0.915,0.3,6.3,0.42,0.82
py_bool_prefix,nat2alt,nat,alt,3,nat2alt_top1,11,4.0,,200,0.18,0.133,0.239,0.245,0.02,0.735,0.6,0.35,6.3,0.42,0.82
py_bool_prefix,nat2alt,nat,alt,3,nat2alt_top2,5,4.0,,200,0.2,0.15,0.261,0.315,0.03,0.655,0.54,0.3,6.3,0.42,0.82
py_bool_prefix,alt2nat,alt,nat,3,base,0,0.0,,200,0.0,0.0,0.019,0.0,0.535,0.465,0.855,0.405,3.0,0.82,0.42
py_bool_prefix,alt2nat,alt,nat,3,alt2nat_top1,8,4.0,,200,0.345,0.283,0.413,0.675,0.055,0.27,0.555,0.355,3.0,0.82,0.42
py_bool_prefix,alt2nat,alt,nat,3,alt2nat_top2,9,4.0,,200,0.305,0.245,0.372,0.665,0.05,0.285,0.565,0.375,3.0,0.82,0.42
py_loop_vars,nat2alt,nat,alt,3,base,0,0.0,,188,0.005,0.001,0.03,0.011,0.612,0.378,0.862,0.261,3.0,0.505,0.495
py_loop_vars,nat2alt,nat,alt,3,nat2alt_top1,22,4.0,,188,0.117,0.079,0.171,0.314,0.059,0.628,0.436,0.303,3.0,0.505,0.495
py_loop_vars,nat2alt,nat,alt,3,nat2alt_top2,14,4.0,,188,0.08,0.049,0.127,0.255,0.043,0.702,0.431,0.394,3.0,0.505,0.495
py_loop_vars,alt2nat,alt,nat,3,base,0,0.0,,188,0.037,0.018,0.075,0.048,0.58,0.372,0.851,0.277,3.2,0.495,0.505
py_loop_vars,alt2nat,alt,nat,3,alt2nat_top1,15,2.0,,188,0.314,0.252,0.383,0.447,0.016,0.537,0.66,0.287,3.2,0.495,0.505
py_loop_vars,alt2nat,alt,nat,3,alt2nat_top2,6,2.0,,188,0.399,0.332,0.47,0.527,0.005,0.468,0.723,0.245,3.2,0.495,0.505
js_hungarian,nat2alt,nat,alt,3,base,0,0.0,,200,0.0,0.0,0.019,0.0,0.695,0.305,0.925,0.34,3.6,0.84,0.68
js_hungarian,nat2alt,nat,alt,3,nat2alt_top1,5,4.0,,200,0.185,0.137,0.245,0.4,0.28,0.32,0.485,0.47,3.6,0.84,0.68
js_hungarian,nat2alt,nat,alt,3,nat2alt_top2,6,4.0,,200,0.075,0.046,0.12,0.265,0.305,0.43,0.4,0.38,3.6,0.84,0.68
js_hungarian,alt2nat,alt,nat,3,base,0,0.0,,200,0.03,0.014,0.064,0.035,0.91,0.055,0.95,0.425,7.2,0.68,0.84
js_hungarian,alt2nat,alt,nat,3,alt2nat_top1,16,4.0,,200,0.465,0.397,0.534,0.665,0.025,0.31,0.665,0.41,7.2,0.68,0.84
js_hungarian,alt2nat,alt,nat,3,alt2nat_top2,13,4.0,,200,0.4,0.335,0.469,0.685,0.0,0.315,0.585,0.465,7.2,0.68,0.84
py_abbrev,nat2alt,nat,alt,3,base,0,0.0,,200,0.05,0.027,0.09,0.055,0.75,0.195,0.92,0.29,3.9,0.715,0.665
py_abbrev,nat2alt,nat,alt,3,nat2alt_top1,3,4.0,,200,0.355,0.292,0.423,0.725,0.04,0.235,0.5,0.445,3.9,0.715,0.665
py_abbrev,nat2alt,nat,alt,3,nat2alt_top2,1,2.0,,200,0.41,0.344,0.479,0.61,0.16,0.23,0.69,0.385,3.9,0.715,0.665
py_abbrev,alt2nat,alt,nat,3,base,0,0.0,,200,0.03,0.014,0.064,0.03,0.78,0.19,0.955,0.33,3.9,0.665,0.715
py_abbrev,alt2nat,alt,nat,3,alt2nat_top1,7,4.0,,200,0.315,0.255,0.382,0.595,0.08,0.325,0.525,0.45,3.9,0.665,0.715
py_abbrev,alt2nat,alt,nat,3,alt2nat_top2,13,2.0,,200,0.22,0.168,0.282,0.375,0.32,0.305,0.63,0.395,3.9,0.665,0.715
py_quotes,nat2alt,nat,alt,3,base,0,0.0,,192,0.057,0.032,0.1,0.062,0.917,0.021,0.932,0.365,3.6,0.849,0.865
py_quotes,nat2alt,nat,alt,3,nat2alt_top1,0,2.0,,192,0.844,0.786,0.888,0.885,0.099,0.016,0.948,0.359,3.6,0.849,0.865
py_quotes,nat2alt,nat,alt,3,nat2alt_top2,6,4.0,,192,0.818,0.757,0.866,0.885,0.083,0.031,0.901,0.401,3.6,0.849,0.865
py_quotes,alt2nat,alt,nat,3,base,0,0.0,,192,0.12,0.081,0.173,0.125,0.844,0.031,0.932,0.406,3.6,0.865,0.849
py_quotes,alt2nat,alt,nat,3,alt2nat_top1,8,2.0,,192,0.828,0.768,0.875,0.901,0.078,0.021,0.911,0.417,3.6,0.865,0.849
py_quotes,alt2nat,alt,nat,3,alt2nat_top2,17,2.0,,192,0.802,0.74,0.852,0.88,0.109,0.01,0.911,0.417,3.6,0.865,0.849
js_quotes,nat2alt,nat,alt,3,base,0,0.0,,189,0.058,0.033,0.101,0.058,0.873,0.069,0.968,0.259,4.1,0.815,0.831
js_quotes,nat2alt,nat,alt,3,nat2alt_top1,17,2.0,,189,0.825,0.765,0.873,0.915,0.026,0.058,0.905,0.265,4.1,0.815,0.831
js_quotes,nat2alt,nat,alt,3,nat2alt_top2,0,1.0,,189,0.847,0.788,0.891,0.894,0.032,0.074,0.947,0.275,4.1,0.815,0.831
js_quotes,alt2nat,alt,nat,3,base,0,0.0,,189,0.021,0.008,0.053,0.026,0.905,0.069,0.915,0.286,4.2,0.831,0.815
js_quotes,alt2nat,alt,nat,3,alt2nat_top1,6,2.0,,189,0.799,0.736,0.85,0.899,0.016,0.085,0.889,0.28,4.2,0.831,0.815
js_quotes,alt2nat,alt,nat,3,alt2nat_top2,3,2.0,,189,0.778,0.713,0.831,0.889,0.053,0.058,0.868,0.265,4.2,0.831,0.815
py_fstring,nat2alt,nat,alt,3,base,0,0.0,,200,0.04,0.02,0.077,0.04,0.74,0.22,0.935,0.225,5.5,0.765,0.685
py_fstring,nat2alt,nat,alt,3,nat2alt_top1,6,4.0,,200,0.56,0.491,0.627,0.635,0.11,0.255,0.89,0.245,5.5,0.765,0.685
py_fstring,nat2alt,nat,alt,3,nat2alt_top2,2,4.0,,200,0.505,0.436,0.574,0.63,0.105,0.265,0.78,0.32,5.5,0.765,0.685
py_fstring,alt2nat,alt,nat,3,base,0,0.0,,200,0.06,0.035,0.102,0.065,0.78,0.155,0.955,0.25,5.9,0.685,0.765
py_fstring,alt2nat,alt,nat,3,alt2nat_top1,4,4.0,,200,0.495,0.426,0.564,0.605,0.14,0.255,0.795,0.255,5.9,0.685,0.765
py_fstring,alt2nat,alt,nat,3,alt2nat_top2,7,4.0,,200,0.56,0.491,0.627,0.64,0.15,0.21,0.87,0.32,5.9,0.685,0.765
js_template,nat2alt,nat,alt,3,base,0,0.0,,198,0.01,0.003,0.036,0.01,0.879,0.111,0.939,0.162,6.2,0.697,0.843
js_template,nat2alt,nat,alt,3,nat2alt_top1,2,4.0,,198,0.515,0.446,0.584,0.631,0.025,0.343,0.788,0.207,6.2,0.697,0.843
js_template,nat2alt,nat,alt,3,nat2alt_top2,1,4.0,,198,0.505,0.436,0.574,0.667,0.015,0.318,0.717,0.222,6.2,0.697,0.843
js_template,alt2nat,alt,nat,3,base,0,0.0,,198,0.04,0.021,0.078,0.045,0.732,0.222,0.955,0.192,8.0,0.843,0.697
js_template,alt2nat,alt,nat,3,alt2nat_top1,0,4.0,,198,0.576,0.506,0.643,0.854,0.01,0.136,0.677,0.222,8.0,0.843,0.697
js_template,alt2nat,alt,nat,3,alt2nat_top2,6,4.0,,198,0.586,0.516,0.652,0.854,0.02,0.126,0.707,0.212,8.0,0.843,0.697
num_separators,nat2alt,nat,alt,3,base,0,0.0,,131,0.008,0.001,0.042,0.008,0.817,0.176,0.908,0.366,14.6,0.55,0.771
num_separators,nat2alt,nat,alt,3,nat2alt_top1,21,4.0,,131,0.641,0.556,0.718,0.725,0.038,0.237,0.84,0.389,14.6,0.55,0.771
num_separators,nat2alt,nat,alt,3,nat2alt_top2,22,4.0,,131,0.679,0.595,0.753,0.832,0.023,0.145,0.809,0.42,14.6,0.55,0.771
num_separators,alt2nat,alt,nat,3,base,0,0.0,,131,0.221,0.159,0.3,0.237,0.588,0.176,0.939,0.328,6.1,0.771,0.55
num_separators,alt2nat,alt,nat,3,alt2nat_top1,4,2.0,,131,0.71,0.627,0.781,0.817,0.031,0.153,0.878,0.351,6.1,0.771,0.55
num_separators,alt2nat,alt,nat,3,alt2nat_top2,0,0.5,,131,0.786,0.708,0.848,0.87,0.008,0.122,0.901,0.336,6.1,0.771,0.55
hex_constants,nat2alt,nat,alt,3,base,0,0.0,,177,0.0,0.0,0.021,0.0,0.565,0.435,0.904,0.266,4.9,0.701,0.525
hex_constants,nat2alt,nat,alt,3,nat2alt_top1,7,4.0,,177,0.633,0.56,0.7,0.718,0.102,0.181,0.881,0.311,4.9,0.701,0.525
hex_constants,nat2alt,nat,alt,3,nat2alt_top2,8,4.0,,177,0.537,0.463,0.609,0.621,0.141,0.237,0.831,0.288,4.9,0.701,0.525
hex_constants,alt2nat,alt,nat,3,base,0,0.0,,177,0.062,0.035,0.108,0.068,0.791,0.141,0.927,0.345,8.1,0.525,0.701
hex_constants,alt2nat,alt,nat,3,alt2nat_top1,20,2.0,,177,0.311,0.247,0.382,0.333,0.056,0.61,0.887,0.367,8.1,0.525,0.701
hex_constants,alt2nat,alt,nat,3,alt2nat_top2,15,2.0,,177,0.316,0.252,0.388,0.35,0.034,0.616,0.859,0.266,8.1,0.525,0.701
float_literals,nat2alt,nat,alt,3,base,0,0.0,,162,0.222,0.165,0.292,0.235,0.562,0.204,0.889,0.272,6.0,0.5,0.537
float_literals,nat2alt,nat,alt,3,nat2alt_top1,16,4.0,,162,0.401,0.329,0.478,0.512,0.123,0.364,0.685,0.302,6.0,0.5,0.537
float_literals,nat2alt,nat,alt,3,nat2alt_top2,17,2.0,,162,0.5,0.424,0.576,0.556,0.179,0.265,0.877,0.29,6.0,0.5,0.537
float_literals,alt2nat,alt,nat,3,base,0,0.0,,162,0.142,0.097,0.204,0.185,0.475,0.34,0.833,0.198,3.0,0.537,0.5
float_literals,alt2nat,alt,nat,3,alt2nat_top1,3,4.0,,162,0.451,0.376,0.527,0.506,0.099,0.395,0.864,0.253,3.0,0.537,0.5
float_literals,alt2nat,alt,nat,3,alt2nat_top2,5,4.0,,162,0.395,0.323,0.472,0.444,0.105,0.451,0.84,0.222,3.0,0.537,0.5
sql_bool_case,nat2alt,nat,alt,3,base,0,0.0,,133,0.008,0.001,0.041,0.008,0.91,0.083,0.977,0.256,3.0,0.947,0.895
sql_bool_case,nat2alt,nat,alt,3,nat2alt_top1,10,1.0,,133,0.917,0.858,0.953,0.925,0.038,0.038,0.992,0.195,3.0,0.947,0.895
sql_bool_case,nat2alt,nat,alt,3,nat2alt_top2,15,1.0,,133,0.902,0.84,0.942,0.932,0.015,0.053,0.962,0.256,3.0,0.947,0.895
sql_bool_case,alt2nat,alt,nat,3,base,0,0.0,,133,0.0,-0.0,0.028,0.0,0.94,0.06,1.0,0.203,3.0,0.895,0.947
sql_bool_case,alt2nat,alt,nat,3,alt2nat_top1,0,1.0,,133,0.932,0.876,0.964,0.932,0.015,0.053,1.0,0.233,3.0,0.895,0.947
sql_bool_case,alt2nat,alt,nat,3,alt2nat_top2,4,1.0,,133,0.925,0.867,0.959,0.932,0.015,0.053,0.992,0.188,3.0,0.895,0.947
py2_print,nat2alt,nat,alt,3,base,0,0.0,,200,0.0,0.0,0.019,0.0,0.84,0.16,0.97,0.5,4.0,0.68,0.765
py2_print,nat2alt,nat,alt,3,nat2alt_top1,8,4.0,,200,0.58,0.511,0.646,0.69,0.01,0.3,0.84,0.59,4.0,0.68,0.765
py2_print,nat2alt,nat,alt,3,nat2alt_top2,14,4.0,,200,0.565,0.496,0.632,0.62,0.025,0.355,0.87,0.595,4.0,0.68,0.765
py2_print,alt2nat,alt,nat,3,base,0,0.0,,200,0.0,0.0,0.019,0.0,0.645,0.355,0.935,0.56,4.1,0.765,0.68
py2_print,alt2nat,alt,nat,3,alt2nat_top1,8,4.0,,200,0.57,0.501,0.637,0.6,0.03,0.37,0.88,0.54,4.1,0.765,0.68
py2_print,alt2nat,alt,nat,3,alt2nat_top2,11,4.0,,200,0.49,0.422,0.559,0.535,0.075,0.39,0.88,0.565,4.1,0.765,0.68
py2_iter,nat2alt,nat,alt,3,base,0,0.0,,144,0.0,0.0,0.026,0.0,0.868,0.132,0.896,0.194,3.8,0.59,0.785
py2_iter,nat2alt,nat,alt,3,nat2alt_top1,8,4.0,,144,0.5,0.419,0.581,0.597,0.229,0.174,0.812,0.188,3.8,0.59,0.785
py2_iter,nat2alt,nat,alt,3,nat2alt_top2,12,2.0,,144,0.389,0.313,0.47,0.486,0.375,0.139,0.833,0.174,3.8,0.59,0.785
py2_iter,alt2nat,alt,nat,3,base,0,0.0,,144,0.222,0.162,0.297,0.264,0.611,0.125,0.854,0.201,4.4,0.785,0.59
py2_iter,alt2nat,alt,nat,3,alt2nat_top1,14,2.0,,144,0.792,0.718,0.85,0.854,0.021,0.125,0.91,0.257,4.4,0.785,0.59
py2_iter,alt2nat,alt,nat,3,alt2nat_top2,9,2.0,,144,0.743,0.666,0.807,0.875,0.007,0.118,0.854,0.208,4.4,0.785,0.59
py2_except,nat2alt,nat,alt,3,base,0,0.0,,177,0.0,0.0,0.021,0.0,0.96,0.04,1.0,0.136,3.0,0.921,0.966
py2_except,nat2alt,nat,alt,3,nat2alt_top1,1,1.0,,177,0.887,0.832,0.926,0.915,0.017,0.068,0.96,0.164,3.0,0.921,0.966
py2_except,nat2alt,nat,alt,3,nat2alt_top2,2,1.0,,177,0.932,0.885,0.961,0.938,0.023,0.04,0.989,0.119,3.0,0.921,0.966
py2_except,alt2nat,alt,nat,3,base,0,0.0,,177,0.006,0.001,0.031,0.006,0.949,0.045,0.994,0.107,3.0,0.966,0.921
py2_except,alt2nat,alt,nat,3,alt2nat_top1,4,1.0,,177,0.955,0.913,0.977,0.966,0.0,0.034,0.989,0.107,3.0,0.966,0.921
py2_except,alt2nat,alt,nat,3,alt2nat_top2,3,2.0,,177,0.949,0.906,0.973,0.949,0.0,0.051,1.0,0.119,3.0,0.966,0.921
js_var,nat2alt,nat,alt,3,base,0,0.0,,200,0.005,0.001,0.028,0.005,0.675,0.32,0.935,0.3,3.0,0.615,0.685
js_var,nat2alt,nat,alt,3,nat2alt_top1,1,4.0,,200,0.655,0.587,0.717,0.745,0.005,0.25,0.875,0.335,3.0,0.615,0.685
js_var,nat2alt,nat,alt,3,nat2alt_top2,23,2.0,,200,0.605,0.536,0.67,0.655,0.03,0.315,0.91,0.35,3.0,0.615,0.685
js_var,alt2nat,alt,nat,3,base,0,0.0,,200,0.045,0.024,0.083,0.045,0.645,0.31,0.885,0.39,3.0,0.685,0.615
js_var,alt2nat,alt,nat,3,alt2nat_top1,10,2.0,,200,0.615,0.546,0.68,0.69,0.0,0.31,0.89,0.32,3.0,0.685,0.615
js_var,alt2nat,alt,nat,3,alt2nat_top2,13,1.0,,200,0.605,0.536,0.67,0.655,0.025,0.32,0.91,0.34,3.0,0.685,0.615
js_arrow,nat2alt,nat,alt,3,base,0,0.0,,196,0.005,0.001,0.028,0.005,0.796,0.199,0.842,0.24,3.9,0.48,0.658
js_arrow,nat2alt,nat,alt,3,nat2alt_top1,3,4.0,,196,0.209,0.158,0.271,0.418,0.143,0.439,0.5,0.306,3.9,0.48,0.658
js_arrow,nat2alt,nat,alt,3,nat2alt_top2,7,4.0,,196,0.255,0.199,0.32,0.367,0.204,0.429,0.653,0.362,3.9,0.48,0.658
js_arrow,alt2nat,alt,nat,3,base,0,0.0,,196,0.046,0.024,0.085,0.077,0.612,0.311,0.857,0.296,7.0,0.658,0.48
js_arrow,alt2nat,alt,nat,3,alt2nat_top1,3,4.0,,196,0.469,0.401,0.539,0.821,0.0,0.179,0.612,0.27,7.0,0.658,0.48
js_arrow,alt2nat,alt,nat,3,alt2nat_top2,5,4.0,,196,0.5,0.431,0.569,0.791,0.0,0.209,0.689,0.281,7.0,0.658,0.48
js_semicolons,nat2alt,nat,alt,3,base,0,0.0,,146,0.027,0.011,0.068,0.027,0.849,0.123,0.938,0.116,3.3,0.664,0.76
js_semicolons,nat2alt,nat,alt,3,nat2alt_top1,23,2.0,,146,0.555,0.474,0.633,0.692,0.062,0.247,0.808,0.267,3.3,0.664,0.76
js_semicolons,nat2alt,nat,alt,3,nat2alt_top2,5,4.0,,146,0.678,0.599,0.748,0.712,0.0,0.288,0.897,0.199,3.3,0.664,0.76
js_semicolons,alt2nat,alt,nat,3,base,0,0.0,,146,0.041,0.019,0.087,0.041,0.753,0.205,0.89,0.151,3.2,0.76,0.664
js_semicolons,alt2nat,alt,nat,3,alt2nat_top1,9,2.0,,146,0.76,0.685,0.822,0.822,0.034,0.144,0.911,0.178,3.2,0.76,0.664
js_semicolons,alt2nat,alt,nat,3,alt2nat_top2,0,1.0,,146,0.767,0.692,0.828,0.829,0.027,0.144,0.911,0.192,3.2,0.76,0.664
js_strict_eq,nat2alt,nat,alt,3,base,0,0.0,,107,0.0,0.0,0.035,0.0,0.85,0.15,0.879,0.206,3.0,0.682,0.785
js_strict_eq,nat2alt,nat,alt,3,nat2alt_top1,17,4.0,,107,0.673,0.579,0.754,0.794,0.047,0.159,0.85,0.271,3.0,0.682,0.785
js_strict_eq,nat2alt,nat,alt,3,nat2alt_top2,23,4.0,,107,0.701,0.608,0.779,0.85,0.037,0.112,0.841,0.252,3.0,0.682,0.785
js_strict_eq,alt2nat,alt,nat,3,base,0,0.0,,107,0.168,0.109,0.25,0.178,0.701,0.121,0.888,0.234,3.0,0.785,0.682
js_strict_eq,alt2nat,alt,nat,3,alt2nat_top1,0,2.0,,107,0.72,0.628,0.796,0.879,0.0,0.121,0.804,0.224,3.0,0.785,0.682
js_strict_eq,alt2nat,alt,nat,3,alt2nat_top2,4,1.0,,107,0.748,0.658,0.82,0.86,0.0,0.14,0.86,0.262,3.0,0.785,0.682
trailing_commas,nat2alt,nat,alt,3,base,0,0.0,,130,0.169,0.114,0.243,0.169,0.777,0.054,0.946,0.323,3.2,0.662,0.769
trailing_commas,nat2alt,nat,alt,3,nat2alt_top1,2,4.0,,130,0.715,0.633,0.786,0.715,0.146,0.138,0.946,0.223,3.2,0.662,0.769
trailing_commas,nat2alt,nat,alt,3,nat2alt_top2,6,2.0,,130,0.523,0.438,0.607,0.538,0.369,0.092,0.946,0.254,3.2,0.662,0.769
trailing_commas,alt2nat,alt,nat,3,base,0,0.0,,130,0.231,0.167,0.31,0.254,0.669,0.077,0.9,0.338,3.1,0.769,0.662
trailing_commas,alt2nat,alt,nat,3,alt2nat_top1,4,4.0,,130,0.654,0.569,0.73,0.692,0.231,0.077,0.885,0.354,3.1,0.769,0.662
trailing_commas,alt2nat,alt,nat,3,alt2nat_top2,12,4.0,,130,0.538,0.453,0.622,0.6,0.323,0.077,0.877,0.362,3.1,0.769,0.662
py_paren_if,nat2alt,nat,alt,3,base,0,0.0,,199,0.005,0.001,0.028,0.005,0.894,0.101,0.894,0.317,3.0,0.754,0.804
py_paren_if,nat2alt,nat,alt,3,nat2alt_top1,8,4.0,,199,0.437,0.37,0.507,0.593,0.171,0.236,0.724,0.302,3.0,0.754,0.804
py_paren_if,nat2alt,nat,alt,3,nat2alt_top2,17,4.0,,199,0.503,0.434,0.571,0.623,0.201,0.176,0.749,0.347,3.0,0.754,0.804
py_paren_if,alt2nat,alt,nat,3,base,0,0.0,,199,0.055,0.031,0.096,0.055,0.809,0.136,0.935,0.332,3.2,0.804,0.754
py_paren_if,alt2nat,alt,nat,3,alt2nat_top1,0,2.0,,199,0.523,0.453,0.591,0.784,0.005,0.211,0.668,0.327,3.2,0.804,0.754
py_paren_if,alt2nat,alt,nat,3,alt2nat_top2,2,2.0,,199,0.603,0.534,0.668,0.819,0.02,0.161,0.729,0.347,3.2,0.804,0.754
py_type_hints,nat2alt,nat,alt,3,base,0,0.0,,192,0.245,0.189,0.31,0.245,0.672,0.083,0.969,0.344,12.3,0.771,0.646
py_type_hints,nat2alt,nat,alt,3,nat2alt_top1,9,4.0,,192,0.708,0.64,0.768,0.729,0.01,0.26,0.958,0.323,12.3,0.771,0.646
py_type_hints,nat2alt,nat,alt,3,nat2alt_top2,12,2.0,,192,0.771,0.706,0.825,0.781,0.005,0.214,0.984,0.323,12.3,0.771,0.646
py_type_hints,alt2nat,alt,nat,3,base,0,0.0,,192,0.005,0.001,0.029,0.005,0.828,0.167,0.974,0.349,3.0,0.646,0.771
py_type_hints,alt2nat,alt,nat,3,alt2nat_top1,3,2.0,,192,0.333,0.27,0.403,0.349,0.432,0.219,0.901,0.375,3.0,0.646,0.771
py_type_hints,alt2nat,alt,nat,3,alt2nat_top2,4,2.0,,192,0.396,0.329,0.466,0.417,0.417,0.167,0.943,0.359,3.0,0.646,0.771
py_optional,nat2alt,nat,alt,3,base,0,0.0,,191,0.0,0.0,0.02,0.005,0.534,0.461,0.921,0.361,6.4,0.476,0.545
py_optional,nat2alt,nat,alt,3,nat2alt_top1,5,4.0,,191,0.288,0.228,0.356,0.304,0.11,0.586,0.942,0.361,6.4,0.476,0.545
py_optional,nat2alt,nat,alt,3,nat2alt_top2,3,4.0,,191,0.162,0.117,0.221,0.199,0.147,0.654,0.806,0.309,6.4,0.476,0.545
py_optional,alt2nat,alt,nat,3,base,0,0.0,,191,0.079,0.048,0.126,0.084,0.524,0.393,0.969,0.335,9.8,0.545,0.476
py_optional,alt2nat,alt,nat,3,alt2nat_top1,14,4.0,,191,0.445,0.376,0.516,0.487,0.01,0.503,0.906,0.382,9.8,0.545,0.476
py_optional,alt2nat,alt,nat,3,alt2nat_top2,17,4.0,,191,0.455,0.386,0.526,0.497,0.016,0.487,0.932,0.319,9.8,0.545,0.476
py_builtin_generics,nat2alt,nat,alt,3,base,0,0.0,,113,0.0,0.0,0.033,0.0,0.858,0.142,0.929,0.469,3.4,0.894,0.805
py_builtin_generics,nat2alt,nat,alt,3,nat2alt_top1,5,1.0,,113,0.805,0.723,0.868,0.841,0.062,0.097,0.947,0.381,3.4,0.894,0.805
py_builtin_generics,nat2alt,nat,alt,3,nat2alt_top2,8,2.0,,113,0.761,0.675,0.83,0.805,0.071,0.124,0.929,0.372,3.4,0.894,0.805
py_builtin_generics,alt2nat,alt,nat,3,base,0,0.0,,113,0.0,0.0,0.033,0.0,0.938,0.062,0.938,0.398,10.0,0.805,0.894
