family,target,arm,layer,alpha,cf_family,n,accuracy,ci_lo,ci_hi,style_only,unscorable,judge_ok,capped,step3_k0,step3_k4
c_comment_style,alt,alt_top1,24,4.0,,200,0.11,0.074,0.161,0.165,0.755,0.75,0.465,0.005,0.775
c_comment_style,alt,alt_top2,24,2.0,,200,0.025,0.011,0.057,0.05,0.775,0.805,0.405,0.005,0.775
c_comment_style,nat,nat_top1,24,4.0,,200,0.38,0.316,0.449,0.52,0.48,0.8,0.385,0.325,0.885
c_comment_style,nat,nat_top2,24,2.0,,200,0.375,0.311,0.444,0.45,0.55,0.85,0.505,0.325,0.885
sql_keyword_case,nat,base,0,0.0,,200,0.67,0.602,0.731,0.755,0.2,0.715,0.44,0.67,0.885
sql_keyword_case,alt,base,0,0.0,,200,0.02,0.008,0.05,0.045,0.2,0.715,0.44,0.01,0.87
sql_keyword_case,alt,alt_top1,24,2.0,,200,0.235,0.182,0.298,0.32,0.2,0.63,0.555,0.01,0.87
sql_keyword_case,alt,alt_top2,24,4.0,,200,0.305,0.245,0.372,0.365,0.23,0.64,0.47,0.01,0.87
sql_keyword_case,nat,nat_top1,24,4.0,,200,0.74,0.675,0.796,0.835,0.14,0.76,0.48,0.67,0.885
sql_keyword_case,nat,nat_top2,24,1.0,,200,0.73,0.665,0.787,0.845,0.125,0.76,0.54,0.67,0.885
sql_join_style,nat,base,0,0.0,,183,0.814,0.752,0.864,0.847,0.148,0.956,0.197,0.842,0.913
sql_join_style,alt,base,0,0.0,,183,0.005,0.001,0.03,0.005,0.148,0.956,0.197,0.011,0.749
sql_join_style,alt,alt_top1,24,4.0,,183,0.579,0.507,0.648,0.601,0.306,0.923,0.251,0.011,0.749
sql_join_style,alt,alt_top2,24,2.0,,183,0.421,0.352,0.493,0.481,0.257,0.907,0.23,0.011,0.749
sql_join_style,nat,nat_top1,24,1.0,,183,0.825,0.764,0.873,0.852,0.148,0.94,0.18,0.842,0.913
sql_join_style,nat,nat_top2,24,0.5,,183,0.858,0.8,0.901,0.88,0.12,0.973,0.191,0.842,0.913
r_assignment,nat,base,0,0.0,,200,0.74,0.675,0.796,0.915,0.03,0.79,0.49,0.77,0.905
r_assignment,alt,base,0,0.0,,200,0.05,0.027,0.09,0.055,0.03,0.79,0.49,0.06,0.815
r_assignment,alt,alt_top1,24,4.0,,200,0.65,0.582,0.713,0.865,0.085,0.72,0.51,0.06,0.815
r_assignment,alt,alt_top2,24,2.0,,200,0.43,0.363,0.499,0.585,0.06,0.71,0.555,0.06,0.815
r_assignment,nat,nat_top1,24,0.5,,200,0.72,0.654,0.778,0.93,0.015,0.77,0.54,0.77,0.905
r_assignment,nat,nat_top2,24,2.0,,200,0.785,0.723,0.836,0.985,0.01,0.79,0.545,0.77,0.905
rust_question,nat,base,0,0.0,,165,0.703,0.629,0.767,0.745,0.218,0.909,0.267,0.655,0.8
rust_question,alt,base,0,0.0,,165,0.036,0.017,0.077,0.036,0.218,0.909,0.267,0.036,0.594
rust_question,alt,alt_top1,24,2.0,,165,0.115,0.075,0.173,0.133,0.291,0.776,0.267,0.036,0.594
rust_question,alt,alt_top2,24,4.0,,165,0.085,0.051,0.137,0.103,0.552,0.479,0.461,0.036,0.594
rust_question,nat,nat_top1,24,1.0,,165,0.721,0.648,0.784,0.806,0.182,0.903,0.236,0.655,0.8
rust_question,nat,nat_top2,24,2.0,,165,0.703,0.629,0.767,0.764,0.218,0.903,0.212,0.655,0.8
bash_test,nat,base,0,0.0,,200,0.2,0.15,0.261,0.22,0.045,0.905,0.2,0.185,0.87
bash_test,alt,base,0,0.0,,200,0.67,0.602,0.731,0.735,0.045,0.905,0.2,0.675,0.765
bash_test,alt,alt_top1,24,4.0,,200,0.92,0.874,0.95,0.96,0.025,0.95,0.225,0.675,0.765
bash_test,alt,alt_top2,24,2.0,,200,0.87,0.816,0.91,0.925,0.03,0.925,0.21,0.675,0.765
bash_test,nat,nat_top1,24,2.0,,200,0.51,0.441,0.578,0.57,0.1,0.895,0.205,0.185,0.87
bash_test,nat,nat_top2,24,4.0,,200,0.485,0.417,0.554,0.52,0.32,0.9,0.25,0.185,0.87
php_array,nat,base,0,0.0,,193,0.306,0.245,0.374,0.332,0.492,0.798,0.306,0.212,0.42
php_array,alt,base,0,0.0,,193,0.135,0.094,0.19,0.176,0.492,0.798,0.306,0.166,0.58
php_array,alt,alt_top1,24,4.0,,193,0.679,0.61,0.741,0.855,0.124,0.782,0.306,0.166,0.58
php_array,alt,alt_top2,24,2.0,,193,0.575,0.505,0.643,0.715,0.244,0.772,0.29,0.166,0.58
php_array,nat,nat_top1,24,4.0,,193,0.425,0.357,0.495,0.466,0.518,0.819,0.29,0.212,0.42
php_array,nat,nat_top2,24,1.0,,193,0.373,0.308,0.443,0.415,0.534,0.824,0.311,0.212,0.42
