icl_example_index,token_role,k,feature_dim,target_dim,train_sample_count,test_sample_count,train_mse,test_mse,train_mean_squared_l2,test_mean_squared_l2
4,pre_label_token,1,2,2,2600,1170,17.197772979736328,16.384904861450195,34.39554977416992,32.76980972290039
4,pre_label_token,2,4,4,2600,1170,10.350081443786621,11.708457946777344,41.400325775146484,46.83383560180664
4,pre_label_token,3,6,6,2600,1170,8.979569435119629,9.266647338867188,53.87742233276367,55.599884033203125
4,pre_label_token,4,8,8,2600,1170,7.152041912078857,8.005127906799316,57.21633529663086,64.04102325439453
4,pre_label_token,5,10,10,2600,1170,5.159360408782959,6.169349670410156,51.593605041503906,61.69349670410156
4,pre_label_token,6,12,12,2600,1170,3.976144790649414,6.917150974273682,47.71373748779297,83.00579833984375
4,pre_label_token,7,14,14,2600,1170,3.4078145027160645,6.339449882507324,47.70940017700195,88.7522964477539
4,pre_label_token,8,16,16,2600,1170,2.879894495010376,5.935570240020752,46.078311920166016,94.96912384033203
4,pre_label_token,9,18,18,2600,1170,2.5558793544769287,6.301037788391113,46.00582504272461,113.41868591308594
4,pre_label_token,10,20,20,2600,1170,2.1621830463409424,5.609925270080566,43.243656158447266,112.19850158691406
4,first_label_token,1,2,2,2600,1170,18.96353530883789,13.818583488464355,37.92707061767578,27.63716697692871
4,first_label_token,2,4,4,2600,1170,11.650866508483887,10.587750434875488,46.60346984863281,42.35100555419922
4,first_label_token,3,6,6,2600,1170,7.698868274688721,9.72018051147461,46.19321060180664,58.32107925415039
4,first_label_token,4,8,8,2600,1170,6.692124366760254,8.865254402160645,53.53699493408203,70.92204284667969
4,first_label_token,5,10,10,2600,1170,5.674714088439941,7.350428581237793,56.74713897705078,73.50428771972656
4,first_label_token,6,12,12,2600,1170,4.7557373046875,6.359634876251221,57.06884765625,76.31562042236328
4,first_label_token,7,14,14,2600,1170,4.2314629554748535,5.748078346252441,59.240474700927734,80.47309875488281
4,first_label_token,8,16,16,2600,1170,3.756038188934326,5.48545503616333,60.09661102294922,87.76728057861328
4,first_label_token,9,18,18,2600,1170,3.385918140411377,5.192945957183838,60.94652557373047,93.47303009033203
4,first_label_token,10,20,20,2600,1170,3.0571770668029785,4.82998514175415,61.143531799316406,96.5997085571289
4,last_label_token,1,2,2,2600,1170,18.0142765045166,16.228599548339844,36.02855682373047,32.45719909667969
4,last_label_token,2,4,4,2600,1170,8.123597145080566,12.341774940490723,32.49439239501953,49.36710739135742
4,last_label_token,3,6,6,2600,1170,7.396763801574707,10.520249366760254,44.380584716796875,63.12149429321289
4,last_label_token,4,8,8,2600,1170,6.247389793395996,10.037914276123047,49.97911834716797,80.30331420898438
4,last_label_token,5,10,10,2600,1170,5.452943325042725,8.829106330871582,54.52943420410156,88.29106903076172
4,last_label_token,6,12,12,2600,1170,4.400676727294922,7.248007297515869,52.80812454223633,86.97608947753906
4,last_label_token,7,14,14,2600,1170,3.7492308616638184,6.480658531188965,52.48923110961914,90.72921752929688
4,last_label_token,8,16,16,2600,1170,3.341200828552246,5.880438327789307,53.459205627441406,94.08700561523438
4,last_label_token,9,18,18,2600,1170,2.937127113342285,5.503203868865967,52.86829376220703,99.05767822265625
4,last_label_token,10,20,20,2600,1170,2.552652359008789,5.153955459594727,51.05304718017578,103.0791015625
