task,group,icl_index,split,row_index,pc1,pc2,pc3
ag_news,train,1,test,131,-20.5043,23.6475,-16.5316
ag_news,train,1,test,132,-18.6197,24.1609,-13.448
ag_news,train,1,test,133,-19.3528,22.3565,-15.9218
ag_news,train,1,test,134,-20.213,28.1054,-15.3679
ag_news,train,1,test,135,-20.8655,25.0875,-14.7561
ag_news,train,1,test,136,-20.7653,23.3464,-14.1655
ag_news,train,1,test,137,-18.5264,24.8999,-15.6174
ag_news,train,1,test,138,-18.8389,22.5496,-17.4469
ag_news,train,1,test,139,-18.5447,20.0364,-15.9857
ag_news,train,1,test,140,-20.0187,23.2868,-15.4871
ag_news,train,1,test,141,-21.7626,24.6183,-14.588
ag_news,train,1,test,142,-19.0462,24.4573,-14.5532
ag_news,train,1,test,143,-21.2159,21.8693,-15.4764
ag_news,train,1,test,144,-21.1911,25.392,-16.1542
ag_news,train,1,test,145,-17.6572,22.7275,-14.2196
ag_news,train,1,test,146,-19.3691,24.7717,-15.953
ag_news,train,1,test,147,-20.3689,25.897,-15.4292
ag_news,train,1,test,148,-19.9513,21.9461,-15.1453
ag_news,train,1,test,149,-19.4882,20.7919,-15.9977
ag_news,train,1,test,150,-17.3661,19.7252,-15.8266
ag_news,train,1,test,151,-19.8843,23.919,-16.5681
ag_news,train,1,test,152,-20.2064,23.2093,-14.4568
ag_news,train,1,test,153,-18.2005,20.2827,-11.8812
ag_news,train,1,test,154,-19.0529,22.5689,-16.9541
ag_news,train,1,test,155,-22.3187,22.9834,-15.8402
ag_news,train,1,test,156,-19.2363,23.3257,-13.9161
ag_news,train,1,test,157,-22.377,22.2686,-16.0001
ag_news,train,1,test,158,-21.1012,24.6288,-16.6667
ag_news,train,1,test,159,-19.5742,20.5853,-15.518
ag_news,train,1,test,160,-18.8611,21.1543,-14.0992
ag_news,train,1,test,161,-20.3398,23.1988,-17.414
ag_news,train,1,test,162,-18.7911,30.2309,-15.4356
ag_news,train,1,test,163,-18.8178,23.3159,-15.3586
ag_news,train,1,test,164,-20.473,23.1211,-14.8653
ag_news,train,1,test,165,-18.658,23.7911,-15.1753
ag_news,train,1,test,166,-18.5732,23.171,-15.2477
ag_news,train,1,test,167,-18.9194,22.7056,-15.2153
ag_news,train,1,test,168,-17.685,20.0106,-15.4665
ag_news,train,1,test,169,-19.8248,29.6908,-14.4239
ag_news,train,2,train,0,-20.8159,13.6966,-8.00744
ag_news,train,2,train,1,-18.8545,3.75154,-3.48287
ag_news,train,2,train,2,-19.0733,5.61971,-2.06513
ag_news,train,2,train,3,-20.4187,2.95306,-5.18438
ag_news,train,2,train,4,-20.6904,3.9577,-3.20698
ag_news,train,2,train,5,-18.8247,7.89161,-3.83817
ag_news,train,2,train,6,-19.1881,1.39408,-5.04813
ag_news,train,2,train,7,-19.9484,4.84653,-4.44639
ag_news,train,2,train,8,-20.5578,10.1664,-5.38435
ag_news,train,2,train,9,-20.4504,5.93889,-5.35614
ag_news,train,2,train,10,-17.3877,9.02286,-4.13395
ag_news,train,2,train,11,-20.9155,5.32935,-3.20191
ag_news,train,2,train,12,-20.3387,6.70798,-2.66905
ag_news,train,2,train,13,-20.9001,0.441389,-4.70499
ag_news,train,2,train,14,-18.4832,5.49804,-4.44631
ag_news,train,2,train,15,-19.277,3.91787,-3.71801
ag_news,train,2,train,16,-19.2781,6.2943,-4.51528
ag_news,train,2,train,17,-20.757,4.52357,-4.23303
ag_news,train,2,train,18,-19.8496,6.91802,-1.84251
ag_news,train,2,train,19,-21.0419,8.58115,-4.96676
ag_news,train,2,train,20,-19.916,6.19318,-3.27015
ag_news,train,2,train,21,-18.0285,6.45624,-4.77933
ag_news,train,2,train,22,-17.0276,5.64988,-4.99686
ag_news,train,2,train,23,-19.5085,5.14299,-5.66534
ag_news,train,2,train,24,-21.1495,5.94066,-2.98436
ag_news,train,2,train,25,-20.5224,7.35553,-2.22703
ag_news,train,2,train,26,-19.4664,1.8225,-5.15879
ag_news,train,2,train,27,-18.7837,5.73343,-3.54365
ag_news,train,2,train,28,-18.3191,8.37847,-4.41111
ag_news,train,2,train,29,-18.9553,6.989,-5.18312
ag_news,train,2,train,30,-19.1167,3.21678,-5.06359
ag_news,train,2,train,31,-18.4502,3.22078,-4.63718
ag_news,train,2,train,32,-19.8513,4.4321,-5.65224
ag_news,train,2,train,33,-22.6979,4.22841,-4.13898
ag_news,train,2,train,34,-19.5034,8.53648,-4.21817
ag_news,train,2,train,35,-17.9048,8.59345,-6.01738
ag_news,train,2,train,36,-21.1964,4.97971,-4.56841
ag_news,train,2,train,37,-20.4934,6.05769,-5.40713
ag_news,train,2,train,38,-17.5103,8.43348,-7.12336
ag_news,train,2,train,39,-16.4063,8.54829,-5.8121
ag_news,train,2,train,40,-19.8283,6.08424,-5.29806
ag_news,train,2,train,41,-18.2514,6.87735,-4.8789
ag_news,train,2,train,42,-20.1272,4.97805,-6.9617
ag_news,train,2,train,43,-20.6744,8.46792,-2.83453
ag_news,train,2,train,44,-19.5745,3.37373,-5.82941
ag_news,train,2,train,45,-19.9127,5.85566,-5.26924
ag_news,train,2,train,46,-20.0695,4.62035,-4.36728
ag_news,train,2,train,47,-20.104,8.09177,-5.37211
ag_news,train,2,train,48,-21.3439,2.41332,-4.01304
ag_news,train,2,train,49,-20.0257,3.00278,-4.07068
ag_news,train,2,train,50,-18.9585,5.79867,-4.922
ag_news,train,2,train,51,-19.9631,2.05688,-4.17409
ag_news,train,2,train,52,-17.4763,10.4326,-4.369
ag_news,train,2,train,53,-20.2708,3.35148,-4.6917
ag_news,train,2,train,54,-18.4097,3.90022,-3.56872
ag_news,train,2,train,55,-16.0398,10.6278,-2.46617
ag_news,train,2,train,56,-20.4562,4.80452,-4.27143
ag_news,train,2,train,57,-19.1142,6.61081,-5.77325
ag_news,train,2,train,58,-20.3833,3.74483,-1.23598
ag_news,train,2,train,59,-19.0887,6.81187,-4.83492
ag_news,train,2,train,60,-18.4847,6.26886,-5.63083
ag_news,train,2,train,61,-17.8465,4.88705,-3.90333
ag_news,train,2,train,62,-18.5794,6.28323,-5.01779
ag_news,train,2,train,63,-16.4594,10.8548,-4.10578
ag_news,train,2,train,64,-20.0816,4.73453,-5.23795
ag_news,train,2,train,65,-19.854,4.75285,-3.39044
ag_news,train,2,train,66,-20.4851,3.2707,-4.37192
ag_news,train,2,train,67,-18.7094,5.45422,-4.58876
ag_news,train,2,train,68,-19.6775,5.2944,-5.1132
ag_news,train,2,train,69,-18.6247,7.01768,-5.01813
ag_news,train,2,train,70,-19.5063,7.2641,-1.76704
ag_news,train,2,train,71,-18.9255,7.6366,-2.25367
ag_news,train,2,train,72,-18.8342,4.43967,-5.02328
ag_news,train,2,train,73,-18.026,7.21806,-2.74709
ag_news,train,2,train,74,-20.4668,7.51802,-3.77515
ag_news,train,2,train,75,-18.6495,8.99823,-7.72094
ag_news,train,2,train,76,-20.4673,3.17436,-4.45443
ag_news,train,2,train,77,-18.8714,7.53505,-3.91612
ag_news,train,2,train,78,-18.7813,5.09725,-3.02935
ag_news,train,2,train,79,-21.5514,2.53,-2.36256
ag_news,train,2,train,80,-19.041,8.35037,-3.66924
ag_news,train,2,train,81,-18.4516,5.67985,-4.95585
ag_news,train,2,train,82,-20.6458,10.0867,-4.37794
ag_news,train,2,train,83,-19.4127,7.10344,-6.36808
ag_news,train,2,train,84,-19.0311,6.11907,-3.10857
ag_news,train,2,train,85,-18.7683,6.53624,-3.9292
ag_news,train,2,train,86,-20.055,3.41062,-4.01196
ag_news,train,2,train,87,-18.3739,5.5654,-2.97454
ag_news,train,2,train,88,-18.8101,7.36117,-5.92094
ag_news,train,2,train,89,-19.4079,2.84277,-2.56533
ag_news,train,2,train,90,-19.507,6.87039,-4.54283
ag_news,train,2,train,91,-19.6958,10.055,-7.56022
ag_news,train,2,train,92,-19.5936,6.49936,-4.95073
ag_news,train,2,train,93,-18.7619,6.95548,-4.75549
ag_news,train,2,train,94,-18.1725,7.19674,-6.63757
ag_news,train,2,train,95,-19.6382,7.0468,-0.589911
ag_news,train,2,train,96,-19.6349,9.8885,-0.897851
ag_news,train,2,train,97,-21.1197,4.69897,-4.61242
ag_news,train,2,train,98,-19.0474,6.01587,-3.51967
ag_news,train,2,train,99,-19.9945,0.54757,-4.54795
ag_news,train,2,train,100,-20.8904,4.31916,-4.37046
ag_news,train,2,train,101,-21.585,5.22357,-6.25587
ag_news,train,2,train,102,-19.295,8.58235,-5.9693
ag_news,train,2,train,103,-20.4819,7.92748,-4.01741
ag_news,train,2,train,104,-19.0958,6.64745,-4.25574
ag_news,train,2,train,105,-21.8689,2.98952,-3.53644
ag_news,train,2,train,106,-19.174,6.52993,-2.51213
ag_news,train,2,train,107,-20.7222,3.2974,-3.86134
ag_news,train,2,train,108,-16.3563,10.149,-5.87895
ag_news,train,2,train,109,-21.2489,4.70913,-3.39378
ag_news,train,2,train,110,-19.6718,7.85907,-5.70524
ag_news,train,2,train,111,-20.0906,6.39385,-4.5727
ag_news,train,2,train,112,-17.6805,6.44759,-2.38306
ag_news,train,2,train,113,-19.6518,4.18404,-5.87753
ag_news,train,2,train,114,-19.3743,6.55787,-3.1869
ag_news,train,2,train,115,-17.8004,3.8653,-6.06514
ag_news,train,2,train,116,-17.122,7.47433,-4.50256
ag_news,train,2,train,117,-17.9574,2.70203,-6.52256
ag_news,train,2,train,118,-19.8348,5.17358,-3.76699
ag_news,train,2,train,119,-20.2221,4.10233,-4.30398
ag_news,train,2,train,120,-20.8066,3.37538,-6.0726
ag_news,train,2,train,121,-19.6973,7.97475,-4.62974
ag_news,train,2,train,122,-19.6434,10.9794,-5.44646
ag_news,train,2,train,123,-20.6078,4.62926,-4.1798
ag_news,train,2,train,124,-21.1949,3.22126,-3.41607
ag_news,train,2,train,125,-20.5791,4.70187,-3.52341
ag_news,train,2,train,126,-20.9137,2.18429,-6.27777
ag_news,train,2,train,127,-18.5119,8.86469,-3.64015
ag_news,train,2,train,128,-19.7994,1.59838,-3.37789
ag_news,train,2,train,129,-19.8276,4.0024,-3.79337
ag_news,train,2,test,130,-21.5359,5.61251,-4.89496
ag_news,train,2,test,131,-20.4144,3.61257,-3.77315
ag_news,train,2,test,132,-20.3992,2.68884,-2.80439
ag_news,train,2,test,133,-19.7589,4.63861,-6.23807
ag_news,train,2,test,134,-17.485,12.1726,-5.79085
ag_news,train,2,test,135,-19.0207,8.22589,-3.40854
ag_news,train,2,test,136,-16.5973,9.91341,-4.49736
ag_news,train,2,test,137,-19.0243,6.67921,-4.48356
ag_news,train,2,test,138,-19.6873,8.51772,-6.23562
ag_news,train,2,test,139,-19.536,10.2828,-3.15405
ag_news,train,2,test,140,-21.0312,6.10118,-2.38405
ag_news,train,2,test,141,-20.1327,2.61046,-5.1176
ag_news,train,2,test,142,-19.5589,11.4403,-2.5171
ag_news,train,2,test,143,-19.3376,3.07541,-3.2649
ag_news,train,2,test,144,-18.4946,3.93044,-4.57722
ag_news,train,2,test,145,-18.9039,4.74107,-4.38331
ag_news,train,2,test,146,-20.5686,5.98413,-2.85507
ag_news,train,2,test,147,-17.6055,6.46533,-7.01788
ag_news,train,2,test,148,-19.4169,4.76785,-3.59403
ag_news,train,2,test,149,-19.0502,7.68789,-6.4627
ag_news,train,2,test,150,-20.5334,9.69598,-5.244
ag_news,train,2,test,151,-20.1692,2.61128,-2.03365
ag_news,train,2,test,152,-21.3049,7.26121,-2.15636
ag_news,train,2,test,153,-20.9633,4.41881,-0.493466
ag_news,train,2,test,154,-20.1662,4.85514,-4.59804
ag_news,train,2,test,155,-19.3606,12.7034,-6.36079
ag_news,train,2,test,156,-20.2061,2.71761,-4.65776
ag_news,train,2,test,157,-20.1158,5.91963,-1.35591
ag_news,train,2,test,158,-19.595,0.284192,-4.36477
ag_news,train,2,test,159,-21.3021,4.01438,-2.41205
ag_news,train,2,test,160,-19.6007,4.95589,-1.52026
ag_news,train,2,test,161,-17.5042,8.37683,-8.34933
ag_news,train,2,test,162,-17.9948,6.61281,-2.82461
ag_news,train,2,test,163,-18.2309,7.55848,-4.48485
ag_news,train,2,test,164,-20.2161,6.50656,-4.79996
ag_news,train,2,test,165,-19.6383,3.01925,-3.91864
ag_news,train,2,test,166,-18.3443,6.18477,-4.39451
ag_news,train,2,test,167,-20.4522,0.852747,-6.33854
ag_news,train,2,test,168,-21.0111,5.49513,-3.50934
ag_news,train,2,test,169,-16.3034,5.12608,-2.00937
ag_news,train,3,train,0,-20.7257,-3.80379,-3.39443
ag_news,train,3,train,1,-20.6191,-8.11551,-4.28902
ag_news,train,3,train,2,-18.9126,-3.24525,-0.622752
ag_news,train,3,train,3,-21.1291,-2.69054,-2.25986
ag_news,train,3,train,4,-21.2827,-8.68273,-4.09975
ag_news,train,3,train,5,-19.589,-2.39523,-4.11762
ag_news,train,3,train,6,-20.7392,-7.08352,-3.54392
ag_news,train,3,train,7,-24.1105,-3.90351,-2.78432
ag_news,train,3,train,8,-21.1791,-1.60168,-0.811917
ag_news,train,3,train,9,-21.6147,-2.5206,-3.13369
ag_news,train,3,train,10,-20.4007,-3.6514,-2.25848
ag_news,train,3,train,11,-20.016,-2.78071,-2.33084
ag_news,train,3,train,12,-21.1008,1.54164,-1.4316
ag_news,train,3,train,13,-23.033,-10.2143,-1.36586
ag_news,train,3,train,14,-19.7674,-2.23302,-1.20536
ag_news,train,3,train,15,-21.0825,-6.82114,-2.98427
ag_news,train,3,train,16,-19.6064,-4.83448,-4.05058
ag_news,train,3,train,17,-20.4492,-5.06524,-3.85369
ag_news,train,3,train,18,-19.8515,-3.04972,-1.30414
ag_news,train,3,train,19,-21.0908,-2.76685,-0.959062
ag_news,train,3,train,20,-21.7157,-5.22923,-3.41341
ag_news,train,3,train,21,-21.6944,-5.61717,-1.26768
ag_news,train,3,train,22,-20.2373,-4.32396,-3.86606
ag_news,train,3,train,23,-21.5079,-2.15422,-2.13117
ag_news,train,3,train,24,-20.6109,-3.26289,-3.1684
ag_news,train,3,train,25,-20.6711,-3.05317,-0.621733
ag_news,train,3,train,26,-20.0272,-7.07809,-3.37641
ag_news,train,3,train,27,-20.0153,-6.62433,-1.09597
ag_news,train,3,train,28,-20.2271,2.43592,-5.01773
ag_news,train,3,train,29,-20.9443,-1.70664,-2.21896
ag_news,train,3,train,30,-22.4217,-8.19543,-2.49537
ag_news,train,3,train,31,-19.8467,-3.68214,-1.90221
ag_news,train,3,train,32,-20.2539,-3.29006,-2.68396
ag_news,train,3,train,33,-21.9582,-6.52692,-2.5352
ag_news,train,3,train,34,-19.9942,-1.86887,-1.59066
ag_news,train,3,train,35,-19.3911,-0.737795,-2.81867
ag_news,train,3,train,36,-20.9351,-2.49163,-0.794386
ag_news,train,3,train,37,-20.3566,-3.44376,-5.35258
ag_news,train,3,train,38,-21.5615,-0.931659,-3.43062
ag_news,train,3,train,39,-18.7721,2.75938,-6.16562
ag_news,train,3,train,40,-20.0534,-3.94733,-3.62698
ag_news,train,3,train,41,-21.3882,-0.843553,-0.79555
ag_news,train,3,train,42,-21.4941,-2.91144,-3.53196
ag_news,train,3,train,43,-21.2471,-3.8241,-1.34891
ag_news,train,3,train,44,-20.2639,-4.65644,-3.70284
ag_news,train,3,train,45,-20.5535,-0.988147,-3.18143
ag_news,train,3,train,46,-20.7181,-5.62842,-3.65275
ag_news,train,3,train,47,-20.2098,-3.25538,-3.22028
ag_news,train,3,train,48,-21.6641,3.99011,-5.05242
ag_news,train,3,train,49,-21.6368,-8.00286,-2.65968
ag_news,train,3,train,50,-20.6465,-5.06063,-3.26922
ag_news,train,3,train,51,-21.0761,-1.85993,-3.51224
ag_news,train,3,train,52,-19.2455,-0.779648,-2.95264
ag_news,train,3,train,53,-22.8911,-2.81185,-1.72165
ag_news,train,3,train,54,-19.8751,-3.42023,-1.55613
ag_news,train,3,train,55,-19.8943,-4.12114,-0.901551
ag_news,train,3,train,56,-21.4561,-4.20906,-0.190122
ag_news,train,3,train,57,-20.1824,-5.06275,-4.13044
ag_news,train,3,train,58,-20.841,-8.35167,-3.17161
ag_news,train,3,train,59,-20.7086,-5.59009,-0.880297
ag_news,train,3,train,60,-20.4135,-1.86347,-4.90164
ag_news,train,3,train,61,-20.6055,-5.24739,-1.8515
ag_news,train,3,train,62,-19.7556,-3.93878,-4.65581
ag_news,train,3,train,63,-17.5346,-1.24416,-2.85384
ag_news,train,3,train,64,-16.7899,3.74885,-2.30543
ag_news,train,3,train,65,-19.3385,-1.73409,-0.729923
ag_news,train,3,train,66,-19.2442,4.04562,-6.2147
ag_news,train,3,train,67,-20.5356,-6.67462,-1.22366
ag_news,train,3,train,68,-21.6484,-3.9287,-4.50206
ag_news,train,3,train,69,-20.5991,-2.50886,-3.78862
ag_news,train,3,train,70,-20.299,-1.69784,-1.21169
ag_news,train,3,train,71,-21.6727,-4.11368,-1.06087
ag_news,train,3,train,72,-20.4773,-6.24899,-2.02349
ag_news,train,3,train,73,-18.5899,-2.91221,-1.94218
ag_news,train,3,train,74,-21.0362,-1.07523,-1.3176
ag_news,train,3,train,75,-20.3117,-4.55577,-1.87247
ag_news,train,3,train,76,-20.8872,-7.04924,-3.26945
ag_news,train,3,train,77,-20.4944,-3.70774,-1.87206
ag_news,train,3,train,78,-21.5499,-2.97594,-2.0915
ag_news,train,3,train,79,-18.94,-1.25785,-3.97097
ag_news,train,3,train,80,-19.473,-6.14436,-1.58319
ag_news,train,3,train,81,-20.1242,0.0230587,-2.1152
ag_news,train,3,train,82,-20.5608,-5.41796,-0.429534
ag_news,train,3,train,83,-19.8095,0.299874,-4.53446
ag_news,train,3,train,84,-20.9874,-4.09719,-1.36341
ag_news,train,3,train,85,-21.521,-3.92726,-0.333452
ag_news,train,3,train,86,-20.8236,-2.50777,-3.42713
ag_news,train,3,train,87,-21.514,-6.62665,-1.66073
ag_news,train,3,train,88,-21.106,-5.45857,-5.02698
ag_news,train,3,train,89,-19.3023,-5.28495,-1.89746
ag_news,train,3,train,90,-20.7423,-2.95198,-1.86611
ag_news,train,3,train,91,-20.4349,-1.34625,-2.66743
ag_news,train,3,train,92,-18.7544,-1.95722,-3.24256
ag_news,train,3,train,93,-21.9213,-3.20812,-1.67491
ag_news,train,3,train,94,-19.8359,-3.18419,-2.32052
ag_news,train,3,train,95,-20.7628,-4.37882,-2.95486
ag_news,train,3,train,96,-20.6585,-3.76236,-1.38073
ag_news,train,3,train,97,-21.9167,-1.29823,-2.59036
ag_news,train,3,train,98,-18.4422,-2.80165,-1.9962
ag_news,train,3,train,99,-19.8509,-7.39823,-3.57412
ag_news,train,3,train,100,-21.7586,-1.13564,-4.34002
ag_news,train,3,train,101,-21.8839,-3.38331,-3.35799
ag_news,train,3,train,102,-19.8873,1.5143,-4.48426
ag_news,train,3,train,103,-22.4263,-7.58539,-2.16101
ag_news,train,3,train,104,-20.4535,-7.47345,-1.75469
ag_news,train,3,train,105,-21.0598,0.992522,-2.67641
ag_news,train,3,train,106,-20.4222,-3.0475,-3.82668
ag_news,train,3,train,107,-21.221,-6.709,-3.87482
ag_news,train,3,train,108,-20.2024,-0.819854,-0.245738
ag_news,train,3,train,109,-19.9614,-6.7778,-2.33691
ag_news,train,3,train,110,-20.7018,-4.64055,-4.22482
ag_news,train,3,train,111,-21.5556,-1.3316,-2.00279
ag_news,train,3,train,112,-21.3639,-5.96103,-1.96578
ag_news,train,3,train,113,-19.0652,-0.36914,-5.25435
ag_news,train,3,train,114,-23.3474,-2.72046,-1.69365
ag_news,train,3,train,115,-20.8304,-2.98578,-2.14291
ag_news,train,3,train,116,-21.6248,-3.59848,-1.99492
ag_news,train,3,train,117,-21.4087,-4.05264,-4.05781
ag_news,train,3,train,118,-21.4094,-1.26932,-1.66904
ag_news,train,3,train,119,-21.6381,-4.72453,-2.48497
ag_news,train,3,train,120,-21.0402,-2.09599,-3.54176
ag_news,train,3,train,121,-19.9717,-4.49276,-2.38953
ag_news,train,3,train,122,-20.836,-1.91511,-2.32321
ag_news,train,3,train,123,-21.647,-5.19365,-3.74391
