family,target,layer,alpha,n,success,lo,hi,target_rate,judge_ok,unscorable,margin,top1,baseline
py_comprehension,nat,24,0.5,49,0.449,0.3185,0.5869,0.4694,0.8776,0.5102,6.0,0.6327,0.3878
py_comprehension,nat,24,1.0,49,0.551,0.4131,0.6815,0.6735,0.8367,0.2857,10.2679,0.7551,0.3878
py_comprehension,nat,24,2.0,49,0.6531,0.5131,0.7708,0.6939,0.9388,0.2857,15.3648,0.8163,0.3878
py_comprehension,nat,24,4.0,49,0.6735,0.5338,0.7879,0.8163,0.7959,0.1633,22.2844,0.8776,0.3878
py_comprehension,nat,26,0.5,49,0.5306,0.3938,0.663,0.551,0.898,0.449,5.9375,0.6531,0.3878
py_comprehension,nat,26,1.0,49,0.5714,0.4327,0.6998,0.6122,0.8776,0.3878,10.8342,0.7755,0.3878
py_comprehension,nat,26,2.0,49,0.6735,0.5338,0.7879,0.7755,0.8571,0.1837,19.3466,0.8367,0.3878
py_comprehension,nat,26,4.0,49,0.7347,0.5974,0.8379,0.8367,0.8163,0.1224,28.2279,0.8776,0.3878
py_comprehension,alt,2,0.5,49,0.1429,0.071,0.2667,0.2041,0.8163,0.4082,-1.6964,0.1633,0.102
py_comprehension,alt,2,1.0,49,0.1224,0.0573,0.2424,0.1224,0.8571,0.4082,-1.7066,0.1633,0.102
py_comprehension,alt,2,2.0,49,0.102,0.0444,0.2176,0.102,0.8367,0.5714,-1.6862,0.1633,0.102
py_comprehension,alt,2,4.0,49,0.1429,0.071,0.2667,0.1633,0.8367,0.4082,-1.7015,0.1633,0.102
py_comprehension,alt,4,0.5,49,0.1633,0.0851,0.2904,0.1633,0.8367,0.449,-1.699,0.1633,0.102
py_comprehension,alt,4,1.0,49,0.102,0.0444,0.2176,0.1224,0.8163,0.3673,-1.7041,0.1633,0.102
py_comprehension,alt,4,2.0,49,0.102,0.0444,0.2176,0.102,0.8571,0.3878,-1.6786,0.1633,0.102
py_comprehension,alt,4,4.0,49,0.1837,0.0998,0.3136,0.2041,0.898,0.3878,-1.6531,0.1633,0.102
py_comprehension,alt,6,0.5,49,0.102,0.0444,0.2176,0.1224,0.8776,0.449,-1.6658,0.1633,0.102
py_comprehension,alt,6,1.0,49,0.1429,0.071,0.2667,0.1633,0.9184,0.4694,-1.5918,0.1633,0.102
py_comprehension,alt,6,2.0,49,0.1224,0.0573,0.2424,0.1224,0.898,0.449,-1.4847,0.1633,0.102
py_comprehension,alt,6,4.0,49,0.2041,0.1148,0.3364,0.2041,0.8776,0.5102,-1.2194,0.1633,0.102
py_comprehension,alt,8,0.5,49,0.0816,0.0322,0.1919,0.102,0.8776,0.4082,-1.6224,0.1633,0.102
py_comprehension,alt,8,1.0,49,0.0612,0.021,0.1652,0.0816,0.8571,0.4286,-1.551,0.1633,0.102
py_comprehension,alt,8,2.0,49,0.0816,0.0322,0.1919,0.102,0.7755,0.4082,-1.3571,0.1633,0.102
py_comprehension,alt,8,4.0,49,0.1837,0.0998,0.3136,0.1837,0.9388,0.449,-1.0357,0.1633,0.102
py_comprehension,alt,10,0.5,49,0.102,0.0444,0.2176,0.102,0.898,0.4286,-1.5536,0.1633,0.102
py_comprehension,alt,10,1.0,49,0.1429,0.071,0.2667,0.1837,0.8776,0.5102,-1.4158,0.1633,0.102
py_comprehension,alt,10,2.0,49,0.102,0.0444,0.2176,0.1224,0.898,0.449,-1.1199,0.1633,0.102
py_comprehension,alt,10,4.0,49,0.1429,0.071,0.2667,0.1429,0.8776,0.5102,-0.5791,0.1837,0.102
py_comprehension,alt,12,0.5,49,0.1633,0.0851,0.2904,0.1633,0.9592,0.4082,-1.5612,0.1633,0.102
py_comprehension,alt,12,1.0,49,0.2041,0.1148,0.3364,0.2041,0.8367,0.4082,-1.4413,0.1633,0.102
py_comprehension,alt,12,2.0,49,0.1429,0.071,0.2667,0.1633,0.8367,0.449,-1.1582,0.1633,0.102
py_comprehension,alt,12,4.0,49,0.1429,0.071,0.2667,0.1837,0.8776,0.4082,-0.6607,0.2041,0.102
py_comprehension,alt,14,0.5,49,0.102,0.0444,0.2176,0.1429,0.8571,0.449,-1.5561,0.1633,0.102
py_comprehension,alt,14,1.0,49,0.1429,0.071,0.2667,0.1429,0.7959,0.4082,-1.4133,0.1633,0.102
py_comprehension,alt,14,2.0,49,0.1429,0.071,0.2667,0.1633,0.9184,0.449,-1.0918,0.1633,0.102
py_comprehension,alt,14,4.0,49,0.1633,0.0851,0.2904,0.1633,0.8571,0.4898,-0.5077,0.1837,0.102
py_comprehension,alt,16,0.5,49,0.1429,0.071,0.2667,0.1633,0.8571,0.4286,-1.5255,0.1633,0.102
py_comprehension,alt,16,1.0,49,0.0816,0.0322,0.1919,0.102,0.8571,0.449,-1.3546,0.1633,0.102
py_comprehension,alt,16,2.0,49,0.1224,0.0573,0.2424,0.1429,0.9388,0.4694,-0.9694,0.1633,0.102
py_comprehension,alt,16,4.0,49,0.2041,0.1148,0.3364,0.2041,0.9388,0.4694,-0.2959,0.1837,0.102
py_comprehension,alt,18,0.5,49,0.1224,0.0573,0.2424,0.1224,0.8571,0.449,-1.1352,0.1633,0.102
py_comprehension,alt,18,1.0,49,0.1429,0.071,0.2667,0.1633,0.8571,0.5714,-0.5995,0.2041,0.102
py_comprehension,alt,18,2.0,49,0.2653,0.1621,0.4026,0.2857,0.9388,0.449,0.4005,0.3469,0.102
py_comprehension,alt,18,4.0,49,0.449,0.3185,0.5869,0.5102,0.8571,0.3469,2.3036,0.6735,0.102
py_comprehension,alt,20,0.5,49,0.2245,0.1302,0.3588,0.2653,0.8776,0.3673,-0.6633,0.1633,0.102
py_comprehension,alt,20,1.0,49,0.2653,0.1621,0.4026,0.2857,0.8571,0.4286,0.2883,0.3265,0.102
py_comprehension,alt,20,2.0,49,0.3673,0.2466,0.5073,0.3673,0.8776,0.4082,1.7857,0.6122,0.102
py_comprehension,alt,20,4.0,49,0.4286,0.3002,0.5673,0.5102,0.7959,0.4082,3.9452,0.8776,0.102
py_comprehension,alt,22,0.5,49,0.1837,0.0998,0.3136,0.2041,0.8367,0.551,0.0638,0.2857,0.102
py_comprehension,alt,22,1.0,49,0.3878,0.2643,0.5275,0.4082,0.8776,0.4286,1.5867,0.551,0.102
py_comprehension,alt,22,2.0,49,0.6122,0.4725,0.7357,0.6531,0.9184,0.2653,4.0306,0.8571,0.102
py_comprehension,alt,22,4.0,49,0.7551,0.6191,0.854,0.8367,0.898,0.1429,6.9503,0.9388,0.102
py_comprehension,alt,24,0.5,49,0.3061,0.1952,0.4453,0.3061,0.9388,0.4286,1.6173,0.4898,0.102
py_comprehension,alt,24,1.0,49,0.5918,0.4525,0.7178,0.6327,0.898,0.3061,4.2321,0.8163,0.102
py_comprehension,alt,24,2.0,49,0.6735,0.5338,0.7879,0.7347,0.898,0.2245,8.2105,0.9796,0.102
py_comprehension,alt,24,4.0,49,0.7143,0.5759,0.8215,0.8163,0.8776,0.1633,14.1746,0.9592,0.102
py_comprehension,alt,26,0.5,49,0.3673,0.2466,0.5073,0.3878,0.9184,0.4082,1.7296,0.5306,0.102
py_comprehension,alt,26,1.0,49,0.5714,0.4327,0.6998,0.6327,0.898,0.3265,4.4987,0.8163,0.102
py_comprehension,alt,26,2.0,49,0.7755,0.6412,0.8698,0.7959,0.9592,0.1633,8.7188,0.9592,0.102
py_comprehension,alt,26,4.0,49,0.7143,0.5759,0.8215,0.8163,0.8776,0.1429,14.1185,0.9796,0.102
py_fstring,nat,2,0.5,51,0.1569,0.0817,0.2801,0.1765,0.902,0.6275,-2.2359,0.1569,0.1569
py_fstring,nat,2,1.0,51,0.0784,0.0309,0.185,0.0784,0.8824,0.7059,-2.2335,0.1569,0.1569
py_fstring,nat,2,2.0,51,0.0784,0.0309,0.185,0.098,0.9216,0.7059,-2.2359,0.1765,0.1569
py_fstring,nat,2,4.0,51,0.1569,0.0817,0.2801,0.1765,0.902,0.5882,-2.2512,0.1569,0.1569
py_fstring,nat,4,0.5,51,0.1373,0.0681,0.2572,0.1569,0.8824,0.6275,-2.2249,0.1373,0.1569
py_fstring,nat,4,1.0,51,0.1569,0.0817,0.2801,0.1569,0.9412,0.6667,-2.2224,0.1569,0.1569
py_fstring,nat,4,2.0,51,0.0784,0.0309,0.185,0.098,0.9412,0.6863,-2.2096,0.1569,0.1569
py_fstring,nat,4,4.0,51,0.1961,0.1102,0.3246,0.2157,0.9608,0.5882,-2.1814,0.1765,0.1569
py_fstring,nat,6,0.5,51,0.1569,0.0817,0.2801,0.1569,0.9216,0.6275,-2.204,0.1765,0.1569
py_fstring,nat,6,1.0,51,0.098,0.0426,0.2098,0.1176,0.9216,0.6471,-2.1765,0.1569,0.1569
py_fstring,nat,6,2.0,51,0.1961,0.1102,0.3246,0.2353,0.8824,0.5686,-2.117,0.1765,0.1569
py_fstring,nat,6,4.0,51,0.1765,0.0957,0.3025,0.1765,0.9412,0.6078,-2.0049,0.1765,0.1569
py_fstring,nat,8,0.5,51,0.098,0.0426,0.2098,0.1176,0.9608,0.6863,-2.2114,0.1765,0.1569
py_fstring,nat,8,1.0,51,0.0784,0.0309,0.185,0.0784,0.9608,0.6863,-2.1942,0.1765,0.1569
py_fstring,nat,8,2.0,51,0.0392,0.0108,0.1322,0.0392,0.902,0.7451,-2.1354,0.1961,0.1569
py_fstring,nat,8,4.0,51,0.1373,0.0681,0.2572,0.1373,0.902,0.6275,-1.9994,0.1961,0.1569
py_fstring,nat,10,0.5,51,0.0784,0.0309,0.185,0.1176,0.8824,0.6078,-2.2206,0.1765,0.1569
py_fstring,nat,10,1.0,51,0.2353,0.14,0.3676,0.2353,0.9804,0.549,-2.2267,0.1765,0.1569
py_fstring,nat,10,2.0,51,0.1176,0.055,0.2338,0.1569,0.902,0.6078,-2.2077,0.1961,0.1569
py_fstring,nat,10,4.0,51,0.0588,0.0202,0.1592,0.098,0.8235,0.6863,-2.1293,0.1961,0.1569
py_fstring,nat,12,0.5,51,0.098,0.0426,0.2098,0.098,0.902,0.7255,-2.2077,0.1765,0.1569
py_fstring,nat,12,1.0,51,0.0588,0.0202,0.1592,0.0784,0.8824,0.7255,-2.1985,0.1765,0.1569
py_fstring,nat,12,2.0,51,0.1569,0.0817,0.2801,0.1569,0.9804,0.7059,-2.1293,0.1765,0.1569
py_fstring,nat,12,4.0,51,0.1569,0.0817,0.2801,0.1765,0.9608,0.6667,-2.0037,0.1961,0.1569
py_fstring,nat,14,0.5,51,0.1569,0.0817,0.2801,0.1569,0.9412,0.5882,-2.1973,0.1765,0.1569
py_fstring,nat,14,1.0,51,0.1765,0.0957,0.3025,0.1765,0.9216,0.5686,-2.1648,0.1765,0.1569
py_fstring,nat,14,2.0,51,0.1569,0.0817,0.2801,0.1569,0.9216,0.6471,-2.1397,0.1765,0.1569
py_fstring,nat,14,4.0,51,0.1569,0.0817,0.2801,0.1569,0.9216,0.6667,-2.0337,0.1961,0.1569
py_fstring,nat,16,0.5,51,0.098,0.0426,0.2098,0.098,0.9608,0.7059,-2.1716,0.1765,0.1569
py_fstring,nat,16,1.0,51,0.2353,0.14,0.3676,0.2549,0.9216,0.5882,-2.114,0.1765,0.1569
py_fstring,nat,16,2.0,51,0.098,0.0426,0.2098,0.1176,0.8627,0.7451,-1.9896,0.1765,0.1569
py_fstring,nat,16,4.0,51,0.1176,0.055,0.2338,0.1765,0.8824,0.6275,-1.7653,0.1961,0.1569
py_fstring,nat,18,0.5,51,0.1765,0.0957,0.3025,0.1765,0.9608,0.6078,-2.1605,0.1569,0.1569
py_fstring,nat,18,1.0,51,0.1569,0.0817,0.2801,0.1569,0.9804,0.6667,-2.0809,0.1569,0.1569
py_fstring,nat,18,2.0,51,0.1373,0.0681,0.2572,0.1373,0.902,0.6863,-1.9816,0.1569,0.1569
py_fstring,nat,18,4.0,51,0.1765,0.0957,0.3025,0.1765,0.902,0.6667,-1.8113,0.1176,0.1569
py_fstring,nat,20,0.5,51,0.1176,0.055,0.2338,0.1373,0.9804,0.6471,-2.155,0.1765,0.1569
py_fstring,nat,20,1.0,51,0.1961,0.1102,0.3246,0.2157,0.902,0.5686,-2.095,0.1765,0.1569
py_fstring,nat,20,2.0,51,0.1373,0.0681,0.2572,0.1569,0.9216,0.6667,-2.0901,0.1765,0.1569
py_fstring,nat,20,4.0,51,0.1569,0.0817,0.2801,0.1765,0.902,0.5882,-2.2494,0.1765,0.1569
py_fstring,nat,22,0.5,51,0.1569,0.0817,0.2801,0.1569,0.9412,0.6078,-1.7647,0.1765,0.1569
py_fstring,nat,22,1.0,51,0.1765,0.0957,0.3025,0.1765,0.9216,0.5882,-1.3058,0.1765,0.1569
py_fstring,nat,22,2.0,51,0.098,0.0426,0.2098,0.1176,0.902,0.6667,-0.462,0.2745,0.1569
py_fstring,nat,22,4.0,51,0.3529,0.2363,0.4901,0.3529,0.902,0.5294,1.288,0.549,0.1569
py_fstring,nat,24,0.5,51,0.5686,0.4327,0.695,0.5882,0.9608,0.3137,1.473,0.6471,0.1569
py_fstring,nat,24,1.0,51,0.8039,0.6754,0.8898,0.8627,0.902,0.098,4.8695,0.9804,0.1569
py_fstring,nat,24,2.0,51,0.8824,0.7662,0.945,0.902,0.9412,0.098,9.8385,0.9804,0.1569
py_fstring,nat,24,4.0,51,0.8824,0.7662,0.945,0.9412,0.9216,0.0588,13.4974,0.9804,0.1569
py_fstring,nat,26,0.5,51,0.5294,0.3952,0.6595,0.5686,0.8824,0.2745,2.2028,0.7647,0.1569
py_fstring,nat,26,1.0,51,0.8627,0.7428,0.9319,0.8627,1.0,0.1373,6.1887,1.0,0.1569
py_fstring,nat,26,2.0,51,0.8627,0.7428,0.9319,0.9412,0.9216,0.0588,11.9277,1.0,0.1569
py_fstring,nat,26,4.0,51,0.7255,0.5905,0.8289,0.8039,0.8235,0.1765,14.4702,1.0,0.1569
py_fstring,alt,2,0.5,51,0.1569,0.0817,0.2801,0.1569,0.9412,0.7059,2.2396,0.549,0.098
py_fstring,alt,2,1.0,51,0.1961,0.1102,0.3246,0.1961,0.9412,0.6471,2.2414,0.549,0.098
py_fstring,alt,2,2.0,51,0.2941,0.1871,0.43,0.2941,0.9216,0.5098,2.231,0.549,0.098
py_fstring,alt,2,4.0,51,0.2353,0.14,0.3676,0.2353,0.9216,0.6275,2.2206,0.549,0.098
py_fstring,alt,4,0.5,51,0.2157,0.1249,0.3463,0.2157,0.8627,0.6863,2.2347,0.549,0.098
py_fstring,alt,4,1.0,51,0.2745,0.1711,0.4095,0.2745,0.8824,0.5882,2.242,0.549,0.098
py_fstring,alt,4,2.0,51,0.1961,0.1102,0.3246,0.1961,0.9216,0.6471,2.2672,0.549,0.098
py_fstring,alt,4,4.0,51,0.2353,0.14,0.3676,0.2353,0.9804,0.549,2.2782,0.549,0.098
py_fstring,alt,6,0.5,51,0.1569,0.0817,0.2801,0.1569,0.8627,0.6863,2.258,0.549,0.098
py_fstring,alt,6,1.0,51,0.2157,0.1249,0.3463,0.2157,0.8824,0.6863,2.2972,0.549,0.098
py_fstring,alt,6,2.0,51,0.2549,0.1555,0.3887,0.2745,0.9412,0.5686,2.3425,0.549,0.098
py_fstring,alt,6,4.0,51,0.2157,0.1249,0.3463,0.2157,0.9608,0.6471,2.4308,0.6078,0.098
py_fstring,alt,8,0.5,51,0.1961,0.1102,0.3246,0.2157,0.8824,0.6667,2.2518,0.549,0.098
py_fstring,alt,8,1.0,51,0.2353,0.14,0.3676,0.2353,0.8824,0.5294,2.2757,0.549,0.098
py_fstring,alt,8,2.0,51,0.1765,0.0957,0.3025,0.1765,0.902,0.7059,2.3186,0.5686,0.098
py_fstring,alt,8,4.0,51,0.1765,0.0957,0.3025,0.1765,0.9216,0.6667,2.3946,0.5686,0.098
py_fstring,alt,10,0.5,51,0.1765,0.0957,0.3025,0.1961,0.9216,0.7451,2.2402,0.549,0.098
py_fstring,alt,10,1.0,51,0.1765,0.0957,0.3025,0.1765,0.9216,0.6863,2.2396,0.549,0.098
py_fstring,alt,10,2.0,51,0.1961,0.1102,0.3246,0.1961,0.8627,0.6863,2.2776,0.6078,0.098
py_fstring,alt,10,4.0,51,0.1569,0.0817,0.2801,0.1569,0.9216,0.8039,2.3854,0.6078,0.098
py_fstring,alt,12,0.5,51,0.1961,0.1102,0.3246,0.1961,0.9216,0.6863,2.2604,0.549,0.098
py_fstring,alt,12,1.0,51,0.1765,0.0957,0.3025,0.1765,0.902,0.6667,2.2855,0.549,0.098
py_fstring,alt,12,2.0,51,0.1765,0.0957,0.3025,0.1765,1.0,0.6863,2.3511,0.5686,0.098
py_fstring,alt,12,4.0,51,0.1961,0.1102,0.3246,0.1961,0.9608,0.6667,2.5539,0.6471,0.098
py_fstring,alt,14,0.5,51,0.2745,0.1711,0.4095,0.2745,0.9608,0.5882,2.2757,0.549,0.098
py_fstring,alt,14,1.0,51,0.1961,0.1102,0.3246,0.1961,0.9608,0.7059,2.3113,0.5686,0.098
py_fstring,alt,14,2.0,51,0.1765,0.0957,0.3025,0.1765,0.902,0.6667,2.4087,0.5882,0.098
py_fstring,alt,14,4.0,51,0.1765,0.0957,0.3025,0.1961,0.9216,0.6863,2.7218,0.6471,0.098
py_fstring,alt,16,0.5,51,0.1961,0.1102,0.3246,0.1961,0.9412,0.6275,2.3015,0.549,0.098
py_fstring,alt,16,1.0,51,0.1961,0.1102,0.3246,0.1961,0.902,0.7059,2.3836,0.5686,0.098
py_fstring,alt,16,2.0,51,0.1765,0.0957,0.3025,0.1765,0.9608,0.6863,2.5551,0.6471,0.098
py_fstring,alt,16,4.0,51,0.1765,0.0957,0.3025,0.1961,0.902,0.7255,3.0404,0.8039,0.098
py_fstring,alt,18,0.5,51,0.1961,0.1102,0.3246,0.1961,0.9216,0.6078,2.3352,0.549,0.098
py_fstring,alt,18,1.0,51,0.1765,0.0957,0.3025,0.1961,0.8431,0.7059,2.4559,0.6275,0.098
py_fstring,alt,18,2.0,51,0.2549,0.1555,0.3887,0.2745,0.9804,0.6078,2.8039,0.7255,0.098
py_fstring,alt,18,4.0,51,0.1765,0.0957,0.3025,0.1961,0.9216,0.6863,3.9167,0.9216,0.098
py_fstring,alt,20,0.5,51,0.2157,0.1249,0.3463,0.2157,0.9804,0.6863,2.3646,0.5882,0.098
py_fstring,alt,20,1.0,51,0.2157,0.1249,0.3463,0.2157,0.8824,0.6863,2.5466,0.6863,0.098
py_fstring,alt,20,2.0,51,0.2549,0.1555,0.3887,0.2549,0.9412,0.6863,3.0797,0.8039,0.098
py_fstring,alt,20,4.0,51,0.2157,0.1249,0.3463,0.2157,0.9216,0.7059,4.7708,0.902,0.098
py_fstring,alt,22,0.5,51,0.1765,0.0957,0.3025,0.1765,0.9412,0.7255,2.7574,0.6863,0.098
py_fstring,alt,22,1.0,51,0.1765,0.0957,0.3025,0.1765,0.9412,0.7059,3.2892,0.8235,0.098
py_fstring,alt,22,2.0,51,0.2353,0.14,0.3676,0.2353,0.9804,0.7059,4.473,0.9216,0.098
py_fstring,alt,22,4.0,51,0.1961,0.1102,0.3246,0.2157,0.902,0.7451,7.1691,0.9608,0.098
py_fstring,alt,24,0.5,51,0.2549,0.1555,0.3887,0.2745,0.9412,0.6863,6.1777,0.9608,0.098
py_fstring,alt,24,1.0,51,0.3529,0.2363,0.4901,0.3529,0.9216,0.6078,10.47,0.9804,0.098
py_fstring,alt,24,2.0,51,0.3333,0.2197,0.4703,0.3333,0.9608,0.6471,15.89,0.9804,0.098
py_fstring,alt,24,4.0,51,0.3137,0.2033,0.4503,0.3137,0.9608,0.6667,17.9583,0.9804,0.098
py_fstring,alt,26,0.5,51,0.2745,0.1711,0.4095,0.2745,0.9216,0.6863,6.9038,0.9608,0.098
py_fstring,alt,26,1.0,51,0.2745,0.1711,0.4095,0.2745,0.9216,0.7059,11.3241,0.9608,0.098
py_fstring,alt,26,2.0,51,0.2745,0.1711,0.4095,0.2745,0.9804,0.6863,15.6069,0.9608,0.098
py_fstring,alt,26,4.0,51,0.2549,0.1555,0.3887,0.2745,0.9216,0.7255,19.2552,0.9608,0.098
py_is_none,nat,2,0.5,51,0.1765,0.0957,0.3025,0.1961,0.8824,0.7451,-1.2132,0.1961,0.1569
py_is_none,nat,2,1.0,51,0.1961,0.1102,0.3246,0.2157,0.8235,0.7647,-1.2243,0.1961,0.1569
py_is_none,nat,2,2.0,51,0.1373,0.0681,0.2572,0.1373,0.902,0.7843,-1.2181,0.1961,0.1569
py_is_none,nat,2,4.0,51,0.1373,0.0681,0.2572,0.1765,0.8627,0.7843,-1.2292,0.1961,0.1569
py_is_none,nat,4,0.5,51,0.1961,0.1102,0.3246,0.1961,0.8431,0.7451,-1.2194,0.1961,0.1569
py_is_none,nat,4,1.0,51,0.1765,0.0957,0.3025,0.1961,0.8824,0.7255,-1.2169,0.1961,0.1569
py_is_none,nat,4,2.0,51,0.1569,0.0817,0.2801,0.1961,0.8824,0.7647,-1.2145,0.1961,0.1569
py_is_none,nat,4,4.0,51,0.0784,0.0309,0.185,0.098,0.8627,0.8235,-1.2108,0.1961,0.1569
py_is_none,nat,6,0.5,51,0.1569,0.0817,0.2801,0.1765,0.8627,0.8039,-1.2132,0.1961,0.1569
py_is_none,nat,6,1.0,51,0.1569,0.0817,0.2801,0.1569,0.902,0.8039,-1.2096,0.1961,0.1569
py_is_none,nat,6,2.0,51,0.2157,0.1249,0.3463,0.2353,0.8039,0.7451,-1.2255,0.1961,0.1569
py_is_none,nat,6,4.0,51,0.1569,0.0817,0.2801,0.1765,0.7647,0.8039,-1.212,0.1961,0.1569
py_is_none,nat,8,0.5,51,0.1569,0.0817,0.2801,0.1765,0.902,0.8235,-1.2108,0.1961,0.1569
py_is_none,nat,8,1.0,51,0.2353,0.14,0.3676,0.2353,0.902,0.7451,-1.2096,0.1961,0.1569
py_is_none,nat,8,2.0,51,0.0784,0.0309,0.185,0.1176,0.7843,0.8431,-1.2034,0.1961,0.1569
py_is_none,nat,8,4.0,51,0.098,0.0426,0.2098,0.098,0.9216,0.8235,-1.1936,0.1961,0.1569
py_is_none,nat,10,0.5,51,0.2549,0.1555,0.3887,0.2549,0.9216,0.6863,-1.2096,0.1961,0.1569
py_is_none,nat,10,1.0,51,0.1961,0.1102,0.3246,0.1961,0.9608,0.7059,-1.2034,0.1961,0.1569
py_is_none,nat,10,2.0,51,0.1176,0.055,0.2338,0.1373,0.9216,0.8039,-1.1826,0.1961,0.1569
py_is_none,nat,10,4.0,51,0.1961,0.1102,0.3246,0.1961,0.902,0.8039,-1.1532,0.2157,0.1569
py_is_none,nat,12,0.5,51,0.1569,0.0817,0.2801,0.1961,0.8039,0.7647,-1.2145,0.1961,0.1569
py_is_none,nat,12,1.0,51,0.2941,0.1871,0.43,0.2941,0.9608,0.6863,-1.1985,0.1961,0.1569
py_is_none,nat,12,2.0,51,0.1176,0.055,0.2338,0.1176,0.8824,0.8039,-1.185,0.1961,0.1569
py_is_none,nat,12,4.0,51,0.2157,0.1249,0.3463,0.2157,0.8824,0.7843,-1.174,0.1765,0.1569
py_is_none,nat,14,0.5,51,0.098,0.0426,0.2098,0.1176,0.8824,0.8235,-1.2108,0.1961,0.1569
py_is_none,nat,14,1.0,51,0.2353,0.14,0.3676,0.2353,0.8824,0.7059,-1.201,0.1961,0.1569
py_is_none,nat,14,2.0,51,0.1373,0.0681,0.2572,0.1569,0.8431,0.8235,-1.2047,0.1961,0.1569
py_is_none,nat,14,4.0,51,0.2745,0.1711,0.4095,0.2941,0.8824,0.7059,-1.1581,0.1961,0.1569
py_is_none,nat,16,0.5,51,0.2549,0.1555,0.3887,0.2941,0.902,0.7059,-1.1961,0.1961,0.1569
py_is_none,nat,16,1.0,51,0.1569,0.0817,0.2801,0.1569,0.8627,0.7647,-1.1789,0.1961,0.1569
py_is_none,nat,16,2.0,51,0.1569,0.0817,0.2801,0.1765,0.8235,0.8039,-1.1458,0.2157,0.1569
py_is_none,nat,16,4.0,51,0.1569,0.0817,0.2801,0.2157,0.902,0.7451,-1.065,0.1961,0.1569
py_is_none,nat,18,0.5,51,0.1569,0.0817,0.2801,0.1765,0.8431,0.7647,-1.1667,0.1765,0.1569
py_is_none,nat,18,1.0,51,0.1961,0.1102,0.3246,0.2157,0.8824,0.7255,-1.1164,0.1961,0.1569
py_is_none,nat,18,2.0,51,0.1765,0.0957,0.3025,0.1961,0.9216,0.7647,-1.0368,0.2157,0.1569
py_is_none,nat,18,4.0,51,0.1373,0.0681,0.2572,0.1961,0.8039,0.8039,-0.8468,0.2941,0.1569
py_is_none,nat,20,0.5,51,0.1961,0.1102,0.3246,0.2157,0.8627,0.7647,-1.0196,0.2157,0.1569
py_is_none,nat,20,1.0,51,0.2353,0.14,0.3676,0.2353,0.8824,0.7451,-0.8333,0.2941,0.1569
py_is_none,nat,20,2.0,51,0.2745,0.1711,0.4095,0.2941,0.902,0.6667,-0.4816,0.3529,0.1569
py_is_none,nat,20,4.0,51,0.1961,0.1102,0.3246,0.2157,0.8431,0.7647,0.2635,0.4314,0.1569
py_is_none,nat,22,0.5,51,0.1373,0.0681,0.2572,0.1373,0.9412,0.8235,-0.9301,0.2549,0.1569
py_is_none,nat,22,1.0,51,0.2353,0.14,0.3676,0.2353,0.9216,0.7255,-0.6483,0.3333,0.1569
py_is_none,nat,22,2.0,51,0.1961,0.1102,0.3246,0.2353,0.7843,0.7647,-0.076,0.4314,0.1569
py_is_none,nat,22,4.0,51,0.3725,0.2532,0.5098,0.3725,0.8431,0.6275,1.0515,0.549,0.1569
py_is_none,nat,24,0.5,51,0.451,0.3227,0.5862,0.4902,0.8824,0.4902,1.4179,0.5686,0.1569
py_is_none,nat,24,1.0,51,0.4902,0.3586,0.6232,0.4902,0.9216,0.5098,3.9069,0.7451,0.1569
py_is_none,nat,24,2.0,51,0.8431,0.7199,0.9183,0.8431,0.9804,0.1569,8.3321,0.9804,0.1569
py_is_none,nat,24,4.0,51,0.9412,0.8408,0.9798,0.9608,0.9804,0.0392,16.2488,1.0,0.1569
py_is_none,nat,26,0.5,51,0.4902,0.3586,0.6232,0.5686,0.9216,0.4314,2.3248,0.6275,0.1569
py_is_none,nat,26,1.0,51,0.6667,0.5297,0.7803,0.6863,0.8824,0.3137,5.7917,0.8235,0.1569
py_is_none,nat,26,2.0,51,0.8431,0.7199,0.9183,0.8824,0.9412,0.1176,13.1771,1.0,0.1569
py_is_none,nat,26,4.0,51,0.8431,0.7199,0.9183,0.9412,0.902,0.0588,25.8286,1.0,0.1569
py_is_none,alt,2,0.5,51,0.0392,0.0108,0.1322,0.0392,0.902,0.6863,1.2206,0.4314,0.0392
py_is_none,alt,2,1.0,51,0.0,0.0,0.07,0.0,0.902,0.7255,1.2194,0.4314,0.0392
py_is_none,alt,2,2.0,51,0.0196,0.0035,0.103,0.0196,0.9216,0.7255,1.1973,0.4314,0.0392
py_is_none,alt,2,4.0,51,0.0784,0.0309,0.185,0.0784,0.9412,0.7451,1.2022,0.4314,0.0392
py_is_none,alt,4,0.5,51,0.0,0.0,0.07,0.0,0.8627,0.7647,1.2108,0.4314,0.0392
py_is_none,alt,4,1.0,51,0.0588,0.0202,0.1592,0.0784,0.9216,0.7647,1.2132,0.4314,0.0392
py_is_none,alt,4,2.0,51,0.0392,0.0108,0.1322,0.0588,0.8627,0.7451,1.2157,0.4314,0.0392
py_is_none,alt,4,4.0,51,0.0196,0.0035,0.103,0.0196,0.9804,0.7451,1.2096,0.4314,0.0392
py_is_none,alt,6,0.5,51,0.0196,0.0035,0.103,0.0196,0.8431,0.7843,1.2243,0.4314,0.0392
py_is_none,alt,6,1.0,51,0.0,0.0,0.07,0.0,0.7255,0.7451,1.2145,0.4314,0.0392
py_is_none,alt,6,2.0,51,0.0588,0.0202,0.1592,0.0588,0.9608,0.7843,1.2206,0.4314,0.0392
