icl_example_index,token_role,layer,target_mode,best_alpha,cv_mse,alpha_pinned,train_sample_count,test_sample_count,train_mse,train_r2,test_mse_fv,test_r2_fv,test_r2_fv_testmean_baseline,test_mse_pp,test_r2_pp,test_r2_pp_testmean_baseline
3,pre_label_token,0,perprompt,0.1,0.604552149772644,True,3400,1190,0.5626044273376465,0.0,0.3455448278859884,-0.03815165559923428,-0.23616634560151195,0.726439096146271,-5.143666270690517e-08,-0.0936764862374746
3,pre_label_token,1,perprompt,100000.0,0.5215715169906616,False,3400,1190,0.2938214838504791,0.47774765079453874,0.3055634121934907,0.08196813652239099,-0.09313517702364793,0.6747845818014706,0.07110641471550516,-0.01590902018750673
3,pre_label_token,2,perprompt,31622.776601683792,0.521209180355072,False,3400,1190,0.23805110156536102,0.5768765939296547,0.305742356757156,0.08143051714557625,-0.09377534069990578,0.6692377715551553,0.07874203146720582,-0.007558126117792829
3,pre_label_token,3,perprompt,10000.0,0.4917815327644348,False,3400,1190,0.18973606824874878,0.662754043464221,0.30773578291179754,0.07544148621313018,-0.10090670579625383,0.666021452831621,0.08316954494498174,-0.0027158589837197322
3,pre_label_token,4,perprompt,10000.0,0.4476037919521332,False,3400,1190,0.1732570081949234,0.6920447124548783,0.2950933648758576,0.11342424895649028,-0.055679197114772316,0.6470207855481059,0.10932544481551976,0.025890232209667463
3,pre_label_token,5,perprompt,31622.776601683792,0.4407130777835846,False,3400,1190,0.19344854354858398,0.6561553124208068,0.27329882453469667,0.17890356252811723,0.022289492077956496,0.6249818882020581,0.13966370523758476,0.05907047255994824
3,pre_label_token,6,perprompt,10000.0,0.4249357581138611,False,3400,1190,0.16374287009239197,0.7089555962663588,0.27285581797110936,0.18023452731275358,0.02387432206409046,0.6165900350618763,0.15121574534163373,0.0717046665399581
3,pre_label_token,7,perprompt,10000.0,0.41181954741477966,False,3400,1190,0.16100621223449707,0.7138198627472419,0.26530877121356355,0.2029088041472955,0.05087343898745922,0.60596040036498,0.16584826622334148,0.08770790973950726
3,pre_label_token,8,perprompt,10000.0,0.40810179710388184,False,3400,1190,0.158207967877388,0.7187935960154831,0.2583146135346228,0.22392198619472048,0.07589462767499366,0.5985588266068146,0.17603710955259333,0.09885120753749355
3,pre_label_token,9,perprompt,10000.0,0.39046812057495117,False,3400,1190,0.15520766377449036,0.7241264799337552,0.2322989287496615,0.3020832667333101,0.16896421342366963,0.5681147791758305,0.21794571435983545,0.14468566082862166
3,pre_label_token,10,perprompt,10000.0,0.3852778673171997,False,3400,1190,0.15530171990394592,0.7239593000736524,0.22645175597246955,0.31965045804783165,0.18988213092891126,0.5608851969742975,0.22789779790235298,0.155570020028289
3,pre_label_token,11,perprompt,10000.0,0.38263899087905884,False,3400,1190,0.15424509346485138,0.7258373984101598,0.224759295808167,0.3247352695681076,0.19593680785514878,0.5579603820287881,0.23192403370308035,0.1599734192250959
3,pre_label_token,12,perprompt,10000.0,0.3813079297542572,False,3400,1190,0.1525644063949585,0.7288247319401255,0.22159952436174665,0.3342284574085542,0.2072407047930772,0.5542766346650965,0.2369949991463135,0.1655194146076152
3,pre_label_token,13,perprompt,10000.0,0.37940558791160583,False,3400,1190,0.15039348602294922,0.7326834295729943,0.2168631305213736,0.3484584348532628,0.22418487583103963,0.551004554043297,0.24149927322443332,0.17044563300103566
3,pre_label_token,14,perprompt,10000.0,0.38194039463996887,False,3400,1190,0.14914235472679138,0.7349072501392107,0.21913033493426667,0.34164686707716097,0.2160740850807803,0.5530685617142365,0.2386580057485297,0.16733820573136426
3,pre_label_token,15,perprompt,10000.0,0.3833603262901306,False,3400,1190,0.147879496216774,0.7371519152158675,0.22038476126534598,0.33787808031683086,0.21158644848959318,0.5547447268702402,0.23635063373191867,0.16481468734159588
3,pre_label_token,16,perprompt,10000.0,0.38370832800865173,False,3400,1190,0.1475243866443634,0.7377831039430716,0.21660315970412825,0.34923948875003763,0.22511490617495578,0.5508388775737346,0.24172733980147065,0.17069506404080814
3,pre_label_token,17,perprompt,10000.0,0.387445867061615,False,3400,1190,0.14763407409191132,0.73758814023106,0.21951504234506303,0.34049105572300775,0.21469781689283085,0.5554337926271583,0.2354020809956786,0.16377727757137472
3,pre_label_token,18,perprompt,10000.0,0.3894999027252197,False,3400,1190,0.14631761610507965,0.7399280755797052,0.22073398237468816,0.33682888367553887,0.2103371304628019,0.5581558868664653,0.2316549060518147,0.15967908065625014
3,pre_label_token,19,perprompt,10000.0,0.3933579921722412,False,3400,1190,0.14556699991226196,0.7412622566780832,0.22329695565359933,0.329128710679067,0.201168243949729,0.5623113792483546,0.22593454681223268,0.15342285858488713
3,pre_label_token,20,perprompt,10000.0,0.3998766243457794,False,3400,1190,0.14586952328681946,0.74072453717241,0.22601903947461552,0.32095050745502607,0.19143014880869325,0.5666350164333311,0.21998272314207679,0.14691348932142634
3,pre_label_token,21,perprompt,10000.0,0.40402209758758545,False,3400,1190,0.14519499242305756,0.7419234805702677,0.2282179071121857,0.3143442500488517,0.18356382886223055,0.5702589211343717,0.21499413578951443,0.14145758891502047
3,pre_label_token,22,perprompt,10000.0,0.40898755192756653,False,3400,1190,0.14464670419692993,0.7428980342699643,0.22964925926272609,0.3100439090079512,0.17844325053371868,0.5724655151367187,0.2119565871119271,0.13813549352141896
3,pre_label_token,23,perprompt,10000.0,0.4125382602214813,False,3400,1190,0.1440567523241043,0.7439466429267028,0.23014818560175535,0.30854493937192995,0.17665837083224722,0.5736643654959542,0.21030627612610564,0.1363305872940851
3,pre_label_token,24,perprompt,10000.0,0.4147924780845642,False,3400,1190,0.14320296049118042,0.7454642133393001,0.23201948694822166,0.30292281907325747,0.16996390007100726,0.5764228083506352,0.20650906447932138,0.13217766641634243
3,pre_label_token,25,perprompt,10000.0,0.4154518246650696,False,3400,1190,0.14240822196006775,0.7468768195906828,0.2335516432754132,0.2983196229049283,0.16448270071559534,0.5785833022173713,0.20353497623252137,0.12892497620012944
