icl_example_index,token_role,layer,feature_dim,target_dim,best_alpha,cv_mse,alpha_pinned,train_sample_count,test_sample_count,train_mse,test_mse,train_mean_squared_l2,test_mean_squared_l2
4,pre_label_token,0,4096,4096,0.1,0.21920010447502136,True,3400,1190,0.19782806932926178,0.2171173656688017,810.3038940429688,889.3127494747899
4,pre_label_token,1,4096,4096,100000000.0,0.21935628354549408,True,3400,1190,0.19662463665008545,0.21740414114559398,805.37451171875,890.4873555672269
4,pre_label_token,2,4096,4096,100000000.0,0.21929073333740234,True,3400,1190,0.1964094191789627,0.21745033264160157,804.4929809570312,890.6766018907563
4,pre_label_token,3,4096,4096,100000000.0,0.2193279266357422,True,3400,1190,0.19637669622898102,0.21741483512044954,804.3589477539062,890.5311318277311
4,pre_label_token,4,4096,4096,100000000.0,0.21925966441631317,True,3400,1190,0.19640003144741058,0.2172955264564322,804.4545288085938,890.0424960609243
4,pre_label_token,5,4096,4096,31622776.60168379,0.219110906124115,False,3400,1190,0.1930810511112213,0.21736074655997653,790.8599853515625,890.3096638655462
4,pre_label_token,6,4096,4096,31622776.60168379,0.21912772953510284,False,3400,1190,0.19294458627700806,0.21728680073714057,790.3009033203125,890.0067620798319
4,pre_label_token,7,4096,4096,31622776.60168379,0.21912553906440735,False,3400,1190,0.19285446405410767,0.21709564914222526,789.931884765625,889.2237920168067
4,pre_label_token,8,4096,4096,31622776.60168379,0.21915455162525177,False,3400,1190,0.19283604621887207,0.21702780042375838,789.8564453125,888.9458442752101
4,pre_label_token,9,4096,4096,31622776.60168379,0.21906182169914246,False,3400,1190,0.19263337552547455,0.21699769316601153,789.0263061523438,888.8225512079832
4,pre_label_token,10,4096,4096,31622776.60168379,0.21913395822048187,False,3400,1190,0.19262829422950745,0.21681172186587036,789.0054931640625,888.0608521533613
4,pre_label_token,11,4096,4096,31622776.60168379,0.219062939286232,False,3400,1190,0.1925269514322281,0.2169258967167189,788.5903930664062,888.5284598214286
4,pre_label_token,12,4096,4096,31622776.60168379,0.2190827578306198,False,3400,1190,0.19263257086277008,0.21690811670127036,789.0230712890625,888.4556460084034
4,pre_label_token,13,4096,4096,10000000.0,0.21902771294116974,False,3400,1190,0.18274207413196564,0.21716593574075138,748.5115966796875,889.5116793592437
4,pre_label_token,14,4096,4096,10000000.0,0.21902523934841156,False,3400,1190,0.18382307887077332,0.21760319621623064,752.939208984375,891.3026785714286
4,pre_label_token,15,4096,4096,10000000.0,0.21898169815540314,False,3400,1190,0.18387587368488312,0.21777795262697364,753.1556396484375,892.018493960084
4,pre_label_token,16,4096,4096,10000000.0,0.2188837230205536,False,3400,1190,0.1837344765663147,0.2177227436995306,752.576416015625,891.7923713235294
4,pre_label_token,17,4096,4096,10000000.0,0.21881631016731262,False,3400,1190,0.185054212808609,0.21802381787981306,757.9820556640625,893.0255449054622
4,pre_label_token,18,4096,4096,10000000.0,0.21886467933654785,False,3400,1190,0.18506845831871033,0.21793573844332656,758.0404052734375,892.6647977941177
4,pre_label_token,19,4096,4096,10000000.0,0.21889576315879822,False,3400,1190,0.18530742824077606,0.2181086548236238,759.0192260742188,893.3730895483193
4,pre_label_token,20,4096,4096,3162277.6601683795,0.21885107457637787,False,3400,1190,0.16564832627773285,0.2198915754045759,678.4955444335938,900.6758928571429
4,pre_label_token,21,4096,4096,3162277.6601683795,0.21882276237010956,False,3400,1190,0.16631555557250977,0.21977312745166425,681.228515625,900.1907366071429
4,pre_label_token,22,4096,4096,3162277.6601683795,0.21871647238731384,False,3400,1190,0.16698671877384186,0.2197336533490349,683.977783203125,900.0290638130252
4,pre_label_token,23,4096,4096,3162277.6601683795,0.21873152256011963,False,3400,1190,0.1674036830663681,0.21974560713567654,685.6854858398438,900.0780068277311
4,pre_label_token,24,4096,4096,3162277.6601683795,0.21865880489349365,False,3400,1190,0.16765765845775604,0.21955052383807527,686.7257690429688,899.2789128151261
4,pre_label_token,25,4096,4096,3162277.6601683795,0.21854902803897858,False,3400,1190,0.167507603764534,0.2195447408852457,686.1111450195312,899.2552324054622
4,pre_label_token,26,4096,4096,3162277.6601683795,0.21842768788337708,False,3400,1190,0.1676173359155655,0.21929315518932183,686.5606079101562,898.2247636554622
4,pre_label_token,27,4096,4096,3162277.6601683795,0.21813437342643738,False,3400,1190,0.1680743396282196,0.21923057652321182,688.4324951171875,897.9684283088235
4,pre_label_token,28,4096,4096,3162277.6601683795,0.21809503436088562,False,3400,1190,0.16792860627174377,0.21990187669000705,687.8356323242188,900.7180737920168
4,first_label_token,0,4096,4096,100000000.0,0.21920865774154663,True,3400,1190,0.19735723733901978,0.2171169377174698,808.3751831054688,889.3109834558824
4,first_label_token,1,4096,4096,100000000.0,0.2192177176475525,True,3400,1190,0.1972825527191162,0.2171491879375041,808.0693359375,889.4430869222689
4,first_label_token,2,4096,4096,100000000.0,0.21921409666538239,True,3400,1190,0.1972469985485077,0.2171312780941234,807.9237060546875,889.3697019432773
4,first_label_token,3,4096,4096,100000000.0,0.2192155420780182,True,3400,1190,0.19722095131874084,0.21712418403946052,807.8170166015625,889.3406643907563
4,first_label_token,4,4096,4096,100000000.0,0.21921522915363312,True,3400,1190,0.19716595113277435,0.21709518112054393,807.5917358398438,889.2218421743697
4,first_label_token,5,4096,4096,100000000.0,0.2192019373178482,True,3400,1190,0.19707626104354858,0.21706136174562599,807.224365234375,889.0833180147059
4,first_label_token,6,4096,4096,10000000.0,0.21914073824882507,False,3400,1190,0.19027140736579895,0.21657777674057904,779.3516845703125,887.102606355042
4,first_label_token,7,4096,4096,10000000.0,0.21904809772968292,False,3400,1190,0.18950988352298737,0.2164651037264271,776.2324829101562,886.6410714285714
4,first_label_token,8,4096,4096,10000000.0,0.21910859644412994,False,3400,1190,0.18906478583812714,0.21644678356266822,774.4093017578125,886.566025472689
4,first_label_token,9,4096,4096,10000000.0,0.219052255153656,False,3400,1190,0.18835841119289398,0.21651925960508714,771.5161743164062,886.8629136029411
4,first_label_token,10,4096,4096,10000000.0,0.2189951241016388,False,3400,1190,0.18796013295650482,0.21631605484906366,769.8847045898438,886.0305672268908
4,first_label_token,11,4096,4096,10000000.0,0.2189159244298935,False,3400,1190,0.18776389956474304,0.2164429127669134,769.0809936523438,886.5502035189076
4,first_label_token,12,4096,4096,10000000.0,0.2189600169658661,False,3400,1190,0.1882074922323227,0.21647762971765855,770.8978881835938,886.6923713235294
4,first_label_token,13,4096,4096,3162277.6601683795,0.21882396936416626,False,3400,1190,0.17060381174087524,0.2163818423487559,698.793212890625,886.3000393907563
4,first_label_token,14,4096,4096,3162277.6601683795,0.21876510977745056,False,3400,1190,0.17101047933101654,0.2169643225790072,700.4590454101562,888.6858324579832
4,first_label_token,15,4096,4096,3162277.6601683795,0.2189076989889145,False,3400,1190,0.17130017280578613,0.2170924322945731,701.6455688476562,889.2106092436975
4,first_label_token,16,4096,4096,10000000.0,0.21895769238471985,False,3400,1190,0.18832069635391235,0.21703856492242893,771.361572265625,888.9899553571429
4,first_label_token,17,4096,4096,3162277.6601683795,0.21891246736049652,False,3400,1190,0.1719743013381958,0.218033994145754,704.40673828125,893.0672597163865
