icl_example_index,token_role,layer,target_mode,best_alpha,cv_mse,alpha_pinned,train_sample_count,test_sample_count,train_mse,train_r2,test_mse_fv,test_r2_fv,test_r2_fv_testmean_baseline,test_mse_pp,test_r2_pp,test_r2_pp_testmean_baseline
1,pre_label_token,0,perprompt,0.1,0.604552149772644,True,3400,1190,0.5626044273376465,0.0,0.3455448278859884,-0.03815165559923428,-0.23616634560151195,0.726439096146271,-5.143666270690517e-08,-0.0936764862374746
1,pre_label_token,1,perprompt,316227.7660168379,0.5518226027488708,False,3400,1190,0.386694997549057,0.3126698284637167,0.31133399290197034,0.06463105770420141,-0.11377909089740301,0.6839480744690455,0.05849215264243346,-0.02970494129844603
1,pre_label_token,2,perprompt,316227.7660168379,0.5428418517112732,False,3400,1190,0.3737814724445343,0.33562294521331637,0.30993848367899407,0.06882371258808473,-0.10878673853903131,0.6817725814691111,0.0614868883654629,-0.0264296694241426
1,pre_label_token,3,perprompt,31622.776601683792,0.5324588418006897,False,3400,1190,0.2928948998451233,0.4793946054936701,0.3306239248323841,0.006676566263909667,-0.18278769046813448,0.6952430596872539,0.04294372489521536,-0.04670989024886296
1,pre_label_token,4,perprompt,100000.0,0.527086615562439,False,3400,1190,0.3184181749820709,0.4340283163271792,0.3178250625353901,0.04512934868493612,-0.137000511622696,0.6852793525247013,0.05665954460798894,-0.03170922151111455
1,pre_label_token,5,perprompt,100000.0,0.5235399603843689,False,3400,1190,0.3166704475879669,0.4371348105337296,0.3214154171342609,0.034342520840313084,-0.1498447945224073,0.6888447224592962,0.05175153492500273,-0.03707699601952186
1,pre_label_token,6,perprompt,100000.0,0.5219335556030273,False,3400,1190,0.31312096118927,0.4434438373138667,0.318854602845777,0.04203620738609737,-0.1406836316709008,0.6856333948984867,0.056172177678160407,-0.032242243235020895
1,pre_label_token,7,perprompt,100000.0,0.5186886787414551,False,3400,1190,0.31132054328918457,0.446643986144201,0.3203352791922433,0.037587677191347035,-0.1459806644160524,0.6869612685772551,0.05434425603391779,-0.034241398053183714
1,pre_label_token,8,perprompt,100000.0,0.5153829455375671,False,3400,1190,0.3106609582901001,0.4478163640478122,0.3209875699852695,0.03562794082123488,-0.1483141964524537,0.6876115366190422,0.05344911137735364,-0.035220396665492704
1,pre_label_token,9,perprompt,100000.0,0.5153666734695435,False,3400,1190,0.3099423944950104,0.4490935736824574,0.3213816105818548,0.034444088930812966,-0.1497238535649028,0.6875205737202107,0.0535743288993632,-0.035083449213050066
