lam,lofo_r2,lofo_r2_per_dim
0.0001,-2.26031944809652,-2.5453174114227295
0.001,-2.129086424620436,-2.4007742404937744
0.01,-1.3901344349979934,-1.58721125125885
0.1,-0.34030845755358485,-0.432220995426178
1.0,0.0336050027223197,-0.022857049480080605
10.0,0.08550419622034688,0.037229474633932114
100.0,0.06867631129565199,0.027905002236366272
1000.0,0.02586591875166877,0.005474284291267395
