icl_example_index,token_role,k,feature_dim,target_dim,train_sample_count,test_sample_count,train_mse,test_mse,train_mean_squared_l2,test_mean_squared_l2
1,pre_label_token,1,2,2,2600,1170,82.05046844482422,63.96610641479492,164.10092163085938,127.93219757080078
1,pre_label_token,2,4,4,2600,1170,54.57291030883789,45.20512771606445,218.29164123535156,180.8205108642578
1,pre_label_token,3,6,6,2600,1170,41.699790954589844,36.55378341674805,250.19874572753906,219.3226776123047
1,pre_label_token,4,8,8,2600,1170,34.61220932006836,34.760459899902344,276.89764404296875,278.0837097167969
1,pre_label_token,5,10,10,2600,1170,28.549707412719727,29.563392639160156,285.4970703125,295.6339111328125
1,pre_label_token,6,12,12,2600,1170,24.907888412475586,25.366470336914062,298.8946533203125,304.39764404296875
1,pre_label_token,7,14,14,2600,1170,20.99781608581543,22.38825035095215,293.96942138671875,313.43548583984375
1,pre_label_token,8,16,16,2600,1170,19.205867767333984,20.523326873779297,307.2939147949219,328.37322998046875
1,pre_label_token,9,18,18,2600,1170,17.34971046447754,19.008331298828125,312.2947692871094,342.14996337890625
1,pre_label_token,10,20,20,2600,1170,15.690149307250977,17.589353561401367,313.80291748046875,351.7870788574219
1,first_label_token,1,2,2,2600,1170,82.95294189453125,56.69257354736328,165.9058837890625,113.38514709472656
1,first_label_token,2,4,4,2600,1170,42.34370040893555,29.131567001342773,169.3748016357422,116.52625274658203
1,first_label_token,3,6,6,2600,1170,25.842941284179688,21.674856185913086,155.05764770507812,130.04913330078125
1,first_label_token,4,8,8,2600,1170,18.047670364379883,18.35525131225586,144.38136291503906,146.8419952392578
1,first_label_token,5,10,10,2600,1170,15.541169166564941,15.786166191101074,155.4116973876953,157.8616485595703
1,first_label_token,6,12,12,2600,1170,14.796882629394531,13.897543907165527,177.56259155273438,166.7705078125
1,first_label_token,7,14,14,2600,1170,11.571044921875,11.829028129577637,161.99464416503906,165.6063995361328
