icl_example_index,token_role,k,feature_dim,target_dim,train_sample_count,test_sample_count,train_mse,test_mse,train_mean_squared_l2,test_mean_squared_l2
3,pre_label_token,1,2,2,2600,1170,20.681297302246094,17.813711166381836,41.36259460449219,35.62742233276367
3,pre_label_token,2,4,4,2600,1170,12.817604064941406,12.632628440856934,51.270416259765625,50.530513763427734
3,pre_label_token,3,6,6,2600,1170,11.117513656616211,10.76905345916748,66.70508575439453,64.61432647705078
3,pre_label_token,4,8,8,2600,1170,9.002038955688477,9.362859725952148,72.01631164550781,74.90288543701172
3,pre_label_token,5,10,10,2600,1170,6.455915927886963,7.875263214111328,64.55915832519531,78.75263214111328
3,pre_label_token,6,12,12,2600,1170,5.286463260650635,7.860518932342529,63.43756103515625,94.32622528076172
3,pre_label_token,7,14,14,2600,1170,4.640288829803467,7.11862325668335,64.96403503417969,99.66072082519531
3,pre_label_token,8,16,16,2600,1170,3.8044636249542236,6.679405212402344,60.87141799926758,106.8704833984375
3,pre_label_token,9,18,18,2600,1170,3.4545037746429443,6.860358715057373,62.18107604980469,123.48645782470703
3,pre_label_token,10,20,20,2600,1170,2.8443448543548584,6.592003345489502,56.886905670166016,131.84005737304688
3,first_label_token,1,2,2,2600,1170,23.317665100097656,18.271726608276367,46.63533020019531,36.543453216552734
3,first_label_token,2,4,4,2600,1170,14.261441230773926,12.946581840515137,57.04576873779297,51.78632736206055
3,first_label_token,3,6,6,2600,1170,9.317736625671387,11.542608261108398,55.90641784667969,69.25564575195312
3,first_label_token,4,8,8,2600,1170,7.910212516784668,10.40054702758789,63.281707763671875,83.2043685913086
3,first_label_token,5,10,10,2600,1170,6.814716339111328,8.967536926269531,68.14716339111328,89.67536926269531
3,first_label_token,6,12,12,2600,1170,5.804798603057861,7.592863082885742,69.65758514404297,91.1143569946289
3,first_label_token,7,14,14,2600,1170,5.113246917724609,6.8497748374938965,71.58545684814453,95.8968505859375
3,first_label_token,8,16,16,2600,1170,4.6333746910095215,6.339669227600098,74.13400268554688,101.43470764160156
3,first_label_token,9,18,18,2600,1170,4.333024978637695,6.073990821838379,77.99443817138672,109.33183288574219
3,first_label_token,10,20,20,2600,1170,3.704639434814453,5.622220993041992,74.09278869628906,112.44441986083984
3,last_label_token,1,2,2,2600,1170,23.525632858276367,22.214197158813477,47.05126953125,44.42839431762695
3,last_label_token,2,4,4,2600,1170,9.463950157165527,15.299969673156738,37.85580062866211,61.19987869262695
3,last_label_token,3,6,6,2600,1170,8.444703102111816,13.33952808380127,50.66822052001953,80.03716278076172
3,last_label_token,4,8,8,2600,1170,7.0272040367126465,12.697006225585938,56.2176399230957,101.5760498046875
3,last_label_token,5,10,10,2600,1170,6.146648406982422,10.894795417785645,61.46648025512695,108.94795989990234
3,last_label_token,6,12,12,2600,1170,5.18902587890625,8.652342796325684,62.26831817626953,103.82810974121094
3,last_label_token,7,14,14,2600,1170,4.367865085601807,7.44713830947876,61.15011978149414,104.25993347167969
3,last_label_token,8,16,16,2600,1170,3.896791696548462,6.8448309898376465,62.34866714477539,109.51729583740234
3,last_label_token,9,18,18,2600,1170,3.4715330600738525,6.249492645263672,62.48759460449219,112.4908676147461
3,last_label_token,10,20,20,2600,1170,2.898078441619873,5.887162208557129,57.96156692504883,117.74324035644531
