task,group,icl_index,split,row_index,pc1,pc2,pc3
ag_news,train,1,train,0,0.707101,3.37569,-11.514
ag_news,train,1,train,1,-0.830088,6.7626,-8.81313
ag_news,train,1,train,2,0.957566,2.8187,-13.4127
ag_news,train,1,train,3,-0.999844,7.82968,-9.27334
ag_news,train,1,train,4,0.331563,3.77354,-10.6488
ag_news,train,1,train,5,3.26513,2.40975,-11.9023
ag_news,train,1,train,6,-2.45268,9.90104,-8.36996
ag_news,train,1,train,7,-1.34178,12.1142,-8.69634
ag_news,train,1,train,8,1.47464,2.37213,-13.3654
ag_news,train,1,train,9,-1.97909,10.1113,-8.45029
ag_news,train,1,train,10,-1.82352,3.31242,-13.9068
ag_news,train,1,train,11,1.57291,2.72391,-11.7247
ag_news,train,1,train,12,1.57491,2.72235,-11.725
ag_news,train,1,train,13,-1.12783,10.0892,-9.13691
ag_news,train,1,train,14,0.407641,2.9141,-13.0207
ag_news,train,1,train,15,2.15304,1.47871,-11.6444
ag_news,train,1,train,16,2.54815,2.08883,-11.9371
ag_news,train,1,train,17,3.04199,0.476671,-10.9472
ag_news,train,1,train,18,2.08918,3.0897,-12.1148
ag_news,train,1,train,19,0.574776,1.47257,-10.8943
ag_news,train,1,train,20,1.7867,0.82074,-9.40927
ag_news,train,1,train,21,0.946886,3.08918,-9.88979
ag_news,train,1,train,22,-0.446683,8.08205,-8.22269
ag_news,train,1,train,23,1.44604,2.69421,-10.3522
ag_news,train,1,train,24,1.92304,2.54286,-11.0139
ag_news,train,1,train,25,-0.656099,5.94615,-13.0957
ag_news,train,1,train,26,1.53053,5.6711,-12.4988
ag_news,train,1,train,27,0.612314,2.42915,-13.5027
ag_news,train,1,train,28,1.10778,1.45557,-10.6678
ag_news,train,1,train,29,-0.628768,7.51501,-9.29588
ag_news,train,1,train,30,-1.61745,12.1643,-8.46228
ag_news,train,1,train,31,1.00105,5.42283,-11.868
ag_news,train,1,train,32,-2.62546,10.9382,-8.66225
ag_news,train,1,train,33,1.0375,5.14227,-12.4966
ag_news,train,1,train,34,1.42763,3.0719,-11.3862
ag_news,train,1,train,35,0.0966044,2.8842,-13.6063
ag_news,train,1,train,36,1.79515,3.28521,-11.9237
ag_news,train,1,train,37,2.02697,3.6494,-11.8609
ag_news,train,1,train,38,0.779775,1.47493,-8.56403
ag_news,train,1,train,39,2.7428,1.79161,-10.6975
ag_news,train,1,train,40,0.369766,2.8633,-10.9268
ag_news,train,1,train,41,-2.41555,10.1618,-8.72999
ag_news,train,1,train,42,-2.72846,10.4171,-9.30599
ag_news,train,1,train,43,0.975483,1.65646,-13.8368
ag_news,train,1,train,44,-2.18921,9.14625,-8.88953
ag_news,train,1,train,45,1.59284,2.69994,-10.4151
ag_news,train,1,train,46,0.939678,6.23556,-8.08911
ag_news,train,1,train,47,0.0147475,3.21965,-13.1999
ag_news,train,1,train,48,-2.53761,11.9918,-9.35902
ag_news,train,1,train,49,1.96944,3.32546,-9.84596
ag_news,train,1,train,50,1.43444,2.94508,-11.9217
ag_news,train,1,train,51,0.513298,2.43138,-10.5277
ag_news,train,1,train,52,1.19356,1.85428,-13.6849
ag_news,train,1,train,53,2.52797,0.797562,-13.0561
ag_news,train,1,train,54,-0.34329,9.12278,-8.12148
ag_news,train,1,train,55,1.29287,2.51496,-9.8593
ag_news,train,1,train,56,0.456499,10.0235,-6.71212
ag_news,train,1,train,57,1.70055,1.60135,-10.2606
ag_news,train,1,train,58,1.90692,3.6771,-10.4059
ag_news,train,1,train,59,-0.556162,3.87967,-9.45382
ag_news,train,1,train,60,0.943227,2.18447,-13.4812
ag_news,train,1,train,61,1.08138,1.82623,-11.6366
ag_news,train,1,train,62,1.40173,1.87516,-12.8256
ag_news,train,1,train,63,0.342602,2.18738,-14.0313
ag_news,train,1,train,64,0.816634,2.95038,-13.9153
ag_news,train,1,train,65,0.171288,4.19426,-13.4765
ag_news,train,1,train,66,2.08462,2.47405,-13.697
ag_news,train,1,train,67,-0.244441,8.5981,-7.85631
ag_news,train,1,train,68,0.134492,8.83556,-8.4133
ag_news,train,1,train,69,0.585134,2.29443,-10.3616
ag_news,train,1,train,70,1.04948,3.58489,-12.0106
ag_news,train,1,train,71,2.56434,1.66063,-10.8186
ag_news,train,1,train,72,0.884892,1.17584,-10.2301
ag_news,train,1,train,73,0.904093,2.81535,-11.635
ag_news,train,1,train,74,1.50633,2.18393,-12.2402
ag_news,train,1,train,75,-0.448654,2.17018,-14.7916
ag_news,train,1,train,76,1.56321,3.38256,-12.1859
ag_news,train,1,train,77,1.87937,2.17176,-10.322
ag_news,train,1,train,78,1.52569,1.93006,-10.6137
ag_news,train,1,train,79,1.64461,3.61363,-12.0656
ag_news,train,1,train,80,0.239231,3.66866,-12.5188
ag_news,train,1,train,81,-0.376598,2.14782,-13.7969
ag_news,train,1,train,82,1.47516,2.37782,-13.3691
ag_news,train,1,train,83,-1.63913,9.4817,-8.99574
ag_news,train,1,train,84,0.989107,1.43626,-10.269
ag_news,train,1,train,85,0.660229,3.53376,-11.3904
ag_news,train,1,train,86,1.50254,2.67755,-9.95702
ag_news,train,1,train,87,1.27347,3.37909,-12.7804
ag_news,train,1,train,88,2.40409,1.38624,-9.8857
ag_news,train,1,train,89,2.86759,2.13283,-10.2034
ag_news,train,1,train,90,1.28237,1.77782,-13.3377
ag_news,train,1,train,91,0.387496,9.04359,-8.08076
ag_news,train,1,train,92,1.8775,4.13829,-12.927
ag_news,train,1,train,93,1.00461,2.32236,-10.0039
ag_news,train,1,train,94,-1.11027,7.749,-8.90268
ag_news,train,1,train,95,0.638251,2.61811,-9.70874
ag_news,train,1,train,96,0.662626,3.83905,-11.8235
ag_news,train,1,train,97,1.61454,2.16604,-10.8857
ag_news,train,1,train,98,-0.998103,9.3471,-8.66753
ag_news,train,1,train,99,2.72874,1.19611,-12.511
ag_news,train,1,train,100,1.70719,1.94961,-11.0887
ag_news,train,1,train,101,-3.51951,12.3208,-9.3014
ag_news,train,1,train,102,0.021763,8.1101,-8.46992
ag_news,train,1,train,103,-0.654835,5.94015,-13.0955
ag_news,train,1,train,104,1.80667,1.69811,-9.52125
ag_news,train,1,train,105,1.82642,1.74916,-11.2743
ag_news,train,1,train,106,0.530812,2.11461,-13.4034
ag_news,train,1,train,107,-0.818639,7.49932,-8.40198
ag_news,train,1,train,108,1.15103,1.73292,-10.5993
ag_news,train,1,train,109,1.04691,2.93016,-13.3658
ag_news,train,1,train,110,-0.734954,9.06846,-8.31818
ag_news,train,1,train,111,1.21342,1.84559,-13.6239
ag_news,train,1,train,112,1.49896,2.56483,-11.3498
ag_news,train,1,train,113,0.846673,1.9486,-13.5348
ag_news,train,1,train,114,-0.192864,5.94067,-8.61555
ag_news,train,1,train,115,2.29872,2.89419,-12.0396
ag_news,train,1,train,116,-0.394383,3.65605,-13.7869
ag_news,train,1,train,117,-0.649556,9.16247,-8.31652
ag_news,train,1,train,118,1.89046,0.0356855,-13.2104
ag_news,train,1,train,119,2.28734,2.94608,-9.99435
ag_news,train,1,train,120,-2.3347,10.7148,-9.53739
ag_news,train,1,train,121,2.77742,1.88967,-11.9882
