task,group,icl_index,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10
capitalize,test,4,-14.5747,-14.5934,10.1875,-0.05539,-5.33043,3.62287,2.86139,1.01236,4.10687,1.59157
capitalize,test,5,-14.6467,-14.5656,10.5184,0.12319,-6.61708,4.46211,3.30335,-0.0885165,5.12882,1.2183
capitalize,test,6,-14.4824,-14.435,11.1161,0.282622,-8.06487,5.47867,4.20077,-0.49894,5.91527,0.885444
capitalize,test,7,-14.4873,-14.7392,11.6272,-0.532486,-7.9959,5.22453,4.43666,-1.10733,5.83566,0.609073
capitalize,test,8,-14.2355,-15.1833,11.4747,-0.400639,-7.94003,5.51694,4.72495,-1.3477,5.96285,0.548253
capitalize,test,9,-14.3551,-15.2757,11.8852,-0.791708,-8.53408,5.68952,4.686,-1.81349,6.52698,0.418315
capitalize,test,10,-13.9575,-14.8206,11.9727,-0.812886,-8.94259,6.1988,5.04329,-1.70904,6.85961,0.36242
capitalize_first_letter,test,1,9.90168,-9.38021,-12.738,3.22143,17.9188,-4.28682,-4.49312,7.9719,2.80068,1.7817
capitalize_first_letter,test,2,16.7018,-15.4356,-8.12936,7.72899,6.87647,-3.62264,1.26134,0.745593,1.99413,0.283877
capitalize_first_letter,test,3,19.0155,-16.296,-5.00672,9.63081,-0.0299707,-3.53596,3.91556,-5.74332,2.23175,-1.46914
capitalize_first_letter,test,4,19.8717,-16.3039,-4.15817,10.1262,-2.51302,-3.17573,5.25536,-8.62008,3.27808,-2.4926
capitalize_first_letter,test,5,20.2619,-17.1869,-3.48839,10.1025,-3.91894,-2.52523,6.12666,-10.1784,3.6418,-2.85437
capitalize_first_letter,test,6,21.034,-16.982,-2.93422,10.0913,-4.61796,-1.92851,6.2685,-10.7767,3.92194,-3.16714
capitalize_first_letter,test,7,21.1472,-16.7117,-2.24821,9.75655,-4.86,-1.81681,6.30101,-11.5084,4.28783,-3.52518
capitalize_first_letter,test,8,21.4573,-16.9585,-1.85644,9.77184,-5.40298,-1.51058,6.75549,-12.1172,4.48213,-3.7254
capitalize_first_letter,test,9,21.5199,-16.9486,-1.65225,9.56564,-5.64267,-1.19083,6.67523,-12.4548,4.72557,-3.86844
capitalize_first_letter,test,10,21.6266,-17.1661,-1.6223,9.51988,-6.15424,-0.997471,7.19549,-12.7784,5.0439,-4.07994
landmark-country,test,1,-7.43665,11.0135,-22.8721,-6.48127,8.85679,-5.67046,-3.53407,6.41309,-0.295393,5.33153
landmark-country,test,2,-7.86968,16.843,-20.7377,-7.12241,-3.728,-4.90905,0.544463,1.90305,-3.33844,6.49024
landmark-country,test,3,-7.17445,19.1764,-19.2524,-7.15911,-9.73367,-5.45997,2.50247,-3.3603,-3.62666,5.34309
landmark-country,test,4,-6.19391,19.942,-17.7201,-7.33704,-11.2629,-5.15159,3.14827,-5.73112,-3.34645,4.69662
landmark-country,test,5,-5.37409,19.985,-17.1849,-7.61743,-11.5091,-4.73766,3.76377,-7.00935,-3.53205,4.73924
landmark-country,test,6,-5.20433,20.3772,-16.3428,-7.71089,-12.1989,-4.56505,3.85911,-7.46539,-3.08225,4.11985
landmark-country,test,7,-5.05758,20.8308,-15.6564,-8.02011,-12.0952,-4.30708,3.9212,-8.10386,-2.9799,4.07536
landmark-country,test,8,-4.44623,20.8235,-15.2056,-8.34025,-12.3045,-4.22441,3.96832,-8.34835,-2.78739,4.13631
landmark-country,test,9,-4.3,20.628,-15.0445,-8.25299,-12.4036,-3.78034,4.43177,-8.64199,-2.9808,3.94333
landmark-country,test,10,-4.52438,20.7876,-14.9887,-8.64727,-12.7317,-3.56555,4.35887,-8.49683,-2.55369,3.98143
lowercase_first_letter,test,1,8.2336,-8.48127,-12.1398,2.37806,19.1007,-2.34453,-6.26444,7.59173,2.28129,2.35811
lowercase_first_letter,test,2,17.0084,-15.6669,-7.42297,7.91084,7.68624,-0.984664,0.217728,-1.14914,2.02159,0.630295
lowercase_first_letter,test,3,18.6973,-16.2068,-4.79468,8.85417,2.16476,-0.235297,2.53148,-7.47818,2.9754,-1.31313
lowercase_first_letter,test,4,19.5441,-16.2133,-3.41313,8.5466,-0.0481895,0.656829,3.31542,-9.88102,3.60885,-2.23702
lowercase_first_letter,test,5,20.0708,-16.6736,-2.61045,8.44626,-1.72973,1.18315,4.47989,-11.5593,4.17267,-2.69535
lowercase_first_letter,test,6,20.803,-16.524,-1.90656,8.33795,-2.44752,1.35955,4.8602,-12.6009,4.64069,-3.11538
lowercase_first_letter,test,7,20.7718,-17.0614,-1.95918,8.15133,-3.09035,1.75412,5.23542,-12.6867,4.72859,-3.3258
lowercase_first_letter,test,8,20.9302,-16.4789,-1.55878,7.84514,-2.97476,1.91505,5.01066,-13.1933,4.98588,-3.34539
lowercase_first_letter,test,9,21.2675,-16.7844,-1.21291,7.69502,-3.30871,2.15843,5.15082,-13.5658,5.06493,-3.65961
lowercase_first_letter,test,10,21.3738,-17.0056,-1.24407,7.62448,-3.89799,2.56149,5.65303,-13.5157,5.20558,-3.77783
synonym,test,1,-10.0088,-6.46885,-3.66197,0.625017,13.6393,-4.69203,-3.18791,10.8604,-1.91515,4.69191
synonym,test,2,-13.8566,-8.81451,-0.118643,0.493813,7.2174,-2.86978,-1.09788,7.09018,-2.75644,5.13254
synonym,test,3,-16.5487,-10.5779,2.54795,1.39374,2.26205,-2.46306,0.374905,3.80218,-2.642,3.99492
synonym,test,4,-16.2436,-11.0313,3.27077,0.846203,0.591907,-2.38638,1.33054,2.35447,-2.39018,3.70112
synonym,test,5,-17.0682,-12.2449,4.4532,0.820725,-1.01823,-1.95678,1.92681,1.40373,-2.06678,3.25971
synonym,test,6,-17.1085,-12.3366,4.74057,0.488076,-1.27711,-1.92517,2.17692,0.37944,-1.71152,2.98148
synonym,test,7,-16.6831,-12.423,4.96145,0.395685,-1.63104,-1.93556,2.32177,-0.00346689,-1.73425,2.88829
synonym,test,8,-16.0548,-12.651,4.46168,0.270308,-1.52677,-1.61774,2.35177,-0.354872,-1.46785,2.4724
synonym,test,9,-16.0817,-12.8807,4.63719,0.183476,-1.42768,-1.62536,2.32713,-0.664904,-1.09364,2.37948
synonym,test,10,-15.7154,-12.6218,4.60781,0.268764,-1.84468,-0.905711,2.55654,-0.563165,-0.820991,2.33414
word_length,test,1,5.41523,-5.45801,-9.19184,0.279929,16.3642,-3.92544,-6.20774,12.7946,0.485234,4.3402
word_length,test,2,11.6349,-4.75064,-1.77935,1.70429,4.03801,-3.98612,-2.34785,13.3821,-3.40489,4.44249
word_length,test,3,14.0893,-2.25615,1.98822,2.21947,-2.60787,-4.64555,-0.758148,7.82138,-4.05566,2.35224
word_length,test,4,15.2925,-0.754894,4.1288,2.08394,-5.29845,-3.81989,-0.636674,4.8243,-3.68728,1.41743
word_length,test,5,15.6812,0.17797,5.18242,1.73261,-6.2702,-3.47981,-0.65977,3.20592,-3.55039,1.07408
word_length,test,6,16.2776,0.994149,6.74844,1.24623,-7.08463,-2.96083,-0.764201,1.75491,-3.18021,0.651259
word_length,test,7,16.1898,0.993626,6.86182,1.01684,-7.43183,-2.67182,-0.69312,1.54951,-2.92591,0.5838
word_length,test,8,16.3909,1.4634,7.38836,0.50056,-7.20302,-2.29221,-1.06735,0.595127,-2.6923,0.420496
word_length,test,9,16.1058,1.54282,7.74933,0.0831803,-7.15271,-2.17875,-1.19446,0.393354,-2.39162,0.408115
word_length,test,10,16.3779,1.61488,7.7755,-0.136874,-7.25031,-1.94895,-1.01626,-0.245813,-2.2072,0.274132
